Step,TP2 after fix,TP2 after fix__MIN,TP2 after fix__MAX,TP2,TP=2__MIN,TP=2__MAX,TP1,TP=1__MIN,TP=1__MAX
4873,,,,3.017130136489868,3.017130136489868,3.017130136489868,,,
4874,2.970555543899536,2.970555543899536,2.970555543899536,2.99995756149292,2.99995756149292,2.99995756149292,,,
4875,,,,2.991631269454956,2.991631269454956,2.991631269454956,,,
4877,,,,2.9687767028808594,2.9687767028808594,2.9687767028808594,2.930523633956909,2.930523633956909,2.930523633956909
4878,2.95737624168396,2.95737624168396,2.95737624168396,2.985616683959961,2.985616683959961,2.985616683959961,2.9473609924316406,2.9473609924316406,2.9473609924316406
4879,,,,2.9800469875335693,2.9800469875335693,2.9800469875335693,,,
4880,2.9795055389404297,2.9795055389404297,2.9795055389404297,3.009760856628418,3.009760856628418,3.009760856628418,2.9708197116851807,2.9708197116851807,2.9708197116851807
4881,,,,2.9907193183898926,2.9907193183898926,2.9907193183898926,,,
4882,,,,2.983546495437622,2.983546495437622,2.983546495437622,2.943066120147705,2.943066120147705,2.943066120147705
4883,,,,3.0162453651428223,3.0162453651428223,3.0162453651428223,,,
4884,,,,2.9811227321624756,2.9811227321624756,2.9811227321624756,2.942662477493286,2.942662477493286,2.942662477493286
4885,2.988494396209717,2.988494396209717,2.988494396209717,3.0183143615722656,3.0183143615722656,3.0183143615722656,2.9794023036956787,2.9794023036956787,2.9794023036956787
4886,2.9800527095794678,2.9800527095794678,2.9800527095794678,3.008936643600464,3.008936643600464,3.008936643600464,,,
4887,2.9735896587371826,2.9735896587371826,2.9735896587371826,3.0025548934936523,3.0025548934936523,3.0025548934936523,2.9657485485076904,2.9657485485076904,2.9657485485076904
4888,,,,3.0085105895996094,3.0085105895996094,3.0085105895996094,,,
4889,,,,3.0255019664764404,3.0255019664764404,3.0255019664764404,2.986009359359741,2.986009359359741,2.986009359359741
4890,,,,3.031284809112549,3.031284809112549,3.031284809112549,2.99102783203125,2.99102783203125,2.99102783203125
4891,,,,3.0259618759155273,3.0259618759155273,3.0259618759155273,2.987854480743408,2.987854480743408,2.987854480743408
4892,2.977968215942383,2.977968215942383,2.977968215942383,3.0082645416259766,3.0082645416259766,3.0082645416259766,,,
4893,,,,3.002835750579834,3.002835750579834,3.002835750579834,2.9617092609405518,2.9617092609405518,2.9617092609405518
4894,,,,2.9586853981018066,2.9586853981018066,2.9586853981018066,2.918787956237793,2.918787956237793,2.918787956237793
4895,,,,3.032005548477173,3.032005548477173,3.032005548477173,,,
4896,,,,3.017176866531372,3.017176866531372,3.017176866531372,,,
4897,2.981732130050659,2.981732130050659,2.981732130050659,3.010732650756836,3.010732650756836,3.010732650756836,2.9725332260131836,2.9725332260131836,2.9725332260131836
4898,3.0251028537750244,3.0251028537750244,3.0251028537750244,3.055083751678467,3.055083751678467,3.055083751678467,3.01570200920105,3.01570200920105,3.01570200920105
4899,,,,2.9947752952575684,2.9947752952575684,2.9947752952575684,2.9550974369049072,2.9550974369049072,2.9550974369049072
4900,,,,3.0189409255981445,3.0189409255981445,3.0189409255981445,2.9784421920776367,2.9784421920776367,2.9784421920776367
4901,,,,,,,2.958482027053833,2.958482027053833,2.958482027053833
4902,,,,3.0205745697021484,3.0205745697021484,3.0205745697021484,2.9809935092926025,2.9809935092926025,2.9809935092926025
4903,2.992290496826172,2.992290496826172,2.992290496826172,3.0214648246765137,3.0214648246765137,3.0214648246765137,,,
4904,,,,3.0114567279815674,3.0114567279815674,3.0114567279815674,2.970489025115967,2.970489025115967,2.970489025115967
4905,,,,2.993061065673828,2.993061065673828,2.993061065673828,2.9533193111419678,2.9533193111419678,2.9533193111419678
4906,,,,3.0207555294036865,3.0207555294036865,3.0207555294036865,2.979537010192871,2.979537010192871,2.979537010192871
4907,,,,3.0036447048187256,3.0036447048187256,3.0036447048187256,2.9631776809692383,2.9631776809692383,2.9631776809692383
4908,,,,2.9899325370788574,2.9899325370788574,2.9899325370788574,,,
4910,,,,3.018460988998413,3.018460988998413,3.018460988998413,,,
4911,2.968998432159424,2.968998432159424,2.968998432159424,2.9998815059661865,2.9998815059661865,2.9998815059661865,2.959435224533081,2.959435224533081,2.959435224533081
4912,,,,3.0233852863311768,3.0233852863311768,3.0233852863311768,2.9845616817474365,2.9845616817474365,2.9845616817474365
4913,2.977787733078003,2.977787733078003,2.977787733078003,3.008843183517456,3.008843183517456,3.008843183517456,2.967891216278076,2.967891216278076,2.967891216278076
4914,3.016481399536133,3.016481399536133,3.016481399536133,3.0481882095336914,3.0481882095336914,3.0481882095336914,3.0073132514953613,3.0073132514953613,3.0073132514953613
4915,,,,2.9952940940856934,2.9952940940856934,2.9952940940856934,,,
4916,,,,,,,2.956096649169922,2.956096649169922,2.956096649169922
4917,,,,3.017956256866455,3.017956256866455,3.017956256866455,2.9785139560699463,2.9785139560699463,2.9785139560699463
4918,,,,3.021432876586914,3.021432876586914,3.021432876586914,,,
4919,2.969741106033325,2.969741106033325,2.969741106033325,2.997041702270508,2.997041702270508,2.997041702270508,2.9564714431762695,2.9564714431762695,2.9564714431762695
4920,3.0077474117279053,3.0077474117279053,3.0077474117279053,3.0362584590911865,3.0362584590911865,3.0362584590911865,2.99603271484375,2.99603271484375,2.99603271484375
4921,2.9971001148223877,2.9971001148223877,2.9971001148223877,3.026211738586426,3.026211738586426,3.026211738586426,,,
4922,2.9689090251922607,2.9689090251922607,2.9689090251922607,2.9993462562561035,2.9993462562561035,2.9993462562561035,2.9572181701660156,2.9572181701660156,2.9572181701660156
4923,2.943333625793457,2.943333625793457,2.943333625793457,2.9698574542999268,2.9698574542999268,2.9698574542999268,2.931246519088745,2.931246519088745,2.931246519088745
4924,2.9925596714019775,2.9925596714019775,2.9925596714019775,3.0227763652801514,3.0227763652801514,3.0227763652801514,2.982023239135742,2.982023239135742,2.982023239135742
4925,,,,2.985887050628662,2.985887050628662,2.985887050628662,2.94530987739563,2.94530987739563,2.94530987739563
4926,,,,2.8429388999938965,2.8429388999938965,2.8429388999938965,2.8041162490844727,2.8041162490844727,2.8041162490844727
4927,,,,2.972754716873169,2.972754716873169,2.972754716873169,,,
4928,,,,3.0330588817596436,3.0330588817596436,3.0330588817596436,2.9923858642578125,2.9923858642578125,2.9923858642578125
4929,,,,2.989711284637451,2.989711284637451,2.989711284637451,,,
4930,,,,,,,2.9947009086608887,2.9947009086608887,2.9947009086608887
4931,,,,3.032261371612549,3.032261371612549,3.032261371612549,,,
4932,2.9944872856140137,2.9944872856140137,2.9944872856140137,3.0244526863098145,3.0244526863098145,3.0244526863098145,2.984649181365967,2.984649181365967,2.984649181365967
4933,,,,3.0010619163513184,3.0010619163513184,3.0010619163513184,,,
4934,,,,3.0178754329681396,3.0178754329681396,3.0178754329681396,2.978525161743164,2.978525161743164,2.978525161743164
4935,,,,3.002321720123291,3.002321720123291,3.002321720123291,2.9612348079681396,2.9612348079681396,2.9612348079681396
4936,2.974548816680908,2.974548816680908,2.974548816680908,,,,2.9649107456207275,2.9649107456207275,2.9649107456207275
4937,,,,2.9760777950286865,2.9760777950286865,2.9760777950286865,2.9360103607177734,2.9360103607177734,2.9360103607177734
4938,2.994523286819458,2.994523286819458,2.994523286819458,3.0254721641540527,3.0254721641540527,3.0254721641540527,2.983922243118286,2.983922243118286,2.983922243118286
4939,,,,3.0144190788269043,3.0144190788269043,3.0144190788269043,2.9765467643737793,2.9765467643737793,2.9765467643737793
4940,,,,2.9807353019714355,2.9807353019714355,2.9807353019714355,,,
4941,,,,3.001014471054077,3.001014471054077,3.001014471054077,,,
4942,,,,3.018601179122925,3.018601179122925,3.018601179122925,2.979717493057251,2.979717493057251,2.979717493057251
4943,,,,3.004952907562256,3.004952907562256,3.004952907562256,2.966087818145752,2.966087818145752,2.966087818145752
4944,2.9803171157836914,2.9803171157836914,2.9803171157836914,3.0099093914031982,3.0099093914031982,3.0099093914031982,2.9715158939361572,2.9715158939361572,2.9715158939361572
4945,,,,3.013674259185791,3.013674259185791,3.013674259185791,2.974437713623047,2.974437713623047,2.974437713623047
4946,,,,2.971543312072754,2.971543312072754,2.971543312072754,2.9286692142486572,2.9286692142486572,2.9286692142486572
4947,2.973001003265381,2.973001003265381,2.973001003265381,3.002873182296753,3.002873182296753,3.002873182296753,2.96270489692688,2.96270489692688,2.96270489692688
4948,2.9916539192199707,2.9916539192199707,2.9916539192199707,3.0220072269439697,3.0220072269439697,3.0220072269439697,2.9821033477783203,2.9821033477783203,2.9821033477783203
4949,,,,3.013578414916992,3.013578414916992,3.013578414916992,,,
4950,2.9541194438934326,2.9541194438934326,2.9541194438934326,2.984919309616089,2.984919309616089,2.984919309616089,,,
4951,2.997614860534668,2.997614860534668,2.997614860534668,3.026169776916504,3.026169776916504,3.026169776916504,2.9864165782928467,2.9864165782928467,2.9864165782928467
4952,,,,2.9887282848358154,2.9887282848358154,2.9887282848358154,,,
4953,,,,2.9839422702789307,2.9839422702789307,2.9839422702789307,,,
4954,2.987309694290161,2.987309694290161,2.987309694290161,3.0164949893951416,3.0164949893951416,3.0164949893951416,2.9768803119659424,2.9768803119659424,2.9768803119659424
4955,3.0033233165740967,3.0033233165740967,3.0033233165740967,3.0337929725646973,3.0337929725646973,3.0337929725646973,2.994720458984375,2.994720458984375,2.994720458984375
4956,2.9745049476623535,2.9745049476623535,2.9745049476623535,3.005884885787964,3.005884885787964,3.005884885787964,,,
4957,,,,2.9921092987060547,2.9921092987060547,2.9921092987060547,,,
4958,,,,3.0051023960113525,3.0051023960113525,3.0051023960113525,2.9662086963653564,2.9662086963653564,2.9662086963653564
4959,,,,,,,2.952739715576172,2.952739715576172,2.952739715576172
4960,2.959352731704712,2.959352731704712,2.959352731704712,2.988187313079834,2.988187313079834,2.988187313079834,2.9472382068634033,2.9472382068634033,2.9472382068634033
4961,2.9558165073394775,2.9558165073394775,2.9558165073394775,,,,,,
4962,,,,3.0006325244903564,3.0006325244903564,3.0006325244903564,2.9609735012054443,2.9609735012054443,2.9609735012054443
4963,,,,3.0091779232025146,3.0091779232025146,3.0091779232025146,2.9695489406585693,2.9695489406585693,2.9695489406585693
4964,3.007955551147461,3.007955551147461,3.007955551147461,3.03593111038208,3.03593111038208,3.03593111038208,2.993305206298828,2.993305206298828,2.993305206298828
4965,2.944450855255127,2.944450855255127,2.944450855255127,2.974604368209839,2.974604368209839,2.974604368209839,2.9345083236694336,2.9345083236694336,2.9345083236694336
4966,,,,3.0153584480285645,3.0153584480285645,3.0153584480285645,2.974611282348633,2.974611282348633,2.974611282348633
4967,2.994438409805298,2.994438409805298,2.994438409805298,3.0255661010742188,3.0255661010742188,3.0255661010742188,,,
4968,2.962578535079956,2.962578535079956,2.962578535079956,2.9952139854431152,2.9952139854431152,2.9952139854431152,2.9531099796295166,2.9531099796295166,2.9531099796295166
4969,,,,3.005263566970825,3.005263566970825,3.005263566970825,,,
4970,3.0168557167053223,3.0168557167053223,3.0168557167053223,3.0469093322753906,3.0469093322753906,3.0469093322753906,3.0073294639587402,3.0073294639587402,3.0073294639587402
4971,2.9886958599090576,2.9886958599090576,2.9886958599090576,3.0189619064331055,3.0189619064331055,3.0189619064331055,,,
4972,,,,2.959428310394287,2.959428310394287,2.959428310394287,2.92093825340271,2.92093825340271,2.92093825340271
4973,2.9310107231140137,2.9310107231140137,2.9310107231140137,2.962451696395874,2.962451696395874,2.962451696395874,,,
4975,2.990787982940674,2.990787982940674,2.990787982940674,3.0213778018951416,3.0213778018951416,3.0213778018951416,2.9831533432006836,2.9831533432006836,2.9831533432006836
4976,,,,2.9979820251464844,2.9979820251464844,2.9979820251464844,2.9561028480529785,2.9561028480529785,2.9561028480529785
4977,2.987348794937134,2.987348794937134,2.987348794937134,3.018880844116211,3.018880844116211,3.018880844116211,2.976938009262085,2.976938009262085,2.976938009262085
4978,2.9816970825195312,2.9816970825195312,2.9816970825195312,3.012451171875,3.012451171875,3.012451171875,2.97288179397583,2.97288179397583,2.97288179397583
4979,2.9525339603424072,2.9525339603424072,2.9525339603424072,2.982661724090576,2.982661724090576,2.982661724090576,2.94209623336792,2.94209623336792,2.94209623336792
4981,,,,3.066284418106079,3.066284418106079,3.066284418106079,,,
4982,3.006338119506836,3.006338119506836,3.006338119506836,3.032346248626709,3.032346248626709,3.032346248626709,,,
4983,2.9573678970336914,2.9573678970336914,2.9573678970336914,2.9864280223846436,2.9864280223846436,2.9864280223846436,,,
4984,,,,,,,2.99751877784729,2.99751877784729,2.99751877784729
4985,,,,3.013035535812378,3.013035535812378,3.013035535812378,2.9733664989471436,2.9733664989471436,2.9733664989471436
4986,,,,2.9910268783569336,2.9910268783569336,2.9910268783569336,2.95174503326416,2.95174503326416,2.95174503326416
4987,,,,3.0059618949890137,3.0059618949890137,3.0059618949890137,,,
4988,,,,3.0288360118865967,3.0288360118865967,3.0288360118865967,2.98758864402771,2.98758864402771,2.98758864402771
4990,2.9554762840270996,2.9554762840270996,2.9554762840270996,2.985860824584961,2.985860824584961,2.985860824584961,,,
4991,2.994588851928711,2.994588851928711,2.994588851928711,3.0247366428375244,3.0247366428375244,3.0247366428375244,2.9850029945373535,2.9850029945373535,2.9850029945373535
4992,,,,2.9540657997131348,2.9540657997131348,2.9540657997131348,2.9147818088531494,2.9147818088531494,2.9147818088531494
4993,2.96584415435791,2.96584415435791,2.96584415435791,2.9942359924316406,2.9942359924316406,2.9942359924316406,2.9548516273498535,2.9548516273498535,2.9548516273498535
4995,,,,3.008817672729492,3.008817672729492,3.008817672729492,2.9675068855285645,2.9675068855285645,2.9675068855285645
4996,3.0118463039398193,3.0118463039398193,3.0118463039398193,3.0408565998077393,3.0408565998077393,3.0408565998077393,,,
4997,2.955554962158203,2.955554962158203,2.955554962158203,2.9852089881896973,2.9852089881896973,2.9852089881896973,2.9458324909210205,2.9458324909210205,2.9458324909210205
4998,2.8994147777557373,2.8994147777557373,2.8994147777557373,,,,2.8885061740875244,2.8885061740875244,2.8885061740875244
4999,2.9726037979125977,2.9726037979125977,2.9726037979125977,3.002549409866333,3.002549409866333,3.002549409866333,2.9626402854919434,2.9626402854919434,2.9626402854919434
5000,2.984363555908203,2.984363555908203,2.984363555908203,3.0134284496307373,3.0134284496307373,3.0134284496307373,2.974000930786133,2.974000930786133,2.974000930786133
5001,2.977482557296753,2.977482557296753,2.977482557296753,3.006927251815796,3.006927251815796,3.006927251815796,2.966804027557373,2.966804027557373,2.966804027557373
5002,2.974551200866699,2.974551200866699,2.974551200866699,3.0036323070526123,3.0036323070526123,3.0036323070526123,,,
5003,2.9430630207061768,2.9430630207061768,2.9430630207061768,,,,2.9338603019714355,2.9338603019714355,2.9338603019714355
5004,,,,3.0088484287261963,3.0088484287261963,3.0088484287261963,,,
5005,,,,3.0181565284729004,3.0181565284729004,3.0181565284729004,,,
5006,2.9312069416046143,2.9312069416046143,2.9312069416046143,2.96236515045166,2.96236515045166,2.96236515045166,2.9216747283935547,2.9216747283935547,2.9216747283935547
5007,2.970590353012085,2.970590353012085,2.970590353012085,3.0010058879852295,3.0010058879852295,3.0010058879852295,2.960920572280884,2.960920572280884,2.960920572280884
5008,3.001436233520508,3.001436233520508,3.001436233520508,3.0318663120269775,3.0318663120269775,3.0318663120269775,2.9909958839416504,2.9909958839416504,2.9909958839416504
5009,,,,3.00634765625,3.00634765625,3.00634765625,,,
5010,,,,2.989643096923828,2.989643096923828,2.989643096923828,2.946859836578369,2.946859836578369,2.946859836578369
5011,2.978177070617676,2.978177070617676,2.978177070617676,3.0092012882232666,3.0092012882232666,3.0092012882232666,2.969109535217285,2.969109535217285,2.969109535217285
5012,,,,2.9671432971954346,2.9671432971954346,2.9671432971954346,,,
5013,,,,2.9514191150665283,2.9514191150665283,2.9514191150665283,2.9114928245544434,2.9114928245544434,2.9114928245544434
5014,,,,2.997774600982666,2.997774600982666,2.997774600982666,,,
5015,,,,2.9330978393554688,2.9330978393554688,2.9330978393554688,,,
5016,2.9777274131774902,2.9777274131774902,2.9777274131774902,3.008816957473755,3.008816957473755,3.008816957473755,2.968806743621826,2.968806743621826,2.968806743621826
5017,,,,3.0051887035369873,3.0051887035369873,3.0051887035369873,,,
5018,2.9654715061187744,2.9654715061187744,2.9654715061187744,2.9937283992767334,2.9937283992767334,2.9937283992767334,2.954526662826538,2.954526662826538,2.954526662826538
5019,,,,2.9056575298309326,2.9056575298309326,2.9056575298309326,2.8661112785339355,2.8661112785339355,2.8661112785339355
5020,2.9921624660491943,2.9921624660491943,2.9921624660491943,3.0224831104278564,3.0224831104278564,3.0224831104278564,,,
5021,,,,2.9977967739105225,2.9977967739105225,2.9977967739105225,2.9567267894744873,2.9567267894744873,2.9567267894744873
5022,2.964202880859375,2.964202880859375,2.964202880859375,2.9941492080688477,2.9941492080688477,2.9941492080688477,2.9534239768981934,2.9534239768981934,2.9534239768981934
5023,,,,3.008301019668579,3.008301019668579,3.008301019668579,2.9687018394470215,2.9687018394470215,2.9687018394470215
5024,3.0207297801971436,3.0207297801971436,3.0207297801971436,3.0517282485961914,3.0517282485961914,3.0517282485961914,,,
5025,,,,3.00537109375,3.00537109375,3.00537109375,2.964604139328003,2.964604139328003,2.964604139328003
5026,,,,2.990912914276123,2.990912914276123,2.990912914276123,2.950298309326172,2.950298309326172,2.950298309326172
5027,,,,3.028670310974121,3.028670310974121,3.028670310974121,,,
5028,,,,2.993964433670044,2.993964433670044,2.993964433670044,2.9536406993865967,2.9536406993865967,2.9536406993865967
5029,,,,2.9893150329589844,2.9893150329589844,2.9893150329589844,2.949368476867676,2.949368476867676,2.949368476867676
5030,3.0079970359802246,3.0079970359802246,3.0079970359802246,3.0394630432128906,3.0394630432128906,3.0394630432128906,,,
5031,,,,3.0165491104125977,3.0165491104125977,3.0165491104125977,2.9767465591430664,2.9767465591430664,2.9767465591430664
5032,,,,2.9934279918670654,2.9934279918670654,2.9934279918670654,2.953627824783325,2.953627824783325,2.953627824783325
5033,,,,2.9930691719055176,2.9930691719055176,2.9930691719055176,2.9529857635498047,2.9529857635498047,2.9529857635498047
5034,,,,2.982100009918213,2.982100009918213,2.982100009918213,2.9412922859191895,2.9412922859191895,2.9412922859191895
5035,,,,2.965139389038086,2.965139389038086,2.965139389038086,2.9256324768066406,2.9256324768066406,2.9256324768066406
5036,,,,3.0396876335144043,3.0396876335144043,3.0396876335144043,2.9980223178863525,2.9980223178863525,2.9980223178863525
5037,2.9369966983795166,2.9369966983795166,2.9369966983795166,2.96763277053833,2.96763277053833,2.96763277053833,2.9283881187438965,2.9283881187438965,2.9283881187438965
5038,,,,,,,2.8982746601104736,2.8982746601104736,2.8982746601104736
5039,,,,3.000784158706665,3.000784158706665,3.000784158706665,2.960970878601074,2.960970878601074,2.960970878601074
5040,2.9797825813293457,2.9797825813293457,2.9797825813293457,3.0094146728515625,3.0094146728515625,3.0094146728515625,2.9697747230529785,2.9697747230529785,2.9697747230529785
5041,,,,3.028181791305542,3.028181791305542,3.028181791305542,2.988276243209839,2.988276243209839,2.988276243209839
5042,,,,3.0198707580566406,3.0198707580566406,3.0198707580566406,2.9779117107391357,2.9779117107391357,2.9779117107391357
5043,2.927795648574829,2.927795648574829,2.927795648574829,2.957350015640259,2.957350015640259,2.957350015640259,2.9177706241607666,2.9177706241607666,2.9177706241607666
5044,,,,3.03568959236145,3.03568959236145,3.03568959236145,2.994952917098999,2.994952917098999,2.994952917098999
5045,,,,2.97119140625,2.97119140625,2.97119140625,,,
5046,,,,2.9761226177215576,2.9761226177215576,2.9761226177215576,2.9353933334350586,2.9353933334350586,2.9353933334350586
5047,,,,2.99822735786438,2.99822735786438,2.99822735786438,2.95867919921875,2.95867919921875,2.95867919921875
5048,,,,2.975557327270508,2.975557327270508,2.975557327270508,2.933379650115967,2.933379650115967,2.933379650115967
5049,2.967562675476074,2.967562675476074,2.967562675476074,3.002394676208496,3.002394676208496,3.002394676208496,2.956991672515869,2.956991672515869,2.956991672515869
5050,3.0032100677490234,3.0032100677490234,3.0032100677490234,3.035748243331909,3.035748243331909,3.035748243331909,,,
5051,2.949843168258667,2.949843168258667,2.949843168258667,2.9809041023254395,2.9809041023254395,2.9809041023254395,,,
5052,,,,2.9877750873565674,2.9877750873565674,2.9877750873565674,,,
5053,,,,3.030221939086914,3.030221939086914,3.030221939086914,,,
5054,,,,3.0023720264434814,3.0023720264434814,3.0023720264434814,2.9599862098693848,2.9599862098693848,2.9599862098693848
5055,2.9830315113067627,2.9830315113067627,2.9830315113067627,,,,2.9731249809265137,2.9731249809265137,2.9731249809265137
5056,,,,3.016265869140625,3.016265869140625,3.016265869140625,,,
5057,,,,3.014514207839966,3.014514207839966,3.014514207839966,,,
5058,,,,2.9948599338531494,2.9948599338531494,2.9948599338531494,2.955124855041504,2.955124855041504,2.955124855041504
5060,2.9572930335998535,2.9572930335998535,2.9572930335998535,2.9868323802948,2.9868323802948,2.9868323802948,,,
5061,3.022909641265869,3.022909641265869,3.022909641265869,3.0520710945129395,3.0520710945129395,3.0520710945129395,,,
5062,,,,2.9828755855560303,2.9828755855560303,2.9828755855560303,2.9418318271636963,2.9418318271636963,2.9418318271636963
5063,,,,2.9730405807495117,2.9730405807495117,2.9730405807495117,2.9336466789245605,2.9336466789245605,2.9336466789245605
5064,,,,3.0126140117645264,3.0126140117645264,3.0126140117645264,,,
5065,2.98771071434021,2.98771071434021,2.98771071434021,3.017474412918091,3.017474412918091,3.017474412918091,,,
5066,,,,3.005892753601074,3.005892753601074,3.005892753601074,2.9663140773773193,2.9663140773773193,2.9663140773773193
5067,,,,2.9537947177886963,2.9537947177886963,2.9537947177886963,2.914208173751831,2.914208173751831,2.914208173751831
5068,2.98846173286438,2.98846173286438,2.98846173286438,3.0190141201019287,3.0190141201019287,3.0190141201019287,2.9773075580596924,2.9773075580596924,2.9773075580596924
5069,2.967787742614746,2.967787742614746,2.967787742614746,2.9978034496307373,2.9978034496307373,2.9978034496307373,2.958050012588501,2.958050012588501,2.958050012588501
5070,,,,3.0107204914093018,3.0107204914093018,3.0107204914093018,2.970247268676758,2.970247268676758,2.970247268676758
5071,2.9517459869384766,2.9517459869384766,2.9517459869384766,2.9833688735961914,2.9833688735961914,2.9833688735961914,2.9429399967193604,2.9429399967193604,2.9429399967193604
5072,,,,2.9816067218780518,2.9816067218780518,2.9816067218780518,,,
5073,2.961205005645752,2.961205005645752,2.961205005645752,2.9924607276916504,2.9924607276916504,2.9924607276916504,,,
5075,,,,3.0149786472320557,3.0149786472320557,3.0149786472320557,,,
5076,,,,3.0010812282562256,3.0010812282562256,3.0010812282562256,,,
5077,,,,2.9892969131469727,2.9892969131469727,2.9892969131469727,2.9482834339141846,2.9482834339141846,2.9482834339141846
5078,,,,3.0149688720703125,3.0149688720703125,3.0149688720703125,2.97523832321167,2.97523832321167,2.97523832321167
5079,2.9405593872070312,2.9405593872070312,2.9405593872070312,2.9704978466033936,2.9704978466033936,2.9704978466033936,2.9299168586730957,2.9299168586730957,2.9299168586730957
5080,2.9579896926879883,2.9579896926879883,2.9579896926879883,2.98980712890625,2.98980712890625,2.98980712890625,2.949018955230713,2.949018955230713,2.949018955230713
5081,3.0065553188323975,3.0065553188323975,3.0065553188323975,,,,2.9964067935943604,2.9964067935943604,2.9964067935943604
5082,,,,2.9779205322265625,2.9779205322265625,2.9779205322265625,2.938340187072754,2.938340187072754,2.938340187072754
5083,,,,2.999140739440918,2.999140739440918,2.999140739440918,2.9584929943084717,2.9584929943084717,2.9584929943084717
5084,,,,2.9906866550445557,2.9906866550445557,2.9906866550445557,2.94941782951355,2.94941782951355,2.94941782951355
5085,2.9601495265960693,2.9601495265960693,2.9601495265960693,2.991257429122925,2.991257429122925,2.991257429122925,2.9512908458709717,2.9512908458709717,2.9512908458709717
5086,,,,3.025914192199707,3.025914192199707,3.025914192199707,,,
5087,,,,3.0223495960235596,3.0223495960235596,3.0223495960235596,2.982307195663452,2.982307195663452,2.982307195663452
5088,,,,2.9734888076782227,2.9734888076782227,2.9734888076782227,,,
5090,,,,2.996854305267334,2.996854305267334,2.996854305267334,2.9575693607330322,2.9575693607330322,2.9575693607330322
5091,,,,3.025714874267578,3.025714874267578,3.025714874267578,2.9877805709838867,2.9877805709838867,2.9877805709838867
5092,,,,3.0096793174743652,3.0096793174743652,3.0096793174743652,,,
5093,,,,2.9877963066101074,2.9877963066101074,2.9877963066101074,,,
5094,2.9537978172302246,2.9537978172302246,2.9537978172302246,2.9831814765930176,2.9831814765930176,2.9831814765930176,,,
5095,2.9610743522644043,2.9610743522644043,2.9610743522644043,,,,2.9515066146850586,2.9515066146850586,2.9515066146850586
5096,2.9683046340942383,2.9683046340942383,2.9683046340942383,2.997720718383789,2.997720718383789,2.997720718383789,2.9573545455932617,2.9573545455932617,2.9573545455932617
5097,,,,3.0289556980133057,3.0289556980133057,3.0289556980133057,2.989062547683716,2.989062547683716,2.989062547683716
5098,,,,2.9474542140960693,2.9474542140960693,2.9474542140960693,,,
5099,2.9514317512512207,2.9514317512512207,2.9514317512512207,2.9813451766967773,2.9813451766967773,2.9813451766967773,2.940934181213379,2.940934181213379,2.940934181213379
5100,2.939492702484131,2.939492702484131,2.939492702484131,2.9681589603424072,2.9681589603424072,2.9681589603424072,2.9289846420288086,2.9289846420288086,2.9289846420288086
5101,,,,,,,2.9294304847717285,2.9294304847717285,2.9294304847717285
5102,2.9510655403137207,2.9510655403137207,2.9510655403137207,2.9805662631988525,2.9805662631988525,2.9805662631988525,,,
5103,2.9278430938720703,2.9278430938720703,2.9278430938720703,2.9569995403289795,2.9569995403289795,2.9569995403289795,2.9178457260131836,2.9178457260131836,2.9178457260131836
5104,,,,2.983232259750366,2.983232259750366,2.983232259750366,,,
5105,2.9785308837890625,2.9785308837890625,2.9785308837890625,3.007566452026367,3.007566452026367,3.007566452026367,,,
5106,2.948117971420288,2.948117971420288,2.948117971420288,2.9770212173461914,2.9770212173461914,2.9770212173461914,2.938422441482544,2.938422441482544,2.938422441482544
5107,,,,3.0027577877044678,3.0027577877044678,3.0027577877044678,2.963247060775757,2.963247060775757,2.963247060775757
5108,2.9326767921447754,2.9326767921447754,2.9326767921447754,2.961937427520752,2.961937427520752,2.961937427520752,2.9225168228149414,2.9225168228149414,2.9225168228149414
5109,2.9432685375213623,2.9432685375213623,2.9432685375213623,2.9725124835968018,2.9725124835968018,2.9725124835968018,,,
5110,2.935117244720459,2.935117244720459,2.935117244720459,2.965492010116577,2.965492010116577,2.965492010116577,2.925260066986084,2.925260066986084,2.925260066986084
5111,,,,3.021620750427246,3.021620750427246,3.021620750427246,,,
5112,,,,2.984276294708252,2.984276294708252,2.984276294708252,2.944768190383911,2.944768190383911,2.944768190383911
5113,,,,3.010314464569092,3.010314464569092,3.010314464569092,,,
5114,2.9764740467071533,2.9764740467071533,2.9764740467071533,3.0072829723358154,3.0072829723358154,3.0072829723358154,2.9672586917877197,2.9672586917877197,2.9672586917877197
5115,,,,2.99470591545105,2.99470591545105,2.99470591545105,,,
5116,,,,2.9972269535064697,2.9972269535064697,2.9972269535064697,2.9574010372161865,2.9574010372161865,2.9574010372161865
5117,,,,2.9785897731781006,2.9785897731781006,2.9785897731781006,2.9382097721099854,2.9382097721099854,2.9382097721099854
5118,3.005765199661255,3.005765199661255,3.005765199661255,,,,2.9955568313598633,2.9955568313598633,2.9955568313598633
5119,2.962198257446289,2.962198257446289,2.962198257446289,2.991913080215454,2.991913080215454,2.991913080215454,,,
5120,,,,2.993953227996826,2.993953227996826,2.993953227996826,2.9525303840637207,2.9525303840637207,2.9525303840637207
5121,,,,3.010552406311035,3.010552406311035,3.010552406311035,2.9697988033294678,2.9697988033294678,2.9697988033294678
5122,,,,3.0005884170532227,3.0005884170532227,3.0005884170532227,,,
5123,,,,3.0709471702575684,3.0709471702575684,3.0709471702575684,3.031421661376953,3.031421661376953,3.031421661376953
