run_name,metric,tokens,value
LR 5e-4 (baseline),hellaswag,629145600.0,0.2493527185819558
LR 5e-4 (baseline),hellaswag,786432000.0,0.25184226249751046
LR 5e-4 (baseline),hellaswag,943718400.0,0.25632344154550885
LR 5e-4 (baseline),hellaswag,1101004800.0,0.2620991834295957
LR 5e-4 (baseline),hellaswag,1258291200.0,0.26319458275243973
LR 5e-4 (baseline),hellaswag,1572864000.0,0.26618203545110536
LR 5e-4 (baseline),hellaswag,3145728000.0,0.30193188607847044
LR 5e-4 (baseline),hellaswag,4718592000.0,0.32971519617606054
LR 5e-4 (baseline),hellaswag,6291456000.0,0.35062736506671976
LR 5e-4 (baseline),hellaswag,7864320000.0,0.36735710017924716
LR 5e-4 (baseline),hellaswag,9437184000.0,0.3842859988050189
LR 5e-4 (baseline),hellaswag,11010048000.0,0.3948416650069707
LR 5e-4 (baseline),hellaswag,12582912000.0,0.4056960764787891
LR 5e-4 (baseline),hellaswag,14155776000.0,0.41575383389762993
LR 5e-4 (baseline),hellaswag,15728640000.0,0.4250149372634933
LR 5e-4 (baseline),hellaswag,17301504000.0,0.43308105954989046
LR 5e-4 (baseline),hellaswag,18874368000.0,0.4393547102170882
LR 5e-4 (baseline),hellaswag,20447232000.0,0.4418442541326429
LR 5e-4 (baseline),hellaswag,22020096000.0,0.4462258514240191
LR 5e-4 (baseline),hellaswag,23592960000.0,0.4554869547898825
LR 5e-4 (baseline),hellaswag,25165824000.0,0.46016729735112527
LR 5e-4 (baseline),hellaswag,26738688000.0,0.465345548695479
LR 5e-4 (baseline),hellaswag,28311552000.0,0.47012547301334395
LR 5e-4 (baseline),hellaswag,29884416000.0,0.4766978689504083
LR 5e-4 (baseline),hellaswag,31457280000.0,0.47918741286596295
LR 5e-4 (baseline),hellaswag,33030144000.0,0.48078072097191793
LR 5e-4 (baseline),hellaswag,34603008000.0,0.4865564628560048
LR 5e-4 (baseline),hellaswag,36175872000.0,0.4876518621788488
LR 5e-4 (baseline),hellaswag,37748736000.0,0.49044015136427005
LR 5e-4 (baseline),hellaswag,39321600000.0,0.49063931487751444
LR 5e-4 (baseline),hellaswag,40894464000.0,0.4931288587930691
LR 5e-4 (baseline),hellaswag,42467328000.0,0.4918342959569807
LR 5e-4 (baseline),hellaswag,44040192000.0,0.49512049392551283
LR 5e-4 (baseline),hellaswag,45613056000.0,0.5008962358095996
LR 5e-4 (baseline),hellaswag,47185920000.0,0.5011949810794663
LR 5e-4 (baseline),hellaswag,47185920000.0,0.5011949810794663
LR 5e-4 (baseline),mmlu,629145600.0,0.2489163499384853
LR 5e-4 (baseline),mmlu,786432000.0,0.2517603616264398
LR 5e-4 (baseline),mmlu,943718400.0,0.25724213780689
LR 5e-4 (baseline),mmlu,1101004800.0,0.25680173747753837
LR 5e-4 (baseline),mmlu,1258291200.0,0.25669502347341705
LR 5e-4 (baseline),mmlu,1572864000.0,0.2529772632728836
LR 5e-4 (baseline),mmlu,3145728000.0,0.266739436414485
LR 5e-4 (baseline),mmlu,4718592000.0,0.2761609150042153
LR 5e-4 (baseline),mmlu,6291456000.0,0.27730228072464913
LR 5e-4 (baseline),mmlu,7864320000.0,0.2887388551122367
LR 5e-4 (baseline),mmlu,9437184000.0,0.2953111113032989
LR 5e-4 (baseline),mmlu,11010048000.0,0.2970070415346663
LR 5e-4 (baseline),mmlu,12582912000.0,0.3007672634359463
LR 5e-4 (baseline),mmlu,14155776000.0,0.30561499053592006
LR 5e-4 (baseline),mmlu,15728640000.0,0.3041190871315019
LR 5e-4 (baseline),mmlu,17301504000.0,0.30460641017653367
LR 5e-4 (baseline),mmlu,18874368000.0,0.31062281378537093
LR 5e-4 (baseline),mmlu,20447232000.0,0.31986412164024264
LR 5e-4 (baseline),mmlu,22020096000.0,0.3123236868278878
LR 5e-4 (baseline),mmlu,23592960000.0,0.316372229668946
LR 5e-4 (baseline),mmlu,25165824000.0,0.3139885571253008
LR 5e-4 (baseline),mmlu,26738688000.0,0.3162923575086662
LR 5e-4 (baseline),mmlu,28311552000.0,0.31967181375719017
LR 5e-4 (baseline),mmlu,29884416000.0,0.32451565902328705
LR 5e-4 (baseline),mmlu,31457280000.0,0.32343607991224915
LR 5e-4 (baseline),mmlu,33030144000.0,0.32311396751649274
LR 5e-4 (baseline),mmlu,34603008000.0,0.328688062201764
LR 5e-4 (baseline),mmlu,36175872000.0,0.32595165000892123
LR 5e-4 (baseline),mmlu,37748736000.0,0.32130001597034497
LR 5e-4 (baseline),mmlu,39321600000.0,0.3287989794742651
LR 5e-4 (baseline),mmlu,40894464000.0,0.3253808507449651
LR 5e-4 (baseline),mmlu,42467328000.0,0.32714305078178496
LR 5e-4 (baseline),mmlu,44040192000.0,0.32491375376743536
LR 5e-4 (baseline),mmlu,45613056000.0,0.3284839336158802
LR 5e-4 (baseline),mmlu,47185920000.0,0.33255698746721873
LR 5e-4 (baseline),mmlu,47185920000.0,0.33255698746721873
LR 5e-4 (baseline),arc,629145600.0,0.2565443973293803
LR 5e-4 (baseline),arc,786432000.0,0.26943280932188785
LR 5e-4 (baseline),arc,943718400.0,0.2660255857781455
LR 5e-4 (baseline),arc,1101004800.0,0.2715027119890601
LR 5e-4 (baseline),arc,1258291200.0,0.28014789533560863
LR 5e-4 (baseline),arc,1572864000.0,0.2887471127658841
LR 5e-4 (baseline),arc,3145728000.0,0.3456917008538169
LR 5e-4 (baseline),arc,4718592000.0,0.3634546546235966
LR 5e-4 (baseline),arc,6291456000.0,0.3896638455085554
LR 5e-4 (baseline),arc,7864320000.0,0.39786517047609204
LR 5e-4 (baseline),arc,9437184000.0,0.40465663460544005
LR 5e-4 (baseline),arc,11010048000.0,0.4021428735592558
LR 5e-4 (baseline),arc,12582912000.0,0.4285337734569816
LR 5e-4 (baseline),arc,14155776000.0,0.4338579193527999
LR 5e-4 (baseline),arc,15728640000.0,0.4484355787683433
LR 5e-4 (baseline),arc,17301504000.0,0.43825412831385524
LR 5e-4 (baseline),arc,18874368000.0,0.4573371657416026
LR 5e-4 (baseline),arc,20447232000.0,0.46049373139816824
LR 5e-4 (baseline),arc,22020096000.0,0.452667315935234
LR 5e-4 (baseline),arc,23592960000.0,0.45706352489628943
LR 5e-4 (baseline),arc,25165824000.0,0.445835631629147
LR 5e-4 (baseline),arc,26738688000.0,0.4612665333655095
LR 5e-4 (baseline),arc,28311552000.0,0.4629672722676136
LR 5e-4 (baseline),arc,29884416000.0,0.4652878328219625
LR 5e-4 (baseline),arc,31457280000.0,0.4716526757909011
LR 5e-4 (baseline),arc,33030144000.0,0.4716526757909011
LR 5e-4 (baseline),arc,34603008000.0,0.48025189322117645
LR 5e-4 (baseline),arc,36175872000.0,0.4707994334700819
LR 5e-4 (baseline),arc,37748736000.0,0.4714479838199975
LR 5e-4 (baseline),arc,39321600000.0,0.47228973466174834
LR 5e-4 (baseline),arc,40894464000.0,0.48265289412900336
LR 5e-4 (baseline),arc,42467328000.0,0.48094066374783095
LR 5e-4 (baseline),arc,44040192000.0,0.4840972294043967
LR 5e-4 (baseline),arc,45613056000.0,0.48431341285436846
LR 5e-4 (baseline),arc,47185920000.0,0.48373381137886257
LR 5e-4 (baseline),arc,47185920000.0,0.48373381137886257
LR 5e-4 (baseline),piqa,629145600.0,0.5272034820457019
LR 5e-4 (baseline),piqa,786432000.0,0.5250272034820457
LR 5e-4 (baseline),piqa,943718400.0,0.5359085963003264
LR 5e-4 (baseline),piqa,1101004800.0,0.5424374319912949
LR 5e-4 (baseline),piqa,1258291200.0,0.558215451577802
LR 5e-4 (baseline),piqa,1572864000.0,0.5712731229597389
LR 5e-4 (baseline),piqa,3145728000.0,0.5973884657236126
LR 5e-4 (baseline),piqa,4718592000.0,0.6153427638737758
LR 5e-4 (baseline),piqa,6291456000.0,0.6349292709466812
LR 5e-4 (baseline),piqa,7864320000.0,0.6452665941240479
LR 5e-4 (baseline),piqa,9437184000.0,0.6583242655059848
LR 5e-4 (baseline),piqa,11010048000.0,0.6610446137105549
LR 5e-4 (baseline),piqa,12582912000.0,0.6708378672470077
LR 5e-4 (baseline),piqa,14155776000.0,0.6659412404787813
LR 5e-4 (baseline),piqa,15728640000.0,0.6822633297062024
LR 5e-4 (baseline),piqa,17301504000.0,0.6789989118607181
LR 5e-4 (baseline),piqa,18874368000.0,0.6789989118607181
LR 5e-4 (baseline),piqa,20447232000.0,0.7007616974972797
LR 5e-4 (baseline),piqa,22020096000.0,0.6893362350380848
LR 5e-4 (baseline),piqa,23592960000.0,0.6936887921653971
LR 5e-4 (baseline),piqa,25165824000.0,0.6898803046789989
LR 5e-4 (baseline),piqa,26738688000.0,0.690424374319913
LR 5e-4 (baseline),piqa,28311552000.0,0.6947769314472253
LR 5e-4 (baseline),piqa,29884416000.0,0.6947769314472253
LR 5e-4 (baseline),piqa,31457280000.0,0.7002176278563657
LR 5e-4 (baseline),piqa,33030144000.0,0.6964091403699674
LR 5e-4 (baseline),piqa,34603008000.0,0.705658324265506
LR 5e-4 (baseline),piqa,36175872000.0,0.6958650707290533
LR 5e-4 (baseline),piqa,37748736000.0,0.6980413492927094
LR 5e-4 (baseline),piqa,39321600000.0,0.7029379760609358
LR 5e-4 (baseline),piqa,40894464000.0,0.7089227421109902
LR 5e-4 (baseline),piqa,42467328000.0,0.7029379760609358
LR 5e-4 (baseline),piqa,44040192000.0,0.705114254624592
LR 5e-4 (baseline),piqa,45613056000.0,0.7110990206746464
LR 5e-4 (baseline),piqa,47185920000.0,0.7105549510337323
LR 5e-4 (baseline),piqa,47185920000.0,0.7105549510337323
LR 5e-4 (baseline),commonsenseqa,629145600.0,0.2244062244062244
LR 5e-4 (baseline),commonsenseqa,786432000.0,0.23177723177723178
LR 5e-4 (baseline),commonsenseqa,943718400.0,0.23177723177723178
LR 5e-4 (baseline),commonsenseqa,1101004800.0,0.21621621621621623
LR 5e-4 (baseline),commonsenseqa,1258291200.0,0.2416052416052416
LR 5e-4 (baseline),commonsenseqa,1572864000.0,0.25634725634725636
LR 5e-4 (baseline),commonsenseqa,3145728000.0,0.2964782964782965
LR 5e-4 (baseline),commonsenseqa,4718592000.0,0.2964782964782965
LR 5e-4 (baseline),commonsenseqa,6291456000.0,0.32432432432432434
LR 5e-4 (baseline),commonsenseqa,7864320000.0,0.343980343980344
LR 5e-4 (baseline),commonsenseqa,9437184000.0,0.3579033579033579
LR 5e-4 (baseline),commonsenseqa,11010048000.0,0.33497133497133497
LR 5e-4 (baseline),commonsenseqa,12582912000.0,0.3677313677313677
LR 5e-4 (baseline),commonsenseqa,14155776000.0,0.3783783783783784
LR 5e-4 (baseline),commonsenseqa,15728640000.0,0.36855036855036855
LR 5e-4 (baseline),commonsenseqa,17301504000.0,0.3939393939393939
LR 5e-4 (baseline),commonsenseqa,18874368000.0,0.4013104013104013
LR 5e-4 (baseline),commonsenseqa,20447232000.0,0.3906633906633907
LR 5e-4 (baseline),commonsenseqa,22020096000.0,0.38656838656838655
LR 5e-4 (baseline),commonsenseqa,23592960000.0,0.3939393939393939
LR 5e-4 (baseline),commonsenseqa,25165824000.0,0.3570843570843571
LR 5e-4 (baseline),commonsenseqa,26738688000.0,0.38493038493038495
LR 5e-4 (baseline),commonsenseqa,28311552000.0,0.3832923832923833
LR 5e-4 (baseline),commonsenseqa,29884416000.0,0.3857493857493858
LR 5e-4 (baseline),commonsenseqa,31457280000.0,0.3931203931203931
LR 5e-4 (baseline),commonsenseqa,33030144000.0,0.39803439803439805
LR 5e-4 (baseline),commonsenseqa,34603008000.0,0.3988533988533989
LR 5e-4 (baseline),commonsenseqa,36175872000.0,0.38984438984438985
LR 5e-4 (baseline),commonsenseqa,37748736000.0,0.39967239967239965
LR 5e-4 (baseline),commonsenseqa,39321600000.0,0.38738738738738737
LR 5e-4 (baseline),commonsenseqa,40894464000.0,0.3988533988533989
LR 5e-4 (baseline),commonsenseqa,42467328000.0,0.39803439803439805
LR 5e-4 (baseline),commonsenseqa,44040192000.0,0.40294840294840295
LR 5e-4 (baseline),commonsenseqa,45613056000.0,0.4037674037674038
LR 5e-4 (baseline),commonsenseqa,47185920000.0,0.39967239967239965
LR 5e-4 (baseline),commonsenseqa,47185920000.0,0.39967239967239965
LR 5e-4 (baseline),winogrande,629145600.0,0.47355958958168903
LR 5e-4 (baseline),winogrande,786432000.0,0.49013417521704816
LR 5e-4 (baseline),winogrande,943718400.0,0.4861878453038674
LR 5e-4 (baseline),winogrande,1101004800.0,0.4909234411996843
LR 5e-4 (baseline),winogrande,1258291200.0,0.48303078137332284
LR 5e-4 (baseline),winogrande,1572864000.0,0.48697711128650356
LR 5e-4 (baseline),winogrande,3145728000.0,0.4925019731649566
LR 5e-4 (baseline),winogrande,4718592000.0,0.5074980268350434
LR 5e-4 (baseline),winogrande,6291456000.0,0.49329123914759276
LR 5e-4 (baseline),winogrande,7864320000.0,0.4909234411996843
LR 5e-4 (baseline),winogrande,9437184000.0,0.48539857932123126
LR 5e-4 (baseline),winogrande,11010048000.0,0.489344909234412
LR 5e-4 (baseline),winogrande,12582912000.0,0.489344909234412
LR 5e-4 (baseline),winogrande,14155776000.0,0.4972375690607735
LR 5e-4 (baseline),winogrande,15728640000.0,0.48855564325177586
LR 5e-4 (baseline),winogrande,17301504000.0,0.4996053670086819
LR 5e-4 (baseline),winogrande,18874368000.0,0.4925019731649566
LR 5e-4 (baseline),winogrande,20447232000.0,0.500394632991318
LR 5e-4 (baseline),winogrande,22020096000.0,0.4964483030781373
LR 5e-4 (baseline),winogrande,23592960000.0,0.4956590370955012
LR 5e-4 (baseline),winogrande,25165824000.0,0.500394632991318
LR 5e-4 (baseline),winogrande,26738688000.0,0.4940805051302289
LR 5e-4 (baseline),winogrande,28311552000.0,0.4980268350434096
LR 5e-4 (baseline),winogrande,29884416000.0,0.4988161010260458
LR 5e-4 (baseline),winogrande,31457280000.0,0.4925019731649566
LR 5e-4 (baseline),winogrande,33030144000.0,0.5011838989739542
