run_name,tokens,loss
LR 5e-4 (baseline),99090432.0,8.395696640014648
LR 5e-4 (baseline),202899456.0,6.981451988220215
LR 5e-4 (baseline),286261248.0,6.366609573364258
LR 5e-4 (baseline),287834112.0,6.300795555114746
LR 5e-4 (baseline),344457216.0,6.0505757331848145
LR 5e-4 (baseline),454557696.0,5.559359073638916
LR 5e-4 (baseline),456130560.0,5.59564208984375
LR 5e-4 (baseline),567803904.0,5.217591285705566
LR 5e-4 (baseline),659030016.0,4.9105305671691895
LR 5e-4 (baseline),721944576.0,4.706329345703125
LR 5e-4 (baseline),762839040.0,4.630353927612305
LR 5e-4 (baseline),764411904.0,4.650981426239014
LR 5e-4 (baseline),772276224.0,4.6339874267578125
LR 5e-4 (baseline),833617920.0,4.4883317947387695
LR 5e-4 (baseline),989331456.0,4.054062843322754
LR 5e-4 (baseline),1034944512.0,3.977120876312256
LR 5e-4 (baseline),1097859072.0,3.853015899658203
LR 5e-4 (baseline),1234698240.0,3.6405601501464844
LR 5e-4 (baseline),1346371584.0,3.5107059478759766
LR 5e-4 (baseline),1402994688.0,3.4854886531829834
LR 5e-4 (baseline),1500512256.0,3.4682960510253906
LR 5e-4 (baseline),1667235840.0,3.3580899238586426
LR 5e-4 (baseline),1708130304.0,3.3092198371887207
LR 5e-4 (baseline),1956642816.0,3.2182257175445557
LR 5e-4 (baseline),2231894016.0,3.0990777015686035
LR 5e-4 (baseline),2285371392.0,3.095447540283203
LR 5e-4 (baseline),2293235712.0,3.12908673286438
LR 5e-4 (baseline),2353004544.0,3.0695767402648926
LR 5e-4 (baseline),2382888960.0,3.0448832511901855
LR 5e-4 (baseline),2447376384.0,3.088809013366699
LR 5e-4 (baseline),2492989440.0,3.0686864852905273
LR 5e-4 (baseline),2499280896.0,3.056480884552002
LR 5e-4 (baseline),2533883904.0,3.027242660522461
LR 5e-4 (baseline),2596798464.0,3.0581116676330566
LR 5e-4 (baseline),2621964288.0,3.0238804817199707
LR 5e-4 (baseline),2650275840.0,3.0538291931152344
LR 5e-4 (baseline),2768240640.0,3.0540027618408203
LR 5e-4 (baseline),2772959232.0,3.112478494644165
LR 5e-4 (baseline),2790260736.0,3.028242826461792
LR 5e-4 (baseline),2828009472.0,2.988847255706787
LR 5e-4 (baseline),2848456704.0,2.985187530517578
LR 5e-4 (baseline),2919235584.0,2.9775142669677734
LR 5e-4 (baseline),3026190336.0,2.9141664505004883
LR 5e-4 (baseline),3081240576.0,2.9150521755218506
LR 5e-4 (baseline),3101687808.0,2.956784248352051
LR 5e-4 (baseline),3153592320.0,2.934659004211426
LR 5e-4 (baseline),3213361152.0,2.9432811737060547
LR 5e-4 (baseline),3268411392.0,2.9134843349456787
LR 5e-4 (baseline),3320315904.0,2.8846216201782227
LR 5e-4 (baseline),3367501824.0,2.9210205078125
LR 5e-4 (baseline),3409969152.0,2.8997387886047363
LR 5e-4 (baseline),3535798272.0,2.8876500129699707
LR 5e-4 (baseline),3710386176.0,2.8228983879089355
LR 5e-4 (baseline),3839361024.0,2.818129062652588
LR 5e-4 (baseline),4076863488.0,2.7356362342834473
LR 5e-4 (baseline),4097310720.0,2.770293712615967
LR 5e-4 (baseline),4111466496.0,2.7712831497192383
LR 5e-4 (baseline),4249878528.0,2.7726845741271973
LR 5e-4 (baseline),4408737792.0,2.72686767578125
LR 5e-4 (baseline),4435476480.0,2.761323928833008
LR 5e-4 (baseline),4531421184.0,2.742030620574951
LR 5e-4 (baseline),4687134720.0,2.7523069381713867
LR 5e-4 (baseline),4803526656.0,2.701718330383301
LR 5e-4 (baseline),4868014080.0,2.6839778423309326
LR 5e-4 (baseline),4940365824.0,2.7169127464294434
LR 5e-4 (baseline),5019009024.0,2.6960129737854004
LR 5e-4 (baseline),5100797952.0,2.6485695838928223
LR 5e-4 (baseline),5158993920.0,2.7139968872070312
LR 5e-4 (baseline),5193596928.0,2.658194065093994
LR 5e-4 (baseline),5343019008.0,2.6589760780334473
LR 5e-4 (baseline),5415370752.0,2.718013286590576
LR 5e-4 (baseline),5560074240.0,2.6277642250061035
LR 5e-4 (baseline),5561647104.0,2.6215503215789795
LR 5e-4 (baseline),5682757632.0,2.6454713344573975
LR 5e-4 (baseline),5712642048.0,2.6553335189819336
LR 5e-4 (baseline),5758255104.0,2.6366562843322754
LR 5e-4 (baseline),5871501312.0,2.6286964416503906
LR 5e-4 (baseline),6153043968.0,2.6685047149658203
LR 5e-4 (baseline),6157762560.0,2.6149773597717285
LR 5e-4 (baseline),6186074112.0,2.6420531272888184
LR 5e-4 (baseline),6390546432.0,2.580589532852173
LR 5e-4 (baseline),6407847936.0,2.601118564605713
LR 5e-4 (baseline),6415712256.0,2.5932486057281494
LR 5e-4 (baseline),6543114240.0,2.59570574760437
LR 5e-4 (baseline),6577717248.0,2.617708683013916
LR 5e-4 (baseline),6659506176.0,2.6131629943847656
LR 5e-4 (baseline),6675234816.0,2.5775363445281982
LR 5e-4 (baseline),6898581504.0,2.5632128715515137
LR 5e-4 (baseline),7095189504.0,2.5658018589019775
LR 5e-4 (baseline),7159676928.0,2.5614356994628906
LR 5e-4 (baseline),7221018624.0,2.5253658294677734
LR 5e-4 (baseline),7254048768.0,2.5425703525543213
LR 5e-4 (baseline),7298088960.0,2.521104335784912
LR 5e-4 (baseline),7477395456.0,2.566356658935547
LR 5e-4 (baseline),7488405504.0,2.532400369644165
LR 5e-4 (baseline),7502561280.0,2.530374526977539
LR 5e-4 (baseline),7521435648.0,2.585073471069336
LR 5e-4 (baseline),7802978304.0,2.5428645610809326
LR 5e-4 (baseline),8037335040.0,2.5232691764831543
LR 5e-4 (baseline),8060928000.0,2.5532631874084473
LR 5e-4 (baseline),8098676736.0,2.566068172454834
LR 5e-4 (baseline),8144289792.0,2.507648468017578
LR 5e-4 (baseline),8244953088.0,2.506641387939453
LR 5e-4 (baseline),8315731968.0,2.538125514984131
LR 5e-4 (baseline),8336179200.0,2.5357539653778076
LR 5e-4 (baseline),8378646528.0,2.5094070434570312
LR 5e-4 (baseline),8394375168.0,2.5044150352478027
LR 5e-4 (baseline),8414822400.0,2.504405975341797
LR 5e-4 (baseline),8474591232.0,2.5171918869018555
LR 5e-4 (baseline),8572108800.0,2.4677658081054688
LR 5e-4 (baseline),8834777088.0,2.5140280723571777
LR 5e-4 (baseline),9023520768.0,2.510082960128784
LR 5e-4 (baseline),9275179008.0,2.4888806343078613
LR 5e-4 (baseline),9363259392.0,2.485581874847412
LR 5e-4 (baseline),9490661376.0,2.517090082168579
LR 5e-4 (baseline),9577168896.0,2.4698917865753174
LR 5e-4 (baseline),9781641216.0,2.5343194007873535
LR 5e-4 (baseline),9836691456.0,2.470994472503662
LR 5e-4 (baseline),9880731648.0,2.4606165885925293
LR 5e-4 (baseline),9894887424.0,2.4598050117492676
LR 5e-4 (baseline),9986113536.0,2.4775421619415283
LR 5e-4 (baseline),10189012992.0,2.4771201610565186
