run_name,message_size,bandwidth
Host-to-Device,4,0.1
Host-to-Device,16,0.2
Host-to-Device,64,0.3
Host-to-Device,256,0.4
Host-to-Device,1024,0.3
Host-to-Device,4096,1.5
Host-to-Device,16384,4.5
Host-to-Device,65536,9.5
Host-to-Device,262144,12.5
Host-to-Device,1048576,13.8
Host-to-Device,4194304,14.2
Host-to-Device,16777216,14.2
Host-to-Device,67108864,14.2
Host-to-Device,268435456,14.2
Host-to-Device,1073741824,14.2
