run_name,metric,tokens,value
GQA 8 groups (baseline),hellaswag,629145600.0,0.2493527185819558
GQA 8 groups (baseline),hellaswag,786432000.0,0.25184226249751046
GQA 8 groups (baseline),hellaswag,943718400.0,0.25632344154550885
GQA 8 groups (baseline),hellaswag,1101004800.0,0.2620991834295957
GQA 8 groups (baseline),hellaswag,1258291200.0,0.26319458275243973
GQA 8 groups (baseline),hellaswag,1572864000.0,0.26618203545110536
GQA 8 groups (baseline),hellaswag,3145728000.0,0.30193188607847044
GQA 8 groups (baseline),hellaswag,4718592000.0,0.32971519617606054
GQA 8 groups (baseline),hellaswag,6291456000.0,0.35062736506671976
GQA 8 groups (baseline),hellaswag,7864320000.0,0.36735710017924716
GQA 8 groups (baseline),hellaswag,9437184000.0,0.3842859988050189
GQA 8 groups (baseline),hellaswag,11010048000.0,0.3948416650069707
GQA 8 groups (baseline),hellaswag,12582912000.0,0.4056960764787891
GQA 8 groups (baseline),hellaswag,14155776000.0,0.41575383389762993
GQA 8 groups (baseline),hellaswag,15728640000.0,0.4250149372634933
GQA 8 groups (baseline),hellaswag,17301504000.0,0.43308105954989046
GQA 8 groups (baseline),hellaswag,18874368000.0,0.4393547102170882
GQA 8 groups (baseline),hellaswag,20447232000.0,0.4418442541326429
GQA 8 groups (baseline),hellaswag,22020096000.0,0.4462258514240191
GQA 8 groups (baseline),hellaswag,23592960000.0,0.4554869547898825
GQA 8 groups (baseline),hellaswag,25165824000.0,0.46016729735112527
GQA 8 groups (baseline),hellaswag,26738688000.0,0.465345548695479
GQA 8 groups (baseline),hellaswag,28311552000.0,0.47012547301334395
GQA 8 groups (baseline),hellaswag,29884416000.0,0.4766978689504083
GQA 8 groups (baseline),hellaswag,31457280000.0,0.47918741286596295
GQA 8 groups (baseline),hellaswag,33030144000.0,0.48078072097191793
GQA 8 groups (baseline),hellaswag,34603008000.0,0.4865564628560048
GQA 8 groups (baseline),hellaswag,36175872000.0,0.4876518621788488
GQA 8 groups (baseline),hellaswag,37748736000.0,0.49044015136427005
GQA 8 groups (baseline),hellaswag,39321600000.0,0.49063931487751444
GQA 8 groups (baseline),hellaswag,40894464000.0,0.4931288587930691
GQA 8 groups (baseline),hellaswag,42467328000.0,0.4918342959569807
GQA 8 groups (baseline),hellaswag,44040192000.0,0.49512049392551283
GQA 8 groups (baseline),hellaswag,45613056000.0,0.5008962358095996
GQA 8 groups (baseline),hellaswag,47185920000.0,0.5011949810794663
GQA 8 groups (baseline),hellaswag,47185920000.0,0.5011949810794663
GQA 8 groups (baseline),mmlu,629145600.0,0.2489163499384853
GQA 8 groups (baseline),mmlu,786432000.0,0.2517603616264398
GQA 8 groups (baseline),mmlu,943718400.0,0.25724213780689
GQA 8 groups (baseline),mmlu,1101004800.0,0.25680173747753837
GQA 8 groups (baseline),mmlu,1258291200.0,0.25669502347341705
GQA 8 groups (baseline),mmlu,1572864000.0,0.2529772632728836
GQA 8 groups (baseline),mmlu,3145728000.0,0.266739436414485
GQA 8 groups (baseline),mmlu,4718592000.0,0.2761609150042153
GQA 8 groups (baseline),mmlu,6291456000.0,0.27730228072464913
GQA 8 groups (baseline),mmlu,7864320000.0,0.2887388551122367
GQA 8 groups (baseline),mmlu,9437184000.0,0.2953111113032989
GQA 8 groups (baseline),mmlu,11010048000.0,0.2970070415346663
GQA 8 groups (baseline),mmlu,12582912000.0,0.3007672634359463
GQA 8 groups (baseline),mmlu,14155776000.0,0.30561499053592006
GQA 8 groups (baseline),mmlu,15728640000.0,0.3041190871315019
GQA 8 groups (baseline),mmlu,17301504000.0,0.30460641017653367
GQA 8 groups (baseline),mmlu,18874368000.0,0.31062281378537093
GQA 8 groups (baseline),mmlu,20447232000.0,0.31986412164024264
GQA 8 groups (baseline),mmlu,22020096000.0,0.3123236868278878
GQA 8 groups (baseline),mmlu,23592960000.0,0.316372229668946
GQA 8 groups (baseline),mmlu,25165824000.0,0.3139885571253008
GQA 8 groups (baseline),mmlu,26738688000.0,0.3162923575086662
GQA 8 groups (baseline),mmlu,28311552000.0,0.31967181375719017
GQA 8 groups (baseline),mmlu,29884416000.0,0.32451565902328705
GQA 8 groups (baseline),mmlu,31457280000.0,0.32343607991224915
GQA 8 groups (baseline),mmlu,33030144000.0,0.32311396751649274
GQA 8 groups (baseline),mmlu,34603008000.0,0.328688062201764
GQA 8 groups (baseline),mmlu,36175872000.0,0.32595165000892123
GQA 8 groups (baseline),mmlu,37748736000.0,0.32130001597034497
GQA 8 groups (baseline),mmlu,39321600000.0,0.3287989794742651
GQA 8 groups (baseline),mmlu,40894464000.0,0.3253808507449651
GQA 8 groups (baseline),mmlu,42467328000.0,0.32714305078178496
GQA 8 groups (baseline),mmlu,44040192000.0,0.32491375376743536
GQA 8 groups (baseline),mmlu,45613056000.0,0.3284839336158802
GQA 8 groups (baseline),mmlu,47185920000.0,0.33255698746721873
GQA 8 groups (baseline),mmlu,47185920000.0,0.33255698746721873
GQA 8 groups (baseline),arc,629145600.0,0.2565443973293803
GQA 8 groups (baseline),arc,786432000.0,0.26943280932188785
GQA 8 groups (baseline),arc,943718400.0,0.2660255857781455
GQA 8 groups (baseline),arc,1101004800.0,0.2715027119890601
GQA 8 groups (baseline),arc,1258291200.0,0.28014789533560863
GQA 8 groups (baseline),arc,1572864000.0,0.2887471127658841
GQA 8 groups (baseline),arc,3145728000.0,0.3456917008538169
GQA 8 groups (baseline),arc,4718592000.0,0.3634546546235966
GQA 8 groups (baseline),arc,6291456000.0,0.3896638455085554
