run_name,tokens,learning_rate
Main pretraining,3050050050050.0503,0.0002
Main pretraining,3061061061061.061,0.0002
Main pretraining,3072072072072.072,0.0002
Main pretraining,3083083083083.083,0.0002
Main pretraining,3094094094094.0938,0.0002
Main pretraining,3105105105105.1055,0.0002
Main pretraining,3116116116116.116,0.0002
Main pretraining,3127127127127.127,0.0002
Main pretraining,3138138138138.138,0.0002
Main pretraining,3149149149149.149,0.0002
Main pretraining,3160160160160.16,0.0002
Main pretraining,3171171171171.1714,0.0002
Main pretraining,3182182182182.182,0.0002
Main pretraining,3193193193193.1934,0.0002
Main pretraining,3204204204204.204,0.0002
Main pretraining,3215215215215.2153,0.0002
Main pretraining,3226226226226.226,0.0002
Main pretraining,3237237237237.237,0.0002
Main pretraining,3248248248248.2485,0.0002
Main pretraining,3259259259259.2593,0.0002
Main pretraining,3270270270270.2705,0.0002
Main pretraining,3281281281281.2812,0.0002
Main pretraining,3292292292292.2925,0.0002
Main pretraining,3303303303303.303,0.0002
Main pretraining,3314314314314.314,0.0002
Main pretraining,3325325325325.3257,0.0002
Main pretraining,3336336336336.3364,0.0002
Main pretraining,3347347347347.3477,0.0002
Main pretraining,3358358358358.3584,0.0002
Main pretraining,3369369369369.369,0.0002
Main pretraining,3380380380380.3804,0.0002
Main pretraining,3391391391391.391,0.0002
Main pretraining,3402402402402.403,0.0002
Main pretraining,3413413413413.4136,0.0002
Main pretraining,3424424424424.4243,0.0002
Main pretraining,3435435435435.4355,0.0002
Main pretraining,3446446446446.4463,0.0002
Main pretraining,3457457457457.4575,0.0002
Main pretraining,3468468468468.4683,0.0002
Main pretraining,3479479479479.479,0.0002
Main pretraining,3490490490490.4907,0.0002
Main pretraining,3501501501501.5015,0.0002
Main pretraining,3512512512512.5127,0.0002
Main pretraining,3523523523523.5234,0.0002
Main pretraining,3534534534534.534,0.0002
Main pretraining,3545545545545.5454,0.0002
Main pretraining,3556556556556.556,0.0002
Main pretraining,3567567567567.568,0.0002
Main pretraining,3578578578578.5786,0.0002
Main pretraining,3589589589589.5894,0.0002
Main pretraining,3600600600600.6006,0.0002
Main pretraining,3611611611611.6113,0.0002
Main pretraining,3622622622622.6226,0.0002
Main pretraining,3633633633633.634,0.0002
Main pretraining,3644644644644.645,0.0002
Main pretraining,3655655655655.656,0.0002
Main pretraining,3666666666666.6665,0.0002
Main pretraining,3677677677677.6777,0.0002
Main pretraining,3688688688688.6885,0.0002
Main pretraining,3699699699699.7,0.0002
Main pretraining,3710710710710.711,0.0002
Main pretraining,3721721721721.7217,0.0002
Main pretraining,3732732732732.733,0.0002
Main pretraining,3743743743743.7437,0.0002
Main pretraining,3754754754754.755,0.0002
Main pretraining,3765765765765.7656,0.0002
Main pretraining,3776776776776.7764,0.0002
Main pretraining,3787787787787.788,0.0002
Main pretraining,3798798798798.799,0.0002
Main pretraining,3809809809809.81,0.0002
Main pretraining,3820820820820.821,0.0002
Main pretraining,3831831831831.8315,0.0002
Main pretraining,3842842842842.843,0.0002
Main pretraining,3853853853853.8535,0.0002
Main pretraining,3864864864864.865,0.0002
Main pretraining,3875875875875.876,0.0002
Main pretraining,3886886886886.8867,0.0002
Main pretraining,3897897897897.898,0.0002
Main pretraining,3908908908908.9087,0.0002
Main pretraining,3919919919919.92,0.0002
Main pretraining,3930930930930.9307,0.0002
Main pretraining,3941941941941.9414,0.0002
Main pretraining,3952952952952.953,0.0002
Main pretraining,3963963963963.964,0.0002
Main pretraining,3974974974974.975,0.0002
Main pretraining,3985985985985.986,0.0002
Main pretraining,3996996996996.997,0.0002
Main pretraining,4008008008008.008,0.0002
Main pretraining,4019019019019.019,0.0002
Main pretraining,4030030030030.0303,0.0002
Main pretraining,4041041041041.041,0.0002
Main pretraining,4052052052052.0522,0.0002
Main pretraining,4063063063063.063,0.0002
Main pretraining,4074074074074.0737,0.0002
Main pretraining,4085085085085.0854,0.0002
Main pretraining,4096096096096.096,0.0002
Main pretraining,4107107107107.1074,0.0002
Main pretraining,4118118118118.118,0.0002
Main pretraining,4129129129129.129,0.0002
Main pretraining,4140140140140.14,0.0002
Main pretraining,4151151151151.151,0.0002
Main pretraining,4162162162162.1626,0.0002
Main pretraining,4173173173173.1733,0.0002
Main pretraining,4184184184184.184,0.0002
Main pretraining,4195195195195.1953,0.0002
Main pretraining,4206206206206.206,0.0002
Main pretraining,4217217217217.2173,0.0002
Main pretraining,4228228228228.228,0.0002
Main pretraining,4239239239239.239,0.0002
Main pretraining,4250250250250.2505,0.0002
Main pretraining,4261261261261.261,0.0002
Main pretraining,4272272272272.2725,0.0002
Main pretraining,4283283283283.283,0.0002
Main pretraining,4294294294294.294,0.0002
Main pretraining,4305305305305.305,0.0002
Main pretraining,4316316316316.316,0.0002
Main pretraining,4327327327327.3276,0.0002
Main pretraining,4338338338338.3384,0.0002
Main pretraining,4349349349349.3496,0.0002
Main pretraining,4360360360360.3604,0.0002
Main pretraining,4371371371371.371,0.0002
Main pretraining,4382382382382.3823,0.0002
Main pretraining,4393393393393.393,0.0002
Main pretraining,4404404404404.404,0.0002
Main pretraining,4415415415415.415,0.0002
Main pretraining,4426426426426.426,0.0002
Main pretraining,4437437437437.4375,0.0002
Main pretraining,4448448448448.448,0.0002
Main pretraining,4459459459459.46,0.0002
Main pretraining,4470470470470.471,0.0002
Main pretraining,4481481481481.481,0.0002
Main pretraining,4492492492492.492,0.0002
Main pretraining,4503503503503.503,0.0002
Main pretraining,4514514514514.515,0.0002
Main pretraining,4525525525525.525,0.0002
Main pretraining,4536536536536.536,0.0002
Main pretraining,4547547547547.548,0.0002
Main pretraining,4558558558558.559,0.0002
Main pretraining,4569569569569.569,0.0002
Main pretraining,4580580580580.58,0.0002
Main pretraining,4591591591591.591,0.0002
Main pretraining,4602602602602.603,0.0002
Main pretraining,4613613613613.613,0.0002
Main pretraining,4624624624624.625,0.0002
Main pretraining,4635635635635.636,0.0002
Main pretraining,4646646646646.646,0.0002
Main pretraining,4657657657657.657,0.0002
Main pretraining,4668668668668.669,0.0002
Main pretraining,4679679679679.68,0.0002
Main pretraining,4690690690690.69,0.0002
Main pretraining,4701701701701.702,0.0002
Main pretraining,4712712712712.713,0.0002
Main pretraining,4723723723723.724,0.0002
Main pretraining,4734734734734.735,0.0002
Main pretraining,4745745745745.746,0.0002
Main pretraining,4756756756756.757,0.0002
Main pretraining,4767767767767.768,0.0002
Main pretraining,4778778778778.778,0.0002
Main pretraining,4789789789789.79,0.0002
Main pretraining,4800800800800.801,0.0002
Main pretraining,4811811811811.8125,0.0002
Main pretraining,4822822822822.823,0.0002
Main pretraining,4833833833833.834,0.0002
Main pretraining,4844844844844.845,0.0002
Main pretraining,4855855855855.855,0.0002
Main pretraining,4866866866866.867,0.0002
Main pretraining,4877877877877.878,0.0002
Main pretraining,4888888888888.889,0.0002
Main pretraining,4899899899899.9,0.0002
Main pretraining,4910910910910.911,0.0002
Main pretraining,4921921921921.922,0.0002
Main pretraining,4932932932932.933,0.0002
Main pretraining,4943943943943.943,0.0002
Main pretraining,4954954954954.955,0.0002
Main pretraining,4965965965965.966,0.0002
Main pretraining,4976976976976.978,0.0002
Main pretraining,4987987987987.988,0.0002
Main pretraining,4998998998998.999,0.0002
Main pretraining,5010010010010.01,0.0002
Main pretraining,5021021021021.0205,0.0002
Main pretraining,5032032032032.032,0.0002
Main pretraining,5043043043043.043,0.0002
Main pretraining,5054054054054.055,0.0002
Main pretraining,5065065065065.065,0.0002
Main pretraining,5076076076076.076,0.0002
Main pretraining,5087087087087.087,0.0002
Main pretraining,5098098098098.098,0.0002
Main pretraining,5109109109109.109,0.0002
Main pretraining,5120120120120.12,0.0002
Main pretraining,5131131131131.131,0.0002
Main pretraining,5142142142142.143,0.0002
Main pretraining,5153153153153.153,0.0002
Main pretraining,5164164164164.164,0.0002
Main pretraining,5175175175175.175,0.0002
Main pretraining,5186186186186.186,0.0002
Main pretraining,5197197197197.197,0.0002
Main pretraining,5208208208208.208,0.0002
Main pretraining,5219219219219.22,0.0002
Main pretraining,5230230230230.23,0.0002
Main pretraining,5241241241241.241,0.0002
Main pretraining,5252252252252.252,0.0002
Main pretraining,5263263263263.263,0.0002
Main pretraining,5274274274274.274,0.0002
Main pretraining,5285285285285.285,0.0002
Main pretraining,5296296296296.296,0.0002
Main pretraining,5307307307307.308,0.0002
Main pretraining,5318318318318.318,0.0002
Main pretraining,5329329329329.329,0.0002
Main pretraining,5340340340340.34,0.0002
Main pretraining,5351351351351.352,0.0002
Main pretraining,5362362362362.362,0.0002
Main pretraining,5373373373373.373,0.0002
Main pretraining,5384384384384.385,0.0002
Main pretraining,5395395395395.3955,0.0002
Main pretraining,5406406406406.406,0.0002
Main pretraining,5417417417417.417,0.0002
Main pretraining,5428428428428.428,0.0002
Main pretraining,5439439439439.439,0.0002
Main pretraining,5450450450450.45,0.0002
Main pretraining,5461461461461.462,0.0002
Main pretraining,5472472472472.473,0.0002
Main pretraining,5483483483483.483,0.0002
Main pretraining,5494494494494.494,0.0002
Main pretraining,5505505505505.506,0.0002
Main pretraining,5516516516516.517,0.0002
Main pretraining,5527527527527.527,0.0002
Main pretraining,5538538538538.538,0.0002
Main pretraining,5549549549549.549,0.0002
Main pretraining,5560560560560.561,0.0002
Main pretraining,5571571571571.572,0.0002
Main pretraining,5582582582582.583,0.0002
Main pretraining,5593593593593.594,0.0002
Main pretraining,5604604604604.6045,0.0002
Main pretraining,5615615615615.616,0.0002
Main pretraining,5626626626626.627,0.0002
Main pretraining,5637637637637.638,0.0002
Main pretraining,5648648648648.648,0.0002
Main pretraining,5659659659659.659,0.0002
Main pretraining,5670670670670.671,0.0002
Main pretraining,5681681681681.682,0.0002
Main pretraining,5692692692692.692,0.0002
Main pretraining,5703703703703.703,0.0002
Main pretraining,5714714714714.714,0.0002
Main pretraining,5725725725725.727,0.0002
Main pretraining,5736736736736.737,0.0002
Main pretraining,5747747747747.748,0.0002
Main pretraining,5758758758758.759,0.0002
Main pretraining,5769769769769.77,0.0002
Main pretraining,5780780780780.781,0.0002
Main pretraining,5791791791791.792,0.0002
Main pretraining,5802802802802.803,0.0002
Main pretraining,5813813813813.813,0.0002
Main pretraining,5824824824824.824,0.0002
Main pretraining,5835835835835.836,0.0002
Main pretraining,5846846846846.847,0.0002
Main pretraining,5857857857857.857,0.0002
Main pretraining,5868868868868.868,0.0002
Main pretraining,5879879879879.881,0.0002
Main pretraining,5890890890890.892,0.0002
Main pretraining,5901901901901.902,0.0002
Main pretraining,5912912912912.913,0.0002
Main pretraining,5923923923923.924,0.0002
Main pretraining,5934934934934.936,0.0002
Main pretraining,5945945945945.946,0.0002
Main pretraining,5956956956956.957,0.0002
Main pretraining,5967967967967.968,0.0002
Main pretraining,5978978978978.979,0.0002
Main pretraining,5989989989989.99,0.0002
Main pretraining,6001001001001.001,0.0002
Main pretraining,6012012012012.012,0.0002
Main pretraining,6023023023023.022,0.0002
Main pretraining,6034034034034.033,0.0002
Main pretraining,6045045045045.046,0.0002
Main pretraining,6056056056056.057,0.0002
Main pretraining,6067067067067.067,0.0002
Main pretraining,6078078078078.078,0.0002
Main pretraining,6089089089089.089,0.0002
Main pretraining,6100100100100.101,0.0002
Main pretraining,6111111111111.111,0.0002
Main pretraining,6122122122122.122,0.0002
Main pretraining,6133133133133.133,0.0002
Main pretraining,6144144144144.144,0.0002
Main pretraining,6155155155155.155,0.0002
Main pretraining,6166166166166.166,0.0002
Main pretraining,6177177177177.177,0.0002
Main pretraining,6188188188188.1875,0.0002
Main pretraining,6199199199199.198,0.0002
Main pretraining,6210210210210.211,0.0002
Main pretraining,6221221221221.222,0.0002
Main pretraining,6232232232232.232,0.0002
Main pretraining,6243243243243.243,0.0002
Main pretraining,6254254254254.254,0.0002
Main pretraining,6265265265265.266,0.0002
Main pretraining,6276276276276.276,0.0002
Main pretraining,6287287287287.287,0.0002
Main pretraining,6298298298298.298,0.0002
Main pretraining,6309309309309.309,0.0002
Main pretraining,6320320320320.32,0.0002
Main pretraining,6331331331331.331,0.0002
Main pretraining,6342342342342.343,0.0002
Main pretraining,6353353353353.354,0.0002
Main pretraining,6364364364364.364,0.0002
Main pretraining,6375375375375.376,0.0002
Main pretraining,6386386386386.387,0.0002
Main pretraining,6397397397397.397,0.0002
Main pretraining,6408408408408.408,0.0002
Main pretraining,6419419419419.419,0.0002
Main pretraining,6430430430430.431,0.0002
Main pretraining,6441441441441.441,0.0002
Main pretraining,6452452452452.452,0.0002
Main pretraining,6463463463463.463,0.0002
Main pretraining,6474474474474.474,0.0002
Main pretraining,6485485485485.486,0.0002
Main pretraining,6496496496496.497,0.0002
Main pretraining,6507507507507.508,0.0002
Main pretraining,6518518518518.519,0.0002
Main pretraining,6529529529529.529,0.0002
Main pretraining,6540540540540.541,0.0002
Main pretraining,6551551551551.552,0.0002
Main pretraining,6562562562562.5625,0.0002
Main pretraining,6573573573573.573,0.0002
Main pretraining,6584584584584.585,0.0002
Main pretraining,6595595595595.596,0.0002
Main pretraining,6606606606606.606,0.0002
Main pretraining,6617617617617.617,0.0002
Main pretraining,6628628628628.628,0.0002
Main pretraining,6639639639639.641,0.0002
Main pretraining,6650650650650.651,0.0002
Main pretraining,6661661661661.662,0.0002
Main pretraining,6672672672672.673,0.0002
Main pretraining,6683683683683.684,0.0002
Main pretraining,6694694694694.695,0.0002
Main pretraining,6705705705705.706,0.0002
Main pretraining,6716716716716.717,0.0002
Main pretraining,6727727727727.728,0.0002
Main pretraining,6738738738738.738,0.0002
Main pretraining,6749749749749.75,0.0002
Main pretraining,6760760760760.761,0.0002
Main pretraining,6771771771771.771,0.0002
Main pretraining,6782782782782.782,0.0002
Main pretraining,6793793793793.793,0.0002
Main pretraining,6804804804804.806,0.0002
Main pretraining,6815815815815.816,0.0002
Main pretraining,6826826826826.827,0.0002
Main pretraining,6837837837837.838,0.0002
Main pretraining,6848848848848.849,0.0002
Main pretraining,6859859859859.86,0.0002
Main pretraining,6870870870870.871,0.0002
Main pretraining,6881881881881.882,0.0002
Main pretraining,6892892892892.893,0.0002
Main pretraining,6903903903903.903,0.0002
Main pretraining,6914914914914.915,0.0002
Main pretraining,6925925925925.926,0.0002
Main pretraining,6936936936936.937,0.0002
Main pretraining,6947947947947.947,0.0002
Main pretraining,6958958958958.958,0.0002
Main pretraining,6969969969969.971,0.0002
Main pretraining,6980980980980.981,0.0002
Main pretraining,6991991991991.992,0.0002
Main pretraining,7003003003003.003,0.0002
Main pretraining,7014014014014.014,0.0002
Main pretraining,7025025025025.025,0.0002
Main pretraining,7036036036036.036,0.0002
Main pretraining,7047047047047.047,0.0002
Main pretraining,7058058058058.058,0.0002
Main pretraining,7069069069069.068,0.0002
Main pretraining,7080080080080.08,0.0002
Main pretraining,7091091091091.091,0.0002
Main pretraining,7102102102102.102,0.0002
Main pretraining,7113113113113.112,0.0002
Main pretraining,7124124124124.124,0.0002
Main pretraining,7135135135135.136,0.0002
Main pretraining,7146146146146.146,0.0002
Main pretraining,7157157157157.157,0.0002
Main pretraining,7168168168168.168,0.0002
Main pretraining,7179179179179.179,0.0002
Main pretraining,7190190190190.19,0.0002
Main pretraining,7201201201201.201,0.0002
Main pretraining,7212212212212.212,0.0002
Main pretraining,7223223223223.223,0.0002
Main pretraining,7234234234234.234,0.0002
Main pretraining,7245245245245.245,0.0002
Main pretraining,7256256256256.257,0.0002
Main pretraining,7267267267267.268,0.0002
Main pretraining,7278278278278.278,0.0002
Main pretraining,7289289289289.29,0.0002
Main pretraining,7300300300300.301,0.0002
Main pretraining,7311311311311.312,0.0002
Main pretraining,7322322322322.322,0.0002
Main pretraining,7333333333333.333,0.0002
Main pretraining,7344344344344.345,0.0002
Main pretraining,7355355355355.355,0.0002
Main pretraining,7366366366366.366,0.0002
Main pretraining,7377377377377.377,0.0002
Main pretraining,7388388388388.388,0.0002
Main pretraining,7399399399399.4,0.0002
Main pretraining,7410410410410.411,0.0002
Main pretraining,7421421421421.422,0.0002
Main pretraining,7432432432432.433,0.0002
Main pretraining,7443443443443.443,0.0002
Main pretraining,7454454454454.455,0.0002
Main pretraining,7465465465465.466,0.0002
Main pretraining,7476476476476.477,0.0002
Main pretraining,7487487487487.487,0.0002
Main pretraining,7498498498498.498,0.0002
Main pretraining,7509509509509.51,0.0002
Main pretraining,7520520520520.5205,0.0002
Main pretraining,7531531531531.531,0.0002
