run_name,tokens,metric,value
SmolLM3 (fixed),99090432000.0,arc,0.5320353707725721
SmolLM3 (fixed),103809024000.0,arc,0.5148979843945715
SmolLM3 (fixed),108527616000.0,arc,0.5156995150595833
SmolLM3 (fixed),113246208000.0,arc,0.5312223486284919
SmolLM3 (fixed),117964800000.0,arc,0.5333497086910056
SmolLM3 (fixed),122683392000.0,arc,0.5432287896025098
SmolLM3 (fixed),127401984000.0,arc,0.5341569850955517
SmolLM3 (fixed),132120576000.0,arc,0.5185213913882856
SmolLM3 (fixed),136839168000.0,arc,0.5198012548695143
SmolLM3 (fixed),141557760000.0,arc,0.5136813240482182
SmolLM3 (fixed),146276352000.0,arc,0.5239525516829271
SmolLM3 (fixed),150994944000.0,arc,0.5339522931246481
SmolLM3 (fixed),155713536000.0,arc,0.5400779696854783
SmolLM3 (fixed),160432128000.0,arc,0.5294698980705806
SmolLM3 (fixed),165150720000.0,arc,0.5094036209650544
SmolLM3 (fixed),169869312000.0,arc,0.542796422702566
SmolLM3 (fixed),174587904000.0,arc,0.537610174555567
SmolLM3 (fixed),179306496000.0,arc,0.52488048861769
SmolLM3 (fixed),184025088000.0,arc,0.5449697486813528
SmolLM3 (fixed),188743680000.0,arc,0.5495993783109824
SmolLM3 (fixed),193462272000.0,arc,0.5485242068006573
SmolLM3 (fixed),198180864000.0,arc,0.5407265200353937
SmolLM3 (fixed),4718592000.0,piqa,0.6213275299238302
SmolLM3 (fixed),9437184000.0,piqa,0.6719260065288357
SmolLM3 (fixed),14155776000.0,piqa,0.6855277475516867
SmolLM3 (fixed),18874368000.0,piqa,0.6936887921653971
SmolLM3 (fixed),23592960000.0,piqa,0.6958650707290533
SmolLM3 (fixed),28311552000.0,piqa,0.704570184983678
SmolLM3 (fixed),33030144000.0,piqa,0.7083786724700761
SmolLM3 (fixed),37748736000.0,piqa,0.7149075081610446
SmolLM3 (fixed),42467328000.0,piqa,0.720892274211099
SmolLM3 (fixed),47185920000.0,piqa,0.7230685527747551
SmolLM3 (fixed),51904512000.0,piqa,0.7301414581066377
SmolLM3 (fixed),56623104000.0,piqa,0.7219804134929271
SmolLM3 (fixed),61341696000.0,piqa,0.7312295973884657
SmolLM3 (fixed),66060288000.0,piqa,0.733949945593036
SmolLM3 (fixed),70778880000.0,piqa,0.7312295973884657
SmolLM3 (fixed),75497472000.0,piqa,0.7312295973884657
SmolLM3 (fixed),80216064000.0,piqa,0.7377584330794341
SmolLM3 (fixed),84934656000.0,piqa,0.7442872687704026
SmolLM3 (fixed),89653248000.0,piqa,0.7404787812840044
SmolLM3 (fixed),94371840000.0,piqa,0.749183895538629
SmolLM3 (fixed),99090432000.0,piqa,0.7415669205658324
SmolLM3 (fixed),103809024000.0,piqa,0.7459194776931447
SmolLM3 (fixed),108527616000.0,piqa,0.7295973884657236
SmolLM3 (fixed),113246208000.0,piqa,0.7448313384113167
SmolLM3 (fixed),117964800000.0,piqa,0.7415669205658324
SmolLM3 (fixed),122683392000.0,piqa,0.7388465723612623
SmolLM3 (fixed),127401984000.0,piqa,0.750272034820457
SmolLM3 (fixed),132120576000.0,piqa,0.7383025027203483
SmolLM3 (fixed),136839168000.0,piqa,0.7399347116430903
SmolLM3 (fixed),141557760000.0,piqa,0.7399347116430903
SmolLM3 (fixed),146276352000.0,piqa,0.7421109902067464
SmolLM3 (fixed),150994944000.0,piqa,0.749183895538629
SmolLM3 (fixed),155713536000.0,piqa,0.7459194776931447
SmolLM3 (fixed),160432128000.0,piqa,0.7399347116430903
SmolLM3 (fixed),165150720000.0,piqa,0.7388465723612623
SmolLM3 (fixed),169869312000.0,piqa,0.7486398258977149
SmolLM3 (fixed),174587904000.0,piqa,0.7377584330794341
SmolLM3 (fixed),179306496000.0,piqa,0.7464635473340587
SmolLM3 (fixed),184025088000.0,piqa,0.7383025027203483
SmolLM3 (fixed),188743680000.0,piqa,0.7475516866158868
SmolLM3 (fixed),193462272000.0,piqa,0.7562568008705114
SmolLM3 (fixed),198180864000.0,piqa,0.750272034820457
SmolLM3 (fixed),4718592000.0,winogrande,0.4956590370955012
SmolLM3 (fixed),9437184000.0,winogrande,0.48224151539068666
SmolLM3 (fixed),14155776000.0,winogrande,0.494869771112865
SmolLM3 (fixed),18874368000.0,winogrande,0.48382004735595896
SmolLM3 (fixed),23592960000.0,winogrande,0.5027624309392266
SmolLM3 (fixed),28311552000.0,winogrande,0.5019731649565904
SmolLM3 (fixed),33030144000.0,winogrande,0.5082872928176796
SmolLM3 (fixed),37748736000.0,winogrande,0.5035516969218626
SmolLM3 (fixed),42467328000.0,winogrande,0.5122336227308603
SmolLM3 (fixed),47185920000.0,winogrande,0.510655090765588
SmolLM3 (fixed),51904512000.0,winogrande,0.5035516969218626
SmolLM3 (fixed),56623104000.0,winogrande,0.5067087608524072
SmolLM3 (fixed),61341696000.0,winogrande,0.526440410418311
SmolLM3 (fixed),66060288000.0,winogrande,0.5169692186266772
SmolLM3 (fixed),70778880000.0,winogrande,0.5280189423835833
SmolLM3 (fixed),75497472000.0,winogrande,0.5138121546961326
SmolLM3 (fixed),80216064000.0,winogrande,0.5153906866614049
SmolLM3 (fixed),84934656000.0,winogrande,0.5153906866614049
SmolLM3 (fixed),89653248000.0,winogrande,0.5311760063141279
SmolLM3 (fixed),94371840000.0,winogrande,0.5256511444356748
SmolLM3 (fixed),99090432000.0,winogrande,0.5209155485398579
SmolLM3 (fixed),103809024000.0,winogrande,0.531965272296764
SmolLM3 (fixed),108527616000.0,winogrande,0.5217048145224941
SmolLM3 (fixed),113246208000.0,winogrande,0.5295974743488555
SmolLM3 (fixed),117964800000.0,winogrande,0.5272296764009471
SmolLM3 (fixed),122683392000.0,winogrande,0.5224940805051302
SmolLM3 (fixed),127401984000.0,winogrande,0.5359116022099447
SmolLM3 (fixed),132120576000.0,winogrande,0.5185477505919495
SmolLM3 (fixed),136839168000.0,winogrande,0.531965272296764
SmolLM3 (fixed),141557760000.0,winogrande,0.5153906866614049
SmolLM3 (fixed),146276352000.0,winogrande,0.5169692186266772
SmolLM3 (fixed),150994944000.0,winogrande,0.531965272296764
SmolLM3 (fixed),155713536000.0,winogrande,0.5280189423835833
SmolLM3 (fixed),160432128000.0,winogrande,0.5351223362273086
SmolLM3 (fixed),165150720000.0,winogrande,0.5280189423835833
SmolLM3 (fixed),169869312000.0,winogrande,0.5224940805051302
SmolLM3 (fixed),174587904000.0,winogrande,0.526440410418311
SmolLM3 (fixed),179306496000.0,winogrande,0.526440410418311
SmolLM3 (fixed),184025088000.0,winogrande,0.5295974743488555
SmolLM3 (fixed),188743680000.0,winogrande,0.5382794001578532
SmolLM3 (fixed),193462272000.0,winogrande,0.526440410418311
SmolLM3 (fixed),198180864000.0,winogrande,0.5193370165745856
SmolLM3 (fixed),4718592000.0,openbookqa,0.264
SmolLM3 (fixed),9437184000.0,openbookqa,0.306
SmolLM3 (fixed),14155776000.0,openbookqa,0.302
SmolLM3 (fixed),18874368000.0,openbookqa,0.32
SmolLM3 (fixed),23592960000.0,openbookqa,0.32
SmolLM3 (fixed),28311552000.0,openbookqa,0.318
SmolLM3 (fixed),33030144000.0,openbookqa,0.302
SmolLM3 (fixed),37748736000.0,openbookqa,0.326
SmolLM3 (fixed),42467328000.0,openbookqa,0.328
SmolLM3 (fixed),47185920000.0,openbookqa,0.314
SmolLM3 (fixed),51904512000.0,openbookqa,0.314
SmolLM3 (fixed),56623104000.0,openbookqa,0.326
SmolLM3 (fixed),61341696000.0,openbookqa,0.328
SmolLM3 (fixed),66060288000.0,openbookqa,0.322
SmolLM3 (fixed),70778880000.0,openbookqa,0.306
SmolLM3 (fixed),75497472000.0,openbookqa,0.314
SmolLM3 (fixed),80216064000.0,openbookqa,0.326
SmolLM3 (fixed),84934656000.0,openbookqa,0.322
SmolLM3 (fixed),89653248000.0,openbookqa,0.342
SmolLM3 (fixed),94371840000.0,openbookqa,0.324
SmolLM3 (fixed),99090432000.0,openbookqa,0.338
SmolLM3 (fixed),103809024000.0,openbookqa,0.32
SmolLM3 (fixed),108527616000.0,openbookqa,0.318
SmolLM3 (fixed),113246208000.0,openbookqa,0.324
SmolLM3 (fixed),117964800000.0,openbookqa,0.34
SmolLM3 (fixed),122683392000.0,openbookqa,0.338
SmolLM3 (fixed),127401984000.0,openbookqa,0.342
SmolLM3 (fixed),132120576000.0,openbookqa,0.326
SmolLM3 (fixed),136839168000.0,openbookqa,0.328
SmolLM3 (fixed),141557760000.0,openbookqa,0.332
SmolLM3 (fixed),146276352000.0,openbookqa,0.34
SmolLM3 (fixed),150994944000.0,openbookqa,0.36
SmolLM3 (fixed),155713536000.0,openbookqa,0.338
SmolLM3 (fixed),160432128000.0,openbookqa,0.334
SmolLM3 (fixed),165150720000.0,openbookqa,0.336
SmolLM3 (fixed),169869312000.0,openbookqa,0.35
SmolLM3 (fixed),174587904000.0,openbookqa,0.324
SmolLM3 (fixed),179306496000.0,openbookqa,0.33
SmolLM3 (fixed),184025088000.0,openbookqa,0.326
SmolLM3 (fixed),188743680000.0,openbookqa,0.35
SmolLM3 (fixed),193462272000.0,openbookqa,0.362
SmolLM3 (fixed),198180864000.0,openbookqa,0.328
