run_name,tokens,learning_rate
From scratch,35635635635.635635,0.0002
From scratch,35735735735.73573,0.0002
From scratch,35835835835.83583,0.0002
From scratch,35935935935.935936,0.0002
From scratch,36036036036.03603,0.0002
From scratch,36136136136.13614,0.0002
From scratch,36236236236.23624,0.0002
From scratch,36336336336.33634,0.0002
From scratch,36436436436.43644,0.0002
From scratch,36536536536.53654,0.0002
From scratch,36636636636.636635,0.0002
From scratch,36736736736.73673,0.0002
From scratch,36836836836.83684,0.0002
From scratch,36936936936.936935,0.0002
From scratch,37037037037.03703,0.0002
From scratch,37137137137.13714,0.0002
From scratch,37237237237.237236,0.0002
From scratch,37337337337.33734,0.0002
From scratch,37437437437.43744,0.0002
From scratch,37537537537.53754,0.0002
From scratch,37637637637.63764,0.0002
From scratch,37737737737.73774,0.0002
From scratch,37837837837.83784,0.0002
From scratch,37937937937.937935,0.0002
From scratch,38038038038.03803,0.0002
From scratch,38138138138.13814,0.0002
From scratch,38238238238.238235,0.0002
From scratch,38338338338.33834,0.0002
From scratch,38438438438.43844,0.0002
From scratch,38538538538.538536,0.0002
From scratch,38638638638.63864,0.0002
From scratch,38738738738.73874,0.0002
From scratch,38838838838.838844,0.0002
From scratch,38938938938.93894,0.0002
From scratch,39039039039.03904,0.0002
From scratch,39139139139.13914,0.0002
From scratch,39239239239.239235,0.0002
From scratch,39339339339.33934,0.0002
From scratch,39439439439.43944,0.0002
From scratch,39539539539.53954,0.0002
From scratch,39639639639.63964,0.0002
From scratch,39739739739.73974,0.0002
From scratch,39839839839.83984,0.0002
From scratch,39939939939.93994,0.0002
From scratch,40040040040.04004,0.0002
From scratch,40140140140.14014,0.0002
From scratch,40240240240.240234,0.0002
From scratch,40340340340.34034,0.0002
From scratch,40440440440.44044,0.0002
From scratch,40540540540.54054,0.0002
From scratch,40640640640.64064,0.0002
From scratch,40740740740.74074,0.0002
From scratch,40840840840.84084,0.0002
From scratch,40940940940.94094,0.0002
From scratch,41041041041.041046,0.0002
From scratch,41141141141.14114,0.0002
From scratch,41241241241.24124,0.0002
From scratch,41341341341.34134,0.0002
From scratch,41441441441.44144,0.0002
From scratch,41541541541.54154,0.0002
From scratch,41641641641.64164,0.0002
From scratch,41741741741.74174,0.0002
From scratch,41841841841.84184,0.0002
From scratch,41941941941.94194,0.0002
From scratch,42042042042.042046,0.0002
From scratch,42142142142.14214,0.0002
From scratch,42242242242.24225,0.0002
From scratch,42342342342.34235,0.0002
From scratch,42442442442.442444,0.0002
From scratch,42542542542.54254,0.0002
From scratch,42642642642.64264,0.0002
From scratch,42742742742.742744,0.0002
From scratch,42842842842.84284,0.0002
From scratch,42942942942.94294,0.0002
From scratch,43043043043.043045,0.0002
From scratch,43143143143.14314,0.0002
From scratch,43243243243.24325,0.0002
From scratch,43343343343.343346,0.0002
From scratch,43443443443.44344,0.0002
From scratch,43543543543.54354,0.0002
From scratch,43643643643.64365,0.0002
From scratch,43743743743.743744,0.0002
From scratch,43843843843.84384,0.0002
From scratch,43943943943.94394,0.0002
From scratch,44044044044.044044,0.0002
From scratch,44144144144.14414,0.0002
From scratch,44244244244.24425,0.0002
From scratch,44344344344.344345,0.0002
From scratch,44444444444.44444,0.0002
From scratch,44544544544.54455,0.0002
From scratch,44644644644.644646,0.0002
From scratch,44744744744.74474,0.0002
From scratch,44844844844.84484,0.0002
From scratch,44944944944.94494,0.0002
From scratch,45045045045.045044,0.0002
From scratch,45145145145.14514,0.0002
From scratch,45245245245.24525,0.0002
From scratch,45345345345.345345,0.0002
From scratch,45445445445.44545,0.0002
From scratch,45545545545.54555,0.0002
From scratch,45645645645.645645,0.0002
From scratch,45745745745.74575,0.0002
From scratch,45845845845.84585,0.0002
From scratch,45945945945.945946,0.0002
From scratch,46046046046.04604,0.0002
From scratch,46146146146.14614,0.0002
From scratch,46246246246.24625,0.0002
From scratch,46346346346.346344,0.0002
From scratch,46446446446.44645,0.0002
From scratch,46546546546.54655,0.0002
From scratch,46646646646.646645,0.0002
From scratch,46746746746.74675,0.0002
From scratch,46846846846.84685,0.0002
From scratch,46946946946.94695,0.0002
From scratch,47047047047.04705,0.0002
From scratch,47147147147.14715,0.0002
From scratch,47247247247.247246,0.0002
From scratch,47347347347.34734,0.0002
From scratch,47447447447.44745,0.0002
From scratch,47547547547.54755,0.0002
From scratch,47647647647.647644,0.0002
From scratch,47747747747.74775,0.0002
From scratch,47847847847.84785,0.0002
From scratch,47947947947.94795,0.0002
From scratch,48048048048.04805,0.0002
From scratch,48148148148.14815,0.0002
From scratch,48248248248.248245,0.0002
From scratch,48348348348.34835,0.0002
From scratch,48448448448.44845,0.0002
From scratch,48548548548.548546,0.0002
From scratch,48648648648.64865,0.0002
From scratch,48748748748.74875,0.0002
From scratch,48848848848.84885,0.0002
From scratch,48948948948.94895,0.0002
From scratch,49049049049.04905,0.0002
From scratch,49149149149.149155,0.0002
From scratch,49249249249.24925,0.0002
From scratch,49349349349.34935,0.0002
From scratch,49449449449.44945,0.0002
From scratch,49549549549.549545,0.0002
From scratch,49649649649.64965,0.0002
From scratch,49749749749.74975,0.0002
From scratch,49849849849.849846,0.0002
From scratch,49949949949.94995,0.0002
From scratch,50050050050.05006,0.0002
From scratch,50150150150.150154,0.0002
From scratch,50250250250.25025,0.0002
From scratch,50350350350.35035,0.0002
From scratch,50450450450.45045,0.0002
From scratch,50550550550.55055,0.0002
From scratch,50650650650.65065,0.0002
From scratch,50750750750.75075,0.0002
From scratch,50850850850.850845,0.0002
From scratch,50950950950.95094,0.0002
From scratch,51051051051.051056,0.0002
From scratch,51151151151.15115,0.0002
From scratch,51251251251.25125,0.0002
From scratch,51351351351.35135,0.0002
From scratch,51451451451.45145,0.0002
From scratch,51551551551.55155,0.0002
From scratch,51651651651.65165,0.0002
From scratch,51751751751.751755,0.0002
From scratch,51851851851.85185,0.0002
From scratch,51951951951.95195,0.0002
From scratch,52052052052.052055,0.0002
From scratch,52152152152.15215,0.0002
From scratch,52252252252.25225,0.0002
From scratch,52352352352.35235,0.0002
From scratch,52452452452.452446,0.0002
From scratch,52552552552.55256,0.0002
From scratch,52652652652.65266,0.0002
From scratch,52752752752.752754,0.0002
From scratch,52852852852.85285,0.0002
From scratch,52952952952.95295,0.0002
From scratch,53053053053.053055,0.0002
From scratch,53153153153.15315,0.0002
From scratch,53253253253.25325,0.0002
From scratch,53353353353.35335,0.0002
From scratch,53453453453.45346,0.0002
From scratch,53553553553.55356,0.0002
From scratch,53653653653.653656,0.0002
From scratch,53753753753.75375,0.0002
From scratch,53853853853.85385,0.0002
From scratch,53953953953.95396,0.0002
From scratch,54054054054.054054,0.0002
From scratch,54154154154.15415,0.0002
From scratch,54254254254.25425,0.0002
From scratch,54354354354.35435,0.0002
From scratch,54454454454.45446,0.0002
From scratch,54554554554.55456,0.0002
From scratch,54654654654.654655,0.0002
From scratch,54754754754.75475,0.0002
From scratch,54854854854.85485,0.0002
From scratch,54954954954.954956,0.0002
From scratch,55055055055.05506,0.0002
From scratch,55155155155.15516,0.0002
From scratch,55255255255.25526,0.0002
From scratch,55355355355.355354,0.0002
From scratch,55455455455.45546,0.0002
From scratch,55555555555.55556,0.0002
From scratch,55655655655.655655,0.0002
From scratch,55755755755.75575,0.0002
From scratch,55855855855.85585,0.0002
From scratch,55955955955.95596,0.0002
From scratch,56056056056.05606,0.0002
From scratch,56156156156.15616,0.0002
From scratch,56256256256.256256,0.0002
From scratch,56356356356.35635,0.0002
From scratch,56456456456.45646,0.0002
From scratch,56556556556.55656,0.0002
From scratch,56656656656.656654,0.0002
From scratch,56756756756.75675,0.0002
From scratch,56856856856.85685,0.0002
From scratch,56956956956.95696,0.0002
From scratch,57057057057.05706,0.0002
From scratch,57157157157.15716,0.0002
From scratch,57257257257.257256,0.0002
From scratch,57357357357.35735,0.0002
From scratch,57457457457.45746,0.0002
From scratch,57557557557.557556,0.0002
From scratch,57657657657.65765,0.0002
From scratch,57757757757.75775,0.0002
From scratch,57857857857.85785,0.0002
From scratch,57957957957.95796,0.0002
From scratch,58058058058.05806,0.0002
From scratch,58158158158.15816,0.0002
From scratch,58258258258.258255,0.0002
From scratch,58358358358.35835,0.0002
From scratch,58458458458.458466,0.0002
From scratch,58558558558.55856,0.0002
From scratch,58658658658.65866,0.0002
From scratch,58758758758.75876,0.0002
From scratch,58858858858.85886,0.0002
From scratch,58958958958.95896,0.0002
From scratch,59059059059.05906,0.0002
From scratch,59159159159.15916,0.0002
From scratch,59259259259.259254,0.0002
From scratch,59359359359.35935,0.0002
From scratch,59459459459.459465,0.0002
From scratch,59559559559.55956,0.0002
From scratch,59659659659.65966,0.0002
From scratch,59759759759.75976,0.0002
From scratch,59859859859.85986,0.0002
From scratch,59959959959.95996,0.0002
From scratch,60060060060.06006,0.0002
From scratch,60160160160.16016,0.0002
From scratch,60260260260.260254,0.0002
From scratch,60360360360.36037,0.0002
From scratch,60460460460.460464,0.0002
From scratch,60560560560.56056,0.0002
From scratch,60660660660.66066,0.0002
From scratch,60760760760.76076,0.0002
From scratch,60860860860.86086,0.0002
From scratch,60960960960.96096,0.0002
From scratch,61061061061.06106,0.0002
From scratch,61161161161.161156,0.0002
From scratch,61261261261.26126,0.0002
From scratch,61361361361.36137,0.0002
From scratch,61461461461.461464,0.0002
From scratch,61561561561.56156,0.0002
From scratch,61661661661.66166,0.0002
From scratch,61761761761.76176,0.0002
From scratch,61861861861.86187,0.0002
From scratch,61961961961.96197,0.0002
From scratch,62062062062.062065,0.0002
From scratch,62162162162.16216,0.0002
From scratch,62262262262.26226,0.0002
From scratch,62362362362.362366,0.0002
From scratch,62462462462.46246,0.0002
From scratch,62562562562.56256,0.0002
From scratch,62662662662.66266,0.0002
From scratch,62762762762.76276,0.0002
From scratch,62862862862.86287,0.0002
From scratch,62962962962.96297,0.0002
From scratch,63063063063.063065,0.0002
From scratch,63163163163.16316,0.0002
From scratch,63263263263.26326,0.0002
From scratch,63363363363.363365,0.0002
From scratch,63463463463.46346,0.0002
From scratch,63563563563.56356,0.0002
From scratch,63663663663.66366,0.0002
From scratch,63763763763.763756,0.0002
From scratch,63863863863.86387,0.0002
From scratch,63963963963.96397,0.0002
From scratch,64064064064.064064,0.0002
From scratch,64164164164.16416,0.0002
From scratch,64264264264.26426,0.0002
From scratch,64364364364.364365,0.0002
From scratch,64464464464.46446,0.0002
From scratch,64564564564.56457,0.0002
From scratch,64664664664.664665,0.0002
From scratch,64764764764.76476,0.0002
From scratch,64864864864.86487,0.0002
From scratch,64964964964.964966,0.0002
From scratch,65065065065.06506,0.0002
From scratch,65165165165.16516,0.0002
From scratch,65265265265.26526,0.0002
From scratch,65365365365.36537,0.0002
From scratch,65465465465.46547,0.0002
From scratch,65565565565.56557,0.0002
From scratch,65665665665.665665,0.0002
From scratch,65765765765.76577,0.0002
From scratch,65865865865.86587,0.0002
From scratch,65965965965.965965,0.0002
From scratch,66066066066.06606,0.0002
From scratch,66166166166.16616,0.0002
From scratch,66266266266.26627,0.0002
From scratch,66366366366.36637,0.0002
From scratch,66466466466.46647,0.0002
From scratch,66566566566.56657,0.0002
From scratch,66666666666.666664,0.0002
From scratch,66766766766.76677,0.0002
From scratch,66866866866.86687,0.0002
From scratch,66966966966.966965,0.0002
From scratch,67067067067.06706,0.0002
From scratch,67167167167.16716,0.0002
From scratch,67267267267.26727,0.0002
From scratch,67367367367.36737,0.0002
From scratch,67467467467.46747,0.0002
From scratch,67567567567.567566,0.0002
From scratch,67667667667.66766,0.0002
From scratch,67767767767.76777,0.0002
From scratch,67867867867.867874,0.0002
From scratch,67967967967.96797,0.0002
From scratch,68068068068.06807,0.0002
From scratch,68168168168.16817,0.0002
From scratch,68268268268.26827,0.0002
From scratch,68368368368.36837,0.0002
From scratch,68468468468.46847,0.0002
From scratch,68568568568.568565,0.0002
From scratch,68668668668.66866,0.0002
From scratch,68768768768.76877,0.0002
From scratch,68868868868.86887,0.0002
From scratch,68968968968.96896,0.0002
From scratch,69069069069.06906,0.0002
From scratch,69169169169.16916,0.0002
From scratch,69269269269.26927,0.0002
From scratch,69369369369.36937,0.0002
From scratch,69469469469.46947,0.0002
From scratch,69569569569.56956,0.0002
From scratch,69669669669.66966,0.0002
From scratch,69769769769.76978,0.0002
From scratch,69869869869.86987,0.0002
From scratch,69969969969.96997,0.0002
From scratch,70070070070.07007,0.0002
From scratch,70170170170.17017,0.0002
From scratch,70270270270.27028,0.0002
From scratch,70370370370.37038,0.0002
From scratch,70470470470.47047,0.0002
From scratch,70570570570.57057,0.0002
From scratch,70670670670.67067,0.0002
From scratch,70770770770.77077,0.0002
From scratch,70870870870.87086,0.0002
From scratch,70970970970.97098,0.0002
From scratch,71071071071.07108,0.0002
From scratch,71171171171.17117,0.0002
From scratch,71271271271.27127,0.0002
From scratch,71371371371.37137,0.0002
From scratch,71471471471.47147,0.0002
From scratch,71571571571.57156,0.0002
From scratch,71671671671.67166,0.0002
From scratch,71771771771.77177,0.0002
From scratch,71871871871.87187,0.0002
From scratch,71971971971.97197,0.0002
From scratch,72072072072.07207,0.0002
From scratch,72172172172.17218,0.0002
From scratch,72272272272.27228,0.0002
From scratch,72372372372.37238,0.0002
From scratch,72472472472.47247,0.0002
From scratch,72572572572.57257,0.0002
From scratch,72672672672.67268,0.0002
From scratch,72772772772.77278,0.0002
From scratch,72872872872.87288,0.0002
From scratch,72972972972.97298,0.0002
From scratch,73073073073.07307,0.0002
From scratch,73173173173.17317,0.0002
From scratch,73273273273.27327,0.0002
From scratch,73373373373.37337,0.0002
From scratch,73473473473.47346,0.0002
From scratch,73573573573.57356,0.0002
From scratch,73673673673.67368,0.0002
From scratch,73773773773.77377,0.0002
From scratch,73873873873.87387,0.0002
From scratch,73973973973.97397,0.0002
From scratch,74074074074.07407,0.0002
From scratch,74174174174.17418,0.0002
From scratch,74274274274.27428,0.0002
From scratch,74374374374.37437,0.0002
From scratch,74474474474.47447,0.0002
From scratch,74574574574.57457,0.0002
From scratch,74674674674.67468,0.0002
From scratch,74774774774.77478,0.0002
From scratch,74874874874.87488,0.0002
From scratch,74974974974.97498,0.0002
From scratch,75075075075.07507,0.0002
From scratch,75175175175.17519,0.0002
From scratch,75275275275.27528,0.0002
From scratch,75375375375.37538,0.0002
From scratch,75475475475.47548,0.0002
From scratch,75575575575.57558,0.0002
From scratch,75675675675.67567,0.0002
From scratch,75775775775.77577,0.0002
