Step,throughput_drops,throughput_no_drops
772,13893.320790971053,13870.587443497245
773,13825.625068940875,13754.084372903446
774,13603.823128892587,13956.941546670538
775,13806.53652384445,13836.381410247806
776,13743.345613375464,13901.43005968436
777,13869.064579635517,12908.155930909534
778,13940.587746579067,13824.809190429747
779,13690.338742041136,13978.806392870916
780,13249.39268064453,13937.187411979256
781,13791.684453276232,13814.529959853397
782,13818.952527219844,13924.633375174191
783,13961.168356611151,13559.83594210006
784,13802.742881383349,13942.126358718438
785,13801.597064206033,13845.24252246444
786,13894.481889318851,13980.216934256676
787,13890.684694688294,13841.211985925576
788,13781.225932004614,13624.810866940046
789,13815.485350220128,13788.408005149424
790,13874.866688813498,13886.79229145134
791,13898.521026459706,13949.07697004471
792,13856.722323043146,13926.048055769466
793,13901.160098134198,13599.544343718038
794,13802.794632455616,13607.012430683966
795,13671.62893950961,13823.615214568066
796,13716.104690283528,13846.06081459731
797,13786.475335823869,13834.264451735928
798,13751.625594334097,13950.35313338577
799,13684.232095264646,13814.196715230257
800,13962.0911850151,13858.957959765154
801,14278.212719840163,13800.924447262609
802,13863.1927418075,13922.090682825132
803,13774.095510743822,13720.004246472145
804,13823.311191549532,13836.500276248878
805,780.9137935517302,13857.892216290164
806,13891.089030861416,13786.57859452866
807,13883.777179034209,13951.682403800603
808,13728.212237539834,13948.337053279049
809,13865.452847954495,13946.034753328648
810,13731.613791824591,13823.348266811428
811,13886.260997953956,13582.742446683244
812,13906.74893998682,13911.4635629705
813,13963.082226762832,13864.04299231043
814,13844.134262800952,13759.114762676154
815,13912.101934320555,13907.40939526324
816,13818.04111340907,13728.256117830568
817,13838.97463855674,13204.233060331046
818,13882.36359463836,13938.79312823625
819,13492.07211742852,13967.774562629713
820,13734.0654187776,13732.08941219602
821,13690.440565663348,13876.14425269098
822,13531.249061941771,13881.511095597314
823,13606.344277451157,13870.4082656852
824,13762.480200462704,13918.6768114807
825,13609.132275752589,13795.33908634224
826,13789.802519106272,13734.36552877177
827,13591.912395053498,13957.742856013168
828,13741.616071147664,13797.008310391684
829,13790.50357180508,13806.529126801372
830,13702.298821922994,13866.70629371382
831,13839.145573131338,13823.6671222736
832,13906.561322088555,13886.492966171018
833,13831.598748544771,13841.026132185223
834,13173.45320704716,13064.910221025288
835,13755.112182681238,13881.877507793464
836,13214.782503638324,13834.301585776277
837,13179.901022639222,13832.341181023625
838,14040.628109584204,13713.279992507394
839,13654.496626884464,13916.722484831627
840,13773.587528955752,13695.992244724852
841,13847.615836161627,13940.813991771773
842,13878.027407293315,13839.271918791805
843,13831.175597691674,13861.388169696524
844,13655.603676071987,13840.05234017894
845,13880.187686127623,13237.985435536631
846,13847.757219078348,13890.93178621925
847,13473.801322398052,13808.445225815614
848,13665.814350327966,13909.503753489547
849,13897.928872479466,13849.245635465946
850,13753.159475422644,13666.749280859403
851,13716.659548001488,13765.009035726269
852,13879.148575343292,13871.47593520136
853,13858.09342803013,13697.994281562103
854,13768.693682434978,13971.720077682705
855,13882.984339637382,13769.62067051136
856,13770.363822515385,13855.649473594223
857,13705.118997183969,13794.342176161032
858,13590.120416661392,13743.924667572624
859,13882.857194574815,13652.89787268536
860,13901.340071335942,13845.24252246444
861,13883.470504000215,13787.30144877446
862,13811.331475015342,13822.117474411189
863,13911.839068434136,13668.155541293843
864,13822.591970820538,13860.448785063518
865,897.4640952772133,13955.875796633669
866,13772.807224124885,13939.07209319182
867,13916.692422554392,13091.665100768994
868,13892.946284511592,13916.173868714994
869,13910.847777891138,13886.83719135636
870,13906.208614144292,13825.662156615848
871,13725.565312244342,13879.58961775093
872,13819.97523218486,13713.725151865896
873,13819.8788839545,13894.81152679638
874,13559.750321895242,13755.354474500891
875,13470.160140881071,13878.445955508929
876,13797.29640319894,13898.386100860876
877,13896.774692038764,13776.04680363344
878,13854.710866595377,13764.979625324764
879,13748.001416956531,13839.435428365205
880,13571.154455343349,13925.491179104149
881,13737.528460676092,13870.654636370242
882,13674.37119753276,13872.767811057602
883,13837.480998690342,13919.827114106722
884,13707.437219512689,13821.709730085751
885,13460.190426843285,13642.237034746942
886,13857.452551710418,13763.619531563369
887,13384.971100811885,13794.08374148502
888,13938.55940943762,13809.199974492709
889,13628.925367182545,13846.812240739708
890,13397.092843028237,13193.5991234919
891,13725.14862419916,13935.371061686525
892,13840.91462233673,13886.485483204337
893,13356.112204635649,13909.826595985282
894,13747.656706074782,13809.31837392832
895,13701.65770371867,13804.169874540194
896,13434.682690397804,13606.164677557312
897,13910.825250202428,13906.29866553559
898,13871.057807279642,13941.168457338728
899,13416.545937311925,13682.422957337274
900,13802.343671869145,13992.590319138828
901,13650.17145000143,13302.363304400344
902,13775.73750525214,13969.129872157368
903,13794.526778287023,13796.203191727996
904,13576.702778055836,13870.639704564428
905,13812.086539250047,13892.047551379945
906,13792.570247106722,13716.84937805298
907,13769.870831536611,13837.49585919046
908,13729.843310233418,13830.329373653583
909,13780.017366055554,13882.513166670078
910,13602.243398084798,13882.490730659852
911,13341.784631824514,9342.755113538724
912,13829.832079766056,14003.12112547479
913,13853.04254588284,13928.30612023187
914,13870.789024069258,8986.211544074444
915,13784.226155032806,9480.361770711088
916,13582.27711534904,14019.27884541628
917,13760.334359982058,13897.3442636212
918,13785.804191943507,13919.022634112722
919,13732.894383272707,13852.417029195656
920,13564.99655529634,13788.835921234488
921,13324.20078797969,13871.423667832583
922,13819.745480930267,13713.389455243829
923,13805.005504901696,13273.968542978984
924,13698.270972680328,13908.985735219903
925,13718.733361051383,13942.594043431754
926,13543.245839900484,13592.858750291429
927,13777.5566736651,13854.658725490724
928,13633.08562722194,13887.398464668238
929,13942.254591727426,13759.71718733648
930,13648.486963927362,13820.568173944195
931,13671.51288935858,13903.34258755207
932,13890.894347543444,13788.784274780404
933,13836.946041942858,13945.657399615666
934,13845.316908661582,13795.568026801186
935,13816.885346859008,13790.038655212162
936,13672.521140839182,13920.308342849488
937,13851.985157783214,13839.004366005518
938,13477.92379606496,13844.268137096367
939,13794.62277334518,13846.938726426575
940,13879.903597222275,13035.712040597677
941,13753.981600373609,13918.541494258896
942,13837.168935560829,13909.045793331705
943,13929.631192233075,13860.053685124289
944,13939.237969540072,13893.410675525738
945,13782.478937569764,13657.70973568394
946,13747.356014954164,13519.699078691332
947,13795.826517097426,13773.712680410552
948,13804.872388866448,13198.98493347702
949,13934.60999341386,13904.152758001694
950,13988.329278116376,13806.211061446947
951,13715.739676791483,13597.298341349133
952,13962.121443749616,13920.36849878189
953,13799.660696050118,13784.196662455242
954,13779.022668990814,13878.33384190427
955,13883.851979878227,13888.558573299488
956,13827.813582268069,13508.820260553945
957,13583.709005956953,13849.096779429015
958,13758.651960048885,13773.079584634535
959,13890.774545137006,13920.69184582649
960,13665.183888005093,13816.27790606468
961,13850.868373824722,13419.934548548816
962,13903.34258755207,13669.402570949353
963,13806.86200158697,13778.344883634389
964,13680.875761094096,13789.595906647415
965,13796.121946440444,13842.40156806544
966,13370.81745037272,13604.96507187668
967,13785.051998446565,13675.343584877724
968,13899.083244654314,13838.47672277459
969,13465.52875515804,13756.56606164718
970,13926.175993186553,13873.54454588426
971,13818.130026537232,13812.508522870408
972,13786.49746255897,13148.529912750651
973,13824.000823974658,13853.146804156298
974,13921.804876072303,13702.947286588396
975,13345.854351444545,13539.673740241196
976,13818.359724081129,13821.932133099192
977,13820.553349780112,13872.26746064515
978,13790.046034595782,13906.156084704622
979,13927.718953029667,13773.73476619749
980,13878.73745935847,13782.346255606975
981,13886.156240654256,13747.099337819
982,13436.328822891466,13879.828838916816
983,13961.274248756368,13858.957959765154
984,13792.540718812535,13833.432701474718
985,13645.661142346988,13866.36306579712
986,13552.326882299483,13654.098711884668
987,13715.644776465757,13893.021184188254
988,13877.997511958218,13853.109568878486
989,13939.697920064393,13732.557747523644
990,13877.85551087538,13782.537908151013
991,13828.192005666542,13851.769232175053
992,13631.866847862024,13937.888453856152
993,13417.258451583475,13846.544396324754
994,13806.077922161414,9520.355789894456
995,13872.40934739426,13761.22347980577
996,13859.24119189306,13762.97266237307
997,13747.02600325514,13919.69929331466
998,13166.493688516295,7080.515102741062
999,13900.050366355688,13919.3308818128
1000,13894.129793834776,13934.067500446088
1001,14226.731650440412,13909.49624570284
1002,13826.248168289843,9764.255571578942
1003,13244.734844248544,13878.75240860392
1004,13844.260699567589,13869.385547635002
1005,13821.79869043226,13720.018855719354
1006,13802.033191544971,13763.950340442714
1007,13901.11510556189,12754.184253585008
1008,13868.855585203428,13637.652578552048
1009,13785.33959214984,11811.426313234811
1010,13501.756643784587,13790.19362392673
1011,13917.992734720066,13690.746045618103
1012,13746.57867935821,13645.025313117856
1013,13668.65577585992,13397.246070865056
1014,13536.131964897186,13533.42354423998
1015,13500.25710720344,12281.751226158944
1016,13909.548800379993,13717.922746799391
1017,13751.368757740873,13689.31331714189
1018,13873.469856063672,12338.515410094777
1019,13358.383097706665,13505.301684113983
1020,13642.829267982785,13633.915098736856
1021,13929.744136165502,13530.900925432456
1022,13866.18399710729,13594.45781650349
1023,13847.727454013855,13787.70716548906
1024,13963.074661025765,13691.015170206594
1025,13835.93568093241,13768.031624506537
1026,13874.627638662534,13868.997402166851
1027,13792.33402429332,13544.007467393223
1028,13950.753398390429,13642.432032695498
1029,13682.909706444398,13731.39428584217
1030,13879.178475637736,13374.231586158576
1031,13953.850564331153,12792.552451850095
1032,13778.816379432034,13750.436888375696
1033,13188.204208384426,13481.653812349854
1034,13844.349950440395,13452.37695757849
1035,13485.632890751413,13169.62927287966
1036,13939.049473995658,13555.87000784321
1037,13865.393165713424,13572.941435234929
1038,13770.864207664288,13694.922305037187
1039,13939.53957301518,13700.812685018203
1040,13449.863400122127,13241.787935544837
1041,13824.579278423354,13507.113840625325
1042,13894.137285042256,13633.467892859278
1043,13870.184299929815,13834.724927926814
1044,13803.112540413378,13674.61790958764
1045,13807.88291769164,13683.084072758242
1046,13571.504666326457,13796.963989489172
1047,13060.083315553173,13842.825406102276
1048,13881.361545157592,13870.139507646663
1049,13681.849073773708,13894.504364104563
1050,13851.054491979012,13667.48861882532
1051,13767.45053723918,13740.026155834516
1052,13426.108314143108,13841.46475502247
1053,13842.59489447694,13770.694955676408
1054,13678.581034664878,13891.440972246555
1055,13725.536070152564,13824.371622538672
1056,13972.720063070205,13760.576835812162
1057,13390.834393037752,13776.79064946007
1058,13640.005788445444,13879.223326320958
1059,749.8376001755163,13818.996989505633
1060,13872.3496052514,13734.255730910998
1061,13917.173434576094,13817.729926471102
1062,421.3269679613961,13862.85714531634
1063,430.7416159442405,13721.932936137948
1064,12903.663815187285,13763.127023360645
1065,13284.047668289082,13835.512264681754
1066,13351.302954095416,13925.596530733004
1067,13457.252284930371,13704.97322324598
1068,13344.810774113665,13681.180814347032
1069,13768.892312229777,13932.500535786308
1070,13251.27990032411,13902.352507432715
1071,13585.56375299707,13908.88063477225
1072,13366.475967391152,13590.098915789791
1073,13545.780184533092,13771.997567302666
1074,13763.715096939592,13834.331293152089
1075,13825.194866452,13886.702492512331
1076,13731.489404239584,13781.13749316152
1077,13852.77446038544,13823.422417931855
1078,13836.663720335113,13117.868676765009
1079,13901.535047563357,13893.950007278609
1080,13825.521224509504,13525.169906189083
1081,13660.6274479453,13897.321779647304
1082,13404.291370004952,13624.882903364638
1083,13652.818306465457,13820.923963422809
1084,13751.87510192581,13896.602330893724
1085,13330.597070453545,13745.845424470885
1086,13425.499774677031,13927.357643972522
1087,13446.831530842372,13899.383112956944
1088,13706.044734062414,13864.035533519263
1089,13523.509031484777,13237.387029830325
1090,13572.140810058105,13817.0335112529
1091,13527.328233119057,13905.908451262849
1092,13664.6186953769,13942.918423837647
1093,13153.476140576358,13800.621421490896
1094,13681.347873083694,13088.433574297109
1095,13636.548437896876,13961.55411430141
1096,13193.315426057226,13999.811908894591
1097,13737.777456972495,13723.072871296616
1098,12985.840828761968,13938.868523069084
1099,13754.679015548189,13765.450206830536
1100,13150.469034925807,13889.31461935604
1101,13812.375262099456,13777.217844760527
1102,13037.31461450082,13849.736883092177
1103,13864.96794461718,13931.679526762598
1104,13026.289231316712,13934.926467152907
1105,12960.18761787222,13630.662705968976
1106,13700.65243460906,13775.685956872208
1107,13537.61103525952,13774.007163393466
1108,13338.614872901751,13808.837388850605
1109,13748.162776925958,13933.75106572109
1110,13675.29278510045,13890.4076631219
1111,13888.281626531185,13215.93461831967
1112,13443.653746853604,13881.271816440463
1113,13728.307311857629,13819.1303780797
1114,13266.861462949031,13762.597800103822
1115,13716.922391010316,13933.984623295615
1116,13289.192342025264,13928.94603830084
1117,13554.565180755211,13781.071164774095
1118,13476.471833854806,13639.44989567885
1119,13087.622618550027,13811.47952031943
1120,13773.73476619749,13961.266684978442
1121,13738.143644394217,13922.361457942208
1122,13552.847185093757,13790.791393025029
1123,13758.218569945886,13790.828294050312
1124,13742.077728385791,13888.828045621673
1125,13781.550217474198,13737.12569165915
1126,13377.203025129296,13869.21386522918
1127,13751.596241095014,13866.355604509372
1128,13727.422440271674,13036.358298714464
1129,13883.290993193526,13929.284842260597
1130,13753.342976935624,13880.778329230654
1131,13824.260380880854,13840.728776581973
1132,13823.23704162237,13874.933923152632
1133,13774.16177200034,13684.704438933468
1134,13469.47015812766,13696.829388931794
1135,13691.269757258366,13785.501829789217
1136,13821.324248483235,13825.706662088463
1137,13798.60405254754,13900.537726735032
1138,13731.986968101262,13707.97679254306
1139,13838.677371093108,13781.63866161461
1140,13770.503632352003,13740.854038172884
1141,13827.0716357223,13784.034455534516
1142,13888.678337485057,13908.715480134995
1143,13805.02029573075,13805.944785443697
1144,13775.64913683702,13654.315753554944
1145,13615.567713792989,13566.753344332825
1146,13733.421324536486,13881.511095597314
1147,13925.762086513309,13937.360781363494
1148,13901.347570320477,13907.649576372036
1149,13817.907745862236,13886.485483204337
1150,13577.8616343718,13919.736887421584
1151,13481.63970632088,13906.028514860462
1152,13642.814822657938,13771.107054740169
1153,13846.938726426575,13915.625295851038
1154,13824.86110710245,13575.587029289143
1155,13731.85525651109,13906.54631287539
1156,13328.411442970566,13322.8024193194
1157,13707.32785177888,13912.8079661555
1158,13603.952395834212,13695.118812039042
1159,13446.824514212154,13829.342243139612
1160,13623.968097361623,13893.70280836087
1161,13859.285913813625,13023.307084035589
1162,13743.910007370674,13894.354533573156
1163,13598.18804268502,13854.35333547306
1164,13882.43838025134,13824.015655535308
1165,13681.623892109194,13859.889687991446
1166,355.8522372608797,13728.870471356147
1167,789.9283877411253,13812.834282247077
1168,13807.9199102398,13870.072319764384
1169,13787.404719854603,13909.646402976914
1170,790.1360278740773,13892.886365351733
1171,751.7164988005115,13621.850828761408
1172,837.9814377731285,13743.514193739691
1173,13934.02982889184,13777.78502428373
1174,13837.815367663405,13835.371131690436
1175,13896.377518434276,13964.391222687404
1176,13031.750164731277,13900.717683821806
1177,13885.804566993456,13816.82608199118
1178,13881.204520663869,13312.368703245564
1179,13398.06102325156,13981.157453337464
1180,13504.091491047511,13881.72047162656
1181,13601.661862328176,13806.92118100706
1182,13407.76447940329,13659.041737515425
1183,13267.155162543197,13958.899625159796
1184,13472.0192216909,13749.615187117844
1185,13661.018501623485,13784.76441674276
1186,13460.260733033518,13776.79801467184
1187,13079.57169329719,13918.947453817857
1188,13699.756558203677,13919.270734848027
1189,13638.605314174572,13560.20697548252
1190,13767.376985386276,13809.414574964738
1191,13525.808812785004,13950.489069868285
1192,13596.903753027274,13910.645031319433
1193,13244.44213645734,13820.553349780112
1194,13551.051240401264,13438.353768790765
1195,13859.010133234666,13664.278153160916
1196,13555.164086589595,13867.69876567393
1197,13709.172754447536,13814.826190794012
1198,13481.463383449323,13907.484450968594
1199,13902.495010277242,13725.397171918166
1200,13985.65700851194,13848.63534604924
1201,14105.3766558344,13724.907395315497
1202,13944.638646585943,13886.171205886014
1203,13855.142907989211,13777.446184147637
1204,13879.582142222363,13741.388917861384
1205,13521.124898997425,13994.573613538292
1206,13864.647181048816,13169.21200599748
1207,13725.470275901627,13951.11592236689
1208,13561.87687700805,13921.556684991185
1209,13746.058060334826,13708.97584393034
1210,13646.43433272029,13740.56829759621
1211,13846.931286028086,13743.338283888226
1212,13721.238837631305,13736.459343875182
1213,13685.205885586134,13708.946672482947
1214,13756.661529099005,13831.368610658768
1215,13568.960687625617,13856.588207776202
1216,13788.592448480997,13677.905834570918
1217,13249.229192330711,13735.558778725232
1218,13796.166261933213,13805.027691157162
1219,13693.852532505212,13857.77298246067
1220,13764.509075992208,13922.090682825132
1221,13846.142649130592,13808.275048787464
1222,13902.25500716967,13115.899103002072
1223,13886.612694734686,13795.64926556479
1224,13703.151310636373,13538.756114552303
1225,13641.3126758774,13762.994713730734
1226,13765.266382100424,13809.251773995968
1227,13274.679669804638,13467.499168269766
1228,13726.910583171755,13747.510025836127
1229,13485.011886995051,13780.068946856763
1230,13621.915633341969,13831.583900708116
1231,13853.347878115414,13881.047499722592
1232,835.9497248157118,13542.24233073382
1233,13239.2028141098,13714.885621134175
1234,13407.701696396747,13799.24688631037
1235,13550.41707207804,13838.56589908671
1236,13555.149826311814,13794.179730377136
1237,13128.748702016912,13839.249622331145
1238,13820.56076185818,13865.475228927358
1239,13639.810859849216,13797.621445425628
1240,13753.732016338085,13825.009442601631
1241,12898.619569912602,13360.287642910023
1242,13912.747875549874,13933.562718541512
1243,13298.251437429624,13083.854986931276
1244,13893.837643043727,13911.05053037296
1245,13621.015624909152,13894.878954570897
1246,13949.590427812347,13806.699260797515
1247,13913.566654698496,13927.320008690454
1248,13699.25404468638,13629.725497248117
1249,13530.623849993228,13741.418227540848
1250,13557.203615281824,13769.848758139342
1251,13384.547028576771,13698.758850039709
1252,13740.641563277815,13765.810517543929
1253,13795.398167023552,13814.759537724713
1254,13919.172997138903,13361.118887384146
1255,13123.96140700938,13871.93889194824
1256,13603.184011782128,13879.866217968882
1257,13239.740164139092,13920.075243522146
1258,13396.69585993718,13792.400461141742
1259,13914.701085970504,13702.26239314467
1260,13818.633889210929,13439.461090716792
1261,13849.550800345678,13891.957684462022
1262,13180.58862287118,13837.703909543578
1263,13854.919434938643,13922.158375616966
1264,13618.381083993338,13661.952776042996
1265,13846.22448463122,13798.315905129832
1266,13779.89946853138,13748.896279073242
1267,13195.896171010289,9283.796239115234
1268,13667.894563881056,13884.218515664988
1269,13637.096877573182,13927.05656741109
1270,13840.966660042432,13984.609635941531
1271,12946.234674771733,6412.2588233303495
1272,13803.866706234125,13919.16547891044
1273,13477.317599042302,13951.961884920614
1274,13547.26848609042,13659.215496039486
1275,13438.507941921423,9495.872479447562
1276,13777.99128296157,13937.6999948078
1277,796.2775756392208,13900.76267382154
1278,13801.404881246495,13989.992370320144
1279,13795.73050528519,13151.49586059002
1280,13488.032760938107,13687.517375630936
1281,13834.598665275858,13979.24620856847
1282,13857.549424560477,13804.754065656918
1283,13867.721153897895,13950.209647750466
1284,13876.12183726206,13715.739676791483
1285,13751.09725520246,13915.069252430563
1286,13357.607583985884,13749.783921327376
1287,13629.300191192451,13847.303315747786
1288,13877.055874826605,13905.653323001594
1289,13826.240750110124,13831.08651660065
1290,13806.122301637944,13960.729677692674
1291,13908.903156163036,9025.470715329162
1292,13666.154969119663,13957.38754712076
1293,13448.635047608112,13922.068118707468
1294,13872.603512912332,13858.71200441417
1295,13582.613582506176,9435.092431658217
1296,13918.939935833036,9389.008027899812
1297,13253.058602930816,13833.165374416232
1298,13859.971686072748,9124.835490037847
1299,13733.567704286375,9504.38295763012
1300,13579.829281749611,13976.873048673731
1301,13853.385114674324,13911.824047826376
1302,13707.8382494686,13840.65443967749
1303,13743.169707839426,13829.594578886445
1304,13596.602446457364,13834.784346442388
1305,13609.55632402926,13805.715500448943
1306,13470.800902451214,13856.208228617885
1307,13812.019912614323,13617.790971393966
1308,13732.243081204162,13800.214944402434
1309,13461.378700144332,13926.100735597698
1310,13399.224417659658,13948.201158732496
1311,13358.355399237476,13806.381187604273
1312,13638.857955796426,13708.465361524297
1313,13376.466984998207,13600.355383105982
1314,13448.424495419307,13656.189833612603
1315,13569.753792135276,13839.494887349843
1316,13333.769918537651,13885.939248418488
1317,13369.825457337634,13779.457370782517
1318,13033.424274317991,13496.764196064383
1319,13496.48851689902,13747.84006077477
1320,13535.143727828616,13832.200112719604
1321,13142.52829898077,13908.89564902467
1322,13025.08435840736,13654.156588988742
1323,13250.19655687653,13692.41915380524
1324,13270.653236271954,13898.438571615798
1325,13751.060566492515,13748.610203925931
1326,13465.0503132725,13865.922863558171
1327,13797.074792279362,13456.451196103291
1328,13710.740947490174,13839.487454948823
1329,13780.260536070651,13848.025110416944
1330,13589.582915280407,13740.297221367631
1331,13469.406795908448,13912.259658620673
1332,13673.16679002854,13775.199948255744
1333,13069.508698364398,13785.110991048436
1334,13890.325304516844,13197.29505934987
1335,13805.833840140403,13869.654276455476
1336,13953.933677969782,13767.855086478494
1337,13742.187651347858,13839.955711804492
1338,13379.314382015822,13916.639813881751
1339,13630.605027864403,13442.068923859517
1340,13422.241180291188,13780.068946856763
1341,13899.383112956944,13831.62844431372
1342,13860.515879743376,12338.338183162276
1343,13675.249242734602,13870.863685027263
1344,13523.033557004715,13839.732728397606
1345,13706.13221173024,13789.536875653495
1346,13560.620844364248,13588.76599460558
1347,13840.988962036085,13920.263226241384
1348,13595.454734229786,13845.532633153452
1349,13882.296288275593,13661.329912231782
1350,13288.870254878037,13759.166187112203
1351,13888.678337485057,13816.974245114025
1352,13592.24217055572,13866.116847540963
1353,13833.336165511731,13586.982009370186
1354,13463.481543866104,13835.638544009424
1355,13898.386100860876,13787.884212993134
1356,13941.749216480712,13694.17271900215
1357,13891.455948871291,13809.569979470369
1358,13921.774791833575,13878.685137253
1359,13404.584213368064,13881.241907125865
1360,13943.552140733014,13276.170548314656
1361,13858.272287815436,13876.74949664764
1362,13506.667835122003,13713.63027941535
1363,13562.333673841547,13670.664332503644
1364,13406.013751543109,13893.635392000828
1365,13762.436101115423,13596.372888509948
1366,13819.122967535806,13775.64913683702
1367,13786.379454125834,13863.796856439478
1368,13777.821855737568,13843.546734010097
1369,13019.359321391674,13877.422051860058
1370,13779.39842655931,13758.505045090547
1371,13792.79909567362,13695.890338504189
1372,13623.838449757151,13859.598975339191
1373,13747.766718307876,13712.64514309523
1374,13528.36504290052,13908.520302438408
1375,13487.496245245058,13809.925202903483
1376,13739.938244985444,13751.801716400149
1377,13416.58784782131,13534.36888027323
1378,13473.970399913836,13881.331635456329
1379,13159.13161121185,13888.678337485057
1380,13512.574485422354,13766.509132868923
1381,13871.662607590986,13670.570054910806
1382,13934.082569124825,13730.150551154924
1383,13528.840892374808,13771.460302140766
1384,13957.757975941777,13752.220024388096
1385,13844.922670924583,13889.906039487088
1386,13677.898574717086,13699.356000969648
1387,13880.195162308491,13153.516423645477
1388,13918.210729904182,13581.747392332078
1389,13786.97689259398,13673.631114778194
1390,13294.142111695372,13744.701703033244
1391,13773.88200658714,13603.119385305354
1392,13332.197100729472,13844.364825697745
1393,13829.305135718196,13714.542568891222
1394,13917.677029663188,13707.619502947398
1395,13868.997402166851,13832.571351275912
1396,13809.614381400124,13881.047499722592
1397,13783.120269738303,13084.413017693796
1398,13494.460147314336,13914.31040001382
1399,13705.097130895578,13914.160142025945
1400,13793.389707708511,13756.918563440056
1401,13812.19758507135,13701.77426620246
1402,13388.190754856569,13553.638407001452
1403,13612.32406769132,13658.00651794502
1404,13257.060725208414,13772.174211581114
1405,13806.0335429702,13864.781452364405
1406,13907.40939526324,13837.109496560564
1407,13737.682251440414,13759.401275143668
1408,13880.37459306547,13688.1789834657
1409,13907.431911889784,13861.701326204302
1410,13924.746238074447,13881.05497682972
1411,13931.257761586088,13904.44534275771
1412,13865.229042199688,13874.201850984447
1413,13851.35229142994,13255.649138762035
1414,13198.829446981736,13853.86920815691
1415,13532.08750501484,13909.789055390203
1416,13330.245391150243,13727.98552717304
1417,13564.496739127002,13961.599498960592
1418,13146.28956338886,13556.661582748346
1419,13156.827192412786,13907.889765776832
1420,13828.948914604383,13840.8179819214
1421,13440.456434491489,13624.904514440554
1422,13588.40056189018,13803.482219244032
1423,13291.255440585004,13831.947681883175
1424,13430.957616328247,13558.002479076218
1425,13764.494371843944,13811.094609130185
1426,13572.791310819288,13971.15954242342
1427,13503.362649005789,13711.81336042018
1428,12963.597406053448,13848.322779616532
1429,13583.14337309389,13684.37742830516
1430,13325.509871914865,13701.32259762466
1431,13891.373577834873,13420.200120298405
1432,13885.430465631543,13792.983656501245
1433,13817.552111656536,13876.996092656176
1434,13675.19118667813,13580.816897890136
1435,13811.523934529556,13716.659548001488
1436,13093.135108769877,13657.99204046231
1437,13765.964942195327,13821.91730600896
1438,13847.645600746284,13812.353052220957
1439,13913.7394369239,13516.699453872929
1440,13772.54959571888,13732.579701525943
1441,13722.254437135676,13771.210083360009
1442,13932.154043112694,13874.739692395162
1443,13825.721497309678,13824.097229687755
1444,13845.116067763682,13663.430494124734
1445,13334.011392724036,13664.604203872994
1446,13759.621677469237,13340.154676569966
1447,13634.549892938605,13821.828344135574
1448,13631.14577925839,13688.738855438489
1449,13684.38469503822,13747.825392218789
1450,13339.926790835396,13701.096774502264
1451,13788.186679664866,13876.233915130864
1452,13419.326568594266,13534.447071873345
1453,13675.067819194805,13814.45590410325
1454,13935.634817613218,13804.887179410258
1455,13459.550674262293,13844.268137096367
1456,13609.901331953144,13397.650051963728
1457,13745.398177400728,13654.301283895593
1458,13829.446144978994,13653.360821814602
1459,13616.884312669716,13946.99332357704
1460,13905.03054921242,13676.983894790976
1461,13782.272544509273,13014.362256547
1462,13861.649132470397,13733.245672955478
1463,13300.543884387096,13829.70590640808
1464,13841.479624080384,13863.610395688853
1465,13746.938002811288,13671.302553481357
1466,13757.440005466717,13791.064465288478
1467,13851.292730515324,13765.575210451449
1468,13730.106658752837,13891.163910513702
1469,13541.5591755403,13766.832726099376
1470,13306.278461169071,13728.746133466591
1471,13378.258620268967,13235.490169350853
1472,13556.561739377456,13693.656061840322
1473,13473.75200892192,13800.16321267247
1474,13425.863492782955,13926.175993186553
1475,13705.658387719384,13850.079288411152
1476,13377.043311427416,13598.77645752606
1477,13164.9668094202,13740.158024217411
1478,13475.132922714269,13788.555559419923
1479,688.3690699237644,13751.324729573898
1480,868.3829658021309,13841.784446807826
1481,13435.516213460018,13615.999357501698
1482,13553.260604836609,13873.98523219586
1483,804.3912221614372,13765.920820512822
1484,721.5481156978873,13739.637891405384
1485,831.0049359553776,13737.535783967744
1486,13679.387005916631,13777.659798813624
1487,13455.741539187731,13755.853769410209
1488,13703.04929785296,13681.297028688472
1489,13751.52285854554,13785.33959214984
1490,13824.490282280323,13617.30884418446
1491,13838.64764504914,13841.026132185223
1492,13511.327568036895,13763.200529809814
1493,13292.66776433886,13456.718215114875
1494,13488.618741314378,13859.613883383665
1495,13605.130274469886,13896.924574770825
1496,12878.237400145425,13864.51291233386
1497,13760.687054923554,13656.884604010926
1498,13086.984560084546,13579.600289826814
1499,261.6489951495369,13692.884787073222
1500,313.76475234902557,13799.564630862851
1501,13513.531083717931,13727.195755989647
1502,13569.225045494371,13779.877362970188
1503,471.2846952119963,13772.866111970994
1504,880.4407012010232,13640.070765882308
1505,13845.339224676589,13730.070081965468
1506,525.4662901632267,13872.192784574563
1507,821.0249156674826,13857.67610648498
1508,13433.681198645883,13509.875482770714
1509,13749.783921327376,13357.150626992638
1510,13801.818820425562,13753.291596018398
1511,13146.745620523978,13817.96702000966
1512,13582.25563928796,13765.361970347358
1513,13841.643185825878,13693.88163974986
1514,13345.757589065614,13621.058822596648
1515,13567.439043985794,13762.134763139416
1516,13568.689195671255,13886.65759347834
1517,13724.995113928446,13779.781573024577
1518,13756.20623469964,13705.738571018286
1519,13807.868120727871,13664.5317468145
