"Step","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MIN","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MAX"
"455","13633.879032659128","13633.879032659128","13633.879032659128"
"456","13605.906062039603","13605.906062039603","13605.906062039603"
"457","13739.637891405384","13739.637891405384","13739.637891405384"
"458","13738.033786117923","13738.033786117923","13738.033786117923"
"459","13592.65082761782","13592.65082761782","13592.65082761782"
"460","13844.230949532372","13844.230949532372","13844.230949532372"
"461","13686.368801852055","13686.368801852055","13686.368801852055"
"462","677.7404863788905","677.7404863788905","677.7404863788905"
"463","13791.55159401473","13791.55159401473","13791.55159401473"
"464","13437.204589645922","13437.204589645922","13437.204589645922"
"465","13836.790020682856","13836.790020682856","13836.790020682856"
"466","13922.887995267154","13922.887995267154","13922.887995267154"
"467","13921.120491807706","13921.120491807706","13921.120491807706"
"468","13910.502361348697","13910.502361348697","13910.502361348697"
"469","13891.995128869856","13891.995128869856","13891.995128869856"
"470","13748.62487415671","13748.62487415671","13748.62487415671"
"471","13909.263508334827","13909.263508334827","13909.263508334827"
"472","13896.385012065735","13896.385012065735","13896.385012065735"
"473","13915.10682153213","13915.10682153213","13915.10682153213"
"474","13692.44825495671","13692.44825495671","13692.44825495671"
"475","13824.238132764121","13824.238132764121","13824.238132764121"
"476","13790.916857316706","13790.916857316706","13790.916857316706"
"477","13964.603106375645","13964.603106375645","13964.603106375645"
"478","13997.773905712842","13997.773905712842","13997.773905712842"
"479","13627.973983433716","13627.973983433716","13627.973983433716"
"480","13770.22401551767","13770.22401551767","13770.22401551767"
"481","13878.86452897134","13878.86452897134","13878.86452897134"
"482","13902.907534980079","13902.907534980079","13902.907534980079"
"483","13766.597384059472","13766.597384059472","13766.597384059472"
"484","13862.446993891763","13862.446993891763","13862.446993891763"
"485","13768.612760828239","13768.612760828239","13768.612760828239"
"486","13603.34917112373","13603.34917112373","13603.34917112373"
"487","13481.900672635302","13481.900672635302","13481.900672635302"
"488","13641.709845980376","13641.709845980376","13641.709845980376"
"489","13486.917420917494","13486.917420917494","13486.917420917494"
"490","13920.473772914667","13920.473772914667","13920.473772914667"
"491","13744.518432035586","13744.518432035586","13744.518432035586"
"492","13735.4489617851","13735.4489617851","13735.4489617851"
"493","13829.587157115397","13829.587157115397","13829.587157115397"
"494","13896.452455112552","13896.452455112552","13896.452455112552"
"495","13549.106170700057","13549.106170700057","13549.106170700057"
"496","13844.550769111751","13844.550769111751","13844.550769111751"
"497","13895.927915336108","13895.927915336108","13895.927915336108"
"498","13680.265695397567","13680.265695397567","13680.265695397567"
"499","13851.389517261692","13851.389517261692","13851.389517261692"
"500","13824.104645567537","13824.104645567537","13824.104645567537"
"501","13789.020376014521","13789.020376014521","13789.020376014521"
"502","13949.492263846072","13949.492263846072","13949.492263846072"
"503","13810.635704596987","13810.635704596987","13810.635704596987"
"504","13418.068853910117","13418.068853910117","13418.068853910117"
"505","13884.99653330431","13884.99653330431","13884.99653330431"
"506","13812.95274401193","13812.95274401193","13812.95274401193"
"507","13727.846579358957","13727.846579358957","13727.846579358957"
"508","13873.58189109613","13873.58189109613","13873.58189109613"
"509","13839.9036817002","13839.9036817002","13839.9036817002"
"510","13760.70175093848","13760.70175093848","13760.70175093848"
"511","13801.641414879858","13801.641414879858","13801.641414879858"
"512","13825.625068940875","13825.625068940875","13825.625068940875"
"513","13848.352547240329","13848.352547240329","13848.352547240329"
"514","13681.631155918161","13681.631155918161","13681.631155918161"
"515","13816.077906759798","13816.077906759798","13816.077906759798"
"516","13505.280450787368","13505.280450787368","13505.280450787368"
"517","13537.198569679282","13537.198569679282","13537.198569679282"
"518","13870.124576949906","13870.124576949906","13870.124576949906"
"519","13822.369546572407","13822.369546572407","13822.369546572407"
"520","13503.015945941414","13503.015945941414","13503.015945941414"
"521","13416.476087044803","13416.476087044803","13416.476087044803"
"522","13909.586339678246","13909.586339678246","13909.586339678246"
"523","13900.920141114024","13900.920141114024","13900.920141114024"
"524","13941.80201516568","13941.80201516568","13941.80201516568"
"525","13883.799619202784","13883.799619202784","13883.799619202784"
"526","13581.06024566254","13581.06024566254","13581.06024566254"
"527","13744.371818756385","13744.371818756385","13744.371818756385"
"528","13882.63282661607","13882.63282661607","13882.63282661607"
"529","13909.631387103618","13909.631387103618","13909.631387103618"
"530","13857.407841621045","13857.407841621045","13857.407841621045"
"531","13941.243877870094","13941.243877870094","13941.243877870094"
"532","13765.501678634784","13765.501678634784","13765.501678634784"
"533","13890.841933736352","13890.841933736352","13890.841933736352"
"534","13922.030512007235","13922.030512007235","13922.030512007235"
"535","13830.218036094084","13830.218036094084","13830.218036094084"
"536","13651.364577908987","13651.364577908987","13651.364577908987"
"537","13801.767076670285","13801.767076670285","13801.767076670285"
"538","13824.890773947634","13824.890773947634","13824.890773947634"
"539","13925.73198516955","13925.73198516955","13925.73198516955"
"540","13849.989963652233","13849.989963652233","13849.989963652233"
"541","13803.652278155621","13803.652278155621","13803.652278155621"
"542","13510.81753179549","13510.81753179549","13510.81753179549"
"543","13874.552937179616","13874.552937179616","13874.552937179616"
"544","13773.683232804813","13773.683232804813","13773.683232804813"
"545","13888.438811179389","13888.438811179389","13888.438811179389"
"546","13776.768553872012","13776.768553872012","13776.768553872012"
"547","13839.554346845396","13839.554346845396","13839.554346845396"
"548","13780.606883938812","13780.606883938812","13780.606883938812"
"549","13880.329734941317","13880.329734941317","13880.329734941317"
"550","13900.567719259256","13900.567719259256","13900.567719259256"
"551","13830.307105998278","13830.307105998278","13830.307105998278"
"552","13400.701592651969","13400.701592651969","13400.701592651969"
"553","13773.720042331663","13773.720042331663","13773.720042331663"
"554","13905.23313215468","13905.23313215468","13905.23313215468"
"555","13888.685822815236","13888.685822815236","13888.685822815236"
"556","13787.07278260237","13787.07278260237","13787.07278260237"
"557","13939.456630758454","13939.456630758454","13939.456630758454"
"558","13788.230944193356","13788.230944193356","13788.230944193356"
"559","13734.109336494104","13734.109336494104","13734.109336494104"
"560","13892.624225104277","13892.624225104277","13892.624225104277"
"561","13853.906447518455","13853.906447518455","13853.906447518455"
"562","13764.21499899585","13764.21499899585","13764.21499899585"
"563","13876.67477231472","13876.67477231472","13876.67477231472"
"564","13901.452556953504","13901.452556953504","13901.452556953504"
"565","13515.232037375119","13515.232037375119","13515.232037375119"
"566","13848.159059973143","13848.159059973143","13848.159059973143"
"567","13922.77516248764","13922.77516248764","13922.77516248764"
"568","13746.66667520172","13746.66667520172","13746.66667520172"
"569","13843.710344612702","13843.710344612702","13843.710344612702"
"570","13962.734211343331","13962.734211343331","13962.734211343331"
"571","13720.259912790234","13720.259912790234","13720.259912790234"
"572","13823.889588284204","13823.889588284204","13823.889588284204"
"573","13834.011945548227","13834.011945548227","13834.011945548227"
"574","13754.407382282034","13754.407382282034","13754.407382282034"
"575","13804.295582377506","13804.295582377506","13804.295582377506"
"576","13829.498096484158","13829.498096484158","13829.498096484158"
"577","13880.718514983426","13880.718514983426","13880.718514983426"
"578","13810.243439414531","13810.243439414531","13810.243439414531"
"579","13939.245509467886","13939.245509467886","13939.245509467886"
"580","13396.52871620041","13396.52871620041","13396.52871620041"
"581","13394.87143320498","13394.87143320498","13394.87143320498"
"582","13795.154462474698","13795.154462474698","13795.154462474698"
"583","13902.180007897923","13902.180007897923","13902.180007897923"
"584","13815.56682373036","13815.56682373036","13815.56682373036"
"585","13839.933413140463","13839.933413140463","13839.933413140463"
"586","13761.928978933995","13761.928978933995","13761.928978933995"
"587","13882.587953894588","13882.587953894588","13882.587953894588"
"588","13743.49953441341","13743.49953441341","13743.49953441341"
"589","13862.70799653564","13862.70799653564","13862.70799653564"
"590","13802.617201823437","13802.617201823437","13802.617201823437"
"591","13800.495780561343","13800.495780561343","13800.495780561343"
"592","13850.47381987905","13850.47381987905","13850.47381987905"
"593","13910.952908069872","13910.952908069872","13910.952908069872"
"594","13871.199669284828","13871.199669284828","13871.199669284828"
"595","13869.863294959932","13869.863294959932","13869.863294959932"
"596","13663.640587843243","13663.640587843243","13663.640587843243"
"597","13928.742763836017","13928.742763836017","13928.742763836017"
"598","13907.807199733174","13907.807199733174","13907.807199733174"
"599","13807.94210586384","13807.94210586384","13807.94210586384"
"600","13659.331337511554","13659.331337511554","13659.331337511554"
"601","14406.002924826591","14406.002924826591","14406.002924826591"
"602","13785.36908961842","13785.36908961842","13785.36908961842"
"603","13804.369529233665","13804.369529233665","13804.369529233665"
"604","13858.875973678152","13858.875973678152","13858.875973678152"
"605","13882.236460945474","13882.236460945474","13882.236460945474"
"606","13930.858614493392","13930.858614493392","13930.858614493392"
"607","13922.782684616046","13922.782684616046","13922.782684616046"
"608","13876.099421905557","13876.099421905557","13876.099421905557"
"609","13940.082492161688","13940.082492161688","13940.082492161688"
"610","13979.686051942766","13979.686051942766","13979.686051942766"
"611","13889.06758535347","13889.06758535347","13889.06758535347"
"612","13520.713437393426","13520.713437393426","13520.713437393426"
"613","13588.823319167874","13588.823319167874","13588.823319167874"
"614","13929.826962879999","13929.826962879999","13929.826962879999"
"615","13916.324170198428","13916.324170198428","13916.324170198428"
"616","13902.742522161205","13902.742522161205","13902.742522161205"
"617","13903.665144103927","13903.665144103927","13903.665144103927"
"618","13892.070018291095","13892.070018291095","13892.070018291095"
"619","13859.69587820155","13859.69587820155","13859.69587820155"
"620","13899.270660827167","13899.270660827167","13899.270660827167"
"621","13262.962637996077","13262.962637996077","13262.962637996077"
"622","13880.060592285061","13880.060592285061","13880.060592285061"
"623","13743.675448392825","13743.675448392825","13743.675448392825"
"624","13927.064094166477","13927.064094166477","13927.064094166477"
"625","13918.970007821039","13918.970007821039","13918.970007821039"
"626","13887.016793879966","13887.016793879966","13887.016793879966"
"627","13150.583118748067","13150.583118748067","13150.583118748067"
"628","13550.388571524722","13550.388571524722","13550.388571524722"
"629","13678.936812066857","13678.936812066857","13678.936812066857"
"630","13258.308899855532","13258.308899855532","13258.308899855532"
"631","13687.786373298573","13687.786373298573","13687.786373298573"
"632","13852.275551111901","13852.275551111901","13852.275551111901"
"633","13937.71507134412","13937.71507134412","13937.71507134412"
"634","13724.922015006456","13724.922015006456","13724.922015006456"
"635","13843.710344612702","13843.710344612702","13843.710344612702"
"636","13761.833438359121","13761.833438359121","13761.833438359121"
"637","13897.561612453","13897.561612453","13897.561612453"
"638","13893.845133936178","13893.845133936178","13893.845133936178"
"639","13865.340944173957","13865.340944173957","13865.340944173957"
"640","13839.071253232229","13839.071253232229","13839.071253232229"
"641","13817.04832786706","13817.04832786706","13817.04832786706"
"642","13850.511040989119","13850.511040989119","13850.511040989119"
"643","13820.323579303358","13820.323579303358","13820.323579303358"
"644","13832.88320706325","13832.88320706325","13832.88320706325"
"645","13704.87847184921","13704.87847184921","13704.87847184921"
"646","13933.464780020438","13933.464780020438","13933.464780020438"
"647","13935.672497846363","13935.672497846363","13935.672497846363"
"648","13865.012703504372","13865.012703504372","13865.012703504372"
"649","13900.027873624751","13900.027873624751","13900.027873624751"
"650","13771.806207781103","13771.806207781103","13771.806207781103"
"651","13634.016084769624","13634.016084769624","13634.016084769624"
"652","13896.407493008604","13896.407493008604","13896.407493008604"
"653","13883.874420288606","13883.874420288606","13883.874420288606"
"654","13829.884034170862","13829.884034170862","13829.884034170862"
"655","13791.381833127825","13791.381833127825","13791.381833127825"
"656","13976.168079750998","13976.168079750998","13976.168079750998"
"657","13917.797296567456","13917.797296567456","13917.797296567456"
"658","13934.444227192109","13934.444227192109","13934.444227192109"
"659","13641.356002401151","13641.356002401151","13641.356002401151"
"660","13880.053116249159","13880.053116249159","13880.053116249159"
"661","13678.820637819015","13678.820637819015","13678.820637819015"
"662","13657.688020415138","13657.688020415138","13657.688020415138"
"663","13946.729137520559","13946.729137520559","13946.729137520559"
"664","13835.222573757545","13835.222573757545","13835.222573757545"
"665","13830.626282576284","13830.626282576284","13830.626282576284"
"666","13640.251262010737","13640.251262010737","13640.251262010737"
"667","13809.362774240117","13809.362774240117","13809.362774240117"
"668","13843.003871988038","13843.003871988038","13843.003871988038"
"669","13925.288005464245","13925.288005464245","13925.288005464245"
"670","13824.935274454147","13824.935274454147","13824.935274454147"
"671","13931.016764379141","13931.016764379141","13931.016764379141"
"672","13673.137770778738","13673.137770778738","13673.137770778738"
"673","13896.594837027886","13896.594837027886","13896.594837027886"
"674","13796.882735240782","13796.882735240782","13796.882735240782"
"675","13897.913881894337","13897.913881894337","13897.913881894337"
"676","13715.776177266447","13715.776177266447","13715.776177266447"
"677","13682.560987148276","13682.560987148276","13682.560987148276"
"678","13681.580309417373","13681.580309417373","13681.580309417373"
"679","13731.321118740865","13731.321118740865","13731.321118740865"
"680","13920.007570986098","13920.007570986098","13920.007570986098"
"681","13854.889639076571","13854.889639076571","13854.889639076571"
"682","13759.246997716918","13759.246997716918","13759.246997716918"
"683","13826.448462151353","13826.448462151353","13826.448462151353"
"684","13921.564205803019","13921.564205803019","13921.564205803019"
"685","13834.234744647178","13834.234744647178","13834.234744647178"
"686","13515.699874702163","13515.699874702163","13515.699874702163"
"687","13695.897617469658","13695.897617469658","13695.897617469658"
"688","13234.633700862132","13234.633700862132","13234.633700862132"
"689","13868.855585203428","13868.855585203428","13868.855585203428"
"690","13908.738000990945","13908.738000990945","13908.738000990945"
"691","13869.572163766612","13869.572163766612","13869.572163766612"
"692","13785.796817099012","13785.796817099012","13785.796817099012"
"693","13809.614381400124","13809.614381400124","13809.614381400124"
"694","13910.209521629811","13910.209521629811","13910.209521629811"
"695","13613.93490936389","13613.93490936389","13613.93490936389"
"696","13871.931424658744","13871.931424658744","13871.931424658744"
"697","13914.903950793674","13914.903950793674","13914.903950793674"
"698","13882.38603023765","13882.38603023765","13882.38603023765"
"699","13392.490677154847","13392.490677154847","13392.490677154847"
"700","13741.037211460016","13741.037211460016","13741.037211460016"
"701","13813.485847099575","13813.485847099575","13813.485847099575"
"702","13800.813582631728","13800.813582631728","13800.813582631728"
"703","13800.614030784653","13800.614030784653","13800.614030784653"
"704","13834.034225135189","13834.034225135189","13834.034225135189"
"705","13452.636792223826","13452.636792223826","13452.636792223826"
"706","13800.200163868583","13800.200163868583","13800.200163868583"
"707","13902.082510054404","13902.082510054404","13902.082510054404"
"708","13795.10276867733","13795.10276867733","13795.10276867733"
"709","13737.257504373885","13737.257504373885","13737.257504373885"
"710","13238.250655367747","13238.250655367747","13238.250655367747"
"711","13670.432266921865","13670.432266921865","13670.432266921865"
"712","13873.096419023459","13873.096419023459","13873.096419023459"
"713","13842.431310238804","13842.431310238804","13842.431310238804"
"714","13358.590839886972","13358.590839886972","13358.590839886972"
"715","13732.352846887095","13732.352846887095","13732.352846887095"
"716","13870.52771704554","13870.52771704554","13870.52771704554"
"717","13807.061734163013","13807.061734163013","13807.061734163013"
"718","13845.949223610827","13845.949223610827","13845.949223610827"
"719","13835.333991908119","13835.333991908119","13835.333991908119"
"720","13785.981190578597","13785.981190578597","13785.981190578597"
"721","13812.256810239478","13812.256810239478","13812.256810239478"
"722","215.89288856479297","215.89288856479297","215.89288856479297"
"723","708.511166572931","708.511166572931","708.511166572931"
"724","13672.833076092522","13672.833076092522","13672.833076092522"
"725","13134.617230791815","13134.617230791815","13134.617230791815"
"726","758.4561745704514","758.4561745704514","758.4561745704514"
"727","743.7869583973148","743.7869583973148","743.7869583973148"
"728","871.7329647468099","871.7329647468099","871.7329647468099"
"729","13876.607521103158","13876.607521103158","13876.607521103158"
"730","13812.523329781463","13812.523329781463","13812.523329781463"
"731","236.7613108087975","236.7613108087975","236.7613108087975"
"732","655.936656959392","655.936656959392","655.936656959392"
"733","13922.714985753017","13922.714985753017","13922.714985753017"
"734","13910.066860592216","13910.066860592216","13910.066860592216"
"735","798.1133218051485","798.1133218051485","798.1133218051485"
"736","787.0519042540556","787.0519042540556","787.0519042540556"
"737","13957.183441682413","13957.183441682413","13957.183441682413"
"738","13904.182766127922","13904.182766127922","13904.182766127922"
"739","13802.070152755856","13802.070152755856","13802.070152755856"
"740","13942.148987901564","13942.148987901564","13942.148987901564"
"741","13949.197780236484","13949.197780236484","13949.197780236484"
"742","13925.092362377216","13925.092362377216","13925.092362377216"
"743","13943.73321328393","13943.73321328393","13943.73321328393"
"744","13784.911893040678","13784.911893040678","13784.911893040678"
"745","13897.726502308755","13897.726502308755","13897.726502308755"
"746","13735.273258333304","13735.273258333304","13735.273258333304"
"747","13857.63139495303","13857.63139495303","13857.63139495303"
"748","13975.39496979567","13975.39496979567","13975.39496979567"
"749","13869.034722902434","13869.034722902434","13869.034722902434"
"750","13922.617199668706","13922.617199668706","13922.617199668706"
"751","13903.477609403722","13903.477609403722","13903.477609403722"
"752","13928.336232704976","13928.336232704976","13928.336232704976"
"753","13802.17364519949","13802.17364519949","13802.17364519949"
"754","13900.70268721994","13900.70268721994","13900.70268721994"
"755","13933.984623295617","13933.984623295617","13933.984623295617"
"756","13959.444053459067","13959.444053459067","13959.444053459067"
"757","13877.646251418337","13877.646251418337","13877.646251418337"
"758","13717.616052873642","13717.616052873642","13717.616052873642"
"759","13819.093325439711","13819.093325439711","13819.093325439711"
"760","13896.557367819922","13896.557367819922","13896.557367819922"
"761","13931.717185609514","13931.717185609514","13931.717185609514"
"762","13931.664463280838","13931.664463280838","13931.664463280838"
"763","13832.333756304308","13832.333756304308","13832.333756304308"
"764","13919.69929331466","13919.69929331466","13919.69929331466"
"765","13762.781553566574","13762.781553566574","13762.781553566574"
"766","13350.47293050552","13350.47293050552","13350.47293050552"
"767","13496.036144723439","13496.036144723439","13496.036144723439"
"768","13638.222760393071","13638.222760393071","13638.222760393071"
"769","13809.01497943904","13809.01497943904","13809.01497943904"
"770","13935.077173985926","13935.077173985926","13935.077173985926"
"771","13750.994527307965","13750.994527307965","13750.994527307965"
"772","13893.320790971053","13893.320790971053","13893.320790971053"
"773","13825.625068940875","13825.625068940875","13825.625068940875"
"774","13603.823128892587","13603.823128892587","13603.823128892587"
"775","13806.53652384445","13806.53652384445","13806.53652384445"
"776","13743.345613375464","13743.345613375464","13743.345613375464"
"777","13869.064579635517","13869.064579635517","13869.064579635517"
"778","13940.587746579067","13940.587746579067","13940.587746579067"
"779","13690.338742041136","13690.338742041136","13690.338742041136"
"780","13249.39268064453","13249.39268064453","13249.39268064453"
"781","13791.684453276233","13791.684453276233","13791.684453276233"
"782","13818.952527219844","13818.952527219844","13818.952527219844"
"783","13961.168356611153","13961.168356611153","13961.168356611153"
"784","13802.742881383349","13802.742881383349","13802.742881383349"
"785","13801.597064206033","13801.597064206033","13801.597064206033"
"786","13894.481889318851","13894.481889318851","13894.481889318851"
"787","13890.684694688294","13890.684694688294","13890.684694688294"
"788","13781.225932004614","13781.225932004614","13781.225932004614"
"789","13815.485350220128","13815.485350220128","13815.485350220128"
"790","13874.866688813498","13874.866688813498","13874.866688813498"
"791","13898.521026459706","13898.521026459706","13898.521026459706"
"792","13856.722323043146","13856.722323043146","13856.722323043146"
"793","13901.160098134198","13901.160098134198","13901.160098134198"
"794","13802.794632455616","13802.794632455616","13802.794632455616"
"795","13671.62893950961","13671.62893950961","13671.62893950961"
"796","13716.104690283528","13716.104690283528","13716.104690283528"
"797","13786.475335823869","13786.475335823869","13786.475335823869"
"798","13751.625594334095","13751.625594334095","13751.625594334095"
"799","13684.232095264646","13684.232095264646","13684.232095264646"
"800","13962.0911850151","13962.0911850151","13962.0911850151"
"801","14278.212719840163","14278.212719840163","14278.212719840163"
"802","13863.192741807501","13863.192741807501","13863.192741807501"
"803","13774.095510743822","13774.095510743822","13774.095510743822"
"804","13823.311191549532","13823.311191549532","13823.311191549532"
"805","780.9137935517302","780.9137935517302","780.9137935517302"
"806","13891.089030861416","13891.089030861416","13891.089030861416"
"807","13883.777179034207","13883.777179034207","13883.777179034207"
"808","13728.212237539834","13728.212237539834","13728.212237539834"
"809","13865.452847954495","13865.452847954495","13865.452847954495"
"810","13731.613791824593","13731.613791824593","13731.613791824593"
"811","13886.260997953956","13886.260997953956","13886.260997953956"
"812","13906.748939986821","13906.748939986821","13906.748939986821"
"813","13963.082226762832","13963.082226762832","13963.082226762832"
"814","13844.134262800952","13844.134262800952","13844.134262800952"
"815","13912.101934320557","13912.101934320557","13912.101934320557"
"816","13818.04111340907","13818.04111340907","13818.04111340907"
"817","13838.974638556741","13838.974638556741","13838.974638556741"
"818","13882.36359463836","13882.36359463836","13882.36359463836"
"819","13492.072117428519","13492.072117428519","13492.072117428519"
"820","13734.0654187776","13734.0654187776","13734.0654187776"
"821","13690.440565663348","13690.440565663348","13690.440565663348"
"822","13531.249061941773","13531.249061941773","13531.249061941773"
"823","13606.344277451155","13606.344277451155","13606.344277451155"
"824","13762.480200462705","13762.480200462705","13762.480200462705"
"825","13609.132275752587","13609.132275752587","13609.132275752587"
"826","13789.802519106272","13789.802519106272","13789.802519106272"
"827","13591.912395053498","13591.912395053498","13591.912395053498"
"828","13741.616071147664","13741.616071147664","13741.616071147664"
"829","13790.50357180508","13790.50357180508","13790.50357180508"
"830","13702.298821922994","13702.298821922994","13702.298821922994"
"831","13839.145573131338","13839.145573131338","13839.145573131338"
"832","13906.561322088557","13906.561322088557","13906.561322088557"
"833","13831.598748544771","13831.598748544771","13831.598748544771"
"834","13173.453207047161","13173.453207047161","13173.453207047161"
"835","13755.112182681238","13755.112182681238","13755.112182681238"
"836","13214.782503638324","13214.782503638324","13214.782503638324"
"837","13179.901022639222","13179.901022639222","13179.901022639222"
"838","14040.628109584204","14040.628109584204","14040.628109584204"
"839","13654.496626884464","13654.496626884464","13654.496626884464"
"840","13773.587528955753","13773.587528955753","13773.587528955753"
"841","13847.615836161627","13847.615836161627","13847.615836161627"
"842","13878.027407293317","13878.027407293317","13878.027407293317"
"843","13831.175597691674","13831.175597691674","13831.175597691674"
"844","13655.603676071989","13655.603676071989","13655.603676071989"
"845","13880.187686127625","13880.187686127625","13880.187686127625"
"846","13847.757219078347","13847.757219078347","13847.757219078347"
"847","13473.801322398052","13473.801322398052","13473.801322398052"
"848","13665.814350327966","13665.814350327966","13665.814350327966"
"849","13897.928872479466","13897.928872479466","13897.928872479466"
"850","13753.159475422644","13753.159475422644","13753.159475422644"
"851","13716.659548001488","13716.659548001488","13716.659548001488"
"852","13879.148575343292","13879.148575343292","13879.148575343292"
"853","13858.09342803013","13858.09342803013","13858.09342803013"
"854","13768.693682434978","13768.693682434978","13768.693682434978"
"855","13882.984339637382","13882.984339637382","13882.984339637382"
"856","13770.363822515385","13770.363822515385","13770.363822515385"
"857","13705.118997183969","13705.118997183969","13705.118997183969"
"858","13590.120416661392","13590.120416661392","13590.120416661392"
"859","13882.857194574817","13882.857194574817","13882.857194574817"
"860","13901.340071335942","13901.340071335942","13901.340071335942"
"861","13883.470504000215","13883.470504000215","13883.470504000215"
"862","13811.331475015342","13811.331475015342","13811.331475015342"
"863","13911.839068434136","13911.839068434136","13911.839068434136"
"864","13822.591970820538","13822.591970820538","13822.591970820538"
"865","897.4640952772133","897.4640952772133","897.4640952772133"
"866","13772.807224124883","13772.807224124883","13772.807224124883"
"867","13916.692422554393","13916.692422554393","13916.692422554393"
"868","13892.946284511592","13892.946284511592","13892.946284511592"
"869","13910.847777891138","13910.847777891138","13910.847777891138"
"870","13906.208614144292","13906.208614144292","13906.208614144292"
"871","13725.565312244342","13725.565312244342","13725.565312244342"
"872","13819.97523218486","13819.97523218486","13819.97523218486"
"873","13819.8788839545","13819.8788839545","13819.8788839545"
"874","13559.750321895242","13559.750321895242","13559.750321895242"
"875","13470.160140881073","13470.160140881073","13470.160140881073"
"876","13797.296403198941","13797.296403198941","13797.296403198941"
"877","13896.774692038765","13896.774692038765","13896.774692038765"
"878","13854.710866595377","13854.710866595377","13854.710866595377"
"879","13748.001416956531","13748.001416956531","13748.001416956531"
"880","13571.154455343347","13571.154455343347","13571.154455343347"
"881","13737.528460676092","13737.528460676092","13737.528460676092"
"882","13674.371197532759","13674.371197532759","13674.371197532759"
"883","13837.480998690342","13837.480998690342","13837.480998690342"
"884","13707.437219512687","13707.437219512687","13707.437219512687"
"885","13460.190426843283","13460.190426843283","13460.190426843283"
"886","13857.452551710418","13857.452551710418","13857.452551710418"
"887","13384.971100811883","13384.971100811883","13384.971100811883"
"888","13938.55940943762","13938.55940943762","13938.55940943762"
"889","13628.925367182545","13628.925367182545","13628.925367182545"
"890","13397.092843028235","13397.092843028235","13397.092843028235"
"891","13725.14862419916","13725.14862419916","13725.14862419916"
"892","13840.91462233673","13840.91462233673","13840.91462233673"
"893","13356.112204635647","13356.112204635647","13356.112204635647"
"894","13747.656706074782","13747.656706074782","13747.656706074782"
"895","13701.65770371867","13701.65770371867","13701.65770371867"
"896","13434.682690397805","13434.682690397805","13434.682690397805"
"897","13910.825250202428","13910.825250202428","13910.825250202428"
"898","13871.057807279642","13871.057807279642","13871.057807279642"
"899","13416.545937311923","13416.545937311923","13416.545937311923"
"900","13802.343671869143","13802.343671869143","13802.343671869143"
"901","13650.17145000143","13650.17145000143","13650.17145000143"
"902","13775.73750525214","13775.73750525214","13775.73750525214"
"903","13794.526778287023","13794.526778287023","13794.526778287023"
"904","13576.702778055835","13576.702778055835","13576.702778055835"
"905","13812.086539250047","13812.086539250047","13812.086539250047"
"906","13792.570247106722","13792.570247106722","13792.570247106722"
"907","13769.870831536611","13769.870831536611","13769.870831536611"
"908","13729.843310233418","13729.843310233418","13729.843310233418"
"909","13780.017366055554","13780.017366055554","13780.017366055554"
"910","13602.243398084798","13602.243398084798","13602.243398084798"
"911","13341.784631824514","13341.784631824514","13341.784631824514"
"912","13829.832079766056","13829.832079766056","13829.832079766056"
"913","13853.042545882841","13853.042545882841","13853.042545882841"
"914","13870.789024069258","13870.789024069258","13870.789024069258"
"915","13784.226155032806","13784.226155032806","13784.226155032806"
"916","13582.27711534904","13582.27711534904","13582.27711534904"
"917","13760.334359982058","13760.334359982058","13760.334359982058"
"918","13785.804191943507","13785.804191943507","13785.804191943507"
"919","13732.894383272707","13732.894383272707","13732.894383272707"
"920","13564.996555296339","13564.996555296339","13564.996555296339"
"921","13324.20078797969","13324.20078797969","13324.20078797969"
"922","13819.745480930267","13819.745480930267","13819.745480930267"
"923","13805.005504901697","13805.005504901697","13805.005504901697"
"924","13698.270972680328","13698.270972680328","13698.270972680328"
"925","13718.733361051383","13718.733361051383","13718.733361051383"
"926","13543.245839900483","13543.245839900483","13543.245839900483"
"927","13777.5566736651","13777.5566736651","13777.5566736651"
"928","13633.085627221939","13633.085627221939","13633.085627221939"
"929","13942.254591727426","13942.254591727426","13942.254591727426"
"930","13648.486963927362","13648.486963927362","13648.486963927362"
"931","13671.512889358579","13671.512889358579","13671.512889358579"
"932","13890.894347543443","13890.894347543443","13890.894347543443"
"933","13836.946041942858","13836.946041942858","13836.946041942858"
"934","13845.316908661582","13845.316908661582","13845.316908661582"
"935","13816.885346859008","13816.885346859008","13816.885346859008"
"936","13672.521140839182","13672.521140839182","13672.521140839182"
"937","13851.985157783214","13851.985157783214","13851.985157783214"
"938","13477.92379606496","13477.92379606496","13477.92379606496"
"939","13794.622773345181","13794.622773345181","13794.622773345181"
"940","13879.903597222275","13879.903597222275","13879.903597222275"
"941","13753.981600373607","13753.981600373607","13753.981600373607"
"942","13837.168935560827","13837.168935560827","13837.168935560827"
"943","13929.631192233077","13929.631192233077","13929.631192233077"
"944","13939.237969540072","13939.237969540072","13939.237969540072"
"945","13782.478937569764","13782.478937569764","13782.478937569764"
