"Step","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MIN","04/04/2025_00:34:52_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MAX"
"946","13747.356014954164","13747.356014954164","13747.356014954164"
"947","13795.826517097426","13795.826517097426","13795.826517097426"
"948","13804.872388866448","13804.872388866448","13804.872388866448"
"949","13934.60999341386","13934.60999341386","13934.60999341386"
"950","13988.329278116376","13988.329278116376","13988.329278116376"
"951","13715.739676791483","13715.739676791483","13715.739676791483"
"952","13962.121443749615","13962.121443749615","13962.121443749615"
"953","13799.660696050118","13799.660696050118","13799.660696050118"
"954","13779.022668990814","13779.022668990814","13779.022668990814"
"955","13883.851979878229","13883.851979878229","13883.851979878229"
"956","13827.813582268069","13827.813582268069","13827.813582268069"
"957","13583.709005956953","13583.709005956953","13583.709005956953"
"958","13758.651960048885","13758.651960048885","13758.651960048885"
"959","13890.774545137006","13890.774545137006","13890.774545137006"
"960","13665.183888005091","13665.183888005091","13665.183888005091"
"961","13850.868373824722","13850.868373824722","13850.868373824722"
"962","13903.34258755207","13903.34258755207","13903.34258755207"
"963","13806.86200158697","13806.86200158697","13806.86200158697"
"964","13680.875761094096","13680.875761094096","13680.875761094096"
"965","13796.121946440444","13796.121946440444","13796.121946440444"
"966","13370.81745037272","13370.81745037272","13370.81745037272"
"967","13785.051998446563","13785.051998446563","13785.051998446563"
"968","13899.083244654314","13899.083244654314","13899.083244654314"
"969","13465.528755158039","13465.528755158039","13465.528755158039"
"970","13926.175993186553","13926.175993186553","13926.175993186553"
"971","13818.130026537232","13818.130026537232","13818.130026537232"
"972","13786.49746255897","13786.49746255897","13786.49746255897"
"973","13824.000823974658","13824.000823974658","13824.000823974658"
"974","13921.804876072303","13921.804876072303","13921.804876072303"
"975","13345.854351444543","13345.854351444543","13345.854351444543"
"976","13818.359724081129","13818.359724081129","13818.359724081129"
"977","13820.553349780113","13820.553349780113","13820.553349780113"
"978","13790.046034595782","13790.046034595782","13790.046034595782"
"979","13927.718953029667","13927.718953029667","13927.718953029667"
"980","13878.73745935847","13878.73745935847","13878.73745935847"
"981","13886.156240654256","13886.156240654256","13886.156240654256"
"982","13436.328822891466","13436.328822891466","13436.328822891466"
"983","13961.274248756368","13961.274248756368","13961.274248756368"
"984","13792.540718812537","13792.540718812537","13792.540718812537"
"985","13645.661142346988","13645.661142346988","13645.661142346988"
"986","13552.326882299485","13552.326882299485","13552.326882299485"
"987","13715.644776465755","13715.644776465755","13715.644776465755"
"988","13877.997511958218","13877.997511958218","13877.997511958218"
"989","13939.697920064393","13939.697920064393","13939.697920064393"
"990","13877.855510875379","13877.855510875379","13877.855510875379"
"991","13828.192005666542","13828.192005666542","13828.192005666542"
"992","13631.866847862024","13631.866847862024","13631.866847862024"
"993","13417.258451583477","13417.258451583477","13417.258451583477"
"994","13806.077922161414","13806.077922161414","13806.077922161414"
"995","13872.409347394261","13872.409347394261","13872.409347394261"
"996","13859.241191893061","13859.241191893061","13859.241191893061"
"997","13747.02600325514","13747.02600325514","13747.02600325514"
"998","13166.493688516297","13166.493688516297","13166.493688516297"
"999","13900.050366355688","13900.050366355688","13900.050366355688"
"1000","13894.129793834776","13894.129793834776","13894.129793834776"
"1001","14226.731650440413","14226.731650440413","14226.731650440413"
"1002","13826.248168289845","13826.248168289845","13826.248168289845"
"1003","13244.734844248545","13244.734844248545","13244.734844248545"
"1004","13844.260699567587","13844.260699567587","13844.260699567587"
"1005","13821.79869043226","13821.79869043226","13821.79869043226"
"1006","13802.033191544971","13802.033191544971","13802.033191544971"
"1007","13901.11510556189","13901.11510556189","13901.11510556189"
"1008","13868.855585203428","13868.855585203428","13868.855585203428"
"1009","13785.33959214984","13785.33959214984","13785.33959214984"
"1010","13501.756643784587","13501.756643784587","13501.756643784587"
"1011","13917.992734720066","13917.992734720066","13917.992734720066"
"1012","13746.57867935821","13746.57867935821","13746.57867935821"
"1013","13668.655775859921","13668.655775859921","13668.655775859921"
"1014","13536.131964897186","13536.131964897186","13536.131964897186"
"1015","13500.25710720344","13500.25710720344","13500.25710720344"
"1016","13909.548800379991","13909.548800379991","13909.548800379991"
"1017","13751.368757740873","13751.368757740873","13751.368757740873"
"1018","13873.469856063673","13873.469856063673","13873.469856063673"
"1019","13358.383097706663","13358.383097706663","13358.383097706663"
"1020","13642.829267982785","13642.829267982785","13642.829267982785"
"1021","13929.744136165502","13929.744136165502","13929.744136165502"
"1022","13866.18399710729","13866.18399710729","13866.18399710729"
"1023","13847.727454013855","13847.727454013855","13847.727454013855"
"1024","13963.074661025765","13963.074661025765","13963.074661025765"
"1025","13835.93568093241","13835.93568093241","13835.93568093241"
"1026","13874.627638662534","13874.627638662534","13874.627638662534"
"1027","13792.334024293319","13792.334024293319","13792.334024293319"
"1028","13950.753398390427","13950.753398390427","13950.753398390427"
"1029","13682.909706444398","13682.909706444398","13682.909706444398"
"1030","13879.178475637736","13879.178475637736","13879.178475637736"
"1031","13953.850564331153","13953.850564331153","13953.850564331153"
"1032","13778.816379432034","13778.816379432034","13778.816379432034"
"1033","13188.204208384426","13188.204208384426","13188.204208384426"
"1034","13844.349950440395","13844.349950440395","13844.349950440395"
"1035","13485.632890751413","13485.632890751413","13485.632890751413"
"1036","13939.049473995658","13939.049473995658","13939.049473995658"
"1037","13865.393165713425","13865.393165713425","13865.393165713425"
"1038","13770.864207664288","13770.864207664288","13770.864207664288"
"1039","13939.539573015181","13939.539573015181","13939.539573015181"
"1040","13449.863400122129","13449.863400122129","13449.863400122129"
"1041","13824.579278423354","13824.579278423354","13824.579278423354"
"1042","13894.137285042256","13894.137285042256","13894.137285042256"
"1043","13870.184299929815","13870.184299929815","13870.184299929815"
"1044","13803.112540413378","13803.112540413378","13803.112540413378"
"1045","13807.882917691639","13807.882917691639","13807.882917691639"
"1046","13571.504666326457","13571.504666326457","13571.504666326457"
"1047","13060.083315553173","13060.083315553173","13060.083315553173"
"1048","13881.361545157592","13881.361545157592","13881.361545157592"
"1049","13681.849073773708","13681.849073773708","13681.849073773708"
"1050","13851.054491979012","13851.054491979012","13851.054491979012"
"1051","13767.45053723918","13767.45053723918","13767.45053723918"
"1052","13426.108314143108","13426.108314143108","13426.108314143108"
"1053","13842.59489447694","13842.59489447694","13842.59489447694"
"1054","13678.581034664878","13678.581034664878","13678.581034664878"
"1055","13725.536070152564","13725.536070152564","13725.536070152564"
"1056","13972.720063070205","13972.720063070205","13972.720063070205"
"1057","13390.834393037752","13390.834393037752","13390.834393037752"
"1058","13640.005788445445","13640.005788445445","13640.005788445445"
"1059","749.8376001755163","749.8376001755163","749.8376001755163"
"1060","13872.3496052514","13872.3496052514","13872.3496052514"
"1061","13917.173434576094","13917.173434576094","13917.173434576094"
"1062","421.3269679613961","421.3269679613961","421.3269679613961"
"1063","430.74161594424044","430.74161594424044","430.74161594424044"
"1064","12903.663815187283","12903.663815187283","12903.663815187283"
"1065","13284.047668289082","13284.047668289082","13284.047668289082"
"1066","13351.302954095416","13351.302954095416","13351.302954095416"
"1067","13457.252284930373","13457.252284930373","13457.252284930373"
"1068","13344.810774113665","13344.810774113665","13344.810774113665"
"1069","13768.892312229777","13768.892312229777","13768.892312229777"
"1070","13251.27990032411","13251.27990032411","13251.27990032411"
"1071","13585.56375299707","13585.56375299707","13585.56375299707"
"1072","13366.475967391152","13366.475967391152","13366.475967391152"
"1073","13545.780184533092","13545.780184533092","13545.780184533092"
"1074","13763.715096939593","13763.715096939593","13763.715096939593"
"1075","13825.194866452","13825.194866452","13825.194866452"
"1076","13731.489404239583","13731.489404239583","13731.489404239583"
"1077","13852.774460385439","13852.774460385439","13852.774460385439"
"1078","13836.663720335111","13836.663720335111","13836.663720335111"
"1079","13901.535047563355","13901.535047563355","13901.535047563355"
"1080","13825.521224509504","13825.521224509504","13825.521224509504"
"1081","13660.627447945299","13660.627447945299","13660.627447945299"
"1082","13404.291370004952","13404.291370004952","13404.291370004952"
"1083","13652.818306465457","13652.818306465457","13652.818306465457"
"1084","13751.87510192581","13751.87510192581","13751.87510192581"
"1085","13330.597070453543","13330.597070453543","13330.597070453543"
"1086","13425.499774677033","13425.499774677033","13425.499774677033"
"1087","13446.831530842372","13446.831530842372","13446.831530842372"
"1088","13706.044734062414","13706.044734062414","13706.044734062414"
"1089","13523.509031484775","13523.509031484775","13523.509031484775"
"1090","13572.140810058103","13572.140810058103","13572.140810058103"
"1091","13527.328233119057","13527.328233119057","13527.328233119057"
"1092","13664.618695376901","13664.618695376901","13664.618695376901"
"1093","13153.476140576358","13153.476140576358","13153.476140576358"
"1094","13681.347873083694","13681.347873083694","13681.347873083694"
"1095","13636.548437896876","13636.548437896876","13636.548437896876"
"1096","13193.315426057226","13193.315426057226","13193.315426057226"
"1097","13737.777456972495","13737.777456972495","13737.777456972495"
"1098","12985.840828761968","12985.840828761968","12985.840828761968"
"1099","13754.679015548189","13754.679015548189","13754.679015548189"
"1100","13150.469034925809","13150.469034925809","13150.469034925809"
"1101","13812.375262099455","13812.375262099455","13812.375262099455"
"1102","13037.314614500821","13037.314614500821","13037.314614500821"
"1103","13864.967944617181","13864.967944617181","13864.967944617181"
"1104","13026.289231316712","13026.289231316712","13026.289231316712"
"1105","12960.187617872221","12960.187617872221","12960.187617872221"
"1106","13700.65243460906","13700.65243460906","13700.65243460906"
"1107","13537.61103525952","13537.61103525952","13537.61103525952"
"1108","13338.614872901753","13338.614872901753","13338.614872901753"
"1109","13748.162776925958","13748.162776925958","13748.162776925958"
"1110","13675.29278510045","13675.29278510045","13675.29278510045"
"1111","13888.281626531185","13888.281626531185","13888.281626531185"
"1112","13443.653746853603","13443.653746853603","13443.653746853603"
"1113","13728.307311857629","13728.307311857629","13728.307311857629"
"1114","13266.861462949033","13266.861462949033","13266.861462949033"
"1115","13716.922391010317","13716.922391010317","13716.922391010317"
"1116","13289.192342025264","13289.192342025264","13289.192342025264"
"1117","13554.565180755211","13554.565180755211","13554.565180755211"
"1118","13476.471833854806","13476.471833854806","13476.471833854806"
"1119","13087.622618550029","13087.622618550029","13087.622618550029"
"1120","13773.73476619749","13773.73476619749","13773.73476619749"
"1121","13738.143644394215","13738.143644394215","13738.143644394215"
"1122","13552.847185093755","13552.847185093755","13552.847185093755"
"1123","13758.218569945886","13758.218569945886","13758.218569945886"
"1124","13742.077728385791","13742.077728385791","13742.077728385791"
"1125","13781.550217474198","13781.550217474198","13781.550217474198"
"1126","13377.203025129296","13377.203025129296","13377.203025129296"
"1127","13751.596241095014","13751.596241095014","13751.596241095014"
"1128","13727.422440271674","13727.422440271674","13727.422440271674"
"1129","13883.290993193526","13883.290993193526","13883.290993193526"
"1130","13753.342976935623","13753.342976935623","13753.342976935623"
"1131","13824.260380880854","13824.260380880854","13824.260380880854"
"1132","13823.23704162237","13823.23704162237","13823.23704162237"
"1133","13774.161772000341","13774.161772000341","13774.161772000341"
"1134","13469.47015812766","13469.47015812766","13469.47015812766"
"1135","13691.269757258366","13691.269757258366","13691.269757258366"
"1136","13821.324248483237","13821.324248483237","13821.324248483237"
"1137","13798.60405254754","13798.60405254754","13798.60405254754"
"1138","13731.986968101262","13731.986968101262","13731.986968101262"
"1139","13838.677371093108","13838.677371093108","13838.677371093108"
"1140","13770.503632352005","13770.503632352005","13770.503632352005"
"1141","13827.0716357223","13827.0716357223","13827.0716357223"
"1142","13888.678337485057","13888.678337485057","13888.678337485057"
"1143","13805.02029573075","13805.02029573075","13805.02029573075"
"1144","13775.649136837019","13775.649136837019","13775.649136837019"
"1145","13615.567713792987","13615.567713792987","13615.567713792987"
"1146","13733.421324536486","13733.421324536486","13733.421324536486"
"1147","13925.762086513307","13925.762086513307","13925.762086513307"
"1148","13901.347570320477","13901.347570320477","13901.347570320477"
"1149","13817.907745862236","13817.907745862236","13817.907745862236"
"1150","13577.8616343718","13577.8616343718","13577.8616343718"
"1151","13481.63970632088","13481.63970632088","13481.63970632088"
"1152","13642.814822657938","13642.814822657938","13642.814822657938"
"1153","13846.938726426575","13846.938726426575","13846.938726426575"
"1154","13824.86110710245","13824.86110710245","13824.86110710245"
"1155","13731.85525651109","13731.85525651109","13731.85525651109"
"1156","13328.411442970566","13328.411442970566","13328.411442970566"
"1157","13707.32785177888","13707.32785177888","13707.32785177888"
"1158","13603.952395834212","13603.952395834212","13603.952395834212"
"1159","13446.824514212154","13446.824514212154","13446.824514212154"
"1160","13623.968097361625","13623.968097361625","13623.968097361625"
"1161","13859.285913813625","13859.285913813625","13859.285913813625"
"1162","13743.910007370674","13743.910007370674","13743.910007370674"
"1163","13598.18804268502","13598.18804268502","13598.18804268502"
"1164","13882.43838025134","13882.43838025134","13882.43838025134"
"1165","13681.623892109194","13681.623892109194","13681.623892109194"
"1166","355.8522372608797","355.8522372608797","355.8522372608797"
"1167","789.9283877411253","789.9283877411253","789.9283877411253"
"1168","13807.9199102398","13807.9199102398","13807.9199102398"
"1169","13787.404719854603","13787.404719854603","13787.404719854603"
"1170","790.1360278740773","790.1360278740773","790.1360278740773"
"1171","751.7164988005115","751.7164988005115","751.7164988005115"
"1172","837.9814377731285","837.9814377731285","837.9814377731285"
"1173","13934.02982889184","13934.02982889184","13934.02982889184"
"1174","13837.815367663405","13837.815367663405","13837.815367663405"
"1175","13896.377518434276","13896.377518434276","13896.377518434276"
"1176","13031.750164731275","13031.750164731275","13031.750164731275"
"1177","13885.804566993456","13885.804566993456","13885.804566993456"
"1178","13881.204520663867","13881.204520663867","13881.204520663867"
"1179","13398.06102325156","13398.06102325156","13398.06102325156"
"1180","13504.091491047511","13504.091491047511","13504.091491047511"
"1181","13601.661862328176","13601.661862328176","13601.661862328176"
"1182","13407.76447940329","13407.76447940329","13407.76447940329"
"1183","13267.155162543195","13267.155162543195","13267.155162543195"
"1184","13472.0192216909","13472.0192216909","13472.0192216909"
"1185","13661.018501623485","13661.018501623485","13661.018501623485"
"1186","13460.260733033518","13460.260733033518","13460.260733033518"
"1187","13079.57169329719","13079.57169329719","13079.57169329719"
"1188","13699.756558203675","13699.756558203675","13699.756558203675"
"1189","13638.605314174572","13638.605314174572","13638.605314174572"
"1190","13767.376985386276","13767.376985386276","13767.376985386276"
"1191","13525.808812785004","13525.808812785004","13525.808812785004"
"1192","13596.903753027274","13596.903753027274","13596.903753027274"
"1193","13244.44213645734","13244.44213645734","13244.44213645734"
"1194","13551.051240401264","13551.051240401264","13551.051240401264"
"1195","13859.010133234666","13859.010133234666","13859.010133234666"
"1196","13555.164086589595","13555.164086589595","13555.164086589595"
"1197","13709.172754447536","13709.172754447536","13709.172754447536"
"1198","13481.463383449323","13481.463383449323","13481.463383449323"
"1199","13902.495010277242","13902.495010277242","13902.495010277242"
"1200","13985.65700851194","13985.65700851194","13985.65700851194"
"1201","14105.3766558344","14105.3766558344","14105.3766558344"
"1202","13944.638646585945","13944.638646585945","13944.638646585945"
"1203","13855.142907989213","13855.142907989213","13855.142907989213"
"1204","13879.582142222365","13879.582142222365","13879.582142222365"
"1205","13521.124898997425","13521.124898997425","13521.124898997425"
"1206","13864.647181048815","13864.647181048815","13864.647181048815"
"1207","13725.470275901629","13725.470275901629","13725.470275901629"
"1208","13561.87687700805","13561.87687700805","13561.87687700805"
"1209","13746.058060334826","13746.058060334826","13746.058060334826"
"1210","13646.43433272029","13646.43433272029","13646.43433272029"
"1211","13846.931286028086","13846.931286028086","13846.931286028086"
"1212","13721.238837631303","13721.238837631303","13721.238837631303"
"1213","13685.205885586134","13685.205885586134","13685.205885586134"
"1214","13756.661529099003","13756.661529099003","13756.661529099003"
"1215","13568.960687625615","13568.960687625615","13568.960687625615"
"1216","13788.592448480995","13788.592448480995","13788.592448480995"
"1217","13249.229192330711","13249.229192330711","13249.229192330711"
"1218","13796.166261933213","13796.166261933213","13796.166261933213"
"1219","13693.852532505212","13693.852532505212","13693.852532505212"
"1220","13764.509075992208","13764.509075992208","13764.509075992208"
"1221","13846.142649130592","13846.142649130592","13846.142649130592"
"1222","13902.25500716967","13902.25500716967","13902.25500716967"
"1223","13886.612694734686","13886.612694734686","13886.612694734686"
"1224","13703.151310636373","13703.151310636373","13703.151310636373"
"1225","13641.312675877401","13641.312675877401","13641.312675877401"
"1226","13765.266382100424","13765.266382100424","13765.266382100424"
"1227","13274.679669804638","13274.679669804638","13274.679669804638"
"1228","13726.910583171755","13726.910583171755","13726.910583171755"
"1229","13485.011886995053","13485.011886995053","13485.011886995053"
"1230","13621.915633341967","13621.915633341967","13621.915633341967"
"1231","13853.347878115414","13853.347878115414","13853.347878115414"
"1232","835.9497248157118","835.9497248157118","835.9497248157118"
"1233","13239.2028141098","13239.2028141098","13239.2028141098"
"1234","13407.701696396749","13407.701696396749","13407.701696396749"
"1235","13550.41707207804","13550.41707207804","13550.41707207804"
"1236","13555.149826311814","13555.149826311814","13555.149826311814"
"1237","13128.748702016912","13128.748702016912","13128.748702016912"
"1238","13820.56076185818","13820.56076185818","13820.56076185818"
"1239","13639.810859849216","13639.810859849216","13639.810859849216"
"1240","13753.732016338085","13753.732016338085","13753.732016338085"
"1241","12898.619569912602","12898.619569912602","12898.619569912602"
"1242","13912.747875549874","13912.747875549874","13912.747875549874"
"1243","13298.251437429624","13298.251437429624","13298.251437429624"
"1244","13893.837643043727","13893.837643043727","13893.837643043727"
"1245","13621.015624909152","13621.015624909152","13621.015624909152"
"1246","13949.590427812349","13949.590427812349","13949.590427812349"
"1247","13913.566654698496","13913.566654698496","13913.566654698496"
"1248","13699.25404468638","13699.25404468638","13699.25404468638"
"1249","13530.623849993228","13530.623849993228","13530.623849993228"
"1250","13557.203615281825","13557.203615281825","13557.203615281825"
"1251","13384.547028576771","13384.547028576771","13384.547028576771"
"1252","13740.641563277815","13740.641563277815","13740.641563277815"
"1253","13795.398167023553","13795.398167023553","13795.398167023553"
"1254","13919.172997138905","13919.172997138905","13919.172997138905"
"1255","13123.96140700938","13123.96140700938","13123.96140700938"
"1256","13603.184011782127","13603.184011782127","13603.184011782127"
"1257","13239.740164139092","13239.740164139092","13239.740164139092"
"1258","13396.69585993718","13396.69585993718","13396.69585993718"
"1259","13914.701085970504","13914.701085970504","13914.701085970504"
"1260","13818.633889210927","13818.633889210927","13818.633889210927"
"1261","13849.550800345678","13849.550800345678","13849.550800345678"
"1262","13180.58862287118","13180.58862287118","13180.58862287118"
"1263","13854.919434938643","13854.919434938643","13854.919434938643"
"1264","13618.381083993338","13618.381083993338","13618.381083993338"
"1265","13846.224484631219","13846.224484631219","13846.224484631219"
"1266","13779.89946853138","13779.89946853138","13779.89946853138"
"1267","13195.896171010287","13195.896171010287","13195.896171010287"
"1268","13667.894563881055","13667.894563881055","13667.894563881055"
"1269","13637.096877573182","13637.096877573182","13637.096877573182"
"1270","13840.966660042432","13840.966660042432","13840.966660042432"
"1271","12946.234674771731","12946.234674771731","12946.234674771731"
"1272","13803.866706234125","13803.866706234125","13803.866706234125"
"1273","13477.317599042302","13477.317599042302","13477.317599042302"
"1274","13547.26848609042","13547.26848609042","13547.26848609042"
"1275","13438.507941921423","13438.507941921423","13438.507941921423"
"1276","13777.99128296157","13777.99128296157","13777.99128296157"
"1277","796.2775756392208","796.2775756392208","796.2775756392208"
"1278","13801.404881246495","13801.404881246495","13801.404881246495"
"1279","13795.73050528519","13795.73050528519","13795.73050528519"
"1280","13488.032760938107","13488.032760938107","13488.032760938107"
"1281","13834.598665275858","13834.598665275858","13834.598665275858"
"1282","13857.549424560477","13857.549424560477","13857.549424560477"
"1283","13867.721153897897","13867.721153897897","13867.721153897897"
"1284","13876.121837262059","13876.121837262059","13876.121837262059"
"1285","13751.09725520246","13751.09725520246","13751.09725520246"
"1286","13357.607583985884","13357.607583985884","13357.607583985884"
"1287","13629.300191192453","13629.300191192453","13629.300191192453"
"1288","13877.055874826603","13877.055874826603","13877.055874826603"
"1289","13826.240750110124","13826.240750110124","13826.240750110124"
"1290","13806.122301637943","13806.122301637943","13806.122301637943"
"1291","13908.903156163035","13908.903156163035","13908.903156163035"
"1292","13666.154969119663","13666.154969119663","13666.154969119663"
"1293","13448.635047608113","13448.635047608113","13448.635047608113"
"1294","13872.603512912332","13872.603512912332","13872.603512912332"
"1295","13582.613582506177","13582.613582506177","13582.613582506177"
"1296","13918.939935833036","13918.939935833036","13918.939935833036"
"1297","13253.058602930816","13253.058602930816","13253.058602930816"
"1298","13859.971686072748","13859.971686072748","13859.971686072748"
"1299","13733.567704286377","13733.567704286377","13733.567704286377"
"1300","13579.829281749613","13579.829281749613","13579.829281749613"
"1301","13853.385114674325","13853.385114674325","13853.385114674325"
"1302","13707.8382494686","13707.8382494686","13707.8382494686"
"1303","13743.169707839426","13743.169707839426","13743.169707839426"
"1304","13596.602446457364","13596.602446457364","13596.602446457364"
"1305","13609.556324029261","13609.556324029261","13609.556324029261"
"1306","13470.800902451214","13470.800902451214","13470.800902451214"
"1307","13812.019912614325","13812.019912614325","13812.019912614325"
"1308","13732.243081204162","13732.243081204162","13732.243081204162"
"1309","13461.378700144332","13461.378700144332","13461.378700144332"
"1310","13399.224417659658","13399.224417659658","13399.224417659658"
"1311","13358.355399237475","13358.355399237475","13358.355399237475"
"1312","13638.857955796426","13638.857955796426","13638.857955796426"
"1313","13376.466984998207","13376.466984998207","13376.466984998207"
"1314","13448.424495419307","13448.424495419307","13448.424495419307"
"1315","13569.753792135276","13569.753792135276","13569.753792135276"
"1316","13333.769918537653","13333.769918537653","13333.769918537653"
"1317","13369.825457337634","13369.825457337634","13369.825457337634"
"1318","13033.424274317991","13033.424274317991","13033.424274317991"
"1319","13496.48851689902","13496.48851689902","13496.48851689902"
"1320","13535.143727828616","13535.143727828616","13535.143727828616"
"1321","13142.52829898077","13142.52829898077","13142.52829898077"
"1322","13025.08435840736","13025.08435840736","13025.08435840736"
"1323","13250.19655687653","13250.19655687653","13250.19655687653"
"1324","13270.653236271954","13270.653236271954","13270.653236271954"
"1325","13751.060566492515","13751.060566492515","13751.060566492515"
"1326","13465.0503132725","13465.0503132725","13465.0503132725"
"1327","13797.074792279362","13797.074792279362","13797.074792279362"
"1328","13710.740947490174","13710.740947490174","13710.740947490174"
"1329","13780.260536070653","13780.260536070653","13780.260536070653"
"1330","13589.582915280407","13589.582915280407","13589.582915280407"
"1331","13469.406795908448","13469.406795908448","13469.406795908448"
"1332","13673.16679002854","13673.16679002854","13673.16679002854"
"1333","13069.508698364398","13069.508698364398","13069.508698364398"
"1334","13890.325304516844","13890.325304516844","13890.325304516844"
"1335","13805.833840140405","13805.833840140405","13805.833840140405"
"1336","13953.933677969782","13953.933677969782","13953.933677969782"
"1337","13742.187651347858","13742.187651347858","13742.187651347858"
"1338","13379.314382015822","13379.314382015822","13379.314382015822"
"1339","13630.605027864405","13630.605027864405","13630.605027864405"
"1340","13422.241180291188","13422.241180291188","13422.241180291188"
"1341","13899.383112956944","13899.383112956944","13899.383112956944"
"1342","13860.515879743376","13860.515879743376","13860.515879743376"
"1343","13675.249242734602","13675.249242734602","13675.249242734602"
"1344","13523.033557004717","13523.033557004717","13523.033557004717"
"1345","13706.13221173024","13706.13221173024","13706.13221173024"
"1346","13560.620844364248","13560.620844364248","13560.620844364248"
"1347","13840.988962036085","13840.988962036085","13840.988962036085"
"1348","13595.454734229786","13595.454734229786","13595.454734229786"
"1349","13882.296288275591","13882.296288275591","13882.296288275591"
"1350","13288.870254878037","13288.870254878037","13288.870254878037"
"1351","13888.678337485057","13888.678337485057","13888.678337485057"
"1352","13592.24217055572","13592.24217055572","13592.24217055572"
"1353","13833.336165511733","13833.336165511733","13833.336165511733"
"1354","13463.481543866103","13463.481543866103","13463.481543866103"
"1355","13898.386100860875","13898.386100860875","13898.386100860875"
"1356","13941.749216480712","13941.749216480712","13941.749216480712"
"1357","13891.455948871291","13891.455948871291","13891.455948871291"
"1358","13921.774791833575","13921.774791833575","13921.774791833575"
"1359","13404.584213368065","13404.584213368065","13404.584213368065"
"1360","13943.552140733014","13943.552140733014","13943.552140733014"
"1361","13858.272287815436","13858.272287815436","13858.272287815436"
"1362","13506.667835122005","13506.667835122005","13506.667835122005"
"1363","13562.333673841547","13562.333673841547","13562.333673841547"
"1364","13406.013751543107","13406.013751543107","13406.013751543107"
"1365","13762.436101115423","13762.436101115423","13762.436101115423"
"1366","13819.122967535806","13819.122967535806","13819.122967535806"
"1367","13786.379454125834","13786.379454125834","13786.379454125834"
"1368","13777.821855737568","13777.821855737568","13777.821855737568"
"1369","13019.359321391674","13019.359321391674","13019.359321391674"
"1370","13779.39842655931","13779.39842655931","13779.39842655931"
"1371","13792.79909567362","13792.79909567362","13792.79909567362"
"1372","13623.838449757153","13623.838449757153","13623.838449757153"
"1373","13747.766718307876","13747.766718307876","13747.766718307876"
"1374","13528.365042900521","13528.365042900521","13528.365042900521"
"1375","13487.496245245058","13487.496245245058","13487.496245245058"
"1376","13739.938244985444","13739.938244985444","13739.938244985444"
"1377","13416.58784782131","13416.58784782131","13416.58784782131"
"1378","13473.970399913835","13473.970399913835","13473.970399913835"
"1379","13159.13161121185","13159.13161121185","13159.13161121185"
"1380","13512.574485422354","13512.574485422354","13512.574485422354"
"1381","13871.662607590986","13871.662607590986","13871.662607590986"
"1382","13934.082569124823","13934.082569124823","13934.082569124823"
"1383","13528.840892374808","13528.840892374808","13528.840892374808"
"1384","13957.757975941777","13957.757975941777","13957.757975941777"
"1385","13844.922670924583","13844.922670924583","13844.922670924583"
"1386","13677.898574717086","13677.898574717086","13677.898574717086"
"1387","13880.195162308491","13880.195162308491","13880.195162308491"
"1388","13918.210729904182","13918.210729904182","13918.210729904182"
"1389","13786.976892593979","13786.976892593979","13786.976892593979"
"1390","13294.142111695373","13294.142111695373","13294.142111695373"
"1391","13773.88200658714","13773.88200658714","13773.88200658714"
"1392","13332.197100729472","13332.197100729472","13332.197100729472"
"1393","13829.305135718196","13829.305135718196","13829.305135718196"
"1394","13917.677029663188","13917.677029663188","13917.677029663188"
"1395","13868.997402166853","13868.997402166853","13868.997402166853"
"1396","13809.614381400124","13809.614381400124","13809.614381400124"
"1397","13783.120269738305","13783.120269738305","13783.120269738305"
"1398","13494.460147314336","13494.460147314336","13494.460147314336"
"1399","13705.097130895578","13705.097130895578","13705.097130895578"
"1400","13793.389707708513","13793.389707708513","13793.389707708513"
"1401","13812.19758507135","13812.19758507135","13812.19758507135"
"1402","13388.190754856567","13388.190754856567","13388.190754856567"
"1403","13612.324067691321","13612.324067691321","13612.324067691321"
"1404","13257.060725208414","13257.060725208414","13257.060725208414"
"1405","13806.0335429702","13806.0335429702","13806.0335429702"
"1406","13907.409395263241","13907.409395263241","13907.409395263241"
"1407","13737.682251440414","13737.682251440414","13737.682251440414"
"1408","13880.37459306547","13880.37459306547","13880.37459306547"
"1409","13907.431911889784","13907.431911889784","13907.431911889784"
"1410","13924.746238074447","13924.746238074447","13924.746238074447"
"1411","13931.257761586088","13931.257761586088","13931.257761586088"
"1412","13865.229042199688","13865.229042199688","13865.229042199688"
"1413","13851.352291429941","13851.352291429941","13851.352291429941"
"1414","13198.829446981736","13198.829446981736","13198.829446981736"
"1415","13532.087505014839","13532.087505014839","13532.087505014839"
"1416","13330.245391150243","13330.245391150243","13330.245391150243"
"1417","13564.496739127002","13564.496739127002","13564.496739127002"
"1418","13146.28956338886","13146.28956338886","13146.28956338886"
"1419","13156.827192412786","13156.827192412786","13156.827192412786"
"1420","13828.948914604383","13828.948914604383","13828.948914604383"
