"train/global_step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX"
"379","148566","148566","148566","0.87890625","0.87890625","0.87890625","148566","148566","148566","0.8916015625","0.8916015625","0.8916015625","148566","148566","148566","0.8857421875","0.8857421875","0.8857421875","148566","148566","148566","0.8994140625","0.8994140625","0.8994140625","148566","148566","148566","0.8994140625","0.8994140625","0.8994140625","148566","148566","148566","0.8583984375","0.8583984375","0.8583984375"
"380","148958","148958","148958","0.833984375","0.833984375","0.833984375","148958","148958","148958","0.8193359375","0.8193359375","0.8193359375","148958","148958","148958","0.8251953125","0.8251953125","0.8251953125","148958","148958","148958","0.8076171875","0.8076171875","0.8076171875","148958","148958","148958","0.8251953125","0.8251953125","0.8251953125","148958","148958","148958","0.8056640625","0.8056640625","0.8056640625"
"381","149350","149350","149350","0.900390625","0.900390625","0.900390625","149350","149350","149350","0.8837890625","0.8837890625","0.8837890625","149350","149350","149350","0.8837890625","0.8837890625","0.8837890625","149350","149350","149350","0.869140625","0.869140625","0.869140625","149350","149350","149350","0.884765625","0.884765625","0.884765625","149350","149350","149350","0.8623046875","0.8623046875","0.8623046875"
"382","149742","149742","149742","0.8681640625","0.8681640625","0.8681640625","149742","149742","149742","0.837890625","0.837890625","0.837890625","149742","149742","149742","0.837890625","0.837890625","0.837890625","149742","149742","149742","0.8232421875","0.8232421875","0.8232421875","149742","149742","149742","0.853515625","0.853515625","0.853515625","149742","149742","149742","0.828125","0.828125","0.828125"
"383","150134","150134","150134","0.845703125","0.845703125","0.845703125","150134","150134","150134","0.818359375","0.818359375","0.818359375","150134","150134","150134","0.8095703125","0.8095703125","0.8095703125","150134","150134","150134","0.8349609375","0.8349609375","0.8349609375","150134","150134","150134","0.8447265625","0.8447265625","0.8447265625","150134","150134","150134","0.7998046875","0.7998046875","0.7998046875"
"384","150526","150526","150526","0.783203125","0.783203125","0.783203125","150526","150526","150526","0.7470703125","0.7470703125","0.7470703125","150526","150526","150526","0.7607421875","0.7607421875","0.7607421875","150526","150526","150526","0.734375","0.734375","0.734375","150526","150526","150526","0.7744140625","0.7744140625","0.7744140625","150526","150526","150526","0.7392578125","0.7392578125","0.7392578125"
"385","150918","150918","150918","0.7919921875","0.7919921875","0.7919921875","150918","150918","150918","0.7900390625","0.7900390625","0.7900390625","150918","150918","150918","0.767578125","0.767578125","0.767578125","150918","150918","150918","0.779296875","0.779296875","0.779296875","150918","150918","150918","0.7734375","0.7734375","0.7734375","150918","150918","150918","0.7841796875","0.7841796875","0.7841796875"
"386","151310","151310","151310","0.7802734375","0.7802734375","0.7802734375","151310","151310","151310","0.751953125","0.751953125","0.751953125","151310","151310","151310","0.7431640625","0.7431640625","0.7431640625","151310","151310","151310","0.7099609375","0.7099609375","0.7099609375","151310","151310","151310","0.76953125","0.76953125","0.76953125","151310","151310","151310","0.71875","0.71875","0.71875"
"387","151702","151702","151702","0.826171875","0.826171875","0.826171875","151702","151702","151702","0.7919921875","0.7919921875","0.7919921875","151702","151702","151702","0.7919921875","0.7919921875","0.7919921875","151702","151702","151702","0.78515625","0.78515625","0.78515625","151702","151702","151702","0.802734375","0.802734375","0.802734375","151702","151702","151702","0.7705078125","0.7705078125","0.7705078125"
"388","152094","152094","152094","0.861328125","0.861328125","0.861328125","152094","152094","152094","0.8515625","0.8515625","0.8515625","152094","152094","152094","0.8466796875","0.8466796875","0.8466796875","152094","152094","152094","0.826171875","0.826171875","0.826171875","152094","152094","152094","0.8447265625","0.8447265625","0.8447265625","152094","152094","152094","0.8330078125","0.8330078125","0.8330078125"
"389","152486","152486","152486","0.888671875","0.888671875","0.888671875","152486","152486","152486","0.85546875","0.85546875","0.85546875","152486","152486","152486","0.8359375","0.8359375","0.8359375","152486","152486","152486","0.8154296875","0.8154296875","0.8154296875","152486","152486","152486","0.8662109375","0.8662109375","0.8662109375","152486","152486","152486","0.845703125","0.845703125","0.845703125"
"390","152878","152878","152878","0.8603515625","0.8603515625","0.8603515625","152878","152878","152878","0.83203125","0.83203125","0.83203125","152878","152878","152878","0.7900390625","0.7900390625","0.7900390625","152878","152878","152878","0.7958984375","0.7958984375","0.7958984375","152878","152878","152878","0.833984375","0.833984375","0.833984375","152878","152878","152878","0.78515625","0.78515625","0.78515625"
"391","153270","153270","153270","0.8164682388305664","0.8164682388305664","0.8164682388305664","153270","153270","153270","0.8204365372657776","0.8204365372657776","0.8204365372657776","153270","153270","153270","0.7757936716079712","0.7757936716079712","0.7757936716079712","153270","153270","153270","0.7976190447807312","0.7976190447807312","0.7976190447807312","153270","153270","153270","0.8164682388305664","0.8164682388305664","0.8164682388305664","153270","153270","153270","0.754960298538208","0.754960298538208","0.754960298538208"
"392","153662","153662","153662","0.8095703125","0.8095703125","0.8095703125","153662","153662","153662","0.791015625","0.791015625","0.791015625","153662","153662","153662","0.7880859375","0.7880859375","0.7880859375","153662","153662","153662","0.7998046875","0.7998046875","0.7998046875","153662","153662","153662","0.8115234375","0.8115234375","0.8115234375","153662","153662","153662","0.7841796875","0.7841796875","0.7841796875"
"393","154054","154054","154054","0.7958984375","0.7958984375","0.7958984375","154054","154054","154054","0.7763671875","0.7763671875","0.7763671875","154054","154054","154054","0.791015625","0.791015625","0.791015625","154054","154054","154054","0.7744140625","0.7744140625","0.7744140625","154054","154054","154054","0.798828125","0.798828125","0.798828125","154054","154054","154054","0.7724609375","0.7724609375","0.7724609375"
"394","154446","154446","154446","0.7939453125","0.7939453125","0.7939453125","154446","154446","154446","0.7587890625","0.7587890625","0.7587890625","154446","154446","154446","0.759765625","0.759765625","0.759765625","154446","154446","154446","0.7392578125","0.7392578125","0.7392578125","154446","154446","154446","0.7685546875","0.7685546875","0.7685546875","154446","154446","154446","0.740234375","0.740234375","0.740234375"
"395","154838","154838","154838","0.8017578125","0.8017578125","0.8017578125","154838","154838","154838","0.802734375","0.802734375","0.802734375","154838","154838","154838","0.765625","0.765625","0.765625","154838","154838","154838","0.7822265625","0.7822265625","0.7822265625","154838","154838","154838","0.8037109375","0.8037109375","0.8037109375","154838","154838","154838","0.783203125","0.783203125","0.783203125"
"396","155230","155230","155230","0.904296875","0.904296875","0.904296875","155230","155230","155230","0.869140625","0.869140625","0.869140625","155230","155230","155230","0.865234375","0.865234375","0.865234375","155230","155230","155230","0.87109375","0.87109375","0.87109375","155230","155230","155230","0.8818359375","0.8818359375","0.8818359375","155230","155230","155230","0.8662109375","0.8662109375","0.8662109375"
"397","155622","155622","155622","0.8193359375","0.8193359375","0.8193359375","155622","155622","155622","0.8017578125","0.8017578125","0.8017578125","155622","155622","155622","0.771484375","0.771484375","0.771484375","155622","155622","155622","0.779296875","0.779296875","0.779296875","155622","155622","155622","0.8232421875","0.8232421875","0.8232421875","155622","155622","155622","0.7724609375","0.7724609375","0.7724609375"
"398","156014","156014","156014","0.8323412537574768","0.8323412537574768","0.8323412537574768","156014","156014","156014","0.8164682388305664","0.8164682388305664","0.8164682388305664","156014","156014","156014","0.800595223903656","0.800595223903656","0.800595223903656","156014","156014","156014","0.7876983880996704","0.7876983880996704","0.7876983880996704","156014","156014","156014","0.8273809552192688","0.8273809552192688","0.8273809552192688","156014","156014","156014","0.7708333134651184","0.7708333134651184","0.7708333134651184"
"399","156406","156406","156406","0.85546875","0.85546875","0.85546875","156406","156406","156406","0.8349609375","0.8349609375","0.8349609375","156406","156406","156406","0.828125","0.828125","0.828125","156406","156406","156406","0.8154296875","0.8154296875","0.8154296875","156406","156406","156406","0.8388671875","0.8388671875","0.8388671875","156406","156406","156406","0.818359375","0.818359375","0.818359375"
"400","156798","156798","156798","0.8829365372657776","0.8829365372657776","0.8829365372657776","156798","156798","156798","0.8601190447807312","0.8601190447807312","0.8601190447807312","156798","156798","156798","0.8303571343421936","0.8303571343421936","0.8303571343421936","156798","156798","156798","0.8253968358039856","0.8253968358039856","0.8253968358039856","156798","156798","156798","0.8640872836112976","0.8640872836112976","0.8640872836112976","156798","156798","156798","0.8392857313156128","0.8392857313156128","0.8392857313156128"
"401","157190","157190","157190","0.8938491940498352","0.8938491940498352","0.8938491940498352","157190","157190","157190","0.9017857313156128","0.9017857313156128","0.9017857313156128","157190","157190","157190","0.879960298538208","0.879960298538208","0.879960298538208","157190","157190","157190","0.8759920597076416","0.8759920597076416","0.8759920597076416","157190","157190","157190","0.8809523582458496","0.8809523582458496","0.8809523582458496","157190","157190","157190","0.8690476417541504","0.8690476417541504","0.8690476417541504"
"402","157582","157582","157582","0.880859375","0.880859375","0.880859375","157582","157582","157582","0.8564453125","0.8564453125","0.8564453125","157582","157582","157582","0.8330078125","0.8330078125","0.8330078125","157582","157582","157582","0.833984375","0.833984375","0.833984375","157582","157582","157582","0.857421875","0.857421875","0.857421875","157582","157582","157582","0.8251953125","0.8251953125","0.8251953125"
"403","157974","157974","157974","0.814453125","0.814453125","0.814453125","157974","157974","157974","0.8154296875","0.8154296875","0.8154296875","157974","157974","157974","0.8173828125","0.8173828125","0.8173828125","157974","157974","157974","0.8046875","0.8046875","0.8046875","157974","157974","157974","0.8232421875","0.8232421875","0.8232421875","157974","157974","157974","0.76171875","0.76171875","0.76171875"
"404","158366","158366","158366","0.748046875","0.748046875","0.748046875","158366","158366","158366","0.7294921875","0.7294921875","0.7294921875","158366","158366","158366","0.7421875","0.7421875","0.7421875","158366","158366","158366","0.7255859375","0.7255859375","0.7255859375","158366","158366","158366","0.7275390625","0.7275390625","0.7275390625","158366","158366","158366","0.73046875","0.73046875","0.73046875"
"405","158758","158758","158758","0.841796875","0.841796875","0.841796875","158758","158758","158758","0.8359375","0.8359375","0.8359375","158758","158758","158758","0.7939453125","0.7939453125","0.7939453125","158758","158758","158758","0.8046875","0.8046875","0.8046875","158758","158758","158758","0.8486328125","0.8486328125","0.8486328125","158758","158758","158758","0.806640625","0.806640625","0.806640625"
"406","159150","159150","159150","0.8671875","0.8671875","0.8671875","159150","159150","159150","0.8564453125","0.8564453125","0.8564453125","159150","159150","159150","0.8359375","0.8359375","0.8359375","159150","159150","159150","0.849609375","0.849609375","0.849609375","159150","159150","159150","0.8779296875","0.8779296875","0.8779296875","159150","159150","159150","0.8134765625","0.8134765625","0.8134765625"
"407","159542","159542","159542","0.8780242204666138","0.8780242204666138","0.8780242204666138","159542","159542","159542","0.8780242204666138","0.8780242204666138","0.8780242204666138","159542","159542","159542","0.8518145084381104","0.8518145084381104","0.8518145084381104","159542","159542","159542","0.8487903475761414","0.8487903475761414","0.8487903475761414","159542","159542","159542","0.8760080933570862","0.8760080933570862","0.8760080933570862","159542","159542","159542","0.8397177457809448","0.8397177457809448","0.8397177457809448"
"408","159934","159934","159934","0.7626953125","0.7626953125","0.7626953125","159934","159934","159934","0.7275390625","0.7275390625","0.7275390625","159934","159934","159934","0.734375","0.734375","0.734375","159934","159934","159934","0.7529296875","0.7529296875","0.7529296875","159934","159934","159934","0.7548828125","0.7548828125","0.7548828125","159934","159934","159934","0.7255859375","0.7255859375","0.7255859375"
"409","160326","160326","160326","0.8492063283920288","0.8492063283920288","0.8492063283920288","160326","160326","160326","0.8125","0.8125","0.8125","160326","160326","160326","0.7896825671195984","0.7896825671195984","0.7896825671195984","160326","160326","160326","0.79067462682724","0.79067462682724","0.79067462682724","160326","160326","160326","0.8194444179534912","0.8194444179534912","0.8194444179534912","160326","160326","160326","0.7847222089767456","0.7847222089767456","0.7847222089767456"
"410","160718","160718","160718","0.8525390625","0.8525390625","0.8525390625","160718","160718","160718","0.828125","0.828125","0.828125","160718","160718","160718","0.8046875","0.8046875","0.8046875","160718","160718","160718","0.814453125","0.814453125","0.814453125","160718","160718","160718","0.8525390625","0.8525390625","0.8525390625","160718","160718","160718","0.791015625","0.791015625","0.791015625"
"411","161110","161110","161110","0.8974609375","0.8974609375","0.8974609375","161110","161110","161110","0.875","0.875","0.875","161110","161110","161110","0.8740234375","0.8740234375","0.8740234375","161110","161110","161110","0.8759765625","0.8759765625","0.8759765625","161110","161110","161110","0.8935546875","0.8935546875","0.8935546875","161110","161110","161110","0.8564453125","0.8564453125","0.8564453125"
"412","161502","161502","161502","0.9189453125","0.9189453125","0.9189453125","161502","161502","161502","0.8994140625","0.8994140625","0.8994140625","161502","161502","161502","0.90625","0.90625","0.90625","161502","161502","161502","0.884765625","0.884765625","0.884765625","161502","161502","161502","0.9326171875","0.9326171875","0.9326171875","161502","161502","161502","0.8955078125","0.8955078125","0.8955078125"
"413","161894","161894","161894","0.8759765625","0.8759765625","0.8759765625","161894","161894","161894","0.8564453125","0.8564453125","0.8564453125","161894","161894","161894","0.8466796875","0.8466796875","0.8466796875","161894","161894","161894","0.8447265625","0.8447265625","0.8447265625","161894","161894","161894","0.8603515625","0.8603515625","0.8603515625","161894","161894","161894","0.8076171875","0.8076171875","0.8076171875"
"414","162286","162286","162286","0.794921875","0.794921875","0.794921875","162286","162286","162286","0.7734375","0.7734375","0.7734375","162286","162286","162286","0.724609375","0.724609375","0.724609375","162286","162286","162286","0.73046875","0.73046875","0.73046875","162286","162286","162286","0.791015625","0.791015625","0.791015625","162286","162286","162286","0.736328125","0.736328125","0.736328125"
"415","162678","162678","162678","0.818359375","0.818359375","0.818359375","162678","162678","162678","0.80859375","0.80859375","0.80859375","162678","162678","162678","0.7998046875","0.7998046875","0.7998046875","162678","162678","162678","0.8095703125","0.8095703125","0.8095703125","162678","162678","162678","0.8251953125","0.8251953125","0.8251953125","162678","162678","162678","0.779296875","0.779296875","0.779296875"
"416","163070","163070","163070","0.841796875","0.841796875","0.841796875","163070","163070","163070","0.8408203125","0.8408203125","0.8408203125","163070","163070","163070","0.8173828125","0.8173828125","0.8173828125","163070","163070","163070","0.8251953125","0.8251953125","0.8251953125","163070","163070","163070","0.8369140625","0.8369140625","0.8369140625","163070","163070","163070","0.8115234375","0.8115234375","0.8115234375"
"417","163462","163462","163462","0.8583984375","0.8583984375","0.8583984375","163462","163462","163462","0.84375","0.84375","0.84375","163462","163462","163462","0.8251953125","0.8251953125","0.8251953125","163462","163462","163462","0.8369140625","0.8369140625","0.8369140625","163462","163462","163462","0.853515625","0.853515625","0.853515625","163462","163462","163462","0.80078125","0.80078125","0.80078125"
"418","163854","163854","163854","0.8310546875","0.8310546875","0.8310546875","163854","163854","163854","0.8203125","0.8203125","0.8203125","163854","163854","163854","0.8076171875","0.8076171875","0.8076171875","163854","163854","163854","0.8056640625","0.8056640625","0.8056640625","163854","163854","163854","0.8193359375","0.8193359375","0.8193359375","163854","163854","163854","0.77734375","0.77734375","0.77734375"
"419","164246","164246","164246","0.9150390625","0.9150390625","0.9150390625","164246","164246","164246","0.875","0.875","0.875","164246","164246","164246","0.8427734375","0.8427734375","0.8427734375","164246","164246","164246","0.849609375","0.849609375","0.849609375","164246","164246","164246","0.896484375","0.896484375","0.896484375","164246","164246","164246","0.83203125","0.83203125","0.83203125"
"420","164638","164638","164638","0.8681640625","0.8681640625","0.8681640625","164638","164638","164638","0.84765625","0.84765625","0.84765625","164638","164638","164638","0.84375","0.84375","0.84375","164638","164638","164638","0.8310546875","0.8310546875","0.8310546875","164638","164638","164638","0.86328125","0.86328125","0.86328125","164638","164638","164638","0.8076171875","0.8076171875","0.8076171875"
"421","165030","165030","165030","0.7896825671195984","0.7896825671195984","0.7896825671195984","165030","165030","165030","0.7767857313156128","0.7767857313156128","0.7767857313156128","165030","165030","165030","0.7311508059501648","0.7311508059501648","0.7311508059501648","165030","165030","165030","0.745039701461792","0.745039701461792","0.745039701461792","165030","165030","165030","0.766865074634552","0.766865074634552","0.766865074634552","165030","165030","165030","0.7242063283920288","0.7242063283920288","0.7242063283920288"
"422","165422","165422","165422","0.9296875","0.9296875","0.9296875","165422","165422","165422","0.892578125","0.892578125","0.892578125","165422","165422","165422","0.8837890625","0.8837890625","0.8837890625","165422","165422","165422","0.8837890625","0.8837890625","0.8837890625","165422","165422","165422","0.908203125","0.908203125","0.908203125","165422","165422","165422","0.8662109375","0.8662109375","0.8662109375"
"423","165814","165814","165814","0.869140625","0.869140625","0.869140625","165814","165814","165814","0.865234375","0.865234375","0.865234375","165814","165814","165814","0.8369140625","0.8369140625","0.8369140625","165814","165814","165814","0.83203125","0.83203125","0.83203125","165814","165814","165814","0.8759765625","0.8759765625","0.8759765625","165814","165814","165814","0.8076171875","0.8076171875","0.8076171875"
"424","166206","166206","166206","0.8056640625","0.8056640625","0.8056640625","166206","166206","166206","0.791015625","0.791015625","0.791015625","166206","166206","166206","0.7802734375","0.7802734375","0.7802734375","166206","166206","166206","0.7822265625","0.7822265625","0.7822265625","166206","166206","166206","0.7998046875","0.7998046875","0.7998046875","166206","166206","166206","0.76953125","0.76953125","0.76953125"
"425","166598","166598","166598","0.787109375","0.787109375","0.787109375","166598","166598","166598","0.74609375","0.74609375","0.74609375","166598","166598","166598","0.708984375","0.708984375","0.708984375","166598","166598","166598","0.73828125","0.73828125","0.73828125","166598","166598","166598","0.7705078125","0.7705078125","0.7705078125","166598","166598","166598","0.6904296875","0.6904296875","0.6904296875"
"426","166990","166990","166990","0.8184523582458496","0.8184523582458496","0.8184523582458496","166990","166990","166990","0.7986111044883728","0.7986111044883728","0.7986111044883728","166990","166990","166990","0.8045634627342224","0.8045634627342224","0.8045634627342224","166990","166990","166990","0.7986111044883728","0.7986111044883728","0.7986111044883728","166990","166990","166990","0.817460298538208","0.817460298538208","0.817460298538208","166990","166990","166990","0.788690447807312","0.788690447807312","0.788690447807312"
"427","167382","167382","167382","0.892578125","0.892578125","0.892578125","167382","167382","167382","0.9033203125","0.9033203125","0.9033203125","167382","167382","167382","0.8544921875","0.8544921875","0.8544921875","167382","167382","167382","0.888671875","0.888671875","0.888671875","167382","167382","167382","0.892578125","0.892578125","0.892578125","167382","167382","167382","0.87890625","0.87890625","0.87890625"
"428","167774","167774","167774","0.833984375","0.833984375","0.833984375","167774","167774","167774","0.841796875","0.841796875","0.841796875","167774","167774","167774","0.8232421875","0.8232421875","0.8232421875","167774","167774","167774","0.8095703125","0.8095703125","0.8095703125","167774","167774","167774","0.8330078125","0.8330078125","0.8330078125","167774","167774","167774","0.80078125","0.80078125","0.80078125"
"429","168166","168166","168166","0.861328125","0.861328125","0.861328125","168166","168166","168166","0.8271484375","0.8271484375","0.8271484375","168166","168166","168166","0.818359375","0.818359375","0.818359375","168166","168166","168166","0.80859375","0.80859375","0.80859375","168166","168166","168166","0.8505859375","0.8505859375","0.8505859375","168166","168166","168166","0.8046875","0.8046875","0.8046875"
"430","168558","168558","168558","0.818359375","0.818359375","0.818359375","168558","168558","168558","0.8095703125","0.8095703125","0.8095703125","168558","168558","168558","0.7734375","0.7734375","0.7734375","168558","168558","168558","0.787109375","0.787109375","0.787109375","168558","168558","168558","0.802734375","0.802734375","0.802734375","168558","168558","168558","0.796875","0.796875","0.796875"
"431","168950","168950","168950","0.86328125","0.86328125","0.86328125","168950","168950","168950","0.87109375","0.87109375","0.87109375","168950","168950","168950","0.830078125","0.830078125","0.830078125","168950","168950","168950","0.857421875","0.857421875","0.857421875","168950","168950","168950","0.8583984375","0.8583984375","0.8583984375","168950","168950","168950","0.837890625","0.837890625","0.837890625"
"432","169342","169342","169342","0.88671875","0.88671875","0.88671875","169342","169342","169342","0.8759765625","0.8759765625","0.8759765625","169342","169342","169342","0.8662109375","0.8662109375","0.8662109375","169342","169342","169342","0.841796875","0.841796875","0.841796875","169342","169342","169342","0.8837890625","0.8837890625","0.8837890625","169342","169342","169342","0.8134765625","0.8134765625","0.8134765625"
"433","169734","169734","169734","0.826171875","0.826171875","0.826171875","169734","169734","169734","0.81640625","0.81640625","0.81640625","169734","169734","169734","0.8154296875","0.8154296875","0.8154296875","169734","169734","169734","0.810546875","0.810546875","0.810546875","169734","169734","169734","0.814453125","0.814453125","0.814453125","169734","169734","169734","0.78515625","0.78515625","0.78515625"
"434","170126","170126","170126","0.83203125","0.83203125","0.83203125","170126","170126","170126","0.8291015625","0.8291015625","0.8291015625","170126","170126","170126","0.7958984375","0.7958984375","0.7958984375","170126","170126","170126","0.810546875","0.810546875","0.810546875","170126","170126","170126","0.84375","0.84375","0.84375","170126","170126","170126","0.7900390625","0.7900390625","0.7900390625"
"435","170518","170518","170518","0.8037109375","0.8037109375","0.8037109375","170518","170518","170518","0.7705078125","0.7705078125","0.7705078125","170518","170518","170518","0.74609375","0.74609375","0.74609375","170518","170518","170518","0.77734375","0.77734375","0.77734375","170518","170518","170518","0.796875","0.796875","0.796875","170518","170518","170518","0.751953125","0.751953125","0.751953125"
"436","170910","170910","170910","0.86328125","0.86328125","0.86328125","170910","170910","170910","0.8525390625","0.8525390625","0.8525390625","170910","170910","170910","0.837890625","0.837890625","0.837890625","170910","170910","170910","0.8310546875","0.8310546875","0.8310546875","170910","170910","170910","0.859375","0.859375","0.859375","170910","170910","170910","0.8251953125","0.8251953125","0.8251953125"
"437","171302","171302","171302","0.80859375","0.80859375","0.80859375","171302","171302","171302","0.7314453125","0.7314453125","0.7314453125","171302","171302","171302","0.7255859375","0.7255859375","0.7255859375","171302","171302","171302","0.703125","0.703125","0.703125","171302","171302","171302","0.7470703125","0.7470703125","0.7470703125","171302","171302","171302","0.69140625","0.69140625","0.69140625"
"438","171694","171694","171694","0.8333333134651184","0.8333333134651184","0.8333333134651184","171694","171694","171694","0.8253968358039856","0.8253968358039856","0.8253968358039856","171694","171694","171694","0.8313491940498352","0.8313491940498352","0.8313491940498352","171694","171694","171694","0.8184523582458496","0.8184523582458496","0.8184523582458496","171694","171694","171694","0.858134925365448","0.858134925365448","0.858134925365448","171694","171694","171694","0.8154761791229248","0.8154761791229248","0.8154761791229248"
"439","172086","172086","172086","0.8681640625","0.8681640625","0.8681640625","172086","172086","172086","0.85546875","0.85546875","0.85546875","172086","172086","172086","0.837890625","0.837890625","0.837890625","172086","172086","172086","0.849609375","0.849609375","0.849609375","172086","172086","172086","0.857421875","0.857421875","0.857421875","172086","172086","172086","0.830078125","0.830078125","0.830078125"
"440","172478","172478","172478","0.826171875","0.826171875","0.826171875","172478","172478","172478","0.8056640625","0.8056640625","0.8056640625","172478","172478","172478","0.791015625","0.791015625","0.791015625","172478","172478","172478","0.7978515625","0.7978515625","0.7978515625","172478","172478","172478","0.80859375","0.80859375","0.80859375","172478","172478","172478","0.7841796875","0.7841796875","0.7841796875"
"441","172870","172870","172870","0.8789682388305664","0.8789682388305664","0.8789682388305664","172870","172870","172870","0.8452380895614624","0.8452380895614624","0.8452380895614624","172870","172870","172870","0.8601190447807312","0.8601190447807312","0.8601190447807312","172870","172870","172870","0.8571428656578064","0.8571428656578064","0.8571428656578064","172870","172870","172870","0.8888888955116272","0.8888888955116272","0.8888888955116272","172870","172870","172870","0.8382936716079712","0.8382936716079712","0.8382936716079712"
"442","173262","173262","173262","0.931640625","0.931640625","0.931640625","173262","173262","173262","0.9130859375","0.9130859375","0.9130859375","173262","173262","173262","0.9052734375","0.9052734375","0.9052734375","173262","173262","173262","0.9033203125","0.9033203125","0.9033203125","173262","173262","173262","0.9130859375","0.9130859375","0.9130859375","173262","173262","173262","0.892578125","0.892578125","0.892578125"
"443","173654","173654","173654","0.8583984375","0.8583984375","0.8583984375","173654","173654","173654","0.8486328125","0.8486328125","0.8486328125","173654","173654","173654","0.830078125","0.830078125","0.830078125","173654","173654","173654","0.8623046875","0.8623046875","0.8623046875","173654","173654","173654","0.83984375","0.83984375","0.83984375","173654","173654","173654","0.8203125","0.8203125","0.8203125"
"444","174046","174046","174046","0.8427734375","0.8427734375","0.8427734375","174046","174046","174046","0.822265625","0.822265625","0.822265625","174046","174046","174046","0.8037109375","0.8037109375","0.8037109375","174046","174046","174046","0.80859375","0.80859375","0.80859375","174046","174046","174046","0.841796875","0.841796875","0.841796875","174046","174046","174046","0.7890625","0.7890625","0.7890625"
"445","174438","174438","174438","0.8525390625","0.8525390625","0.8525390625","174438","174438","174438","0.8486328125","0.8486328125","0.8486328125","174438","174438","174438","0.8271484375","0.8271484375","0.8271484375","174438","174438","174438","0.8037109375","0.8037109375","0.8037109375","174438","174438","174438","0.859375","0.859375","0.859375","174438","174438","174438","0.822265625","0.822265625","0.822265625"
"446","174830","174830","174830","0.873046875","0.873046875","0.873046875","174830","174830","174830","0.869140625","0.869140625","0.869140625","174830","174830","174830","0.8427734375","0.8427734375","0.8427734375","174830","174830","174830","0.865234375","0.865234375","0.865234375","174830","174830","174830","0.876953125","0.876953125","0.876953125","174830","174830","174830","0.8603515625","0.8603515625","0.8603515625"
