"train/global_step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/rewards/strip_reasoning_accuracy_reward/mean","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/rewards/strip_reasoning_accuracy_reward/mean__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/rewards/strip_reasoning_accuracy_reward/mean__MAX"
"117","45862","45862","45862","0.77734375","0.77734375","0.77734375","45862","45862","45862","0.7626953125","0.7626953125","0.7626953125","45862","45862","45862","0.734375","0.734375","0.734375","45862","45862","45862","0.7421875","0.7421875","0.7421875","45862","45862","45862","0.7509765625","0.7509765625","0.7509765625","45862","45862","45862","0.7041015625","0.7041015625","0.7041015625"
"118","46254","46254","46254","0.783203125","0.783203125","0.783203125","46254","46254","46254","0.794921875","0.794921875","0.794921875","46254","46254","46254","0.7861328125","0.7861328125","0.7861328125","46254","46254","46254","0.7802734375","0.7802734375","0.7802734375","46254","46254","46254","0.796875","0.796875","0.796875","46254","46254","46254","0.7919921875","0.7919921875","0.7919921875"
"119","46646","46646","46646","0.8837890625","0.8837890625","0.8837890625","46646","46646","46646","0.853515625","0.853515625","0.853515625","46646","46646","46646","0.8369140625","0.8369140625","0.8369140625","46646","46646","46646","0.859375","0.859375","0.859375","46646","46646","46646","0.8603515625","0.8603515625","0.8603515625","46646","46646","46646","0.810546875","0.810546875","0.810546875"
"120","47038","47038","47038","0.8310546875","0.8310546875","0.8310546875","47038","47038","47038","0.837890625","0.837890625","0.837890625","47038","47038","47038","0.82421875","0.82421875","0.82421875","47038","47038","47038","0.8193359375","0.8193359375","0.8193359375","47038","47038","47038","0.7998046875","0.7998046875","0.7998046875","47038","47038","47038","0.7880859375","0.7880859375","0.7880859375"
"121","47430","47430","47430","0.80078125","0.80078125","0.80078125","47430","47430","47430","0.798828125","0.798828125","0.798828125","47430","47430","47430","0.7939453125","0.7939453125","0.7939453125","47430","47430","47430","0.8046875","0.8046875","0.8046875","47430","47430","47430","0.796875","0.796875","0.796875","47430","47430","47430","0.7783203125","0.7783203125","0.7783203125"
"122","47822","47822","47822","0.734375","0.734375","0.734375","47822","47822","47822","0.724609375","0.724609375","0.724609375","47822","47822","47822","0.6962890625","0.6962890625","0.6962890625","47822","47822","47822","0.720703125","0.720703125","0.720703125","47822","47822","47822","0.7236328125","0.7236328125","0.7236328125","47822","47822","47822","0.6767578125","0.6767578125","0.6767578125"
"123","48214","48214","48214","0.8935546875","0.8935546875","0.8935546875","48214","48214","48214","0.884765625","0.884765625","0.884765625","48214","48214","48214","0.8662109375","0.8662109375","0.8662109375","48214","48214","48214","0.865234375","0.865234375","0.865234375","48214","48214","48214","0.8779296875","0.8779296875","0.8779296875","48214","48214","48214","0.8388671875","0.8388671875","0.8388671875"
"124","48606","48606","48606","0.7939453125","0.7939453125","0.7939453125","48606","48606","48606","0.7685546875","0.7685546875","0.7685546875","48606","48606","48606","0.755859375","0.755859375","0.755859375","48606","48606","48606","0.755859375","0.755859375","0.755859375","48606","48606","48606","0.7705078125","0.7705078125","0.7705078125","48606","48606","48606","0.732421875","0.732421875","0.732421875"
"125","48998","48998","48998","0.7724609375","0.7724609375","0.7724609375","48998","48998","48998","0.7763671875","0.7763671875","0.7763671875","48998","48998","48998","0.7607421875","0.7607421875","0.7607421875","48998","48998","48998","0.7900390625","0.7900390625","0.7900390625","48998","48998","48998","0.796875","0.796875","0.796875","48998","48998","48998","0.7626953125","0.7626953125","0.7626953125"
"126","49390","49390","49390","0.810546875","0.810546875","0.810546875","49390","49390","49390","0.8056640625","0.8056640625","0.8056640625","49390","49390","49390","0.7626953125","0.7626953125","0.7626953125","49390","49390","49390","0.7607421875","0.7607421875","0.7607421875","49390","49390","49390","0.81640625","0.81640625","0.81640625","49390","49390","49390","0.765625","0.765625","0.765625"
"127","49782","49782","49782","0.822265625","0.822265625","0.822265625","49782","49782","49782","0.8193359375","0.8193359375","0.8193359375","49782","49782","49782","0.771484375","0.771484375","0.771484375","49782","49782","49782","0.7958984375","0.7958984375","0.7958984375","49782","49782","49782","0.82421875","0.82421875","0.82421875","49782","49782","49782","0.7998046875","0.7998046875","0.7998046875"
"128","50174","50174","50174","0.8662109375","0.8662109375","0.8662109375","50174","50174","50174","0.8408203125","0.8408203125","0.8408203125","50174","50174","50174","0.8212890625","0.8212890625","0.8212890625","50174","50174","50174","0.8369140625","0.8369140625","0.8369140625","50174","50174","50174","0.8388671875","0.8388671875","0.8388671875","50174","50174","50174","0.794921875","0.794921875","0.794921875"
"129","50566","50566","50566","0.791015625","0.791015625","0.791015625","50566","50566","50566","0.7666015625","0.7666015625","0.7666015625","50566","50566","50566","0.7578125","0.7578125","0.7578125","50566","50566","50566","0.7607421875","0.7607421875","0.7607421875","50566","50566","50566","0.791015625","0.791015625","0.791015625","50566","50566","50566","0.75","0.75","0.75"
"130","50958","50958","50958","0.77734375","0.77734375","0.77734375","50958","50958","50958","0.7568359375","0.7568359375","0.7568359375","50958","50958","50958","0.7490234375","0.7490234375","0.7490234375","50958","50958","50958","0.76171875","0.76171875","0.76171875","50958","50958","50958","0.7763671875","0.7763671875","0.7763671875","50958","50958","50958","0.75","0.75","0.75"
"131","51350","51350","51350","0.73828125","0.73828125","0.73828125","51350","51350","51350","0.740234375","0.740234375","0.740234375","51350","51350","51350","0.71875","0.71875","0.71875","51350","51350","51350","0.7138671875","0.7138671875","0.7138671875","51350","51350","51350","0.7529296875","0.7529296875","0.7529296875","51350","51350","51350","0.7197265625","0.7197265625","0.7197265625"
"132","51742","51742","51742","0.751953125","0.751953125","0.751953125","51742","51742","51742","0.7509765625","0.7509765625","0.7509765625","51742","51742","51742","0.7236328125","0.7236328125","0.7236328125","51742","51742","51742","0.75390625","0.75390625","0.75390625","51742","51742","51742","0.75","0.75","0.75","51742","51742","51742","0.7412109375","0.7412109375","0.7412109375"
"133","52134","52134","52134","0.8525390625","0.8525390625","0.8525390625","52134","52134","52134","0.8310546875","0.8310546875","0.8310546875","52134","52134","52134","0.82421875","0.82421875","0.82421875","52134","52134","52134","0.8232421875","0.8232421875","0.8232421875","52134","52134","52134","0.845703125","0.845703125","0.845703125","52134","52134","52134","0.8193359375","0.8193359375","0.8193359375"
"134","52526","52526","52526","0.8701171875","0.8701171875","0.8701171875","52526","52526","52526","0.849609375","0.849609375","0.849609375","52526","52526","52526","0.8466796875","0.8466796875","0.8466796875","52526","52526","52526","0.8408203125","0.8408203125","0.8408203125","52526","52526","52526","0.83984375","0.83984375","0.83984375","52526","52526","52526","0.82421875","0.82421875","0.82421875"
"135","52918","52918","52918","0.736328125","0.736328125","0.736328125","52918","52918","52918","0.7177734375","0.7177734375","0.7177734375","52918","52918","52918","0.7001953125","0.7001953125","0.7001953125","52918","52918","52918","0.7265625","0.7265625","0.7265625","52918","52918","52918","0.73828125","0.73828125","0.73828125","52918","52918","52918","0.6904296875","0.6904296875","0.6904296875"
"136","53310","53310","53310","0.8154296875","0.8154296875","0.8154296875","53310","53310","53310","0.810546875","0.810546875","0.810546875","53310","53310","53310","0.7841796875","0.7841796875","0.7841796875","53310","53310","53310","0.7802734375","0.7802734375","0.7802734375","53310","53310","53310","0.8193359375","0.8193359375","0.8193359375","53310","53310","53310","0.78125","0.78125","0.78125"
"137","53702","53702","53702","0.8466796875","0.8466796875","0.8466796875","53702","53702","53702","0.8525390625","0.8525390625","0.8525390625","53702","53702","53702","0.810546875","0.810546875","0.810546875","53702","53702","53702","0.83203125","0.83203125","0.83203125","53702","53702","53702","0.8642578125","0.8642578125","0.8642578125","53702","53702","53702","0.806640625","0.806640625","0.806640625"
"138","54094","54094","54094","0.8173828125","0.8173828125","0.8173828125","54094","54094","54094","0.81640625","0.81640625","0.81640625","54094","54094","54094","0.828125","0.828125","0.828125","54094","54094","54094","0.830078125","0.830078125","0.830078125","54094","54094","54094","0.7978515625","0.7978515625","0.7978515625","54094","54094","54094","0.80859375","0.80859375","0.80859375"
"139","54486","54486","54486","0.8447265625","0.8447265625","0.8447265625","54486","54486","54486","0.8544921875","0.8544921875","0.8544921875","54486","54486","54486","0.8251953125","0.8251953125","0.8251953125","54486","54486","54486","0.8291015625","0.8291015625","0.8291015625","54486","54486","54486","0.8662109375","0.8662109375","0.8662109375","54486","54486","54486","0.8125","0.8125","0.8125"
"140","54878","54878","54878","0.8125","0.8125","0.8125","54878","54878","54878","0.796875","0.796875","0.796875","54878","54878","54878","0.79296875","0.79296875","0.79296875","54878","54878","54878","0.8017578125","0.8017578125","0.8017578125","54878","54878","54878","0.8095703125","0.8095703125","0.8095703125","54878","54878","54878","0.7822265625","0.7822265625","0.7822265625"
"141","55270","55270","55270","0.7666015625","0.7666015625","0.7666015625","55270","55270","55270","0.740234375","0.740234375","0.740234375","55270","55270","55270","0.7548828125","0.7548828125","0.7548828125","55270","55270","55270","0.7548828125","0.7548828125","0.7548828125","55270","55270","55270","0.7685546875","0.7685546875","0.7685546875","55270","55270","55270","0.744140625","0.744140625","0.744140625"
"142","55662","55662","55662","0.8154296875","0.8154296875","0.8154296875","55662","55662","55662","0.787109375","0.787109375","0.787109375","55662","55662","55662","0.7724609375","0.7724609375","0.7724609375","55662","55662","55662","0.7763671875","0.7763671875","0.7763671875","55662","55662","55662","0.7880859375","0.7880859375","0.7880859375","55662","55662","55662","0.7734375","0.7734375","0.7734375"
"143","56054","56054","56054","0.7783203125","0.7783203125","0.7783203125","56054","56054","56054","0.796875","0.796875","0.796875","56054","56054","56054","0.76171875","0.76171875","0.76171875","56054","56054","56054","0.767578125","0.767578125","0.767578125","56054","56054","56054","0.7880859375","0.7880859375","0.7880859375","56054","56054","56054","0.7373046875","0.7373046875","0.7373046875"
"144","56446","56446","56446","0.78125","0.78125","0.78125","56446","56446","56446","0.765625","0.765625","0.765625","56446","56446","56446","0.71484375","0.71484375","0.71484375","56446","56446","56446","0.7216796875","0.7216796875","0.7216796875","56446","56446","56446","0.7724609375","0.7724609375","0.7724609375","56446","56446","56446","0.7177734375","0.7177734375","0.7177734375"
"145","56838","56838","56838","0.802734375","0.802734375","0.802734375","56838","56838","56838","0.78515625","0.78515625","0.78515625","56838","56838","56838","0.7822265625","0.7822265625","0.7822265625","56838","56838","56838","0.7783203125","0.7783203125","0.7783203125","56838","56838","56838","0.794921875","0.794921875","0.794921875","56838","56838","56838","0.79296875","0.79296875","0.79296875"
"146","57230","57230","57230","0.7857142686843872","0.7857142686843872","0.7857142686843872","57230","57230","57230","0.8045634627342224","0.8045634627342224","0.8045634627342224","57230","57230","57230","0.788690447807312","0.788690447807312","0.788690447807312","57230","57230","57230","0.7966269850730896","0.7966269850730896","0.7966269850730896","57230","57230","57230","0.8144841194152832","0.8144841194152832","0.8144841194152832","57230","57230","57230","0.7797619104385376","0.7797619104385376","0.7797619104385376"
"147","57622","57622","57622","0.8603515625","0.8603515625","0.8603515625","57622","57622","57622","0.8681640625","0.8681640625","0.8681640625","57622","57622","57622","0.8310546875","0.8310546875","0.8310546875","57622","57622","57622","0.8515625","0.8515625","0.8515625","57622","57622","57622","0.8681640625","0.8681640625","0.8681640625","57622","57622","57622","0.8203125","0.8203125","0.8203125"
"148","58014","58014","58014","0.824404776096344","0.824404776096344","0.824404776096344","58014","58014","58014","0.800595223903656","0.800595223903656","0.800595223903656","58014","58014","58014","0.8025793433189392","0.8025793433189392","0.8025793433189392","58014","58014","58014","0.8194444179534912","0.8194444179534912","0.8194444179534912","58014","58014","58014","0.8442460298538208","0.8442460298538208","0.8442460298538208","58014","58014","58014","0.7847222089767456","0.7847222089767456","0.7847222089767456"
"149","58406","58406","58406","0.853515625","0.853515625","0.853515625","58406","58406","58406","0.8427734375","0.8427734375","0.8427734375","58406","58406","58406","0.833984375","0.833984375","0.833984375","58406","58406","58406","0.8134765625","0.8134765625","0.8134765625","58406","58406","58406","0.8544921875","0.8544921875","0.8544921875","58406","58406","58406","0.796875","0.796875","0.796875"
"150","58798","58798","58798","0.8505859375","0.8505859375","0.8505859375","58798","58798","58798","0.8427734375","0.8427734375","0.8427734375","58798","58798","58798","0.8310546875","0.8310546875","0.8310546875","58798","58798","58798","0.822265625","0.822265625","0.822265625","58798","58798","58798","0.8408203125","0.8408203125","0.8408203125","58798","58798","58798","0.83203125","0.83203125","0.83203125"
"151","59190","59190","59190","0.7861328125","0.7861328125","0.7861328125","59190","59190","59190","0.8095703125","0.8095703125","0.8095703125","59190","59190","59190","0.7919921875","0.7919921875","0.7919921875","59190","59190","59190","0.7880859375","0.7880859375","0.7880859375","59190","59190","59190","0.810546875","0.810546875","0.810546875","59190","59190","59190","0.771484375","0.771484375","0.771484375"
"152","59582","59582","59582","0.77734375","0.77734375","0.77734375","59582","59582","59582","0.80078125","0.80078125","0.80078125","59582","59582","59582","0.783203125","0.783203125","0.783203125","59582","59582","59582","0.7841796875","0.7841796875","0.7841796875","59582","59582","59582","0.7861328125","0.7861328125","0.7861328125","59582","59582","59582","0.78125","0.78125","0.78125"
"153","59974","59974","59974","0.734375","0.734375","0.734375","59974","59974","59974","0.76953125","0.76953125","0.76953125","59974","59974","59974","0.73046875","0.73046875","0.73046875","59974","59974","59974","0.732421875","0.732421875","0.732421875","59974","59974","59974","0.755859375","0.755859375","0.755859375","59974","59974","59974","0.72265625","0.72265625","0.72265625"
"154","60366","60366","60366","0.7301587462425232","0.7301587462425232","0.7301587462425232","60366","60366","60366","0.7390872836112976","0.7390872836112976","0.7390872836112976","60366","60366","60366","0.7172619104385376","0.7172619104385376","0.7172619104385376","60366","60366","60366","0.7073412537574768","0.7073412537574768","0.7073412537574768","60366","60366","60366","0.7400793433189392","0.7400793433189392","0.7400793433189392","60366","60366","60366","0.6904761791229248","0.6904761791229248","0.6904761791229248"
"155","60758","60758","60758","0.8642578125","0.8642578125","0.8642578125","60758","60758","60758","0.8857421875","0.8857421875","0.8857421875","60758","60758","60758","0.8515625","0.8515625","0.8515625","60758","60758","60758","0.859375","0.859375","0.859375","60758","60758","60758","0.875","0.875","0.875","60758","60758","60758","0.8671875","0.8671875","0.8671875"
"156","61150","61150","61150","0.8271484375","0.8271484375","0.8271484375","61150","61150","61150","0.81640625","0.81640625","0.81640625","61150","61150","61150","0.814453125","0.814453125","0.814453125","61150","61150","61150","0.8095703125","0.8095703125","0.8095703125","61150","61150","61150","0.837890625","0.837890625","0.837890625","61150","61150","61150","0.8046875","0.8046875","0.8046875"
"157","61542","61542","61542","0.732421875","0.732421875","0.732421875","61542","61542","61542","0.7470703125","0.7470703125","0.7470703125","61542","61542","61542","0.7197265625","0.7197265625","0.7197265625","61542","61542","61542","0.7421875","0.7421875","0.7421875","61542","61542","61542","0.7294921875","0.7294921875","0.7294921875","61542","61542","61542","0.720703125","0.720703125","0.720703125"
"158","61934","61934","61934","0.7807539701461792","0.7807539701461792","0.7807539701461792","61934","61934","61934","0.800595223903656","0.800595223903656","0.800595223903656","61934","61934","61934","0.7728174328804016","0.7728174328804016","0.7728174328804016","61934","61934","61934","0.807539701461792","0.807539701461792","0.807539701461792","61934","61934","61934","0.7936508059501648","0.7936508059501648","0.7936508059501648","61934","61934","61934","0.7986111044883728","0.7986111044883728","0.7986111044883728"
"159","62326","62326","62326","0.7734375","0.7734375","0.7734375","62326","62326","62326","0.7578125","0.7578125","0.7578125","62326","62326","62326","0.7158203125","0.7158203125","0.7158203125","62326","62326","62326","0.7529296875","0.7529296875","0.7529296875","62326","62326","62326","0.7548828125","0.7548828125","0.7548828125","62326","62326","62326","0.6962890625","0.6962890625","0.6962890625"
"160","62718","62718","62718","0.8908730149269104","0.8908730149269104","0.8908730149269104","62718","62718","62718","0.8998016119003296","0.8998016119003296","0.8998016119003296","62718","62718","62718","0.8521825671195984","0.8521825671195984","0.8521825671195984","62718","62718","62718","0.875","0.875","0.875","62718","62718","62718","0.8958333134651184","0.8958333134651184","0.8958333134651184","62718","62718","62718","0.851190447807312","0.851190447807312","0.851190447807312"
"161","63110","63110","63110","0.7568359375","0.7568359375","0.7568359375","63110","63110","63110","0.728515625","0.728515625","0.728515625","63110","63110","63110","0.6962890625","0.6962890625","0.6962890625","63110","63110","63110","0.7216796875","0.7216796875","0.7216796875","63110","63110","63110","0.74609375","0.74609375","0.74609375","63110","63110","63110","0.673828125","0.673828125","0.673828125"
"162","63502","63502","63502","0.791015625","0.791015625","0.791015625","63502","63502","63502","0.8125","0.8125","0.8125","63502","63502","63502","0.7802734375","0.7802734375","0.7802734375","63502","63502","63502","0.794921875","0.794921875","0.794921875","63502","63502","63502","0.802734375","0.802734375","0.802734375","63502","63502","63502","0.75390625","0.75390625","0.75390625"
"163","63894","63894","63894","0.75390625","0.75390625","0.75390625","63894","63894","63894","0.7392578125","0.7392578125","0.7392578125","63894","63894","63894","0.7177734375","0.7177734375","0.7177734375","63894","63894","63894","0.7333984375","0.7333984375","0.7333984375","63894","63894","63894","0.732421875","0.732421875","0.732421875","63894","63894","63894","0.705078125","0.705078125","0.705078125"
"164","64286","64286","64286","0.802734375","0.802734375","0.802734375","64286","64286","64286","0.7724609375","0.7724609375","0.7724609375","64286","64286","64286","0.783203125","0.783203125","0.783203125","64286","64286","64286","0.7783203125","0.7783203125","0.7783203125","64286","64286","64286","0.7978515625","0.7978515625","0.7978515625","64286","64286","64286","0.76171875","0.76171875","0.76171875"
"165","64678","64678","64678","0.7998046875","0.7998046875","0.7998046875","64678","64678","64678","0.7744140625","0.7744140625","0.7744140625","64678","64678","64678","0.7783203125","0.7783203125","0.7783203125","64678","64678","64678","0.78125","0.78125","0.78125","64678","64678","64678","0.779296875","0.779296875","0.779296875","64678","64678","64678","0.7734375","0.7734375","0.7734375"
"166","65070","65070","65070","0.8432539701461792","0.8432539701461792","0.8432539701461792","65070","65070","65070","0.7926587462425232","0.7926587462425232","0.7926587462425232","65070","65070","65070","0.773809552192688","0.773809552192688","0.773809552192688","65070","65070","65070","0.7976190447807312","0.7976190447807312","0.7976190447807312","65070","65070","65070","0.7926587462425232","0.7926587462425232","0.7926587462425232","65070","65070","65070","0.7301587462425232","0.7301587462425232","0.7301587462425232"
"167","65462","65462","65462","0.9052734375","0.9052734375","0.9052734375","65462","65462","65462","0.8896484375","0.8896484375","0.8896484375","65462","65462","65462","0.8671875","0.8671875","0.8671875","65462","65462","65462","0.876953125","0.876953125","0.876953125","65462","65462","65462","0.873046875","0.873046875","0.873046875","65462","65462","65462","0.8701171875","0.8701171875","0.8701171875"
"168","65854","65854","65854","0.80859375","0.80859375","0.80859375","65854","65854","65854","0.8134765625","0.8134765625","0.8134765625","65854","65854","65854","0.83203125","0.83203125","0.83203125","65854","65854","65854","0.84375","0.84375","0.84375","65854","65854","65854","0.8115234375","0.8115234375","0.8115234375","65854","65854","65854","0.8076171875","0.8076171875","0.8076171875"
"169","66246","66246","66246","0.7271825671195984","0.7271825671195984","0.7271825671195984","66246","66246","66246","0.7023809552192688","0.7023809552192688","0.7023809552192688","66246","66246","66246","0.6944444179534912","0.6944444179534912","0.6944444179534912","66246","66246","66246","0.6855158805847168","0.6855158805847168","0.6855158805847168","66246","66246","66246","0.6904761791229248","0.6904761791229248","0.6904761791229248","66246","66246","66246","0.6884920597076416","0.6884920597076416","0.6884920597076416"
"170","66638","66638","66638","0.8253968358039856","0.8253968358039856","0.8253968358039856","66638","66638","66638","0.8382936716079712","0.8382936716079712","0.8382936716079712","66638","66638","66638","0.8263888955116272","0.8263888955116272","0.8263888955116272","66638","66638","66638","0.8392857313156128","0.8392857313156128","0.8392857313156128","66638","66638","66638","0.8273809552192688","0.8273809552192688","0.8273809552192688","66638","66638","66638","0.8184523582458496","0.8184523582458496","0.8184523582458496"
"171","67030","67030","67030","0.7802734375","0.7802734375","0.7802734375","67030","67030","67030","0.759765625","0.759765625","0.759765625","67030","67030","67030","0.76171875","0.76171875","0.76171875","67030","67030","67030","0.7744140625","0.7744140625","0.7744140625","67030","67030","67030","0.7578125","0.7578125","0.7578125","67030","67030","67030","0.7744140625","0.7744140625","0.7744140625"
"172","67422","67422","67422","0.7783203125","0.7783203125","0.7783203125","67422","67422","67422","0.7568359375","0.7568359375","0.7568359375","67422","67422","67422","0.763671875","0.763671875","0.763671875","67422","67422","67422","0.76953125","0.76953125","0.76953125","67422","67422","67422","0.76953125","0.76953125","0.76953125","67422","67422","67422","0.7607421875","0.7607421875","0.7607421875"
"173","67814","67814","67814","0.7242063283920288","0.7242063283920288","0.7242063283920288","67814","67814","67814","0.6984127163887024","0.6984127163887024","0.6984127163887024","67814","67814","67814","0.6875","0.6875","0.6875","67814","67814","67814","0.6964285969734192","0.6964285969734192","0.6964285969734192","67814","67814","67814","0.7003968358039856","0.7003968358039856","0.7003968358039856","67814","67814","67814","0.6904761791229248","0.6904761791229248","0.6904761791229248"
"174","68206","68206","68206","0.802734375","0.802734375","0.802734375","68206","68206","68206","0.75","0.75","0.75","68206","68206","68206","0.7578125","0.7578125","0.7578125","68206","68206","68206","0.7529296875","0.7529296875","0.7529296875","68206","68206","68206","0.751953125","0.751953125","0.751953125","68206","68206","68206","0.7353515625","0.7353515625","0.7353515625"
"175","68598","68598","68598","0.8232421875","0.8232421875","0.8232421875","68598","68598","68598","0.8076171875","0.8076171875","0.8076171875","68598","68598","68598","0.7900390625","0.7900390625","0.7900390625","68598","68598","68598","0.794921875","0.794921875","0.794921875","68598","68598","68598","0.7919921875","0.7919921875","0.7919921875","68598","68598","68598","0.8056640625","0.8056640625","0.8056640625"
"176","68990","68990","68990","0.7138671875","0.7138671875","0.7138671875","68990","68990","68990","0.7255859375","0.7255859375","0.7255859375","68990","68990","68990","0.701171875","0.701171875","0.701171875","68990","68990","68990","0.7041015625","0.7041015625","0.7041015625","68990","68990","68990","0.703125","0.703125","0.703125","68990","68990","68990","0.7021484375","0.7021484375","0.7021484375"
"177","69382","69382","69382","0.8204365372657776","0.8204365372657776","0.8204365372657776","69382","69382","69382","0.7916666865348816","0.7916666865348816","0.7916666865348816","69382","69382","69382","0.7748016119003296","0.7748016119003296","0.7748016119003296","69382","69382","69382","0.7708333134651184","0.7708333134651184","0.7708333134651184","69382","69382","69382","0.778769850730896","0.778769850730896","0.778769850730896","69382","69382","69382","0.7777777910232544","0.7777777910232544","0.7777777910232544"
"178","69774","69774","69774","0.890625","0.890625","0.890625","69774","69774","69774","0.87109375","0.87109375","0.87109375","69774","69774","69774","0.8310546875","0.8310546875","0.8310546875","69774","69774","69774","0.8515625","0.8515625","0.8515625","69774","69774","69774","0.8603515625","0.8603515625","0.8603515625","69774","69774","69774","0.8642578125","0.8642578125","0.8642578125"
"179","70166","70166","70166","0.841796875","0.841796875","0.841796875","70166","70166","70166","0.7919921875","0.7919921875","0.7919921875","70166","70166","70166","0.8056640625","0.8056640625","0.8056640625","70166","70166","70166","0.8017578125","0.8017578125","0.8017578125","70166","70166","70166","0.8095703125","0.8095703125","0.8095703125","70166","70166","70166","0.8115234375","0.8115234375","0.8115234375"
"180","70558","70558","70558","0.8583984375","0.8583984375","0.8583984375","70558","70558","70558","0.810546875","0.810546875","0.810546875","70558","70558","70558","0.8056640625","0.8056640625","0.8056640625","70558","70558","70558","0.7998046875","0.7998046875","0.7998046875","70558","70558","70558","0.8193359375","0.8193359375","0.8193359375","70558","70558","70558","0.822265625","0.822265625","0.822265625"
"181","70950","70950","70950","0.802734375","0.802734375","0.802734375","70950","70950","70950","0.80078125","0.80078125","0.80078125","70950","70950","70950","0.802734375","0.802734375","0.802734375","70950","70950","70950","0.78515625","0.78515625","0.78515625","70950","70950","70950","0.7900390625","0.7900390625","0.7900390625","70950","70950","70950","0.78125","0.78125","0.78125"
"182","71342","71342","71342","0.828125","0.828125","0.828125","71342","71342","71342","0.8212890625","0.8212890625","0.8212890625","71342","71342","71342","0.8212890625","0.8212890625","0.8212890625","71342","71342","71342","0.822265625","0.822265625","0.822265625","71342","71342","71342","0.833984375","0.833984375","0.833984375","71342","71342","71342","0.822265625","0.822265625","0.822265625"
"183","71734","71734","71734","0.8349609375","0.8349609375","0.8349609375","71734","71734","71734","0.7724609375","0.7724609375","0.7724609375","71734","71734","71734","0.783203125","0.783203125","0.783203125","71734","71734","71734","0.763671875","0.763671875","0.763671875","71734","71734","71734","0.796875","0.796875","0.796875","71734","71734","71734","0.7763671875","0.7763671875","0.7763671875"
"184","72126","72126","72126","0.861328125","0.861328125","0.861328125","72126","72126","72126","0.8193359375","0.8193359375","0.8193359375","72126","72126","72126","0.814453125","0.814453125","0.814453125","72126","72126","72126","0.8359375","0.8359375","0.8359375","72126","72126","72126","0.8330078125","0.8330078125","0.8330078125","72126","72126","72126","0.810546875","0.810546875","0.810546875"
"185","72518","72518","72518","0.8046875","0.8046875","0.8046875","72518","72518","72518","0.763671875","0.763671875","0.763671875","72518","72518","72518","0.7451171875","0.7451171875","0.7451171875","72518","72518","72518","0.7548828125","0.7548828125","0.7548828125","72518","72518","72518","0.8115234375","0.8115234375","0.8115234375","72518","72518","72518","0.759765625","0.759765625","0.759765625"
