Step,04/04/2025_02:44:57_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed6-ddp-256-seed-6-_tp_group_1 - tokens_per_sec_per_gpu,04/04/2025_02:44:57_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed6-ddp-256-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MIN,04/04/2025_02:44:57_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed6-ddp-256-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MAX
1576,13821.161166585682,13821.161166585682,13821.161166585682
1577,13876.428187725754,13876.428187725754,13876.428187725754
1578,13814.42628202551,13814.42628202551,13814.42628202551
1579,13586.70979579183,13586.70979579183,13586.70979579183
1580,13924.234607578905,13924.234607578905,13924.234607578905
1581,13701.482863711477,13701.482863711477,13701.482863711477
1582,13786.762988920216,13786.762988920216,13786.762988920216
1583,13762.92855986973,13762.92855986973,13762.92855986973
1584,13683.926905927465,13683.926905927465,13683.926905927465
1585,13769.076233816404,13769.076233816404,13769.076233816404
1586,13700.149855368485,13700.149855368485,13700.149855368485
1587,13803.948042765245,13803.948042765245,13803.948042765245
1588,13858.436246674515,13858.436246674515,13858.436246674515
1589,13679.387005916631,13679.387005916631,13679.387005916631
1590,13908.295104210461,13908.295104210461,13908.295104210461
1591,13747.36334872744,13747.36334872744,13747.36334872744
1592,13807.461216651807,13807.461216651807,13807.461216651807
1593,13829.193814648754,13829.193814648754,13829.193814648754
1594,13833.588647030372,13833.588647030372,13833.588647030372
1595,13771.59277458825,13771.59277458825,13771.59277458825
1596,13688.040840283196,13688.040840283196,13688.040840283196
1597,13826.240750110124,13826.240750110124,13826.240750110124
1598,13642.316477682705,13642.316477682705,13642.316477682705
1599,13809.910401562242,13809.910401562242,13809.910401562242
1600,13643.775503386087,13643.775503386087,13643.775503386087
1601,14378.192170437274,14378.192170437274,14378.192170437274
1602,13814.270768201526,13814.270768201526,13814.270768201526
1603,13781.786071037974,13781.786071037974,13781.786071037974
1604,13987.038565875273,13987.038565875273,13987.038565875273
1605,13892.302180628258,13892.302180628258,13892.302180628258
1606,13694.52203043959,13694.52203043959,13694.52203043959
1607,13685.961758678066,13685.961758678066,13685.961758678066
1608,13950.715636559706,13950.715636559706,13950.715636559706
1609,13785.523953399546,13785.523953399546,13785.523953399546
1610,13897.449189794655,13897.449189794655,13897.449189794655
1611,13838.461860167641,13838.461860167641,13838.461860167641
1612,13625.336750356233,13625.336750356233,13625.336750356233
1613,13804.798436622797,13804.798436622797,13804.798436622797
1614,13856.759577744704,13856.759577744704,13856.759577744704
1615,13851.07682649365,13851.07682649365,13851.07682649365
1616,13743.477545482618,13743.477545482618,13743.477545482618
1617,13812.945340092097,13812.945340092097,13812.945340092097
1618,13703.785281267415,13703.785281267415,13703.785281267415
1619,13836.076825441824,13836.076825441824,13836.076825441824
1620,13755.736284994122,13755.736284994122,13755.736284994122
1621,13926.74045103095,13926.74045103095,13926.74045103095
1622,13703.063871014741,13703.063871014741,13703.063871014741
1623,13829.127022867337,13829.127022867337,13829.127022867337
1624,13733.194442090724,13733.194442090724,13733.194442090724
1625,13879.492436507704,13879.492436507704,13879.492436507704
1626,13821.057389200078,13821.057389200078,13821.057389200078
1627,13881.81768407285,13881.81768407285,13881.81768407285
1628,13831.76207685194,13831.76207685194,13831.76207685194
1629,13786.526964982919,13786.526964982919,13786.526964982919
1630,13721.421488324988,13721.421488324988,13721.421488324988
1631,13890.45258640903,13890.45258640903,13890.45258640903
1632,13852.454260750652,13852.454260750652,13852.454260750652
1633,13748.896279073242,13748.896279073242,13748.896279073242
1634,13558.587421197017,13558.587421197017,13558.587421197017
1635,13782.537908151013,13782.537908151013,13782.537908151013
1636,13762.81095457597,13762.81095457597,13762.81095457597
1637,13767.663842056927,13767.663842056927,13767.663842056927
1638,13897.95135841779,13897.95135841779,13897.95135841779
1639,13715.819978092843,13715.819978092843,13715.819978092843
1640,13797.577120583817,13797.577120583817,13797.577120583817
1641,13736.59846609481,13736.59846609481,13736.59846609481
1642,13792.585011301227,13792.585011301227,13792.585011301227
1643,13567.0604720657,13567.0604720657,13567.0604720657
1644,13760.966284574892,13760.966284574892,13760.966284574892
1645,13780.28264286123,13780.28264286123,13780.28264286123
1646,13573.348932532515,13573.348932532515,13573.348932532515
1647,13633.792474851094,13633.792474851094,13633.792474851094
1648,13624.861292357278,13624.861292357278,13624.861292357278
1649,13864.967944617181,13864.967944617181,13864.967944617181
1650,13752.675054955083,13752.675054955083,13752.675054955083
1651,13553.460195808757,13553.460195808757,13553.460195808757
1652,13795.545870940803,13795.545870940803,13795.545870940803
1653,13844.699527439254,13844.699527439254,13844.699527439254
1654,13856.610560140405,13856.610560140405,13856.610560140405
1655,13871.207135786533,13871.207135786533,13871.207135786533
1656,13510.378364775655,13510.378364775655,13510.378364775655
1657,13931.559019820592,13931.559019820592,13931.559019820592
1658,13753.01267773783,13753.01267773783,13753.01267773783
1659,13774.684522043672,13774.684522043672,13774.684522043672
1660,13814.389254606976,13814.389254606976,13814.389254606976
1661,13833.061416683755,13833.061416683755,13833.061416683755
1662,13791.71397790419,13791.71397790419,13791.71397790419
1663,13895.38093746276,13895.38093746276,13895.38093746276
1664,13719.982332659662,13719.982332659662,13719.982332659662
1665,13489.981519055726,13489.981519055726,13489.981519055726
1666,13758.747456454328,13758.747456454328,13758.747456454328
1667,13840.119237536279,13840.119237536279,13840.119237536279
1668,13741.227716859234,13741.227716859234,13741.227716859234
1669,13760.576835812162,13760.576835812162,13760.576835812162
1670,13920.360979261908,13920.360979261908,13920.360979261908
1671,13724.117978252141,13724.117978252141,13724.117978252141
1672,13921.910171931768,13921.910171931768,13921.910171931768
1673,13780.643730481284,13780.643730481284,13780.643730481284
1674,13754.392699708418,13754.392699708418,13754.392699708418
1675,13837.109496560564,13837.109496560564,13837.109496560564
1676,13757.836621643264,13757.836621643264,13757.836621643264
1677,13952.067637453547,13952.067637453547,13952.067637453547
1678,13708.399730830302,13708.399730830302,13708.399730830302
1679,13878.356264480293,13878.356264480293,13878.356264480293
1680,13797.170822803788,13797.170822803788,13797.170822803788
1681,13873.88812941739,13873.88812941739,13873.88812941739
1682,13897.599087076645,13897.599087076645,13897.599087076645
1683,13803.733612159805,13803.733612159805,13803.733612159805
1684,13856.08902376469,13856.08902376469,13856.08902376469
1685,13854.904536991586,13854.904536991586,13854.904536991586
1686,13758.042283478693,13758.042283478693,13758.042283478693
1687,13839.3462408462,13839.3462408462,13839.3462408462
1688,13638.944577935756,13638.944577935756,13638.944577935756
1689,13809.614381400124,13809.614381400124,13809.614381400124
1690,13842.483359349737,13842.483359349737,13842.483359349737
1691,13954.666632009876,13954.666632009876,13954.666632009876
1692,13900.095352035945,13900.095352035945,13900.095352035945
1693,13860.523334747902,13860.523334747902,13860.523334747902
1694,13836.671149703505,13836.671149703505,13836.671149703505
1695,13813.811652577579,13813.811652577579,13813.811652577579
1696,13915.196988203583,13915.196988203583,13915.196988203583
1697,13800.274066854456,13800.274066854456,13800.274066854456
1698,13852.268104977018,13852.268104977018,13852.268104977018
1699,13961.886941987565,13961.886941987565,13961.886941987565
1700,13849.967632642532,13849.967632642532,13849.967632642532
1701,13903.290079762439,13903.290079762439,13903.290079762439
1702,13897.838929453772,13897.838929453772,13897.838929453772
1703,13885.96917797885,13885.96917797885,13885.96917797885
1704,13821.494747309293,13821.494747309293,13821.494747309293
1705,13782.707451383096,13782.707451383096,13782.707451383096
1706,13859.16665600017,13859.16665600017,13859.16665600017
1707,13817.092777900203,13817.092777900203,13817.092777900203
1708,13858.473510592645,13858.473510592645,13858.473510592645
1709,13891.740510877096,13891.740510877096,13891.740510877096
1710,13864.087745225945,13864.087745225945,13864.087745225945
1711,13699.508938240104,13699.508938240104,13699.508938240104
1712,13848.709768708126,13848.709768708126,13848.709768708126
1713,13808.319442390415,13808.319442390415,13808.319442390415
1714,13922.083161444449,13922.083161444449,13922.083161444449
1715,13624.89010704899,13624.89010704899,13624.89010704899
1716,13797.362887863048,13797.362887863048,13797.362887863048
1717,13910.690085602408,13910.690085602408,13910.690085602408
1718,13397.94957091921,13397.94957091921,13397.94957091921
1719,13910.209521629811,13910.209521629811,13910.209521629811
1720,13813.530274214332,13813.530274214332,13813.530274214332
1721,13799.586799633507,13799.586799633507,13799.586799633507
1722,13907.139201431632,13907.139201431632,13907.139201431632
1723,13832.912908347798,13832.912908347798,13832.912908347798
1724,13791.374452314501,13791.374452314501,13791.374452314501
1725,13679.2127338144,13679.2127338144,13679.2127338144
1726,13756.426534677988,13756.426534677988,13756.426534677988
1727,13852.856374297677,13852.856374297677,13852.856374297677
1728,13973.204955997897,13973.204955997897,13973.204955997897
1729,13938.732812957225,13938.732812957225,13938.732812957225
1730,13662.945129894402,13662.945129894402,13662.945129894402
1731,13816.048277725595,13816.048277725595,13816.048277725595
1732,13894.616739123754,13894.616739123754,13894.616739123754
1733,848.2507591852728,848.2507591852728,848.2507591852728
1734,13794.2388011286,13794.2388011286,13794.2388011286
1735,13836.29226208725,13836.29226208725,13836.29226208725
1736,13907.702117095432,13907.702117095432,13907.702117095432
1737,13688.98608621099,13688.98608621099,13688.98608621099
1738,13892.025084541461,13892.025084541461,13892.025084541461
1739,13937.632150797997,13937.632150797997,13937.632150797997
1740,13848.63534604924,13848.63534604924,13848.63534604924
1741,13778.757440692612,13778.757440692612,13778.757440692612
1742,13891.425995654112,13891.425995654112,13891.425995654112
1743,13715.980583516428,13715.980583516428,13715.980583516428
1744,13831.621020359527,13831.621020359527,13831.621020359527
1745,13739.593938324375,13739.593938324375,13739.593938324375
1746,13872.91717638496,13872.91717638496,13872.91717638496
1747,13827.553891919968,13827.553891919968,13827.553891919968
1748,13857.258810073448,13857.258810073448,13857.258810073448
1749,13833.640629663589,13833.640629663589,13833.640629663589
1750,13821.435442892687,13821.435442892687,13821.435442892687
1751,13957.334630322797,13957.334630322797,13957.334630322797
1752,13827.984241236576,13827.984241236576,13827.984241236576
1753,13964.307984426183,13964.307984426183,13964.307984426183
1754,13921.285941176851,13921.285941176851,13921.285941176851
1755,13805.907803477809,13805.907803477809,13805.907803477809
1756,13847.020571337685,13847.020571337685,13847.020571337685
1757,13875.337342871511,13875.337342871511,13875.337342871511
1758,13706.081182954973,13706.081182954973,13706.081182954973
1759,13788.976106417247,13788.976106417247,13788.976106417247
1760,13810.902161580745,13810.902161580745,13810.902161580745
1761,13741.05186553396,13741.05186553396,13741.05186553396
1762,13921.240818231616,13921.240818231616,13921.240818231616
1763,13877.72098621426,13877.72098621426,13877.72098621426
1764,13642.099817309876,13642.099817309876,13642.099817309876
1765,13798.810935038537,13798.810935038537,13798.810935038537
1766,13786.438458089871,13786.438458089871,13786.438458089871
1767,13792.215915920899,13792.215915920899,13792.215915920899
1768,13319.552174328785,13319.552174328785,13319.552174328785
1769,13815.092809503054,13815.092809503054,13815.092809503054
1770,13827.145826793962,13827.145826793962,13827.145826793962
1771,13840.988962036085,13840.988962036085,13840.988962036085
1772,13628.204609721104,13628.204609721104,13628.204609721104
1773,13823.340851743138,13823.340851743138,13823.340851743138
1774,13766.281155863588,13766.281155863588,13766.281155863588
1775,13937.104497711474,13937.104497711474,13937.104497711474
1776,13716.250701120249,13716.250701120249,13716.250701120249
1777,13792.334024293319,13792.334024293319,13792.334024293319
1778,13634.405616338554,13634.405616338554,13634.405616338554
1779,13857.474906863294,13857.474906863294,13857.474906863294
1780,13709.573885962289,13709.573885962289,13709.573885962289
1781,13879.58961775093,13879.58961775093,13879.58961775093
1782,13641.435435076171,13641.435435076171,13641.435435076171
1783,13741.528139952425,13741.528139952425,13741.528139952425
1784,13862.998839630725,13862.998839630725,13862.998839630725
1785,13879.07382517081,13879.07382517081,13879.07382517081
1786,13893.822661283062,13893.822661283062,13893.822661283062
1787,13735.397714480641,13735.397714480641,13735.397714480641
1788,13885.61003176957,13885.61003176957,13885.61003176957
1789,13645.46605207768,13645.46605207768,13645.46605207768
1790,13695.409943889312,13695.409943889312,13695.409943889312
1791,13748.852266737233,13748.852266737233,13748.852266737233
1792,13810.398862576107,13810.398862576107,13810.398862576107
1793,13848.84373150988,13848.84373150988,13848.84373150988
1794,13753.827444458557,13753.827444458557,13753.827444458557
1795,13805.619350943445,13805.619350943445,13805.619350943445
1796,13850.347269601187,13850.347269601187,13850.347269601187
1797,13722.35673606707,13722.35673606707,13722.35673606707
1798,13887.26375493562,13887.26375493562,13887.26375493562
1799,13732.56506551661,13732.56506551661,13732.56506551661
1800,13732.66020013493,13732.66020013493,13732.66020013493
1801,14344.713137508232,14344.713137508232,14344.713137508232
1802,13933.155906010767,13933.155906010767,13933.155906010767
1803,13845.212768209387,13845.212768209387,13845.212768209387
1804,13904.062734400164,13904.062734400164,13904.062734400164
1805,13872.155446840763,13872.155446840763,13872.155446840763
1806,13912.747875549874,13912.747875549874,13912.747875549874
1807,13881.80272822326,13881.80272822326,13881.80272822326
1808,13693.918023979684,13693.918023979684,13693.918023979684
1809,13867.146545698166,13867.146545698166,13867.146545698166
1810,13710.077156879697,13710.077156879697,13710.077156879697
1811,13634.326265510024,13634.326265510024,13634.326265510024
1812,13754.091713857206,13754.091713857206,13754.091713857206
1813,13809.547778612561,13809.547778612561,13809.547778612561
1814,13806.876796394434,13806.876796394434,13806.876796394434
1815,13804.702299890558,13804.702299890558,13804.702299890558
1816,765.8393401856019,765.8393401856019,765.8393401856019
1817,13890.377714425244,13890.377714425244,13890.377714425244
1818,13724.812368083418,13724.812368083418,13724.812368083418
1819,188.89550014653625,188.89550014653625,188.89550014653625
1820,814.4905121088827,814.4905121088827,814.4905121088827
1821,13794.89599736198,13794.89599736198,13794.89599736198
1822,13773.219449622877,13773.219449622877,13773.219449622877
1823,13825.6102339266,13825.6102339266,13825.6102339266
1824,13881.264339099731,13881.264339099731,13881.264339099731
1825,13844.922670924583,13844.922670924583,13844.922670924583
1826,13709.938571346489,13709.938571346489,13709.938571346489
1827,13895.485833991626,13895.485833991626,13895.485833991626
1828,13885.789602551944,13885.789602551944,13885.789602551944
1829,13767.156334542844,13767.156334542844,13767.156334542844
1830,13912.86054586123,13912.86054586123,13912.86054586123
1831,13818.19671213426,13818.19671213426,13818.19671213426
1832,13698.962749382028,13698.962749382028,13698.962749382028
1833,13842.000061233994,13842.000061233994,13842.000061233994
1834,13842.825406102276,13842.825406102276,13842.825406102276
1835,13807.601780803054,13807.601780803054,13807.601780803054
1836,13881.032545532502,13881.032545532502,13881.032545532502
1837,13715.214091491873,13715.214091491873,13715.214091491873
1838,13870.079785052492,13870.079785052492,13870.079785052492
1839,13728.431641798677,13728.431641798677,13728.431641798677
1840,13910.314642161584,13910.314642161584,13910.314642161584
1841,13907.882259732352,13907.882259732352,13907.882259732352
1842,13830.121544992513,13830.121544992513,13830.121544992513
1843,13865.176821896493,13865.176821896493,13865.176821896493
1844,13928.208255593485,13928.208255593485,13928.208255593485
1845,13862.335138624409,13862.335138624409,13862.335138624409
1846,13905.143094562707,13905.143094562707,13905.143094562707
1847,13888.947814454748,13888.947814454748,13888.947814454748
1848,13894.878954570895,13894.878954570895,13894.878954570895
1849,13927.91466992969,13927.91466992969,13927.91466992969
1850,14013.85069289421,14013.85069289421,14013.85069289421
1851,13867.534587573582,13867.534587573582,13867.534587573582
1852,13490.680667346178,13490.680667346178,13490.680667346178
1853,13797.41459860033,13797.41459860033,13797.41459860033
1854,13839.271918791803,13839.271918791803,13839.271918791803
1855,13875.643658696412,13875.643658696412,13875.643658696412
1856,13881.997156781572,13881.997156781572,13881.997156781572
1857,13801.737508984319,13801.737508984319,13801.737508984319
1858,13744.584409031706,13744.584409031706,13744.584409031706
1859,13799.72720350174,13799.72720350174,13799.72720350174
1860,13405.70689813926,13405.70689813926,13405.70689813926
1861,13949.7867598897,13949.7867598897,13949.7867598897
1862,13350.203195058988,13350.203195058988,13350.203195058988
1863,13875.860329275542,13875.860329275542,13875.860329275542
1864,13788.149792774891,13788.149792774891,13788.149792774891
1865,13837.265525025397,13837.265525025397,13837.265525025397
1866,13854.54699587371,13854.54699587371,13854.54699587371
1867,13574.87190217168,13574.87190217168,13574.87190217168
1868,13867.258478625854,13867.258478625854,13867.258478625854
1869,13675.989500666028,13675.989500666028,13675.989500666028
1870,13937.081884900568,13937.081884900568,13937.081884900568
1871,13682.154170434109,13682.154170434109,13682.154170434109
1872,13790.304317998169,13790.304317998169,13790.304317998169
1873,13765.156089618953,13765.156089618953,13765.156089618953
1874,13910.787704216724,13910.787704216724,13910.787704216724
1875,13928.802992688537,13928.802992688537,13928.802992688537
1876,13836.18825735184,13836.18825735184,13836.18825735184
1877,13537.404799327589,13537.404799327589,13537.404799327589
1878,13827.769063229927,13827.769063229927,13827.769063229927
1879,13774.846508982584,13774.846508982584,13774.846508982584
1880,13751.354081653888,13751.354081653888,13751.354081653888
1881,13956.019398852208,13956.019398852208,13956.019398852208
1882,13841.955450801599,13841.955450801599,13841.955450801599
1883,13703.552089847488,13703.552089847488,13703.552089847488
1884,13808.363836278819,13808.363836278819,13808.363836278819
1885,13727.751511422568,13727.751511422568,13727.751511422568
1886,13575.536967938415,13575.536967938415,13575.536967938415
1887,13755.574747198689,13755.574747198689,13755.574747198689
1888,13773.057500948677,13773.057500948677,13773.057500948677
1889,13742.964490405184,13742.964490405184,13742.964490405184
1890,13757.821931747443,13757.821931747443,13757.821931747443
1891,13259.523196881493,13259.523196881493,13259.523196881493
1892,13873.977762703105,13873.977762703105,13873.977762703105
1893,13753.034697190773,13753.034697190773,13753.034697190773
1894,13869.788644770857,13869.788644770857,13869.788644770857
1895,13775.280947310353,13775.280947310353,13775.280947310353
1896,13911.388464310296,13911.388464310296,13911.388464310296
1897,13696.829388931794,13696.829388931794,13696.829388931794
1898,13863.595479045476,13863.595479045476,13863.595479045476
1899,13763.332843396967,13763.332843396967,13763.332843396967
1900,13827.680026013622,13827.680026013622,13827.680026013622
1901,13826.633924604836,13826.633924604836,13826.633924604836
1902,13757.491417384756,13757.491417384756,13757.491417384756
1903,13668.344031179126,13668.344031179126,13668.344031179126
1904,13889.075071103229,13889.075071103229,13889.075071103229
1905,13848.933041484239,13848.933041484239,13848.933041484239
1906,13629.033487377315,13629.033487377315,13629.033487377315
1907,13844.223512043545,13844.223512043545,13844.223512043545
1908,13827.494535495667,13827.494535495667,13827.494535495667
1909,13801.027922525142,13801.027922525142,13801.027922525142
1910,13886.76984160771,13886.76984160771,13886.76984160771
1911,13818.181893057075,13818.181893057075,13818.181893057075
1912,13743.82937681899,13743.82937681899,13743.82937681899
1913,13718.44853972205,13718.44853972205,13718.44853972205
1914,13823.370512064028,13823.370512064028,13823.370512064028
1915,13887.256271138214,13887.256271138214,13887.256271138214
1916,13875.367226746872,13875.367226746872,13875.367226746872
1917,13902.142508565501,13902.142508565501,13902.142508565501
1918,13807.757144510504,13807.757144510504,13807.757144510504
1919,13690.99334889985,13690.99334889985,13690.99334889985
1920,13699.144807495513,13699.144807495513,13699.144807495513
1921,13727.853892331681,13727.853892331681,13727.853892331681
1922,13847.459574191407,13847.459574191407,13847.459574191407
1923,13693.961685310684,13693.961685310684,13693.961685310684
1924,13896.677269996646,13896.677269996646,13896.677269996646
1925,13917.646963261885,13917.646963261885,13917.646963261885
1926,13886.088897510506,13886.088897510506,13886.088897510506
1927,13911.914171959479,13911.914171959479,13911.914171959479
1928,13916.782609775737,13916.782609775737,13916.782609775737
1929,13920.097801180382,13920.097801180382,13920.097801180382
1930,13874.373656902486,13874.373656902486,13874.373656902486
1931,13865.102222145702,13865.102222145702,13865.102222145702
1932,13862.402251568206,13862.402251568206,13862.402251568206
1933,13679.721039857819,13679.721039857819,13679.721039857819
1934,13793.744099208661,13793.744099208661,13793.744099208661
1935,13807.02474621295,13807.02474621295,13807.02474621295
1936,13835.950538113582,13835.950538113582,13835.950538113582
1937,13761.047116325788,13761.047116325788,13761.047116325788
1938,13783.776406937404,13783.776406937404,13783.776406937404
1939,13939.992002700388,13939.992002700388,13939.992002700388
1940,13905.570783509605,13905.570783509605,13905.570783509605
1941,13686.368801852055,13686.368801852055,13686.368801852055
1942,13863.520896310081,13863.520896310081,13863.520896310081
1943,754.2227437205064,754.2227437205064,754.2227437205064
1944,853.0795139058317,853.0795139058317,853.0795139058317
1945,13808.215857760899,13808.215857760899,13808.215857760899
1946,13725.199795052498,13725.199795052498,13725.199795052498
1947,790.6169520978201,790.6169520978201,790.6169520978201
1948,13819.945586432432,13819.945586432432,13819.945586432432
1949,8140.492570203991,8140.492570203991,8140.492570203991
1950,7069.098225277993,7069.098225277993,7069.098225277993
1951,9250.862460489685,9250.862460489685,9250.862460489685
1952,8113.652379141237,8113.652379141237,8113.652379141237
1953,7602.887223865872,7602.887223865872,7602.887223865872
1954,8906.679879667316,8906.679879667316,8906.679879667316
1955,8868.024000627684,8868.024000627684,8868.024000627684
1956,8375.270817435256,8375.270817435256,8375.270817435256
1957,7306.12019835828,7306.12019835828,7306.12019835828
1958,9362.523815579038,9362.523815579038,9362.523815579038
1959,8033.457023950919,8033.457023950919,8033.457023950919
1960,6475.715073403305,6475.715073403305,6475.715073403305
1961,9119.936671696767,9119.936671696767,9119.936671696767
1962,8126.837587840368,8126.837587840368,8126.837587840368
1963,8458.986658858648,8458.986658858648,8458.986658858648
1964,8369.539508132351,8369.539508132351,8369.539508132351
1965,8987.192464790305,8987.192464790305,8987.192464790305
1966,8261.247107098892,8261.247107098892,8261.247107098892
1967,9581.049445581308,9581.049445581308,9581.049445581308
1968,8493.006737111591,8493.006737111591,8493.006737111591
1969,8278.885813473387,8278.885813473387,8278.885813473387
1970,8770.812126888786,8770.812126888786,8770.812126888786
1971,9232.792382404607,9232.792382404607,9232.792382404607
1972,6847.153673670727,6847.153673670727,6847.153673670727
1973,8199.767775208193,8199.767775208193,8199.767775208193
1974,7845.845103509923,7845.845103509923,7845.845103509923
1975,8284.243254494726,8284.243254494726,8284.243254494726
1976,8844.339056857487,8844.339056857487,8844.339056857487
1977,8202.317666055229,8202.317666055229,8202.317666055229
1978,8412.808517209172,8412.808517209172,8412.808517209172
1979,8949.371169400349,8949.371169400349,8949.371169400349
1980,9356.116312986802,9356.116312986802,9356.116312986802
1981,9251.998341305478,9251.998341305478,9251.998341305478
1982,8419.23461027664,8419.23461027664,8419.23461027664
1983,8607.942407516524,8607.942407516524,8607.942407516524
1984,7077.757538404749,7077.757538404749,7077.757538404749
1985,7139.211183464165,7139.211183464165,7139.211183464165
1986,8980.543323871805,8980.543323871805,8980.543323871805
1987,8722.776665430056,8722.776665430056,8722.776665430056
1988,8668.529257265878,8668.529257265878,8668.529257265878
1989,7164.62150687289,7164.62150687289,7164.62150687289
1990,7520.361241566523,7520.361241566523,7520.361241566523
1991,8733.723707885389,8733.723707885389,8733.723707885389
1992,7939.31317054896,7939.31317054896,7939.31317054896
1993,9762.64646486841,9762.64646486841,9762.64646486841
1994,8965.483764418552,8965.483764418552,8965.483764418552
1995,8087.435279939745,8087.435279939745,8087.435279939745
1996,8884.601277985674,8884.601277985674,8884.601277985674
1997,9223.905946225328,9223.905946225328,9223.905946225328
1998,8594.60719344417,8594.60719344417,8594.60719344417
1999,9236.061764886139,9236.061764886139,9236.061764886139
2000,8273.134220987145,8273.134220987145,8273.134220987145
2001,2500.0966552293894,2500.0966552293894,2500.0966552293894
2002,5756.434998587127,5756.434998587127,5756.434998587127
2003,7870.15392452474,7870.15392452474,7870.15392452474
2004,7415.273674024159,7415.273674024159,7415.273674024159
2005,9121.854237535317,9121.854237535317,9121.854237535317
2006,8762.691045971324,8762.691045971324,8762.691045971324
2007,7410.62501808097,7410.62501808097,7410.62501808097
2008,6129.468046604292,6129.468046604292,6129.468046604292
2009,8378.260629938157,8378.260629938157,8378.260629938157
2010,10138.961795455807,10138.961795455807,10138.961795455807
2011,9104.92428439944,9104.92428439944,9104.92428439944
2012,9832.673025456783,9832.673025456783,9832.673025456783
2013,5747.3774800111505,5747.3774800111505,5747.3774800111505
2014,8990.020469633593,8990.020469633593,8990.020469633593
2015,8954.365321428373,8954.365321428373,8954.365321428373
2016,9565.735244267753,9565.735244267753,9565.735244267753
2017,8520.653161146716,8520.653161146716,8520.653161146716
2018,7974.304958681522,7974.304958681522,7974.304958681522
2019,871.2444632195619,871.2444632195619,871.2444632195619
2020,9251.646254849791,9251.646254849791,9251.646254849791
2021,7877.32547204705,7877.32547204705,7877.32547204705
2022,6434.165347573661,6434.165347573661,6434.165347573661
2023,9068.759022551363,9068.759022551363,9068.759022551363
2024,8674.677516660255,8674.677516660255,8674.677516660255
2025,9195.58985715504,9195.58985715504,9195.58985715504
2026,6311.172250027185,6311.172250027185,6311.172250027185
2027,7283.473645891038,7283.473645891038,7283.473645891038
2028,8301.017671928528,8301.017671928528,8301.017671928528
2029,8298.43544994962,8298.43544994962,8298.43544994962
2030,6618.606819143201,6618.606819143201,6618.606819143201
2031,9088.169235201989,9088.169235201989,9088.169235201989
2032,9101.258461109219,9101.258461109219,9101.258461109219
2033,7127.103687287855,7127.103687287855,7127.103687287855
2034,8671.609592212519,8671.609592212519,8671.609592212519
2035,8951.519277870544,8951.519277870544,8951.519277870544
2036,8803.88363753141,8803.88363753141,8803.88363753141
2037,8722.567038870722,8722.567038870722,8722.567038870722
2038,8560.765211336573,8560.765211336573,8560.765211336573
2039,8265.062533997023,8265.062533997023,8265.062533997023
2040,7559.964965148208,7559.964965148208,7559.964965148208
2041,8247.308411358523,8247.308411358523,8247.308411358523
2042,8954.433773170686,8954.433773170686,8954.433773170686
2043,8611.987020096125,8611.987020096125,8611.987020096125
2044,8376.226345106405,8376.226345106405,8376.226345106405
2045,9028.110947464893,9028.110947464893,9028.110947464893
2046,7442.035366253737,7442.035366253737,7442.035366253737
2047,6720.040705450577,6720.040705450577,6720.040705450577
2048,6908.303773592493,6908.303773592493,6908.303773592493
2049,8949.001338714119,8949.001338714119,8949.001338714119
2050,7785.418038440378,7785.418038440378,7785.418038440378
2051,8674.283323033174,8674.283323033174,8674.283323033174
2052,6980.88673811046,6980.88673811046,6980.88673811046
2053,8787.414150197386,8787.414150197386,8787.414150197386
2054,8590.029082319905,8590.029082319905,8590.029082319905
2055,8264.566859315604,8264.566859315604,8264.566859315604
2056,8121.548638897503,8121.548638897503,8121.548638897503
2057,10047.941082823038,10047.941082823038,10047.941082823038
2058,7797.401504785892,7797.401504785892,7797.401504785892
2059,8687.28429986428,8687.28429986428,8687.28429986428
2060,9211.202571864547,9211.202571864547,9211.202571864547
2061,8110.4629469876345,8110.4629469876345,8110.4629469876345
2062,7031.0039831745735,7031.0039831745735,7031.0039831745735
2063,8488.56695494635,8488.56695494635,8488.56695494635
2064,9258.200782695763,9258.200782695763,9258.200782695763
2065,8519.560185018354,8519.560185018354,8519.560185018354
2066,8484.687697570107,8484.687697570107,8484.687697570107
2067,8315.847045334782,8315.847045334782,8315.847045334782
2068,7713.810302879366,7713.810302879366,7713.810302879366
2069,9048.456054084687,9048.456054084687,9048.456054084687
2070,6987.449278513931,6987.449278513931,6987.449278513931
2071,7050.3574386078,7050.3574386078,7050.3574386078
2072,8854.729370677187,8854.729370677187,8854.729370677187
2073,9060.991370720081,9060.991370720081,9060.991370720081
2074,9062.135274762024,9062.135274762024,9062.135274762024
2075,7455.70556074884,7455.70556074884,7455.70556074884
2076,8894.963650490505,8894.963650490505,8894.963650490505
2077,8834.224456144273,8834.224456144273,8834.224456144273
2078,9504.41450627381,9504.41450627381,9504.41450627381
2079,8183.612762595301,8183.612762595301,8183.612762595301
2080,8634.008326504028,8634.008326504028,8634.008326504028
2081,8611.379798157344,8611.379798157344,8611.379798157344
2082,8408.921348087291,8408.921348087291,8408.921348087291
