Step,04/04/2025_02:44:57_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed6-ddp-256-seed-6-_tp_group_1 - tokens_per_sec_per_gpu,04/04/2025_02:44:57_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed6-ddp-256-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MIN,04/04/2025_02:44:57_elie-smollm3-training-3p56G-smollm3-3B-start-0404-stage-1-wo-zloss-seed6-ddp-256-seed-6-_tp_group_1 - tokens_per_sec_per_gpu__MAX
768,13333.990694593924,13333.990694593924,13333.990694593924
769,13857.281164601234,13857.281164601234,13857.281164601234
770,13736.276292616363,13736.276292616363,13736.276292616363
771,13622.282870945726,13622.282870945726,13622.282870945726
772,13822.050750966264,13822.050750966264,13822.050750966264
773,13704.142371010174,13704.142371010174,13704.142371010174
774,13373.773491079672,13373.773491079672,13373.773491079672
775,13558.887045245041,13558.887045245041,13558.887045245041
776,13713.958689644418,13713.958689644418,13713.958689644418
777,13111.394675318794,13111.394675318794,13111.394675318794
778,13912.575117950058,13912.575117950058,13912.575117950058
779,13733.135892999031,13733.135892999031,13733.135892999031
780,13798.212470530658,13798.212470530658,13798.212470530658
781,13760.488661794303,13760.488661794303,13760.488661794303
782,13703.603099792452,13703.603099792452,13703.603099792452
783,13849.729439686307,13849.729439686307,13849.729439686307
784,13760.496009585964,13760.496009585964,13760.496009585964
785,13740.7954237524,13740.7954237524,13740.7954237524
786,13856.051772668688,13856.051772668688,13856.051772668688
787,13850.868373824722,13850.868373824722,13850.868373824722
788,13253.869740778668,13253.869740778668,13253.869740778668
789,13887.495756656026,13887.495756656026,13887.495756656026
790,13876.129309063654,13876.129309063654,13876.129309063654
791,13823.333436682804,13823.333436682804,13823.333436682804
792,13840.431433755011,13840.431433755011,13840.431433755011
793,13808.556213093847,13808.556213093847,13808.556213093847
794,13844.885479844175,13844.885479844175,13844.885479844175
795,13702.670406526284,13702.670406526284,13702.670406526284
796,13760.150671860358,13760.150671860358,13760.150671860358
797,13520.02535929072,13520.02535929072,13520.02535929072
798,13820.820189599284,13820.820189599284,13820.820189599284
799,13818.767270775365,13818.767270775365,13818.767270775365
800,13930.308883301826,13930.308883301826,13930.308883301826
801,14333.67843590956,14333.67843590956,14333.67843590956
802,13921.985384235137,13921.985384235137,13921.985384235137
803,13798.929156390126,13798.929156390126,13798.929156390126
804,13791.034943441342,13791.034943441342,13791.034943441342
805,774.9854497704558,774.9854497704558,774.9854497704558
806,13805.715500448945,13805.715500448945,13805.715500448945
807,13793.685032694011,13793.685032694011,13793.685032694011
808,13769.282231826894,13769.282231826894,13769.282231826894
809,13937.496464759824,13937.496464759824,13937.496464759824
810,13993.479312625504,13993.479312625504,13993.479312625504
811,13956.873515209154,13956.873515209154,13956.873515209154
812,13974.781090464212,13974.781090464212,13974.781090464212
813,13971.023202809623,13971.023202809623,13971.023202809623
814,13926.461979442503,13926.461979442503,13926.461979442503
815,13912.13948740097,13912.13948740097,13912.13948740097
816,13421.05281643745,13421.05281643745,13421.05281643745
817,13877.556570725726,13877.556570725726,13877.556570725726
818,13931.25023029716,13931.25023029716,13931.25023029716
819,13785.125739277797,13785.125739277797,13785.125739277797
820,13797.495859113484,13797.495859113484,13797.495859113484
821,13897.958853746733,13897.958853746733,13897.958853746733
822,13976.903371512934,13976.903371512934,13976.903371512934
823,13881.974722439196,13881.974722439196,13881.974722439196
824,13919.293289898902,13919.293289898902,13919.293289898902
825,13874.14209340163,13874.14209340163,13874.14209340163
826,13854.182025016207,13854.182025016207,13854.182025016207
827,13819.997466582647,13819.997466582647,13819.997466582647
828,13757.102165278668,13757.102165278668,13757.102165278668
829,13889.97341965988,13889.97341965988,13889.97341965988
830,13811.435106394953,13811.435106394953,13811.435106394953
831,13897.64405689179,13897.64405689179,13897.64405689179
832,13889.247245574756,13889.247245574756,13889.247245574756
833,13822.651285162341,13822.651285162341,13822.651285162341
834,13913.100915291407,13913.100915291407,13913.100915291407
835,13775.361947317526,13775.361947317526,13775.361947317526
836,13873.671520424925,13873.671520424925,13873.671520424925
837,13652.579613369986,13652.579613369986,13652.579613369986
838,14048.971574739788,14048.971574739788,14048.971574739788
839,13796.424774648649,13796.424774648649,13796.424774648649
840,13833.915401500644,13833.915401500644,13833.915401500644
841,13828.518505242211,13828.518505242211,13828.518505242211
842,13733.75800262633,13733.75800262633,13733.75800262633
843,13935.642353643547,13935.642353643547,13935.642353643547
844,13830.804434049047,13830.804434049047,13830.804434049047
845,13854.524650166555,13854.524650166555,13854.524650166555
846,13847.124738987504,13847.124738987504,13847.124738987504
847,13840.111804464637,13840.111804464637,13840.111804464637
848,13825.899522447542,13825.899522447542,13825.899522447542
849,13539.503009764594,13539.503009764594,13539.503009764594
850,13840.892320582643,13840.892320582643,13840.892320582643
851,13904.730437184888,13904.730437184888,13904.730437184888
852,13704.55778453527,13704.55778453527,13704.55778453527
853,13796.919668871407,13796.919668871407,13796.919668871407
854,13779.059507062024,13779.059507062024,13779.059507062024
855,13726.311027686132,13726.311027686132,13726.311027686132
856,13967.267335640814,13967.267335640814,13967.267335640814
857,13483.480792564724,13483.480792564724,13483.480792564724
858,13998.116066287586,13998.116066287586,13998.116066287586
859,13637.33502959012,13637.33502959012,13637.33502959012
860,13872.23012250936,13872.23012250936,13872.23012250936
861,13890.295356175326,13890.295356175326,13890.295356175326
862,13486.952713661492,13486.952713661492,13486.952713661492
863,13832.519376678421,13832.519376678421,13832.519376678421
864,13898.948308139386,13898.948308139386,13898.948308139386
865,879.6961702236316,879.6961702236316,879.6961702236316
866,13974.705306632422,13974.705306632422,13974.705306632422
867,13832.281783492277,13832.281783492277,13832.281783492277
868,13850.5035967511,13850.5035967511,13850.5035967511
869,13897.883900821098,13897.883900821098,13897.883900821098
870,13684.922454701873,13684.922454701873,13684.922454701873
871,13885.916801332887,13885.916801332887,13885.916801332887
872,13908.332636742025,13908.332636742025,13908.332636742025
873,13884.83194537837,13884.83194537837,13884.83194537837
874,13954.946232704426,13954.946232704426,13954.946232704426
875,13890.886859832499,13890.886859832499,13890.886859832499
876,13481.47748910932,13481.47748910932,13481.47748910932
877,13976.24387944869,13976.24387944869,13976.24387944869
878,13951.191450566823,13951.191450566823,13951.191450566823
879,13693.619679002533,13693.619679002533,13693.619679002533
880,13893.463108719736,13893.463108719736,13893.463108719736
881,13897.089449510362,13897.089449510362,13897.089449510362
882,13802.81681160538,13802.81681160538,13802.81681160538
883,13786.556467533133,13786.556467533133,13786.556467533133
884,13811.027992063822,13811.027992063822,13811.027992063822
885,13863.737188453577,13863.737188453577,13863.737188453577
886,13895.583239329382,13895.583239329382,13895.583239329382
887,13986.423663233445,13986.423663233445,13986.423663233445
888,13889.344563468643,13889.344563468643,13889.344563468643
889,13853.571300471573,13853.571300471573,13853.571300471573
890,13899.915411061978,13899.915411061978,13899.915411061978
891,13426.674934963236,13426.674934963236,13426.674934963236
892,13915.212016095762,13915.212016095762,13915.212016095762
893,13748.617539037406,13748.617539037406,13748.617539037406
894,13865.079842377001,13865.079842377001,13865.079842377001
895,13839.405699064477,13839.405699064477,13839.405699064477
896,13781.505995829686,13781.505995829686,13781.505995829686
897,13855.28444464995,13855.28444464995,13855.28444464995
898,13419.878640046118,13419.878640046118,13419.878640046118
899,13900.380268106232,13900.380268106232,13900.380268106232
900,13931.159855465143,13931.159855465143,13931.159855465143
901,13502.44286358761,13502.44286358761,13502.44286358761
902,13884.106308776902,13884.106308776902,13884.106308776902
903,13584.71150903203,13584.71150903203,13584.71150903203
904,13882.745009688906,13882.745009688906,13882.745009688906
905,13834.776919100028,13834.776919100028,13834.776919100028
906,13868.310736479101,13868.310736479101,13868.310736479101
907,13807.113517626036,13807.113517626036,13807.113517626036
908,13852.774460385439,13852.774460385439,13852.774460385439
909,13608.535777994877,13608.535777994877,13608.535777994877
910,13891.665625008422,13891.665625008422,13891.665625008422
911,13827.917461138533,13827.917461138533,13827.917461138533
912,13931.15232428207,13931.15232428207,13931.15232428207
913,13831.138480430964,13831.138480430964,13831.138480430964
914,13795.804360406757,13795.804360406757,13795.804360406757
915,13633.280363641557,13633.280363641557,13633.280363641557
916,13895.12619534313,13895.12619534313,13895.12619534313
917,13888.378930893874,13888.378930893874,13888.378930893874
918,13796.941829144695,13796.941829144695,13796.941829144695
919,13781.697625005547,13781.697625005547,13781.697625005547
920,13924.076611641742,13924.076611641742,13924.076611641742
921,13837.079777251924,13837.079777251924,13837.079777251924
922,13920.293303947625,13920.293303947625,13920.293303947625
923,13801.057487170865,13801.057487170865,13801.057487170865
924,13749.101673700441,13749.101673700441,13749.101673700441
925,13580.795426446546,13580.795426446546,13580.795426446546
926,13928.388929846218,13928.388929846218,13928.388929846218
927,14009.188279596607,14009.188279596607,14009.188279596607
928,13971.167116924435,13971.167116924435,13971.167116924435
929,13958.559379037084,13958.559379037084,13958.559379037084
930,13793.101778023038,13793.101778023038,13793.101778023038
931,13457.772341012207,13457.772341012207,13457.772341012207
932,13778.403818844423,13778.403818844423,13778.403818844423
933,13923.01587462815,13923.01587462815,13923.01587462815
934,13851.687331119125,13851.687331119125,13851.687331119125
935,13896.302582564187,13896.302582564187,13896.302582564187
936,13840.877452786512,13840.877452786512,13840.877452786512
937,13909.931710729514,13909.931710729514,13909.931710729514
938,13732.652882040571,13732.652882040571,13732.652882040571
939,13856.662715937326,13856.662715937326,13856.662715937326
940,13926.273829268095,13926.273829268095,13926.273829268095
941,13825.810509305533,13825.810509305533,13825.810509305533
942,13806.580906269372,13806.580906269372,13806.580906269372
943,13944.23118704892,13944.23118704892,13944.23118704892
944,13763.575424914236,13763.575424914236,13763.575424914236
945,13968.471113447942,13968.471113447942,13968.471113447942
946,13707.14557610077,13707.14557610077,13707.14557610077
947,13884.375608355258,13884.375608355258,13884.375608355258
948,13715.068102723822,13715.068102723822,13715.068102723822
949,13368.271861985677,13368.271861985677,13368.271861985677
950,13918.917381927306,13918.917381927306,13918.917381927306
951,13802.099721867095,13802.099721867095,13802.099721867095
952,13940.444461755178,13940.444461755178,13940.444461755178
953,13786.165568989933,13786.165568989933,13786.165568989933
954,13891.126470586649,13891.126470586649,13891.126470586649
955,13848.68744182647,13848.68744182647,13848.68744182647
956,13726.201358568715,13726.201358568715,13726.201358568715
957,13513.042138779003,13513.042138779003,13513.042138779003
958,13914.002374631293,13914.002374631293,13914.002374631293
959,13767.399050859627,13767.399050859627,13767.399050859627
960,13927.515714378365,13927.515714378365,13927.515714378365
961,13853.809625594853,13853.809625594853,13853.809625594853
962,13761.4365917089,13761.4365917089,13761.4365917089
963,13873.925476479022,13873.925476479022,13873.925476479022
964,13876.936311000827,13876.936311000827,13876.936311000827
965,13855.046068782198,13855.046068782198,13855.046068782198
966,13885.83449597324,13885.83449597324,13885.83449597324
967,13812.064330300052,13812.064330300052,13812.064330300052
968,13779.53841991284,13779.53841991284,13779.53841991284
969,13917.549248354806,13917.549248354806,13917.549248354806
970,14029.712389250448,14029.712389250448,14029.712389250448
971,14038.096413094696,14038.096413094696,14038.096413094696
972,13973.75050077054,13973.75050077054,13973.75050077054
973,13881.892463804184,13881.892463804184,13881.892463804184
974,13978.487922917571,13978.487922917571,13978.487922917571
975,13878.124568021907,13878.124568021907,13878.124568021907
976,13857.065073853826,13857.065073853826,13857.065073853826
977,13800.52534292719,13800.52534292719,13800.52534292719
978,13978.237706705375,13978.237706705375,13978.237706705375
979,13878.445955508929,13878.445955508929,13878.445955508929
980,13760.518053008034,13760.518053008034,13760.518053008034
981,13903.55262267672,13903.55262267672,13903.55262267672
982,13810.021412394924,13810.021412394924,13810.021412394924
983,13848.062318367067,13848.062318367067,13848.062318367067
984,13942.910879935853,13942.910879935853,13942.910879935853
985,13968.660405565824,13968.660405565824,13968.660405565824
986,13927.974891620937,13927.974891620937,13927.974891620937
987,13743.162378539811,13743.162378539811,13743.162378539811
988,13943.363528493212,13943.363528493212,13943.363528493212
989,13947.06125875216,13947.06125875216,13947.06125875216
990,13980.945066999999,13980.945066999999,13980.945066999999
991,13883.679939141932,13883.679939141932,13883.679939141932
992,13969.372189841799,13969.372189841799,13969.372189841799
993,13845.554949863881,13845.554949863881,13845.554949863881
994,13943.27299643056,13943.27299643056,13943.27299643056
995,13979.443376313533,13979.443376313533,13979.443376313533
996,13959.542357539265,13959.542357539265,13959.542357539265
997,13876.43565985727,13876.43565985727,13876.43565985727
998,13924.1894655167,13924.1894655167,13924.1894655167
999,13946.064942507897,13946.064942507897,13946.064942507897
1000,13956.790366545909,13956.790366545909,13956.790366545909
1001,14346.725629170227,14346.725629170227,14346.725629170227
1002,13905.17310696381,13905.17310696381,13905.17310696381
1003,13982.098098973607,13982.098098973607,13982.098098973607
1004,13916.399322157647,13916.399322157647,13916.399322157647
1005,13970.46272346405,13970.46272346405,13970.46272346405
1006,13894.362025022981,13894.362025022981,13894.362025022981
1007,13986.211116870147,13986.211116870147,13986.211116870147
1008,13557.916882023654,13557.916882023654,13557.916882023654
1009,13860.97064969559,13860.97064969559,13860.97064969559
1010,13969.463061140852,13969.463061140852,13969.463061140852
1011,13783.039178466846,13783.039178466846,13783.039178466846
1012,13870.721829894244,13870.721829894244,13870.721829894244
1013,13731.108938556417,13731.108938556417,13731.108938556417
1014,13967.229484357615,13967.229484357615,13967.229484357615
1015,13885.976660389102,13885.976660389102,13885.976660389102
1016,13961.122974754935,13961.122974754935,13961.122974754935
1017,13612.690788305992,13612.690788305992,13612.690788305992
1018,13807.601780803054,13807.601780803054,13807.601780803054
1019,13851.828797187685,13851.828797187685,13851.828797187685
1020,13770.22401551767,13770.22401551767,13770.22401551767
1021,13956.397313549074,13956.397313549074,13956.397313549074
1022,13907.597036045614,13907.597036045614,13907.597036045614
1023,13865.12460198665,13865.12460198665,13865.12460198665
1024,13656.696430047718,13656.696430047718,13656.696430047718
1025,13851.359736580285,13851.359736580285,13851.359736580285
1026,13833.781727351641,13833.781727351641,13833.781727351641
1027,13796.151490070655,13796.151490070655,13796.151490070655
1028,13513.261805316304,13513.261805316304,13513.261805316304
1029,13909.939218986321,13909.939218986321,13909.939218986321
1030,13950.028406956337,13950.028406956337,13950.028406956337
1031,13848.173943417123,13848.173943417123,13848.173943417123
1032,13952.891051293644,13952.891051293644,13952.891051293644
1033,13911.253288765161,13911.253288765161,13911.253288765161
1034,13870.908481987868,13870.908481987868,13870.908481987868
1035,13631.16019988289,13631.16019988289,13631.16019988289
1036,13919.233143259005,13919.233143259005,13919.233143259005
1037,13872.125576798438,13872.125576798438,13872.125576798438
1038,13517.614091997062,13517.614091997062,13517.614091997062
1039,13888.042113908681,13888.042113908681,13888.042113908681
1040,13381.55148042005,13381.55148042005,13381.55148042005
1041,13860.441330139185,13860.441330139185,13860.441330139185
1042,13902.997543623213,13902.997543623213,13902.997543623213
1043,13908.220039755035,13908.220039755035,13908.220039755035
1044,13973.356491939638,13973.356491939638,13973.356491939638
1045,13677.085519852624,13677.085519852624,13677.085519852624
1046,13899.638011187757,13899.638011187757,13899.638011187757
1047,13756.220921145346,13756.220921145346,13756.220921145346
1048,13707.954917134595,13707.954917134595,13707.954917134595
1049,13805.641539171998,13805.641539171998,13805.641539171998
1050,13893.822661283062,13893.822661283062,13893.822661283062
1051,13916.572174744228,13916.572174744228,13916.572174744228
1052,13906.681396960259,13906.681396960259,13906.681396960259
1053,13916.654844890492,13916.654844890492,13916.654844890492
1054,13836.463130404154,13836.463130404154,13836.463130404154
1055,13815.107621955305,13815.107621955305,13815.107621955305
1056,13962.66612339905,13962.66612339905,13962.66612339905
1057,13790.732351795325,13790.732351795325,13790.732351795325
1058,13807.054336557148,13807.054336557148,13807.054336557148
1059,768.3005936799595,768.3005936799595,768.3005936799595
1060,13848.017668850911,13848.017668850911,13848.017668850911
1061,13848.970254313528,13848.970254313528,13848.970254313528
1062,216.96772403300486,216.96772403300486,216.96772403300486
1063,786.9549715411463,786.9549715411463,786.9549715411463
1064,13701.562998160882,13701.562998160882,13701.562998160882
1065,13742.72996369908,13742.72996369908,13742.72996369908
1066,13731.804036019485,13731.804036019485,13731.804036019485
1067,13860.702257262403,13860.702257262403,13860.702257262403
1068,13232.160081088034,13232.160081088034,13232.160081088034
1069,13580.20141009622,13580.20141009622,13580.20141009622
1070,13690.07691682458,13690.07691682458,13690.07691682458
1071,13682.822524953952,13682.822524953952,13682.822524953952
1072,13877.915300450806,13877.915300450806,13877.915300450806
1073,13770.466840014493,13770.466840014493,13770.466840014493
1074,13593.991682122896,13593.991682122896,13593.991682122896
1075,13652.73150801051,13652.73150801051,13652.73150801051
1076,13724.629627104778,13724.629627104778,13724.629627104778
1077,13779.450002727035,13779.450002727035,13779.450002727035
1078,13544.740703753714,13544.740703753714,13544.740703753714
1079,13620.029352258818,13620.029352258818,13620.029352258818
1080,13816.781633673956,13816.781633673956,13816.781633673956
1081,13603.916488104005,13603.916488104005,13603.916488104005
1082,13836.113969212398,13836.113969212398,13836.113969212398
1083,13632.991867226237,13632.991867226237,13632.991867226237
1084,13814.359632815062,13814.359632815062,13814.359632815062
1085,13559.136742067685,13559.136742067685,13559.136742067685
1086,13731.18941992343,13731.18941992343,13731.18941992343
1087,13795.42032240951,13795.42032240951,13795.42032240951
1088,13385.548160291211,13385.548160291211,13385.548160291211
1089,13630.677125571388,13630.677125571388,13630.677125571388
1090,13718.382813402488,13718.382813402488,13718.382813402488
1091,13937.390933001041,13937.390933001041,13937.390933001041
1092,13822.621627927809,13822.621627927809,13822.621627927809
1093,13825.543476756333,13825.543476756333,13825.543476756333
1094,13641.861498848082,13641.861498848082,13641.861498848082
1095,13482.958747692,13482.958747692,13482.958747692
1096,13890.093208247878,13890.093208247878,13890.093208247878
1097,13860.113321407558,13860.113321407558,13860.113321407558
1098,13819.841827300535,13819.841827300535,13819.841827300535
1099,13803.282590216148,13803.282590216148,13803.282590216148
1100,13844.677213486333,13844.677213486333,13844.677213486333
1101,13965.46584206385,13965.46584206385,13965.46584206385
1102,13643.269865085722,13643.269865085722,13643.269865085722
1103,13866.31829819107,13866.31829819107,13866.31829819107
1104,13550.944353940531,13550.944353940531,13550.944353940531
1105,13355.683037220506,13355.683037220506,13355.683037220506
1106,13830.611436827383,13830.611436827383,13830.611436827383
1107,13954.205693164336,13954.205693164336,13954.205693164336
1108,13828.28846984557,13828.28846984557,13828.28846984557
1109,13417.342281767376,13417.342281767376,13417.342281767376
1110,13803.393494518774,13803.393494518774,13803.393494518774
1111,13909.008256951049,13909.008256951049,13909.008256951049
1112,13840.23816776838,13840.23816776838,13840.23816776838
1113,13872.618448946545,13872.618448946545,13872.618448946545
1114,13723.460200064757,13723.460200064757,13723.460200064757
1115,13796.535568778154,13796.535568778154,13796.535568778154
1116,13541.687261888872,13541.687261888872,13541.687261888872
1117,13861.678957413069,13861.678957413069,13861.678957413069
1118,13822.903376794187,13822.903376794187,13822.903376794187
1119,13719.697459467488,13719.697459467488,13719.697459467488
1120,13671.20826708556,13671.20826708556,13671.20826708556
1121,13821.235294243843,13821.235294243843,13821.235294243843
1122,13735.287900115929,13735.287900115929,13735.287900115929
1123,13836.29226208725,13836.29226208725,13836.29226208725
1124,13825.50638971808,13825.50638971808,13825.50638971808
1125,13656.848416307577,13656.848416307577,13656.848416307577
1126,13814.063421882673,13814.063421882673,13814.063421882673
1127,13861.417993516226,13861.417993516226,13861.417993516226
1128,13830.247725934676,13830.247725934676,13830.247725934676
1129,13760.642967067119,13760.642967067119,13760.642967067119
1130,13929.774254856808,13929.774254856808,13929.774254856808
1131,13681.217131116644,13681.217131116644,13681.217131116644
1132,13881.271816440463,13881.271816440463,13881.271816440463
1133,13730.033505372974,13730.033505372974,13730.033505372974
1134,13666.633313534154,13666.633313534154,13666.633313534154
1135,13732.052824843855,13732.052824843855,13732.052824843855
1136,13538.613858140305,13538.613858140305,13538.613858140305
1137,13780.393177878048,13780.393177878048,13780.393177878048
1138,13764.229702547229,13764.229702547229,13764.229702547229
1139,13816.003834412566,13816.003834412566,13816.003834412566
1140,13684.079498894433,13684.079498894433,13684.079498894433
1141,13604.009848596828,13604.009848596828,13604.009848596828
1142,13853.675566704047,13853.675566704047,13853.675566704047
1143,13727.129945826164,13727.129945826164,13727.129945826164
1144,13702.961859533201,13702.961859533201,13702.961859533201
1145,13919.315845022875,13919.315845022875,13919.315845022875
1146,13785.074120613097,13785.074120613097,13785.074120613097
1147,13868.08683845574,13868.08683845574,13868.08683845574
1148,13832.88320706325,13832.88320706325,13832.88320706325
1149,13824.468033423602,13824.468033423602,13824.468033423602
1150,13508.289170798598,13508.289170798598,13508.289170798598
1151,13840.082072257916,13840.082072257916,13840.082072257916
1152,13902.915035655826,13902.915035655826,13902.915035655826
1153,13807.202290180632,13807.202290180632,13807.202290180632
1154,13869.781179796146,13869.781179796146,13869.781179796146
1155,13906.328682925197,13906.328682925197,13906.328682925197
1156,13919.391029297381,13919.391029297381,13919.391029297381
1157,13730.252967851144,13730.252967851144,13730.252967851144
1158,13853.407456705756,13853.407456705756,13853.407456705756
1159,13790.237901342058,13790.237901342058,13790.237901342058
1160,13442.615855939132,13442.615855939132,13442.615855939132
1161,13679.757348877874,13679.757348877874,13679.757348877874
1162,13891.493390574413,13891.493390574413,13891.493390574413
1163,13752.542946204574,13752.542946204574,13752.542946204574
1164,13702.77241366842,13702.77241366842,13702.77241366842
1165,13712.345981565615,13712.345981565615,13712.345981565615
1166,660.044497019596,660.044497019596,660.044497019596
1167,766.0665937218268,766.0665937218268,766.0665937218268
1168,13720.281827489436,13720.281827489436,13720.281827489436
1169,13465.753916045585,13465.753916045585,13465.753916045585
1170,780.177532338711,780.177532338711,780.177532338711
1171,584.5068437381295,584.5068437381295,584.5068437381295
1172,13246.232621447854,13246.232621447854,13246.232621447854
1173,13616.517366079448,13616.517366079448,13616.517366079448
1174,13775.29567451353,13775.29567451353,13775.29567451353
1175,13543.10348912313,13543.10348912313,13543.10348912313
1176,13710.106333138436,13710.106333138436,13710.106333138436
1177,13389.463745036066,13389.463745036066,13389.463745036066
1178,13592.163309740703,13592.163309740703,13592.163309740703
1179,13605.99226611982,13605.99226611982,13605.99226611982
1180,13515.7069633956,13515.7069633956,13515.7069633956
1181,13518.833802063251,13518.833802063251,13518.833802063251
1182,13393.632220636435,13393.632220636435,13393.632220636435
1183,13544.377635050614,13544.377635050614,13544.377635050614
1184,13529.45883642618,13529.45883642618,13529.45883642618
1185,13632.66732335325,13632.66732335325,13632.66732335325
1186,13657.246491592543,13657.246491592543,13657.246491592543
1187,13709.034187197569,13709.034187197569,13709.034187197569
1188,13608.650761445982,13608.650761445982,13608.650761445982
1189,13685.082337347018,13685.082337347018,13685.082337347018
1190,13661.829647297329,13661.829647297329,13661.829647297329
1191,13404.089176102569,13404.089176102569,13404.089176102569
1192,13580.323071864012,13580.323071864012,13580.323071864012
1193,13679.009421973848,13679.009421973848,13679.009421973848
1194,13685.314900590858,13685.314900590858,13685.314900590858
1195,13566.317675356651,13566.317675356651,13566.317675356651
1196,13751.53753499278,13751.53753499278,13751.53753499278
1197,13717.148736117735,13717.148736117735,13717.148736117735
1198,13582.205528742896,13582.205528742896,13582.205528742896
1199,13565.696359817439,13565.696359817439,13565.696359817439
1200,13754.172464865747,13754.172464865747,13754.172464865747
1201,14206.160005468613,14206.160005468613,14206.160005468613
1202,13847.52654317538,13847.52654317538,13847.52654317538
1203,13871.632739671018,13871.632739671018,13871.632739671018
1204,13774.205946525528,13774.205946525528,13774.205946525528
1205,13513.715333018343,13513.715333018343,13513.715333018343
1206,13713.520812834293,13713.520812834293,13713.520812834293
1207,13818.389363030139,13818.389363030139,13818.389363030139
1208,13796.690683549046,13796.690683549046,13796.690683549046
1209,13895.021304243972,13895.021304243972,13895.021304243972
1210,13792.075664855896,13792.075664855896,13792.075664855896
1211,13837.52558028645,13837.52558028645,13837.52558028645
1212,13750.363518198961,13750.363518198961,13750.363518198961
1213,13485.329438588431,13485.329438588431,13485.329438588431
1214,13564.48245920623,13564.48245920623,13564.48245920623
1215,13722.174060473873,13722.174060473873,13722.174060473873
1216,13896.714739851195,13896.714739851195,13896.714739851195
1217,13623.024607271167,13623.024607271167,13623.024607271167
1218,13623.269470004789,13623.269470004789,13623.269470004789
1219,13768.16403099864,13768.16403099864,13768.16403099864
1220,13736.59846609481,13736.59846609481,13736.59846609481
1221,13508.671551213038,13508.671551213038,13508.671551213038
1222,13786.563843190417,13786.563843190417,13786.563843190417
1223,13346.324360101798,13346.324360101798,13346.324360101798
1224,13590.199253772667,13590.199253772667,13590.199253772667
1225,13801.22748634193,13801.22748634193,13801.22748634193
1226,13853.772386753823,13853.772386753823,13853.772386753823
1227,13738.041109948346,13738.041109948346,13738.041109948346
1228,13789.11629445044,13789.11629445044,13789.11629445044
1229,13676.105626828934,13676.105626828934,13676.105626828934
1230,13750.590968295495,13750.590968295495,13750.590968295495
1231,13323.56011959757,13323.56011959757,13323.56011959757
1232,871.9128240236447,871.9128240236447,871.9128240236447
1233,13831.732380509186,13831.732380509186,13831.732380509186
1234,13829.520361534429,13829.520361534429,13829.520361534429
1235,13154.490006186794,13154.490006186794,13154.490006186794
1236,13829.468409861984,13829.468409861984,13829.468409861984
1237,13760.775231483953,13760.775231483953,13760.775231483953
1238,13698.118063049033,13698.118063049033,13698.118063049033
1239,13772.490710579352,13772.490710579352,13772.490710579352
1240,13847.258671125908,13847.258671125908,13847.258671125908
1241,13847.161942099401,13847.161942099401,13847.161942099401
1242,13868.348053519207,13868.348053519207,13868.348053519207
1243,13826.092388187266,13826.092388187266,13826.092388187266
1244,13775.943702629798,13775.943702629798,13775.943702629798
1245,13886.208619106534,13886.208619106534,13886.208619106534
1246,13939.516952301821,13939.516952301821,13939.516952301821
1247,13859.16665600017,13859.16665600017,13859.16665600017
1248,13852.83403404372,13852.83403404372,13852.83403404372
1249,13928.577137177259,13928.577137177259,13928.577137177259
1250,13764.832575202388,13764.832575202388,13764.832575202388
1251,13734.211812258238,13734.211812258238,13734.211812258238
1252,13732.930975109472,13732.930975109472,13732.930975109472
1253,13809.044578314546,13809.044578314546,13809.044578314546
1254,13882.58047513588,13882.58047513588,13882.58047513588
1255,13742.598045944462,13742.598045944462,13742.598045944462
1256,13730.22370578203,13730.22370578203,13730.22370578203
1257,13596.588098858554,13596.588098858554,13596.588098858554
1258,13794.275720605176,13794.275720605176,13794.275720605176
1259,13896.932068992295,13896.932068992295,13896.932068992295
1260,13636.89481571795,13636.89481571795,13636.89481571795
1261,13777.748193026813,13777.748193026813,13777.748193026813
1262,13514.098020696603,13514.098020696603,13514.098020696603
1263,13656.942504735185,13656.942504735185,13656.942504735185
1264,13660.200211186077,13660.200211186077,13660.200211186077
1265,13893.964989313912,13893.964989313912,13893.964989313912
1266,13653.932317943532,13653.932317943532,13653.932317943532
1267,13905.045555153863,13905.045555153863,13905.045555153863
1268,13721.78680430091,13721.78680430091,13721.78680430091
1269,13879.417682631261,13879.417682631261,13879.417682631261
1270,13520.592841324114,13520.592841324114,13520.592841324114
1271,13861.380713761653,13861.380713761653,13861.380713761653
1272,13934.8059040335,13934.8059040335,13934.8059040335
1273,13799.904559840206,13799.904559840206,13799.904559840206
1274,13810.7763333905,13810.7763333905,13810.7763333905
1275,13404.249536283298,13404.249536283298,13404.249536283298
1276,13713.62298158891,13713.62298158891,13713.62298158891
1277,891.120553241729,891.120553241729,891.120553241729
1278,13822.5697280736,13822.5697280736,13822.5697280736
1279,13884.974089266461,13884.974089266461,13884.974089266461
1280,13846.908964880597,13846.908964880597,13846.908964880597
1281,13745.222219318239,13745.222219318239,13745.222219318239
1282,13785.162609989266,13785.162609989266,13785.162609989266
1283,13857.98164300879,13857.98164300879,13857.98164300879
