"Step","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu__MIN","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu__MAX"
"1634","13699.414262384322","13699.414262384322","13699.414262384322"
"1635","13655.791819922348","13655.791819922348","13655.791819922348"
"1636","13141.89827981084","13141.89827981084","13141.89827981084"
"1637","13842.654380613045","13842.654380613045","13842.654380613045"
"1638","13871.767146323766","13871.767146323766","13871.767146323766"
"1639","13689.429669687537","13689.429669687537","13689.429669687537"
"1640","13878.221730110963","13878.221730110963","13878.221730110963"
"1641","13632.912532852553","13632.912532852553","13632.912532852553"
"1642","13718.112611816512","13718.112611816512","13718.112611816512"
"1643","13884.143710871416","13884.143710871416","13884.143710871416"
"1644","13706.540455611641","13706.540455611641","13706.540455611641"
"1645","13852.804247150532","13852.804247150532","13852.804247150532"
"1646","13595.038736395625","13595.038736395625","13595.038736395625"
"1647","13665.59694295564","13665.59694295564","13665.59694295564"
"1648","13668.37303008444","13668.37303008444","13668.37303008444"
"1649","13748.639544418795","13748.639544418795","13748.639544418795"
"1650","13639.767543139997","13639.767543139997","13639.767543139997"
"1651","13849.796430627148","13849.796430627148","13849.796430627148"
"1652","13804.635744475694","13804.635744475694","13804.635744475694"
"1653","13777.446184147637","13777.446184147637","13777.446184147637"
"1654","13638.987889418035","13638.987889418035","13638.987889418035"
"1655","13886.904541758298","13886.904541758298","13886.904541758298"
"1656","13623.9897055356","13623.9897055356","13623.9897055356"
"1657","13094.24614829588","13094.24614829588","13094.24614829588"
"1658","13825.128113292878","13825.128113292878","13825.128113292878"
"1659","13844.64002372464","13844.64002372464","13844.64002372464"
"1660","13785.568200833239","13785.568200833239","13785.568200833239"
"1661","13822.621627927809","13822.621627927809","13822.621627927809"
"1662","12882.087151957297","12882.087151957297","12882.087151957297"
"1663","13810.635704596987","13810.635704596987","13810.635704596987"
"1664","13861.805714851287","13861.805714851287","13861.805714851287"
"1665","13714.24332456651","13714.24332456651","13714.24332456651"
"1666","13710.383513790026","13710.383513790026","13710.383513790026"
"1667","12893.321226761074","12893.321226761074","12893.321226761074"
"1668","13755.684886193127","13755.684886193127","13755.684886193127"
"1669","13825.69182689909","13825.69182689909","13825.69182689909"
"1670","13698.300098711436","13698.300098711436","13698.300098711436"
"1671","13709.727051460546","13709.727051460546","13709.727051460546"
"1672","13655.487897817808","13655.487897817808","13655.487897817808"
"1673","13852.938289178659","13852.938289178659","13852.938289178659"
"1674","9274.737960924156","9274.737960924156","9274.737960924156"
"1675","13819.960409292747","13819.960409292747","13819.960409292747"
"1676","13891.815397553146","13891.815397553146","13891.815397553146"
"1677","13808.252852093035","13808.252852093035","13808.252852093035"
"1678","13731.079672838685","13731.079672838685","13731.079672838685"
"1679","9402.525958758464","9402.525958758464","9402.525958758464"
"1680","13883.575220781235","13883.575220781235","13883.575220781235"
"1681","13747.891400967215","13747.891400967215","13747.891400967215"
"1682","13283.212291781356","13283.212291781356","13283.212291781356"
"1683","13428.724962819293","13428.724962819293","13428.724962819293"
"1684","13729.616545992169","13729.616545992169","13729.616545992169"
"1685","13741.315644209726","13741.315644209726","13741.315644209726"
"1686","13796.07024539204","13796.07024539204","13796.07024539204"
"1687","13526.774386172665","13526.774386172665","13526.774386172665"
"1688","13782.744309159418","13782.744309159418","13782.744309159418"
"1689","13873.701397125209","13873.701397125209","13873.701397125209"
"1690","13586.430430039894","13586.430430039894","13586.430430039894"
"1691","13784.2040355878","13784.2040355878","13784.2040355878"
"1692","13019.832926534136","13019.832926534136","13019.832926534136"
"1693","13667.68433932393","13667.68433932393","13667.68433932393"
"1694","13761.627663164909","13761.627663164909","13761.627663164909"
"1695","13819.508326357385","13819.508326357385","13819.508326357385"
"1696","13684.573632806692","13684.573632806692","13684.573632806692"
"1697","13426.101319123196","13426.101319123196","13426.101319123196"
"1698","13779.531051770688","13779.531051770688","13779.531051770688"
"1699","13759.166187112203","13759.166187112203","13759.166187112203"
"1700","13747.818057952536","13747.818057952536","13747.818057952536"
"1701","13834.427843004623","13834.427843004623","13834.427843004623"
"1702","13468.05521056213","13468.05521056213","13468.05521056213"
"1703","13693.386833418706","13693.386833418706","13693.386833418706"
"1704","13820.775715580536","13820.775715580536","13820.775715580536"
"1705","13766.53854980672","13766.53854980672","13766.53854980672"
"1706","13507.687319555422","13507.687319555422","13507.687319555422"
"1707","13027.105774635927","13027.105774635927","13027.105774635927"
"1708","13554.96444543099","13554.96444543099","13554.96444543099"
"1709","13826.27784108834","13826.27784108834","13826.27784108834"
"1710","13721.60414388146","13721.60414388146","13721.60414388146"
"1711","13673.065223193133","13673.065223193133","13673.065223193133"
"1712","13653.107642619636","13653.107642619636","13653.107642619636"
"1713","13615.488582081627","13615.488582081627","13615.488582081627"
"1714","13771.887166929691","13771.887166929691","13771.887166929691"
"1715","13904.963022876726","13904.963022876726","13904.963022876726"
"1716","13714.564465330148","13714.564465330148","13714.564465330148"
"1717","13502.506537002495","13502.506537002495","13502.506537002495"
"1718","13361.056540460668","13361.056540460668","13361.056540460668"
"1719","13786.010690792993","13786.010690792993","13786.010690792993"
"1720","13813.70058080165","13813.70058080165","13813.70058080165"
"1721","13763.127023360643","13763.127023360643","13763.127023360643"
"1722","13277.306029035119","13277.306029035119","13277.306029035119"
"1723","13790.164105807808","13790.164105807808","13790.164105807808"
"1724","13780.201584975883","13780.201584975883","13780.201584975883"
"1725","13832.65302643254","13832.65302643254","13832.65302643254"
"1726","13578.655779772233","13578.655779772233","13578.655779772233"
"1727","13583.737646848596","13583.737646848596","13583.737646848596"
"1728","13583.544323173797","13583.544323173797","13583.544323173797"
"1729","13824.349374063886","13824.349374063886","13824.349374063886"
"1730","13715.068102723822","13715.068102723822","13715.068102723822"
"1731","13691.407965622988","13691.407965622988","13691.407965622988"
"1732","13770.724390505877","13770.724390505877","13770.724390505877"
"1733","13738.590419486021","13738.590419486021","13738.590419486021"
"1734","13770.577217616854","13770.577217616854","13770.577217616854"
"1735","13775.501858664518","13775.501858664518","13775.501858664518"
"1736","13792.090427991572","13792.090427991572","13792.090427991572"
"1737","13826.010790486858","13826.010790486858","13826.010790486858"
"1738","13709.99692280846","13709.99692280846","13709.99692280846"
"1739","13725.762699622952","13725.762699622952","13725.762699622952"
"1740","13809.310973904116","13809.310973904116","13809.310973904116"
"1741","13811.575751469065","13811.575751469065","13811.575751469065"
"1742","13867.049538622474","13867.049538622474","13867.049538622474"
"1743","13023.155709006816","13023.155709006816","13023.155709006816"
"1744","13766.457653530293","13766.457653530293","13766.457653530293"
"1745","13797.052631578947","13797.052631578947","13797.052631578947"
"1746","13861.559658412421","13861.559658412421","13861.559658412421"
"1747","13722.912099738693","13722.912099738693","13722.912099738693"
"1748","13667.039207783006","13667.039207783006","13667.039207783006"
"1749","13624.249008969762","13624.249008969762","13624.249008969762"
"1750","13865.042542923045","13865.042542923045","13865.042542923045"
"1751","13377.501630541426","13377.501630541426","13377.501630541426"
"1752","13841.36810692471","13841.36810692471","13841.36810692471"
"1753","13251.198132374151","13251.198132374151","13251.198132374151"
"1754","13794.829536469857","13794.829536469857","13794.829536469857"
"1755","13711.353734337174","13711.353734337174","13711.353734337174"
"1756","13740.026155834517","13740.026155834517","13740.026155834517"
"1757","13702.20410750224","13702.20410750224","13702.20410750224"
"1758","13143.31925962308","13143.31925962308","13143.31925962308"
"1759","13805.69331198265","13805.69331198265","13805.69331198265"
"1760","13824.104645567537","13824.104645567537","13824.104645567537"
"1761","13837.599883585002","13837.599883585002","13837.599883585002"
"1762","13720.157645119589","13720.157645119589","13720.157645119589"
"1763","13618.229952724249","13618.229952724249","13618.229952724249"
"1764","13722.992485046778","13722.992485046778","13722.992485046778"
"1765","13900.08035677684","13900.08035677684","13900.08035677684"
"1766","13439.306895715505","13439.306895715505","13439.306895715505"
"1767","13808.171464823992","13808.171464823992","13808.171464823992"
"1768","13573.04152002368","13573.04152002368","13573.04152002368"
"1769","13836.225401720709","13836.225401720709","13836.225401720709"
"1770","13880.471786662472","13880.471786662472","13880.471786662472"
"1771","13741.293662266611","13741.293662266611","13741.293662266611"
"1772","13658.375704124575","13658.375704124575","13658.375704124575"
"1773","13593.210082366933","13593.210082366933","13593.210082366933"
"1774","13853.26595839043","13853.26595839043","13853.26595839043"
"1775","13741.704003468249","13741.704003468249","13741.704003468249"
"1776","13733.51647101897","13733.51647101897","13733.51647101897"
"1777","13799.72720350174","13799.72720350174","13799.72720350174"
"1778","13869.54230484808","13869.54230484808","13869.54230484808"
"1779","13748.228788914266","13748.228788914266","13748.228788914266"
"1780","13754.634966181593","13754.634966181593","13754.634966181593"
"1781","13780.555299110381","13780.555299110381","13780.555299110381"
"1782","13518.599770858777","13518.599770858777","13518.599770858777"
"1783","13698.154469794463","13698.154469794463","13698.154469794463"
"1784","13169.851377325504","13169.851377325504","13169.851377325504"
"1785","13839.138141105506","13839.138141105506","13839.138141105506"
"1786","13951.418040073411","13951.418040073411","13951.418040073411"
"1787","13822.5697280736","13822.5697280736","13822.5697280736"
"1788","13802.114506470227","13802.114506470227","13802.114506470227"
"1789","13940.497250558139","13940.497250558139","13940.497250558139"
"1790","13790.665931016178","13790.665931016178","13790.665931016178"
"1791","13615.215225064867","13615.215225064867","13615.215225064867"
"1792","13770.28288127596","13770.28288127596","13770.28288127596"
"1793","13795.16184733452","13795.16184733452","13795.16184733452"
"1794","13849.945301704842","13849.945301704842","13849.945301704842"
"1795","13412.495823721925","13412.495823721925","13412.495823721925"
"1796","13760.81932018792","13760.81932018792","13760.81932018792"
"1797","13698.824388452073","13698.824388452073","13698.824388452073"
"1798","13810.798538198644","13810.798538198644","13810.798538198644"
"1799","13508.919401933514","13508.919401933514","13508.919401933514"
"1800","13791.640166571315","13791.640166571315","13791.640166571315"
"1801","13721.392263887225","13721.392263887225","13721.392263887225"
"1802","13654.243405564848","13654.243405564848","13654.243405564848"
"1803","13859.502073831856","13859.502073831856","13859.502073831856"
"1804","13768.45092046829","13768.45092046829","13768.45092046829"
"1805","13448.515733891667","13448.515733891667","13448.515733891667"
"1806","13649.014676642475","13649.014676642475","13649.014676642475"
"1807","13816.374204091437","13816.374204091437","13816.374204091437"
"1808","13697.222518043849","13697.222518043849","13697.222518043849"
"1809","13866.803295987207","13866.803295987207","13866.803295987207"
"1810","13871.699942671816","13871.699942671816","13871.699942671816"
"1811","13720.376791994948","13720.376791994948","13720.376791994948"
"1812","13733.779960466452","13733.779960466452","13733.779960466452"
"1813","13578.469755401262","13578.469755401262","13578.469755401262"
"1814","13741.535467509048","13741.535467509048","13741.535467509048"
"1815","13691.858980748366","13691.858980748366","13691.858980748366"
"1816","13705.27935209753","13705.27935209753","13705.27935209753"
"1817","13733.86047314762","13733.86047314762","13733.86047314762"
"1818","13841.167380572697","13841.167380572697","13841.167380572697"
"1819","13613.711957652951","13613.711957652951","13613.711957652951"
"1820","13813.796842904254","13813.796842904254","13813.796842904254"
"1821","13142.454570212452","13142.454570212452","13142.454570212452"
"1822","13413.42434057969","13413.42434057969","13413.42434057969"
"1823","13538.948165450674","13538.948165450674","13538.948165450674"
"1824","13822.933035237751","13822.933035237751","13822.933035237751"
"1825","13346.46260424252","13346.46260424252","13346.46260424252"
"1826","13571.79056624343","13571.79056624343","13571.79056624343"
"1827","13875.03851119757","13875.03851119757","13875.03851119757"
"1828","13720.194169112663","13720.194169112663","13720.194169112663"
"1829","13672.840330570092","13672.840330570092","13672.840330570092"
"1830","13846.64855681038","13846.64855681038","13846.64855681038"
"1831","13663.234895435957","13663.234895435957","13663.234895435957"
"1832","13773.079584634535","13773.079584634535","13773.079584634535"
"1833","13869.15415060606","13869.15415060606","13869.15415060606"
"1834","13809.969607117573","13809.969607117573","13809.969607117573"
"1835","13872.476557920048","13872.476557920048","13872.476557920048"
"1836","13110.007267791616","13110.007267791616","13110.007267791616"
"1837","13835.244857244097","13835.244857244097","13835.244857244097"
"1838","13827.798742556837","13827.798742556837","13827.798742556837"
"1839","13710.675295005223","13710.675295005223","13710.675295005223"
"1840","13781.682884110514","13781.682884110514","13781.682884110514"
"1841","13449.11232364541","13449.11232364541","13449.11232364541"
"1842","13814.811378945253","13814.811378945253","13814.811378945253"
"1843","13797.222532101407","13797.222532101407","13797.222532101407"
"1844","13892.099974285673","13892.099974285673","13892.099974285673"
"1845","13865.13206194969","13865.13206194969","13865.13206194969"
"1846","13815.85569210083","13815.85569210083","13815.85569210083"
"1847","13793.234667153387","13793.234667153387","13793.234667153387"
"1848","13673.78347820827","13673.78347820827","13673.78347820827"
"1849","13895.298519872531","13895.298519872531","13895.298519872531"
"1850","13824.809190429747","13824.809190429747","13824.809190429747"
"1851","13851.240615135217","13851.240615135217","13851.240615135217"
"1852","13609.714450489731","13609.714450489731","13609.714450489731"
"1853","13653.628478602264","13653.628478602264","13653.628478602264"
"1854","13802.107114164703","13802.107114164703","13802.107114164703"
"1855","13794.26833669405","13794.26833669405","13794.26833669405"
"1856","13653.085941982687","13653.085941982687","13653.085941982687"
"1857","13633.749196359227","13633.749196359227","13633.749196359227"
"1858","13516.337886893038","13516.337886893038","13516.337886893038"
"1859","13705.221040785707","13705.221040785707","13705.221040785707"
"1860","13676.519342312034","13676.519342312034","13676.519342312034"
"1861","13543.808154727492","13543.808154727492","13543.808154727492"
"1862","13847.280993400864","13847.280993400864","13847.280993400864"
"1863","13729.170354355942","13729.170354355942","13729.170354355942"
"1864","13709.172754447536","13709.172754447536","13709.172754447536"
"1865","13634.081005152104","13634.081005152104","13634.081005152104"
"1866","13900.117844985267","13900.117844985267","13900.117844985267"
"1867","13861.0824829438","13861.0824829438","13861.0824829438"
"1868","13409.362155962945","13409.362155962945","13409.362155962945"
"1869","13862.01449686206","13862.01449686206","13862.01449686206"
"1870","13773.94090362444","13773.94090362444","13773.94090362444"
"1871","13620.806839948751","13620.806839948751","13620.806839948751"
"1872","13810.16942961476","13810.16942961476","13810.16942961476"
"1873","13635.386757435894","13635.386757435894","13635.386757435894"
"1874","13793.315878438052","13793.315878438052","13793.315878438052"
"1875","13788.680983032891","13788.680983032891","13788.680983032891"
"1876","13844.357388065073","13844.357388065073","13844.357388065073"
"1877","13611.108997449943","13611.108997449943","13611.108997449943"
"1878","13205.383336185894","13205.383336185894","13205.383336185894"
"1879","13901.175095723023","13901.175095723023","13901.175095723023"
"1880","13843.249270094755","13843.249270094755","13843.249270094755"
"1881","13702.211393180427","13702.211393180427","13702.211393180427"
"1882","13370.082112748472","13370.082112748472","13370.082112748472"
"1883","13107.433337487188","13107.433337487188","13107.433337487188"
"1884","13837.131786125821","13837.131786125821","13837.131786125821"
"1885","13755.325105340866","13755.325105340866","13755.325105340866"
"1886","13808.1418696913","13808.1418696913","13808.1418696913"
"1887","13849.960188988633","13849.960188988633","13849.960188988633"
"1888","13317.734932162755","13317.734932162755","13317.734932162755"
"1889","13859.092120908996","13859.092120908996","13859.092120908996"
"1890","13629.812003423081","13629.812003423081","13629.812003423081"
"1891","13686.397877290976","13686.397877290976","13686.397877290976"
"1892","13830.025055237338","13830.025055237338","13830.025055237338"
"1893","13250.305564553697","13250.305564553697","13250.305564553697"
"1894","13767.965422215479","13767.965422215479","13767.965422215479"
"1895","13785.656696552758","13785.656696552758","13785.656696552758"
"1896","13615.08574399323","13615.08574399323","13615.08574399323"
"1897","13715.871079410548","13715.871079410548","13715.871079410548"
"1898","13786.504838153118","13786.504838153118","13786.504838153118"
"1899","13700.528607314978","13700.528607314978","13700.528607314978"
"1900","13868.68391591757","13868.68391591757","13868.68391591757"
"1901","13900.365272232391","13900.365272232391","13900.365272232391"
"1902","13733.004159368009","13733.004159368009","13733.004159368009"
"1903","13703.785281267415","13703.785281267415","13703.785281267415"
"1904","13724.541913163519","13724.541913163519","13724.541913163519"
"1905","13811.812633858224","13811.812633858224","13811.812633858224"
"1906","13898.438571615798","13898.438571615798","13898.438571615798"
"1907","13761.870184577083","13761.870184577083","13761.870184577083"
"1908","13663.597119647258","13663.597119647258","13663.597119647258"
"1909","13372.003873084863","13372.003873084863","13372.003873084863"
"1910","13266.397034317348","13266.397034317348","13266.397034317348"
"1911","13802.181037576282","13802.181037576282","13802.181037576282"
"1912","13812.72322618788","13812.72322618788","13812.72322618788"
"1913","13542.185398501677","13542.185398501677","13542.185398501677"
"1914","13417.202565376168","13417.202565376168","13417.202565376168"
"1915","13896.09276642739","13896.09276642739","13896.09276642739"
"1916","13642.244256793778","13642.244256793778","13642.244256793778"
"1917","13855.731421511011","13855.731421511011","13855.731421511011"
"1918","13644.49068440058","13644.49068440058","13644.49068440058"
"1919","13720.121121320975","13720.121121320975","13720.121121320975"
"1920","13614.589422698975","13614.589422698975","13614.589422698975"
"1921","13733.252991681647","13733.252991681647","13733.252991681647"
"1922","9421.584101714398","9421.584101714398","9421.584101714398"
"1923","13873.761150911814","13873.761150911814","13873.761150911814"
"1924","13229.415717404796","13229.415717404796","13229.415717404796"
"1925","13880.12787697061","13880.12787697061","13880.12787697061"
"1926","13680.861235088041","13680.861235088041","13680.861235088041"
"1927","13794.814767469683","13794.814767469683","13794.814767469683"
"1928","13776.510777248108","13776.510777248108","13776.510777248108"
"1929","13688.840655263286","13688.840655263286","13688.840655263286"
"1930","6445.786638585468","6445.786638585468","6445.786638585468"
"1931","13822.866303918709","13822.866303918709","13822.866303918709"
"1932","13823.570722559307","13823.570722559307","13823.570722559307"
"1933","13618.078824809507","13618.078824809507","13618.078824809507"
"1934","9432.882089906263","9432.882089906263","9432.882089906263"
"1935","13812.760244675856","13812.760244675856","13812.760244675856"
"1936","13822.26575103963","13822.26575103963","13822.26575103963"
"1937","13879.126150207005","13879.126150207005","13879.126150207005"
"1938","13824.935274454147","13824.935274454147","13824.935274454147"
"1939","13751.23667408574","13751.23667408574","13751.23667408574"
"1940","13705.833334308403","13705.833334308403","13705.833334308403"
"1941","13819.241537191847","13819.241537191847","13819.241537191847"
"1942","13717.944654033143","13717.944654033143","13717.944654033143"
"1943","13783.606837405687","13783.606837405687","13783.606837405687"
"1944","13684.522764432715","13684.522764432715","13684.522764432715"
"1945","13850.5035967511","13850.5035967511","13850.5035967511"
"1946","13804.073746562346","13804.073746562346","13804.073746562346"
"1947","8954.744930644503","8954.744930644503","8954.744930644503"
"1948","13868.348053519207","13868.348053519207","13868.348053519207"
"1949","13836.277404172177","13836.277404172177","13836.277404172177"
"1950","13820.70159285201","13820.70159285201","13820.70159285201"
"1951","13701.941828247482","13701.941828247482","13701.941828247482"
"1952","9265.577408070714","9265.577408070714","9265.577408070714"
"1953","13903.080052569903","13903.080052569903","13903.080052569903"
"1954","13654.467686829723","13654.467686829723","13654.467686829723"
"1955","13714.155743332061","13714.155743332061","13714.155743332061"
"1956","13734.702253158554","13734.702253158554","13734.702253158554"
"1957","13873.305541289146","13873.305541289146","13873.305541289146"
"1958","13760.922194929191","13760.922194929191","13760.922194929191"
"1959","13424.059085062925","13424.059085062925","13424.059085062925"
"1960","13551.7424802244","13551.7424802244","13551.7424802244"
"1961","13723.70137807887","13723.70137807887","13723.70137807887"
"1962","13799.882390048586","13799.882390048586","13799.882390048586"
"1963","13668.684776088054","13668.684776088054","13668.684776088054"
"1964","13630.244550769741","13630.244550769741","13630.244550769741"
"1965","13738.458581190804","13738.458581190804","13738.458581190804"
"1966","13782.44945246837","13782.44945246837","13782.44945246837"
"1967","13775.825874801005","13775.825874801005","13775.825874801005"
"1968","13783.068666091522","13783.068666091522","13783.068666091522"
"1969","13747.02600325514","13747.02600325514","13747.02600325514"
"1970","13655.29252646561","13655.29252646561","13655.29252646561"
"1971","13729.506824048396","13729.506824048396","13729.506824048396"
"1972","13674.85737391919","13674.85737391919","13674.85737391919"
"1973","13838.588193344323","13838.588193344323","13838.588193344323"
"1974","13424.3318132519","13424.3318132519","13424.3318132519"
"1975","13620.194920902375","13620.194920902375","13620.194920902375"
"1976","13831.494814357598","13831.494814357598","13831.494814357598"
"1977","13666.560834955266","13666.560834955266","13666.560834955266"
"1978","13772.704171605887","13772.704171605887","13772.704171605887"
"1979","13668.141042287227","13668.141042287227","13668.141042287227"
"1980","13579.68616089284","13579.68616089284","13579.68616089284"
"1981","13734.402128448817","13734.402128448817","13734.402128448817"
"1982","13682.03067728957","13682.03067728957","13682.03067728957"
"1983","13495.011351187173","13495.011351187173","13495.011351187173"
"1984","13795.885601953816","13795.885601953816","13795.885601953816"
"1985","13779.17002245749","13779.17002245749","13779.17002245749"
"1986","13718.959765929447","13718.959765929447","13718.959765929447"
"1987","13671.774004968987","13671.774004968987","13671.774004968987"
"1988","13820.909138495466","13820.909138495466","13820.909138495466"
"1989","12960.98285737278","12960.98285737278","12960.98285737278"
"1990","13658.115100043673","13658.115100043673","13658.115100043673"
"1991","13597.133328901173","13597.133328901173","13597.133328901173"
"1992","13768.987950841614","13768.987950841614","13768.987950841614"
"1993","13851.389517261692","13851.389517261692","13851.389517261692"
"1994","13708.501823292501","13708.501823292501","13708.501823292501"
"1995","13812.367858798685","13812.367858798685","13812.367858798685"
"1996","13857.318422307819","13857.318422307819","13857.318422307819"
"1997","13824.008239751005","13824.008239751005","13824.008239751005"
"1998","13798.16814189144","13798.16814189144","13798.16814189144"
"1999","13842.22311770921","13842.22311770921","13842.22311770921"
"2000","13473.244805546188","13473.244805546188","13473.244805546188"
"2001","13694.143610520072","13694.143610520072","13694.143610520072"
"2002","13820.153109370425","13820.153109370425","13820.153109370425"
"2003","13757.689724096694","13757.689724096694","13757.689724096694"
"2004","13669.482330587569","13669.482330587569","13669.482330587569"
"2005","13765.766396851317","13765.766396851317","13765.766396851317"
"2006","13820.909138495466","13820.909138495466","13820.909138495466"
"2007","13795.619724085504","13795.619724085504","13795.619724085504"
"2008","13629.43715126199","13629.43715126199","13629.43715126199"
"2009","13781.719736407227","13781.719736407227","13781.719736407227"
"2010","13205.241232437074","13205.241232437074","13205.241232437074"
"2011","13878.827155314253","13878.827155314253","13878.827155314253"
"2012","13595.239559757785","13595.239559757785","13595.239559757785"
"2013","13803.282590216148","13803.282590216148","13803.282590216148"
"2014","13797.052631578947","13797.052631578947","13797.052631578947"
"2015","13021.234210180592","13021.234210180592","13021.234210180592"
"2016","13804.532215105928","13804.532215105928","13804.532215105928"
"2017","13754.128418743545","13754.128418743545","13754.128418743545"
"2018","13670.069680222967","13670.069680222967","13670.069680222967"
"2019","13808.267649881394","13808.267649881394","13808.267649881394"
"2020","13712.258424562848","13712.258424562848","13712.258424562848"
"2021","13816.863122473993","13816.863122473993","13816.863122473993"
"2022","13675.089589765414","13675.089589765414","13675.089589765414"
"2023","13786.327826071605","13786.327826071605","13786.327826071605"
"2024","13719.755894029651","13719.755894029651","13719.755894029651"
"2025","13008.974986937921","13008.974986937921","13008.974986937921"
"2026","13823.652291460812","13823.652291460812","13823.652291460812"
"2027","13805.589766749652","13805.589766749652","13805.589766749652"
"2028","13733.553066170969","13733.553066170969","13733.553066170969"
"2029","13747.950075942397","13747.950075942397","13747.950075942397"
"2030","13200.600857815078","13200.600857815078","13200.600857815078"
"2031","13938.521713591217","13938.521713591217","13938.521713591217"
"2032","13663.24213973197","13663.24213973197","13663.24213973197"
"2033","12964.986610291773","12964.986610291773","12964.986610291773"
"2034","13216.924241880275","13216.924241880275","13216.924241880275"
"2035","13874.896570661558","13874.896570661558","13874.896570661558"
"2036","13625.394383883737","13625.394383883737","13625.394383883737"
"2037","13662.228013029315","13662.228013029315","13662.228013029315"
"2038","13827.895201249188","13827.895201249188","13827.895201249188"
"2039","13700.084304272843","13700.084304272843","13700.084304272843"
"2040","13727.510191035979","13727.510191035979","13727.510191035979"
"2041","13792.95412643691","13792.95412643691","13792.95412643691"
"2042","13504.792102702186","13504.792102702186","13504.792102702186"
"2043","13786.954764319924","13786.954764319924","13786.954764319924"
"2044","12852.237925312817","12852.237925312817","12852.237925312817"
"2045","13861.045204993889","13861.045204993889","13861.045204993889"
"2046","13583.916655157764","13583.916655157764","13583.916655157764"
"2047","13836.908893704669","13836.908893704669","13836.908893704669"
"2048","13603.377894896874","13603.377894896874","13603.377894896874"
"2049","13760.41518430927","13760.41518430927","13760.41518430927"
"2050","13660.678138825779","13660.678138825779","13660.678138825779"
"2051","13621.865229726021","13621.865229726021","13621.865229726021"
"2052","13418.51601434235","13418.51601434235","13418.51601434235"
"2053","13682.568251952316","13682.568251952316","13682.568251952316"
"2054","13801.23487770524","13801.23487770524","13801.23487770524"
"2055","13705.826044778025","13705.826044778025","13705.826044778025"
"2056","13683.796114664394","13683.796114664394","13683.796114664394"
"2057","13699.916787656053","13699.916787656053","13699.916787656053"
"2058","13813.87829650051","13813.87829650051","13813.87829650051"
"2059","13172.975093839632","13172.975093839632","13172.975093839632"
"2060","13825.721497309678","13825.721497309678","13825.721497309678"
"2061","13595.820546464347","13595.820546464347","13595.820546464347"
"2062","13528.009953163435","13528.009953163435","13528.009953163435"
"2063","13480.243355554718","13480.243355554718","13480.243355554718"
"2064","13184.742714440448","13184.742714440448","13184.742714440448"
"2065","13498.941750339442","13498.941750339442","13498.941750339442"
"2066","13526.213484850472","13526.213484850472","13526.213484850472"
"2067","13433.597164170546","13433.597164170546","13433.597164170546"
"2068","13486.239836049615","13486.239836049615","13486.239836049615"
"2069","13536.423486845355","13536.423486845355","13536.423486845355"
"2070","13242.121353635675","13242.121353635675","13242.121353635675"
"2071","13580.695227274164","13580.695227274164","13580.695227274164"
"2072","12684.218524612837","12684.218524612837","12684.218524612837"
"2073","13540.491883524612","13540.491883524612","13540.491883524612"
"2074","13547.439412466681","13547.439412466681","13547.439412466681"
"2075","13630.684335384036","13630.684335384036","13630.684335384036"
"2076","13574.342756608128","13574.342756608128","13574.342756608128"
"2077","13669.214051868088","13669.214051868088","13669.214051868088"
"2078","13393.33985559822","13393.33985559822","13393.33985559822"
"2079","13514.218500932946","13514.218500932946","13514.218500932946"
"2080","13256.58334349319","13256.58334349319","13256.58334349319"
"2081","13601.231127158493","13601.231127158493","13601.231127158493"
"2082","13604.814238230188","13604.814238230188","13604.814238230188"
"2083","13578.462600719553","13578.462600719553","13578.462600719553"
"2084","13654.467686829723","13654.467686829723","13654.467686829723"
"2085","13187.252622502425","13187.252622502425","13187.252622502425"
"2086","13717.353183280566","13717.353183280566","13717.353183280566"
"2087","13570.83999557641","13570.83999557641","13570.83999557641"
"2088","13811.139020864786","13811.139020864786","13811.139020864786"
"2089","13774.353196989183","13774.353196989183","13774.353196989183"
"2090","13605.27393216001","13605.27393216001","13605.27393216001"
"2091","13685.016930358825","13685.016930358825","13685.016930358825"
"2092","13582.484720774244","13582.484720774244","13582.484720774244"
"2093","13661.84413291692","13661.84413291692","13661.84413291692"
"2094","13854.852394429201","13854.852394429201","13854.852394429201"
"2095","13801.545322113489","13801.545322113489","13801.545322113489"
"2096","13848.679999548585","13848.679999548585","13848.679999548585"
"2097","13805.752481384594","13805.752481384594","13805.752481384594"
"2098","13766.803307904353","13766.803307904353","13766.803307904353"
"2099","13724.900085481693","13724.900085481693","13724.900085481693"
"2100","13790.50357180508","13790.50357180508","13790.50357180508"
"2101","13636.007257776473","13636.007257776473","13636.007257776473"
"2102","13755.993284760838","13755.993284760838","13755.993284760838"
"2103","13765.156089618953","13765.156089618953","13765.156089618953"
"2104","13723.906020617438","13723.906020617438","13723.906020617438"
"2105","13843.836773636234","13843.836773636234","13843.836773636234"
"2106","13524.552353851586","13524.552353851586","13524.552353851586"
"2107","13563.347301704931","13563.347301704931","13563.347301704931"
"2108","13685.06053494815","13685.06053494815","13685.06053494815"
"2109","13647.75690813724","13647.75690813724","13647.75690813724"
