"Step","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu__MIN","30/03/2025_21:53:38_3B-nn48-mbs3-gbs2M-tp2-4heads-bucket128 - tokens_per_sec_per_gpu__MAX"
"789","13886.79229145134","13886.79229145134","13886.79229145134"
"790","13949.07697004471","13949.07697004471","13949.07697004471"
"791","13926.048055769466","13926.048055769466","13926.048055769466"
"792","13599.544343718038","13599.544343718038","13599.544343718038"
"793","13607.012430683966","13607.012430683966","13607.012430683966"
"794","13823.615214568066","13823.615214568066","13823.615214568066"
"795","13846.06081459731","13846.06081459731","13846.06081459731"
"796","13834.264451735928","13834.264451735928","13834.264451735928"
"797","13950.35313338577","13950.35313338577","13950.35313338577"
"798","13814.196715230255","13814.196715230255","13814.196715230255"
"799","13858.957959765154","13858.957959765154","13858.957959765154"
"800","13800.924447262609","13800.924447262609","13800.924447262609"
"801","13922.090682825132","13922.090682825132","13922.090682825132"
"802","13720.004246472143","13720.004246472143","13720.004246472143"
"803","13836.500276248878","13836.500276248878","13836.500276248878"
"804","13857.892216290165","13857.892216290165","13857.892216290165"
"805","13786.57859452866","13786.57859452866","13786.57859452866"
"806","13951.682403800603","13951.682403800603","13951.682403800603"
"807","13948.337053279049","13948.337053279049","13948.337053279049"
"808","13946.034753328648","13946.034753328648","13946.034753328648"
"809","13823.348266811428","13823.348266811428","13823.348266811428"
"810","13582.742446683245","13582.742446683245","13582.742446683245"
"811","13911.4635629705","13911.4635629705","13911.4635629705"
"812","13864.04299231043","13864.04299231043","13864.04299231043"
"813","13759.114762676154","13759.114762676154","13759.114762676154"
"814","13907.409395263241","13907.409395263241","13907.409395263241"
"815","13728.256117830568","13728.256117830568","13728.256117830568"
"816","13204.233060331046","13204.233060331046","13204.233060331046"
"817","13938.79312823625","13938.79312823625","13938.79312823625"
"818","13967.774562629713","13967.774562629713","13967.774562629713"
"819","13732.089412196021","13732.089412196021","13732.089412196021"
"820","13876.144252690981","13876.144252690981","13876.144252690981"
"821","13881.511095597314","13881.511095597314","13881.511095597314"
"822","13870.408265685199","13870.408265685199","13870.408265685199"
"823","13918.6768114807","13918.6768114807","13918.6768114807"
"824","13795.339086342241","13795.339086342241","13795.339086342241"
"825","13734.36552877177","13734.36552877177","13734.36552877177"
"826","13957.742856013168","13957.742856013168","13957.742856013168"
"827","13797.008310391684","13797.008310391684","13797.008310391684"
"828","13806.529126801373","13806.529126801373","13806.529126801373"
"829","13866.70629371382","13866.70629371382","13866.70629371382"
"830","13823.667122273599","13823.667122273599","13823.667122273599"
"831","13886.492966171018","13886.492966171018","13886.492966171018"
"832","13841.026132185223","13841.026132185223","13841.026132185223"
"833","13064.910221025288","13064.910221025288","13064.910221025288"
"834","13881.877507793464","13881.877507793464","13881.877507793464"
"835","13834.301585776275","13834.301585776275","13834.301585776275"
"836","13832.341181023623","13832.341181023623","13832.341181023623"
"837","13713.279992507394","13713.279992507394","13713.279992507394"
"838","13916.722484831627","13916.722484831627","13916.722484831627"
"839","13695.992244724852","13695.992244724852","13695.992244724852"
"840","13940.813991771773","13940.813991771773","13940.813991771773"
"841","13839.271918791803","13839.271918791803","13839.271918791803"
"842","13861.388169696525","13861.388169696525","13861.388169696525"
"843","13840.05234017894","13840.05234017894","13840.05234017894"
"844","13237.985435536633","13237.985435536633","13237.985435536633"
"845","13890.93178621925","13890.93178621925","13890.93178621925"
"846","13808.445225815614","13808.445225815614","13808.445225815614"
"847","13909.503753489547","13909.503753489547","13909.503753489547"
"848","13849.245635465946","13849.245635465946","13849.245635465946"
"849","13666.749280859405","13666.749280859405","13666.749280859405"
"850","13765.009035726267","13765.009035726267","13765.009035726267"
"851","13871.475935201359","13871.475935201359","13871.475935201359"
"852","13697.994281562103","13697.994281562103","13697.994281562103"
"853","13971.720077682703","13971.720077682703","13971.720077682703"
"854","13769.62067051136","13769.62067051136","13769.62067051136"
"855","13855.649473594223","13855.649473594223","13855.649473594223"
"856","13794.342176161032","13794.342176161032","13794.342176161032"
"857","13743.924667572624","13743.924667572624","13743.924667572624"
"858","13652.89787268536","13652.89787268536","13652.89787268536"
"859","13845.24252246444","13845.24252246444","13845.24252246444"
"860","13787.30144877446","13787.30144877446","13787.30144877446"
"861","13822.117474411187","13822.117474411187","13822.117474411187"
"862","13668.155541293845","13668.155541293845","13668.155541293845"
"863","13860.448785063518","13860.448785063518","13860.448785063518"
"864","13955.875796633669","13955.875796633669","13955.875796633669"
"865","13939.072093191819","13939.072093191819","13939.072093191819"
"866","13091.665100768994","13091.665100768994","13091.665100768994"
"867","13916.173868714994","13916.173868714994","13916.173868714994"
"868","13886.83719135636","13886.83719135636","13886.83719135636"
"869","13825.662156615848","13825.662156615848","13825.662156615848"
"870","13879.58961775093","13879.58961775093","13879.58961775093"
"871","13713.725151865896","13713.725151865896","13713.725151865896"
"872","13894.811526796379","13894.811526796379","13894.811526796379"
"873","13755.354474500891","13755.354474500891","13755.354474500891"
"874","13878.445955508929","13878.445955508929","13878.445955508929"
"875","13898.386100860875","13898.386100860875","13898.386100860875"
"876","13776.04680363344","13776.04680363344","13776.04680363344"
"877","13764.979625324764","13764.979625324764","13764.979625324764"
"878","13839.435428365205","13839.435428365205","13839.435428365205"
"879","13925.491179104147","13925.491179104147","13925.491179104147"
"880","13870.654636370242","13870.654636370242","13870.654636370242"
"881","13872.767811057602","13872.767811057602","13872.767811057602"
"882","13919.827114106722","13919.827114106722","13919.827114106722"
"883","13821.709730085751","13821.709730085751","13821.709730085751"
"884","13642.237034746942","13642.237034746942","13642.237034746942"
"885","13763.619531563367","13763.619531563367","13763.619531563367"
"886","13794.08374148502","13794.08374148502","13794.08374148502"
"887","13809.199974492707","13809.199974492707","13809.199974492707"
"888","13846.812240739708","13846.812240739708","13846.812240739708"
"889","13193.5991234919","13193.5991234919","13193.5991234919"
"890","13935.371061686523","13935.371061686523","13935.371061686523"
"891","13886.485483204337","13886.485483204337","13886.485483204337"
"892","13909.826595985282","13909.826595985282","13909.826595985282"
"893","13809.318373928321","13809.318373928321","13809.318373928321"
"894","13804.169874540194","13804.169874540194","13804.169874540194"
"895","13606.164677557312","13606.164677557312","13606.164677557312"
"896","13906.29866553559","13906.29866553559","13906.29866553559"
"897","13941.168457338727","13941.168457338727","13941.168457338727"
"898","13682.422957337274","13682.422957337274","13682.422957337274"
"899","13992.590319138828","13992.590319138828","13992.590319138828"
"900","13302.363304400344","13302.363304400344","13302.363304400344"
"901","13969.129872157368","13969.129872157368","13969.129872157368"
"902","13796.203191727996","13796.203191727996","13796.203191727996"
"903","13870.639704564428","13870.639704564428","13870.639704564428"
"904","13892.047551379945","13892.047551379945","13892.047551379945"
"905","13716.84937805298","13716.84937805298","13716.84937805298"
"906","13837.49585919046","13837.49585919046","13837.49585919046"
"907","13830.329373653585","13830.329373653585","13830.329373653585"
"908","13882.513166670078","13882.513166670078","13882.513166670078"
"909","13882.490730659852","13882.490730659852","13882.490730659852"
"910","9342.755113538724","9342.755113538724","9342.755113538724"
"911","14003.12112547479","14003.12112547479","14003.12112547479"
"912","13928.30612023187","13928.30612023187","13928.30612023187"
"913","8986.211544074444","8986.211544074444","8986.211544074444"
"914","9480.361770711088","9480.361770711088","9480.361770711088"
"915","14019.27884541628","14019.27884541628","14019.27884541628"
"916","13897.3442636212","13897.3442636212","13897.3442636212"
"917","13919.022634112722","13919.022634112722","13919.022634112722"
"918","13852.417029195656","13852.417029195656","13852.417029195656"
"919","13788.835921234488","13788.835921234488","13788.835921234488"
"920","13871.423667832585","13871.423667832585","13871.423667832585"
"921","13713.389455243829","13713.389455243829","13713.389455243829"
"922","13273.968542978984","13273.968542978984","13273.968542978984"
"923","13908.985735219903","13908.985735219903","13908.985735219903"
"924","13942.594043431754","13942.594043431754","13942.594043431754"
"925","13592.858750291429","13592.858750291429","13592.858750291429"
"926","13854.658725490723","13854.658725490723","13854.658725490723"
"927","13887.398464668238","13887.398464668238","13887.398464668238"
"928","13759.717187336479","13759.717187336479","13759.717187336479"
"929","13820.568173944195","13820.568173944195","13820.568173944195"
"930","13903.34258755207","13903.34258755207","13903.34258755207"
"931","13788.784274780404","13788.784274780404","13788.784274780404"
"932","13945.657399615666","13945.657399615666","13945.657399615666"
"933","13795.568026801186","13795.568026801186","13795.568026801186"
"934","13790.038655212162","13790.038655212162","13790.038655212162"
"935","13920.308342849488","13920.308342849488","13920.308342849488"
"936","13839.004366005518","13839.004366005518","13839.004366005518"
"937","13844.268137096367","13844.268137096367","13844.268137096367"
"938","13846.938726426575","13846.938726426575","13846.938726426575"
"939","13035.712040597675","13035.712040597675","13035.712040597675"
"940","13918.541494258896","13918.541494258896","13918.541494258896"
"941","13909.045793331703","13909.045793331703","13909.045793331703"
"942","13860.053685124289","13860.053685124289","13860.053685124289"
"943","13893.410675525738","13893.410675525738","13893.410675525738"
"944","13657.709735683939","13657.709735683939","13657.709735683939"
"945","13519.699078691332","13519.699078691332","13519.699078691332"
"946","13773.712680410552","13773.712680410552","13773.712680410552"
"947","13198.984933477019","13198.984933477019","13198.984933477019"
"948","13904.152758001694","13904.152758001694","13904.152758001694"
"949","13806.211061446947","13806.211061446947","13806.211061446947"
"950","13597.298341349133","13597.298341349133","13597.298341349133"
"951","13920.36849878189","13920.36849878189","13920.36849878189"
"952","13784.196662455242","13784.196662455242","13784.196662455242"
"953","13878.33384190427","13878.33384190427","13878.33384190427"
"954","13888.558573299488","13888.558573299488","13888.558573299488"
"955","13508.820260553943","13508.820260553943","13508.820260553943"
"956","13849.096779429017","13849.096779429017","13849.096779429017"
"957","13773.079584634535","13773.079584634535","13773.079584634535"
"958","13920.69184582649","13920.69184582649","13920.69184582649"
"959","13816.277906064679","13816.277906064679","13816.277906064679"
"960","13419.934548548817","13419.934548548817","13419.934548548817"
"961","13669.402570949353","13669.402570949353","13669.402570949353"
"962","13778.344883634389","13778.344883634389","13778.344883634389"
"963","13789.595906647417","13789.595906647417","13789.595906647417"
"964","13842.40156806544","13842.40156806544","13842.40156806544"
"965","13604.96507187668","13604.96507187668","13604.96507187668"
"966","13675.343584877724","13675.343584877724","13675.343584877724"
"967","13838.47672277459","13838.47672277459","13838.47672277459"
"968","13756.566061647181","13756.566061647181","13756.566061647181"
"969","13873.544545884259","13873.544545884259","13873.544545884259"
"970","13812.508522870407","13812.508522870407","13812.508522870407"
"971","13148.529912750651","13148.529912750651","13148.529912750651"
"972","13853.146804156298","13853.146804156298","13853.146804156298"
"973","13702.947286588396","13702.947286588396","13702.947286588396"
"974","13539.673740241195","13539.673740241195","13539.673740241195"
"975","13821.932133099193","13821.932133099193","13821.932133099193"
"976","13872.26746064515","13872.26746064515","13872.26746064515"
"977","13906.156084704622","13906.156084704622","13906.156084704622"
"978","13773.73476619749","13773.73476619749","13773.73476619749"
"979","13782.346255606977","13782.346255606977","13782.346255606977"
"980","13747.099337819001","13747.099337819001","13747.099337819001"
"981","13879.828838916816","13879.828838916816","13879.828838916816"
"982","13858.957959765154","13858.957959765154","13858.957959765154"
"983","13833.432701474718","13833.432701474718","13833.432701474718"
"984","13866.36306579712","13866.36306579712","13866.36306579712"
"985","13654.098711884668","13654.098711884668","13654.098711884668"
"986","13893.021184188254","13893.021184188254","13893.021184188254"
"987","13853.109568878486","13853.109568878486","13853.109568878486"
"988","13732.557747523644","13732.557747523644","13732.557747523644"
"989","13782.537908151013","13782.537908151013","13782.537908151013"
"990","13851.769232175051","13851.769232175051","13851.769232175051"
"991","13937.888453856152","13937.888453856152","13937.888453856152"
"992","13846.544396324754","13846.544396324754","13846.544396324754"
"993","9520.355789894455","9520.355789894455","9520.355789894455"
"994","13761.22347980577","13761.22347980577","13761.22347980577"
"995","13762.97266237307","13762.97266237307","13762.97266237307"
"996","13919.69929331466","13919.69929331466","13919.69929331466"
"997","7080.515102741062","7080.515102741062","7080.515102741062"
"998","13919.330881812799","13919.330881812799","13919.330881812799"
"999","13934.067500446088","13934.067500446088","13934.067500446088"
"1000","13909.49624570284","13909.49624570284","13909.49624570284"
"1001","9764.255571578942","9764.255571578942","9764.255571578942"
"1002","13878.752408603921","13878.752408603921","13878.752408603921"
"1003","13869.385547635002","13869.385547635002","13869.385547635002"
"1004","13720.018855719354","13720.018855719354","13720.018855719354"
"1005","13763.950340442714","13763.950340442714","13763.950340442714"
"1006","12754.184253585008","12754.184253585008","12754.184253585008"
"1007","13637.652578552048","13637.652578552048","13637.652578552048"
"1008","11811.426313234811","11811.426313234811","11811.426313234811"
"1009","13790.19362392673","13790.19362392673","13790.19362392673"
"1010","13690.746045618105","13690.746045618105","13690.746045618105"
"1011","13645.025313117856","13645.025313117856","13645.025313117856"
"1012","13397.246070865056","13397.246070865056","13397.246070865056"
"1013","13533.42354423998","13533.42354423998","13533.42354423998"
"1014","12281.751226158945","12281.751226158945","12281.751226158945"
"1015","13717.922746799393","13717.922746799393","13717.922746799393"
"1016","13689.31331714189","13689.31331714189","13689.31331714189"
"1017","12338.515410094775","12338.515410094775","12338.515410094775"
"1018","13505.301684113985","13505.301684113985","13505.301684113985"
"1019","13633.915098736856","13633.915098736856","13633.915098736856"
"1020","13530.900925432457","13530.900925432457","13530.900925432457"
"1021","13594.45781650349","13594.45781650349","13594.45781650349"
"1022","13787.707165489059","13787.707165489059","13787.707165489059"
"1023","13691.015170206594","13691.015170206594","13691.015170206594"
"1024","13768.031624506535","13768.031624506535","13768.031624506535"
"1025","13868.997402166853","13868.997402166853","13868.997402166853"
"1026","13544.007467393225","13544.007467393225","13544.007467393225"
"1027","13642.432032695498","13642.432032695498","13642.432032695498"
"1028","13731.39428584217","13731.39428584217","13731.39428584217"
"1029","13374.231586158576","13374.231586158576","13374.231586158576"
"1030","12792.552451850095","12792.552451850095","12792.552451850095"
"1031","13750.436888375696","13750.436888375696","13750.436888375696"
"1032","13481.653812349854","13481.653812349854","13481.653812349854"
"1033","13452.37695757849","13452.37695757849","13452.37695757849"
"1034","13169.62927287966","13169.62927287966","13169.62927287966"
"1035","13555.87000784321","13555.87000784321","13555.87000784321"
"1036","13572.941435234929","13572.941435234929","13572.941435234929"
"1037","13694.922305037187","13694.922305037187","13694.922305037187"
"1038","13700.812685018203","13700.812685018203","13700.812685018203"
"1039","13241.787935544837","13241.787935544837","13241.787935544837"
"1040","13507.113840625325","13507.113840625325","13507.113840625325"
"1041","13633.467892859278","13633.467892859278","13633.467892859278"
"1042","13834.724927926814","13834.724927926814","13834.724927926814"
"1043","13674.617909587641","13674.617909587641","13674.617909587641"
"1044","13683.084072758242","13683.084072758242","13683.084072758242"
"1045","13796.963989489172","13796.963989489172","13796.963989489172"
"1046","13842.825406102276","13842.825406102276","13842.825406102276"
"1047","13870.139507646665","13870.139507646665","13870.139507646665"
"1048","13894.504364104565","13894.504364104565","13894.504364104565"
"1049","13667.48861882532","13667.48861882532","13667.48861882532"
"1050","13740.026155834517","13740.026155834517","13740.026155834517"
"1051","13841.46475502247","13841.46475502247","13841.46475502247"
"1052","13770.694955676407","13770.694955676407","13770.694955676407"
"1053","13891.440972246555","13891.440972246555","13891.440972246555"
"1054","13824.371622538672","13824.371622538672","13824.371622538672"
"1055","13760.576835812162","13760.576835812162","13760.576835812162"
"1056","13776.79064946007","13776.79064946007","13776.79064946007"
"1057","13879.223326320958","13879.223326320958","13879.223326320958"
"1058","13818.996989505633","13818.996989505633","13818.996989505633"
"1059","13734.255730910998","13734.255730910998","13734.255730910998"
"1060","13817.729926471102","13817.729926471102","13817.729926471102"
"1061","13862.85714531634","13862.85714531634","13862.85714531634"
"1062","13721.932936137948","13721.932936137948","13721.932936137948"
"1063","13763.127023360643","13763.127023360643","13763.127023360643"
"1064","13835.512264681754","13835.512264681754","13835.512264681754"
"1065","13925.596530733004","13925.596530733004","13925.596530733004"
"1066","13704.973223245981","13704.973223245981","13704.973223245981"
"1067","13681.180814347033","13681.180814347033","13681.180814347033"
"1068","13932.500535786307","13932.500535786307","13932.500535786307"
"1069","13902.352507432717","13902.352507432717","13902.352507432717"
"1070","13908.88063477225","13908.88063477225","13908.88063477225"
"1071","13590.098915789791","13590.098915789791","13590.098915789791"
"1072","13771.997567302666","13771.997567302666","13771.997567302666"
"1073","13834.331293152087","13834.331293152087","13834.331293152087"
"1074","13886.702492512333","13886.702492512333","13886.702492512333"
"1075","13781.13749316152","13781.13749316152","13781.13749316152"
"1076","13823.422417931855","13823.422417931855","13823.422417931855"
"1077","13117.868676765007","13117.868676765007","13117.868676765007"
"1078","13893.950007278609","13893.950007278609","13893.950007278609"
"1079","13525.169906189085","13525.169906189085","13525.169906189085"
"1080","13897.321779647305","13897.321779647305","13897.321779647305"
"1081","13624.882903364638","13624.882903364638","13624.882903364638"
"1082","13820.923963422809","13820.923963422809","13820.923963422809"
"1083","13896.602330893724","13896.602330893724","13896.602330893724"
"1084","13745.845424470885","13745.845424470885","13745.845424470885"
"1085","13927.357643972522","13927.357643972522","13927.357643972522"
"1086","13899.383112956944","13899.383112956944","13899.383112956944"
"1087","13864.035533519265","13864.035533519265","13864.035533519265"
"1088","13237.387029830323","13237.387029830323","13237.387029830323"
"1089","13817.0335112529","13817.0335112529","13817.0335112529"
"1090","13905.908451262847","13905.908451262847","13905.908451262847"
"1091","13942.918423837647","13942.918423837647","13942.918423837647"
"1092","13800.621421490896","13800.621421490896","13800.621421490896"
"1093","13088.433574297107","13088.433574297107","13088.433574297107"
"1094","13961.55411430141","13961.55411430141","13961.55411430141"
"1095","13999.811908894591","13999.811908894591","13999.811908894591"
"1096","13723.072871296617","13723.072871296617","13723.072871296617"
"1097","13938.868523069084","13938.868523069084","13938.868523069084"
"1098","13765.450206830536","13765.450206830536","13765.450206830536"
"1099","13889.31461935604","13889.31461935604","13889.31461935604"
"1100","13777.217844760527","13777.217844760527","13777.217844760527"
"1101","13849.736883092175","13849.736883092175","13849.736883092175"
"1102","13931.679526762598","13931.679526762598","13931.679526762598"
"1103","13934.926467152907","13934.926467152907","13934.926467152907"
"1104","13630.662705968976","13630.662705968976","13630.662705968976"
"1105","13775.685956872207","13775.685956872207","13775.685956872207"
"1106","13774.007163393466","13774.007163393466","13774.007163393466"
"1107","13808.837388850605","13808.837388850605","13808.837388850605"
"1108","13933.75106572109","13933.75106572109","13933.75106572109"
"1109","13890.4076631219","13890.4076631219","13890.4076631219"
"1110","13215.93461831967","13215.93461831967","13215.93461831967"
"1111","13881.271816440463","13881.271816440463","13881.271816440463"
"1112","13819.1303780797","13819.1303780797","13819.1303780797"
"1113","13762.597800103822","13762.597800103822","13762.597800103822"
"1114","13933.984623295617","13933.984623295617","13933.984623295617"
"1115","13928.946038300839","13928.946038300839","13928.946038300839"
"1116","13781.071164774095","13781.071164774095","13781.071164774095"
"1117","13639.44989567885","13639.44989567885","13639.44989567885"
"1118","13811.47952031943","13811.47952031943","13811.47952031943"
"1119","13961.266684978442","13961.266684978442","13961.266684978442"
"1120","13922.361457942208","13922.361457942208","13922.361457942208"
"1121","13790.791393025029","13790.791393025029","13790.791393025029"
"1122","13790.828294050312","13790.828294050312","13790.828294050312"
"1123","13888.828045621673","13888.828045621673","13888.828045621673"
"1124","13737.12569165915","13737.12569165915","13737.12569165915"
"1125","13869.213865229181","13869.213865229181","13869.213865229181"
"1126","13866.355604509372","13866.355604509372","13866.355604509372"
"1127","13036.358298714464","13036.358298714464","13036.358298714464"
"1128","13929.284842260595","13929.284842260595","13929.284842260595"
"1129","13880.778329230654","13880.778329230654","13880.778329230654"
"1130","13840.728776581973","13840.728776581973","13840.728776581973"
"1131","13874.933923152632","13874.933923152632","13874.933923152632"
"1132","13684.704438933468","13684.704438933468","13684.704438933468"
"1133","13696.829388931794","13696.829388931794","13696.829388931794"
"1134","13785.501829789215","13785.501829789215","13785.501829789215"
"1135","13825.706662088465","13825.706662088465","13825.706662088465"
"1136","13900.537726735032","13900.537726735032","13900.537726735032"
"1137","13707.976792543059","13707.976792543059","13707.976792543059"
"1138","13781.63866161461","13781.63866161461","13781.63866161461"
"1139","13740.854038172884","13740.854038172884","13740.854038172884"
"1140","13784.034455534516","13784.034455534516","13784.034455534516"
"1141","13908.715480134997","13908.715480134997","13908.715480134997"
"1142","13805.944785443697","13805.944785443697","13805.944785443697"
"1143","13654.315753554945","13654.315753554945","13654.315753554945"
"1144","13566.753344332823","13566.753344332823","13566.753344332823"
"1145","13881.511095597314","13881.511095597314","13881.511095597314"
"1146","13937.360781363494","13937.360781363494","13937.360781363494"
"1147","13907.649576372036","13907.649576372036","13907.649576372036"
"1148","13886.485483204337","13886.485483204337","13886.485483204337"
"1149","13919.736887421583","13919.736887421583","13919.736887421583"
"1150","13906.028514860462","13906.028514860462","13906.028514860462"
"1151","13771.107054740167","13771.107054740167","13771.107054740167"
"1152","13915.625295851038","13915.625295851038","13915.625295851038"
"1153","13575.587029289143","13575.587029289143","13575.587029289143"
"1154","13906.54631287539","13906.54631287539","13906.54631287539"
"1155","13322.8024193194","13322.8024193194","13322.8024193194"
"1156","13912.8079661555","13912.8079661555","13912.8079661555"
"1157","13695.118812039042","13695.118812039042","13695.118812039042"
"1158","13829.342243139612","13829.342243139612","13829.342243139612"
"1159","13893.70280836087","13893.70280836087","13893.70280836087"
"1160","13023.307084035589","13023.307084035589","13023.307084035589"
"1161","13894.354533573156","13894.354533573156","13894.354533573156"
"1162","13854.35333547306","13854.35333547306","13854.35333547306"
"1163","13824.015655535308","13824.015655535308","13824.015655535308"
"1164","13859.889687991446","13859.889687991446","13859.889687991446"
"1165","13728.870471356147","13728.870471356147","13728.870471356147"
"1166","13812.834282247075","13812.834282247075","13812.834282247075"
"1167","13870.072319764384","13870.072319764384","13870.072319764384"
"1168","13909.646402976914","13909.646402976914","13909.646402976914"
"1169","13892.886365351731","13892.886365351731","13892.886365351731"
"1170","13621.850828761408","13621.850828761408","13621.850828761408"
"1171","13743.514193739693","13743.514193739693","13743.514193739693"
"1172","13777.78502428373","13777.78502428373","13777.78502428373"
"1173","13835.371131690436","13835.371131690436","13835.371131690436"
"1174","13964.391222687404","13964.391222687404","13964.391222687404"
"1175","13900.717683821806","13900.717683821806","13900.717683821806"
"1176","13816.826081991181","13816.826081991181","13816.826081991181"
"1177","13312.368703245565","13312.368703245565","13312.368703245565"
"1178","13981.157453337464","13981.157453337464","13981.157453337464"
"1179","13881.72047162656","13881.72047162656","13881.72047162656"
"1180","13806.921181007061","13806.921181007061","13806.921181007061"
"1181","13659.041737515423","13659.041737515423","13659.041737515423"
"1182","13958.899625159795","13958.899625159795","13958.899625159795"
"1183","13749.615187117843","13749.615187117843","13749.615187117843"
"1184","13784.764416742759","13784.764416742759","13784.764416742759"
"1185","13776.79801467184","13776.79801467184","13776.79801467184"
"1186","13918.947453817855","13918.947453817855","13918.947453817855"
"1187","13919.270734848027","13919.270734848027","13919.270734848027"
"1188","13560.206975482519","13560.206975482519","13560.206975482519"
"1189","13809.414574964738","13809.414574964738","13809.414574964738"
"1190","13950.489069868285","13950.489069868285","13950.489069868285"
"1191","13910.645031319431","13910.645031319431","13910.645031319431"
"1192","13820.553349780113","13820.553349780113","13820.553349780113"
"1193","13438.353768790765","13438.353768790765","13438.353768790765"
"1194","13664.278153160916","13664.278153160916","13664.278153160916"
"1195","13867.69876567393","13867.69876567393","13867.69876567393"
"1196","13814.826190794012","13814.826190794012","13814.826190794012"
"1197","13907.484450968594","13907.484450968594","13907.484450968594"
"1198","13725.397171918166","13725.397171918166","13725.397171918166"
"1199","13848.63534604924","13848.63534604924","13848.63534604924"
"1200","13724.907395315495","13724.907395315495","13724.907395315495"
"1201","13886.171205886014","13886.171205886014","13886.171205886014"
"1202","13777.446184147637","13777.446184147637","13777.446184147637"
"1203","13741.388917861383","13741.388917861383","13741.388917861383"
"1204","13994.573613538292","13994.573613538292","13994.573613538292"
"1205","13169.212005997479","13169.212005997479","13169.212005997479"
"1206","13951.11592236689","13951.11592236689","13951.11592236689"
"1207","13921.556684991183","13921.556684991183","13921.556684991183"
"1208","13708.97584393034","13708.97584393034","13708.97584393034"
"1209","13740.56829759621","13740.56829759621","13740.56829759621"
"1210","13743.338283888226","13743.338283888226","13743.338283888226"
"1211","13736.459343875182","13736.459343875182","13736.459343875182"
"1212","13708.946672482949","13708.946672482949","13708.946672482949"
"1213","13831.368610658768","13831.368610658768","13831.368610658768"
"1214","13856.588207776202","13856.588207776202","13856.588207776202"
"1215","13677.905834570918","13677.905834570918","13677.905834570918"
"1216","13735.558778725232","13735.558778725232","13735.558778725232"
"1217","13805.027691157162","13805.027691157162","13805.027691157162"
"1218","13857.77298246067","13857.77298246067","13857.77298246067"
"1219","13922.090682825132","13922.090682825132","13922.090682825132"
"1220","13808.275048787465","13808.275048787465","13808.275048787465"
"1221","13115.899103002072","13115.899103002072","13115.899103002072"
"1222","13795.64926556479","13795.64926556479","13795.64926556479"
"1223","13538.756114552305","13538.756114552305","13538.756114552305"
"1224","13762.994713730734","13762.994713730734","13762.994713730734"
"1225","13809.251773995968","13809.251773995968","13809.251773995968"
"1226","13467.499168269766","13467.499168269766","13467.499168269766"
"1227","13747.510025836127","13747.510025836127","13747.510025836127"
"1228","13780.068946856763","13780.068946856763","13780.068946856763"
"1229","13831.583900708116","13831.583900708116","13831.583900708116"
"1230","13881.047499722592","13881.047499722592","13881.047499722592"
"1231","13542.24233073382","13542.24233073382","13542.24233073382"
"1232","13714.885621134177","13714.885621134177","13714.885621134177"
"1233","13799.24688631037","13799.24688631037","13799.24688631037"
"1234","13838.56589908671","13838.56589908671","13838.56589908671"
"1235","13794.179730377136","13794.179730377136","13794.179730377136"
"1236","13839.249622331145","13839.249622331145","13839.249622331145"
"1237","13865.475228927358","13865.475228927358","13865.475228927358"
"1238","13797.621445425628","13797.621445425628","13797.621445425628"
"1239","13825.009442601631","13825.009442601631","13825.009442601631"
"1240","13360.287642910023","13360.287642910023","13360.287642910023"
"1241","13933.562718541512","13933.562718541512","13933.562718541512"
"1242","13083.854986931277","13083.854986931277","13083.854986931277"
"1243","13911.05053037296","13911.05053037296","13911.05053037296"
"1244","13894.878954570895","13894.878954570895","13894.878954570895"
"1245","13806.699260797517","13806.699260797517","13806.699260797517"
"1246","13927.320008690454","13927.320008690454","13927.320008690454"
"1247","13629.725497248117","13629.725497248117","13629.725497248117"
"1248","13741.418227540848","13741.418227540848","13741.418227540848"
"1249","13769.848758139342","13769.848758139342","13769.848758139342"
"1250","13698.758850039709","13698.758850039709","13698.758850039709"
"1251","13765.810517543929","13765.810517543929","13765.810517543929"
"1252","13814.759537724713","13814.759537724713","13814.759537724713"
"1253","13361.118887384146","13361.118887384146","13361.118887384146"
"1254","13871.938891948239","13871.938891948239","13871.938891948239"
"1255","13879.866217968882","13879.866217968882","13879.866217968882"
"1256","13920.075243522146","13920.075243522146","13920.075243522146"
"1257","13792.400461141742","13792.400461141742","13792.400461141742"
"1258","13702.26239314467","13702.26239314467","13702.26239314467"
"1259","13439.461090716793","13439.461090716793","13439.461090716793"
"1260","13891.957684462022","13891.957684462022","13891.957684462022"
"1261","13837.703909543578","13837.703909543578","13837.703909543578"
"1262","13922.158375616966","13922.158375616966","13922.158375616966"
"1263","13661.952776042997","13661.952776042997","13661.952776042997"
"1264","13798.315905129833","13798.315905129833","13798.315905129833"
"1265","13748.896279073242","13748.896279073242","13748.896279073242"
"1266","9283.796239115234","9283.796239115234","9283.796239115234"
"1267","13884.218515664987","13884.218515664987","13884.218515664987"
"1268","13927.05656741109","13927.05656741109","13927.05656741109"
"1269","13984.609635941533","13984.609635941533","13984.609635941533"
"1270","6412.2588233303495","6412.2588233303495","6412.2588233303495"
"1271","13919.165478910441","13919.165478910441","13919.165478910441"
