consumed_tokens,11/04/2025_14:07:07_elie-48n-1004-part1-resume1104-farsi-change_tp_group_0 - _step,11/04/2025_14:07:07_elie-48n-1004-part1-resume1104-farsi-change_tp_group_0 - _step__MIN,11/04/2025_14:07:07_elie-48n-1004-part1-resume1104-farsi-change_tp_group_0 - _step__MAX,11/04/2025_14:07:07_elie-48n-1004-part1-resume1104-farsi-change_tp_group_0 - lm_loss,11/04/2025_14:07:07_elie-48n-1004-part1-resume1104-farsi-change_tp_group_0 - lm_loss__MIN,11/04/2025_14:07:07_elie-48n-1004-part1-resume1104-farsi-change_tp_group_0 - lm_loss__MAX,10/04/2025_21:06:56_elie-48n-1004-part1_tp_group_0 - _step,10/04/2025_21:06:56_elie-48n-1004-part1_tp_group_0 - _step__MIN,10/04/2025_21:06:56_elie-48n-1004-part1_tp_group_0 - _step__MAX,10/04/2025_21:06:56_elie-48n-1004-part1_tp_group_0 - lm_loss,10/04/2025_21:06:56_elie-48n-1004-part1_tp_group_0 - lm_loss__MIN,10/04/2025_21:06:56_elie-48n-1004-part1_tp_group_0 - lm_loss__MAX
139283398656,,,,,,,59036,59036,59036,2.3685715198516846,2.3685715198516846,2.3685715198516846
139285757952,,,,,,,59037,59037,59037,2.3332056999206543,2.3332056999206543,2.3332056999206543
139290476544,,,,,,,59039,59039,59039,2.334592819213867,2.334592819213867,2.334592819213867
139332943872,,,,,,,59057,59057,59057,2.335026502609253,2.335026502609253,2.335026502609253
139335303168,,,,,,,59058,59058,59058,2.3559327125549316,2.3559327125549316,2.3559327125549316
139358896128,,,,,,,59068,59068,59068,2.351276397705078,2.351276397705078,2.351276397705078
139424956416,,,,,,,59096,59096,59096,2.374079465866089,2.374079465866089,2.374079465866089
139427315712,,,,,,,59097,59097,59097,2.3339757919311523,2.3339757919311523,2.3339757919311523
139455627264,,,,,,,59109,59109,59109,2.3398072719573975,2.3398072719573975,2.3398072719573975
139592466432,,,,,,,59167,59167,59167,2.3418827056884766,2.3418827056884766,2.3418827056884766
139634933760,,,,,,,59185,59185,59185,2.3549742698669434,2.3549742698669434,2.3549742698669434
139672682496,,,,,,,59201,59201,59201,2.3255834579467773,2.3255834579467773,2.3255834579467773
139686838272,,,,,,,59207,59207,59207,2.3428051471710205,2.3428051471710205,2.3428051471710205
139734024192,,,,,,,59227,59227,59227,2.3467812538146973,2.3467812538146973,2.3467812538146973
139793006592,,,,,,,59252,59252,59252,2.334939479827881,2.334939479827881,2.334939479827881
139795365888,,,,,,,59253,59253,59253,2.368013381958008,2.368013381958008,2.368013381958008
139889737728,,,,,,,59293,59293,59293,2.328904151916504,2.328904151916504,2.328904151916504
139892097024,,,,,,,59294,59294,59294,2.348466396331787,2.348466396331787,2.348466396331787
139974672384,,,,,,,59329,59329,59329,2.339609146118164,2.339609146118164,2.339609146118164
140000624640,,,,,,,59340,59340,59340,2.339325189590454,2.339325189590454,2.339325189590454
140005343232,,,,,,,59342,59342,59342,2.307577610015869,2.307577610015869,2.307577610015869
140066684928,,,,,,,59368,59368,59368,2.33259916305542,2.33259916305542,2.33259916305542
140151619584,,,,,,,59404,59404,59404,2.334057092666626,2.334057092666626,2.334057092666626
140212961280,,,,,,,59430,59430,59430,2.3735439777374268,2.3735439777374268,2.3735439777374268
140236554240,,,,,,,59440,59440,59440,2.3304240703582764,2.3304240703582764,2.3304240703582764
140286099456,,,,,,,59461,59461,59461,2.349167823791504,2.349167823791504,2.349167823791504
140288458752,,,,,,,59462,59462,59462,2.359423875808716,2.359423875808716,2.359423875808716
140295536640,,,,,,,59465,59465,59465,2.3400020599365234,2.3400020599365234,2.3400020599365234
140309692416,,,,,,,59471,59471,59471,2.3274271488189697,2.3274271488189697,2.3274271488189697
140330926080,,,,,,,59480,59480,59480,2.3267338275909424,2.3267338275909424,2.3267338275909424
140347441152,,,,,,,59487,59487,59487,2.3200297355651855,2.3200297355651855,2.3200297355651855
140380471296,,,,,,,59501,59501,59501,2.356311321258545,2.356311321258545,2.356311321258545
140387549184,,,,,,,59504,59504,59504,2.3377814292907715,2.3377814292907715,2.3377814292907715
140389908480,,,,,,,59505,59505,59505,2.3351690769195557,2.3351690769195557,2.3351690769195557
140540903424,,,,,,,59569,59569,59569,2.336601495742798,2.336601495742798,2.336601495742798
140562137088,,,,,,,59578,59578,59578,2.325291156768799,2.325291156768799,2.325291156768799
140611682304,,,,,,,59599,59599,59599,2.3543806076049805,2.3543806076049805,2.3543806076049805
140621119488,,,,,,,59603,59603,59603,2.3521499633789062,2.3521499633789062,2.3521499633789062
140661227520,,,,,,,59620,59620,59620,2.3474011421203613,2.3474011421203613,2.3474011421203613
140663586816,,,,,,,59621,59621,59621,2.3354923725128174,2.3354923725128174,2.3354923725128174
140668305408,,,,,,,59623,59623,59623,2.350921392440796,2.350921392440796,2.350921392440796
140701335552,,,,,,,59637,59637,59637,2.320937156677246,2.320937156677246,2.320937156677246
140727287808,,,,,,,59648,59648,59648,2.334162712097168,2.334162712097168,2.334162712097168
140890079232,,,,,,,59717,59717,59717,2.349586248397827,2.349586248397827,2.349586248397827
140899516416,,,,,,,59721,59721,59721,2.3571300506591797,2.3571300506591797,2.3571300506591797
140904235008,,,,,,,59723,59723,59723,2.339134693145752,2.339134693145752,2.339134693145752
140916031488,,,,,,,59728,59728,59728,2.348097562789917,2.348097562789917,2.348097562789917
140949061632,,,,,,,59742,59742,59742,2.361985683441162,2.361985683441162,2.361985683441162
141003325440,,,,,,,59765,59765,59765,2.361166477203369,2.361166477203369,2.361166477203369
141026918400,,,,,,,59775,59775,59775,2.3733761310577393,2.3733761310577393,2.3733761310577393
141043433472,,,,,,,59782,59782,59782,2.343799114227295,2.343799114227295,2.343799114227295
141095337984,,,,,,,59804,59804,59804,2.3151233196258545,2.3151233196258545,2.3151233196258545
141180272640,,,,,,,59840,59840,59840,2.3572311401367188,2.3572311401367188,2.3572311401367188
141258129408,,,,,,,59873,59873,59873,2.3452975749969482,2.3452975749969482,2.3452975749969482
141295878144,,,,,,,59889,59889,59889,2.315387487411499,2.315387487411499,2.315387487411499
141333626880,,,,,,,59905,59905,59905,2.3439128398895264,2.3439128398895264,2.3439128398895264
141371375616,,,,,,,59921,59921,59921,2.3596572875976562,2.3596572875976562,2.3596572875976562
141402046464,,,,,,,59934,59934,59934,2.349177837371826,2.349177837371826,2.349177837371826
141437435904,,,,,,,59949,59949,59949,2.3492655754089355,2.3492655754089355,2.3492655754089355
141491699712,,,,,,,59972,59972,59972,2.3428633213043213,2.3428633213043213,2.3428633213043213
141510574080,,,,,,,59980,59980,59980,2.346858024597168,2.346858024597168,2.346858024597168
141527089152,,,,,,,59987,59987,59987,2.3487422466278076,2.3487422466278076,2.3487422466278076
141543604224,,,,,,,59994,59994,59994,2.3448405265808105,2.3448405265808105,2.3448405265808105
141555400704,,,,,,,59999,59999,59999,2.356436014175415,2.356436014175415,2.356436014175415
141583712256,,,,,,,60011,60011,60011,2.350550651550293,2.350550651550293,2.350550651550293
141652131840,,,,,,,60040,60040,60040,2.353785753250122,2.353785753250122,2.353785753250122
141656850432,,,,,,,60042,60042,60042,2.344768762588501,2.344768762588501,2.344768762588501
141767737344,,,,,,,60089,60089,60089,2.3368923664093018,2.3368923664093018,2.3368923664093018
141793689600,,,,,,,60100,60100,60100,2.3263649940490723,2.3263649940490723,2.3263649940490723
141796048896,,,,,,,60101,60101,60101,2.3420968055725098,2.3420968055725098,2.3420968055725098
141829079040,,,,,,,60115,60115,60115,2.351625442504883,2.351625442504883,2.351625442504883
141855031296,,,,,,,60126,60126,60126,2.341886281967163,2.341886281967163,2.341886281967163
141935247360,,,,,,,60160,60160,60160,2.333620071411133,2.333620071411133,2.333620071411133
141942325248,,,,,,,60163,60163,60163,2.333735704421997,2.333735704421997,2.333735704421997
142024900608,,,,,,,60198,60198,60198,2.328615427017212,2.328615427017212,2.328615427017212
142029619200,,,,,,,60200,60200,60200,2.3589344024658203,2.3589344024658203,2.3589344024658203
142036697088,,,,,,,60203,60203,60203,2.336669683456421,2.336669683456421,2.336669683456421
142055571456,,,,,,,60211,60211,60211,2.361502170562744,2.361502170562744,2.361502170562744
142069727232,,,,,,,60217,60217,60217,2.36419677734375,2.36419677734375,2.36419677734375
142093320192,,,,,,,60227,60227,60227,2.322361946105957,2.322361946105957,2.322361946105957
142123991040,,,,,,,60240,60240,60240,2.3249385356903076,2.3249385356903076,2.3249385356903076
142152302592,,,,,,,60252,60252,60252,2.337623119354248,2.337623119354248,2.337623119354248
142206566400,,,,,,,60275,60275,60275,2.3644509315490723,2.3644509315490723,2.3644509315490723
142211284992,,,,,,,60277,60277,60277,2.3356032371520996,2.3356032371520996,2.3356032371520996
142220722176,,,,,,,60281,60281,60281,2.3451759815216064,2.3451759815216064,2.3451759815216064
142234877952,,,,,,,60287,60287,60287,2.347104787826538,2.347104787826538,2.347104787826538
142286782464,,,,,,,60309,60309,60309,2.3275744915008545,2.3275744915008545,2.3275744915008545
142350483456,,,,,,,60336,60336,60336,2.355394124984741,2.355394124984741,2.355394124984741
142381154304,,,,,,,60349,60349,60349,2.3550405502319336,2.3550405502319336,2.3550405502319336
142614724608,,,,,,,60448,60448,60448,2.3561627864837646,2.3561627864837646,2.3561627864837646
142626521088,,,,,,,60453,60453,60453,2.326632022857666,2.326632022857666,2.326632022857666
142673707008,,,,,,,60473,60473,60473,2.3487250804901123,2.3487250804901123,2.3487250804901123
142683144192,,,,,,,60477,60477,60477,2.310821056365967,2.310821056365967,2.310821056365967
142704377856,,,,,,,60486,60486,60486,2.344148635864258,2.344148635864258,2.344148635864258
142723252224,,,,,,,60494,60494,60494,2.354736566543579,2.354736566543579,2.354736566543579
142735048704,,,,,,,60499,60499,60499,2.346121072769165,2.346121072769165,2.346121072769165
142876606464,,,,,,,60559,60559,60559,2.3786158561706543,2.3786158561706543,2.3786158561706543
142890762240,,,,,,,60565,60565,60565,2.3492205142974854,2.3492205142974854,2.3492205142974854
142914355200,,,,,,,60575,60575,60575,2.3586132526397705,2.3586132526397705,2.3586132526397705
142921433088,,,,,,,60578,60578,60578,2.3325085639953613,2.3325085639953613,2.3325085639953613
142966259712,,,,,,,60597,60597,60597,2.3378074169158936,2.3378074169158936,2.3378074169158936
142982774784,,,,,,,60604,60604,60604,2.316802740097046,2.316802740097046,2.316802740097046
142985134080,,,,,,,60605,60605,60605,2.3634018898010254,2.3634018898010254,2.3634018898010254
143037038592,,,,,,,60627,60627,60627,2.3373639583587646,2.3373639583587646,2.3373639583587646
143140847616,,,,,,,60671,60671,60671,2.3483636379241943,2.3483636379241943,2.3483636379241943
143225782272,,,,,,,60707,60707,60707,2.364048957824707,2.364048957824707,2.364048957824707
143235219456,,,,,,,60711,60711,60711,2.334566116333008,2.334566116333008,2.334566116333008
143275327488,,,,,,,60728,60728,60728,2.33440899848938,2.33440899848938,2.33440899848938
143317794816,,,,,,,60746,60746,60746,2.3350441455841064,2.3350441455841064,2.3350441455841064
143383855104,,,,,,,60774,60774,60774,2.350980281829834,2.350980281829834,2.350980281829834
143393292288,,,,,,,60778,60778,60778,2.321746587753296,2.321746587753296,2.321746587753296
143421603840,,,,,,,60790,60790,60790,2.3322720527648926,2.3322720527648926,2.3322720527648926
143440478208,,,,,,,60798,60798,60798,2.3402481079101562,2.3402481079101562,2.3402481079101562
143475867648,,,,,,,60813,60813,60813,2.3537347316741943,2.3537347316741943,2.3537347316741943
143497101312,,,,,,,60822,60822,60822,2.314302921295166,2.314302921295166,2.314302921295166
143525412864,,,,,,,60834,60834,60834,2.333725929260254,2.333725929260254,2.333725929260254
143638659072,,,,,,,60882,60882,60882,2.3481249809265137,2.3481249809265137,2.3481249809265137
143645736960,,,,,,,60885,60885,60885,2.3295652866363525,2.3295652866363525,2.3295652866363525
143659892736,,,,,,,60891,60891,60891,2.3355298042297363,2.3355298042297363,2.3355298042297363
143664611328,,,,,,,60893,60893,60893,2.2953457832336426,2.2953457832336426,2.2953457832336426
143695282176,,,,,,,60906,60906,60906,2.3436379432678223,2.3436379432678223,2.3436379432678223
143751905280,,,,,,,60930,60930,60930,2.3272225856781006,2.3272225856781006,2.3272225856781006
143787294720,,,,,,,60945,60945,60945,2.3439369201660156,2.3439369201660156,2.3439369201660156
143822684160,,,,,,,60960,60960,60960,2.343334197998047,2.343334197998047,2.343334197998047
143825043456,,,,,,,60961,60961,60961,2.346405029296875,2.346405029296875,2.346405029296875
143869870080,,,,,,,60980,60980,60980,2.330653667449951,2.330653667449951,2.330653667449951
143891103744,,,,,,,60989,60989,60989,2.3274731636047363,2.3274731636047363,2.3274731636047363
143940648960,,,,,,,61010,61010,61010,2.321138381958008,2.321138381958008,2.321138381958008
143990194176,,,,,,,61031,61031,61031,2.331040143966675,2.331040143966675,2.331040143966675
144001990656,,,,,,,61036,61036,61036,2.3372371196746826,2.3372371196746826,2.3372371196746826
144051535872,,,,,,,61057,61057,61057,2.327566146850586,2.327566146850586,2.327566146850586
144063332352,,,,,,,61062,61062,61062,2.341193675994873,2.341193675994873,2.341193675994873
144075128832,,,,,,,61067,61067,61067,2.3129258155822754,2.3129258155822754,2.3129258155822754
144077488128,,,,,,,61068,61068,61068,2.365463972091675,2.365463972091675,2.365463972091675
144086925312,,,,,,,61072,61072,61072,2.3261287212371826,2.3261287212371826,2.3261287212371826
144108158976,,,,,,,61081,61081,61081,2.325899839401245,2.325899839401245,2.325899839401245
144119955456,,,,,,,61086,61086,61086,2.3513264656066895,2.3513264656066895,2.3513264656066895
144122314752,,,,,,,61087,61087,61087,2.3457086086273193,2.3457086086273193,2.3457086086273193
144134111232,,,,,,,61092,61092,61092,2.3670129776000977,2.3670129776000977,2.3670129776000977
144181297152,,,,,,,61112,61112,61112,2.348802089691162,2.348802089691162,2.348802089691162
144202530816,,,,,,,61121,61121,61121,2.3139872550964355,2.3139872550964355,2.3139872550964355
144221405184,,,,,,,61129,61129,61129,2.346276044845581,2.346276044845581,2.346276044845581
144249716736,,,,,,,61141,61141,61141,2.3382365703582764,2.3382365703582764,2.3382365703582764
144313417728,,,,,,,61168,61168,61168,2.328490972518921,2.328490972518921,2.328490972518921
144315777024,,,,,,,61169,61169,61169,2.336878776550293,2.336878776550293,2.336878776550293
144334651392,,,,,,,61177,61177,61177,2.3275747299194336,2.3275747299194336,2.3275747299194336
144341729280,,,,,,,61180,61180,61180,2.3474693298339844,2.3474693298339844,2.3474693298339844
144351166464,,,,,,,61184,61184,61184,2.3430655002593994,2.3430655002593994,2.3430655002593994
144386555904,,,,,,,61199,61199,61199,2.302902936935425,2.302902936935425,2.302902936935425
144483287040,,,,,,,61240,61240,61240,2.349386692047119,2.349386692047119,2.349386692047119
144549347328,,,,,,,61268,61268,61268,2.358870267868042,2.358870267868042,2.358870267868042
144584736768,,,,,,,61283,61283,61283,2.3411777019500732,2.3411777019500732,2.3411777019500732
144605970432,,,,,,,61292,61292,61292,2.341576099395752,2.341576099395752,2.341576099395752
144641359872,,,,,,,61307,61307,61307,2.3385050296783447,2.3385050296783447,2.3385050296783447
144650797056,,,,,,,61311,61311,61311,2.314324140548706,2.314324140548706,2.314324140548706
144705060864,,,,,,,61334,61334,61334,2.3238637447357178,2.3238637447357178,2.3238637447357178
144716857344,,,,,,,61339,61339,61339,2.333749771118164,2.333749771118164,2.333749771118164
144745168896,,,,,,,61351,61351,61351,2.3413455486297607,2.3413455486297607,2.3413455486297607
144778199040,,,,,,,61365,61365,61365,2.34602689743042,2.34602689743042,2.34602689743042
144787636224,,,,,,,61369,61369,61369,2.3274269104003906,2.3274269104003906,2.3274269104003906
144832462848,,,,,,,61388,61388,61388,2.3393402099609375,2.3393402099609375,2.3393402099609375
144891445248,,,,,,,61413,61413,61413,2.3228676319122314,2.3228676319122314,2.3228676319122314
144898523136,,,,,,,61416,61416,61416,2.351907253265381,2.351907253265381,2.351907253265381
144905601024,,,,,,,61419,61419,61419,2.362732172012329,2.362732172012329,2.362732172012329
144945709056,,,,,,,61436,61436,61436,2.3343024253845215,2.3343024253845215,2.3343024253845215
145080188928,,,,,,,61493,61493,61493,2.313765525817871,2.313765525817871,2.313765525817871
145113219072,,,,,,,61507,61507,61507,2.3389949798583984,2.3389949798583984,2.3389949798583984
145155686400,,,,,,,61525,61525,61525,2.340726852416992,2.340726852416992,2.340726852416992
145158045696,,,,,,,61526,61526,61526,2.348179340362549,2.348179340362549,2.348179340362549
145160404992,,,,,,,61527,61527,61527,2.348062038421631,2.348062038421631,2.348062038421631
145162764288,,,,,,,61528,61528,61528,2.3102176189422607,2.3102176189422607,2.3102176189422607
145231183872,,,,,,,61557,61557,61557,2.3395252227783203,2.3395252227783203,2.3395252227783203
145247698944,,,,,,,61564,61564,61564,2.3465988636016846,2.3465988636016846,2.3465988636016846
145254776832,,,,,,,61567,61567,61567,2.327357769012451,2.327357769012451,2.327357769012451
145280729088,,,,,,,61578,61578,61578,2.3371102809906006,2.3371102809906006,2.3371102809906006
145306681344,,,,,,,61589,61589,61589,2.348956346511841,2.348956346511841,2.348956346511841
145337352192,,,,,,,61602,61602,61602,2.3233659267425537,2.3233659267425537,2.3233659267425537
145358585856,,,,,,,61611,61611,61611,2.3421595096588135,2.3421595096588135,2.3421595096588135
145372741632,,,,,,,61617,61617,61617,2.3447892665863037,2.3447892665863037,2.3447892665863037
145384538112,,,,,,,61622,61622,61622,2.3357417583465576,2.3357417583465576,2.3357417583465576
145481269248,,,,,,,61663,61663,61663,2.3390560150146484,2.3390560150146484,2.3390560150146484
145526095872,,,,,,,61682,61682,61682,2.336625814437866,2.336625814437866,2.336625814437866
145566203904,,,,,,,61699,61699,61699,2.3670036792755127,2.3670036792755127,2.3670036792755127
145596874752,,,,,,,61712,61712,61712,2.327977180480957,2.327977180480957,2.327977180480957
145603952640,,,,,,,61715,61715,61715,2.3437154293060303,2.3437154293060303,2.3437154293060303
145620467712,,,,,,,61722,61722,61722,2.3378520011901855,2.3378520011901855,2.3378520011901855
145644060672,,,,,,,61732,61732,61732,2.3410263061523438,2.3410263061523438,2.3410263061523438
145752588288,,,,,,,61778,61778,61778,2.336298942565918,2.336298942565918,2.336298942565918
145771462656,,,,,,,61786,61786,61786,2.350759983062744,2.350759983062744,2.350759983062744
145773821952,,,,,,,61787,61787,61787,2.312152624130249,2.312152624130249,2.312152624130249
145821007872,,,,,,,61807,61807,61807,2.344318389892578,2.344318389892578,2.344318389892578
145868193792,,,,,,,61827,61827,61827,2.3207361698150635,2.3207361698150635,2.3207361698150635
145875271680,,,,,,,61830,61830,61830,2.3466379642486572,2.3466379642486572,2.3466379642486572
145894146048,,,,,,,61838,61838,61838,2.3460206985473633,2.3460206985473633,2.3460206985473633
145896505344,,,,,,,61839,61839,61839,2.334141492843628,2.334141492843628,2.334141492843628
145927176192,,,,,,,61852,61852,61852,2.3371450901031494,2.3371450901031494,2.3371450901031494
145993236480,,,,,,,61880,61880,61880,2.337282180786133,2.337282180786133,2.337282180786133
146019188736,,,,,,,61891,61891,61891,2.3252644538879395,2.3252644538879395,2.3252644538879395
146035703808,,,,,,,61898,61898,61898,2.3357138633728027,2.3357138633728027,2.3357138633728027
146068733952,,,,,,,61912,61912,61912,2.3571202754974365,2.3571202754974365,2.3571202754974365
146111201280,,,,,,,61930,61930,61930,2.3215060234069824,2.3215060234069824,2.3215060234069824
146184339456,,,,,,,61961,61961,61961,2.336421489715576,2.336421489715576,2.336421489715576
146205573120,,,,,,,61970,61970,61970,2.3315038681030273,2.3315038681030273,2.3315038681030273
146210291712,,,,,,,61972,61972,61972,2.332218647003174,2.332218647003174,2.332218647003174
146281070592,,,,,,,62002,62002,62002,2.3235838413238525,2.3235838413238525,2.3235838413238525
146309382144,,,,,,,62014,62014,62014,2.33487868309021,2.33487868309021,2.33487868309021
146332975104,,,,,,,62024,62024,62024,2.3301172256469727,2.3301172256469727,2.3301172256469727
146347130880,,,,,,,62030,62030,62030,2.3179967403411865,2.3179967403411865,2.3179967403411865
146361286656,,,,,,,62036,62036,62036,2.3428335189819336,2.3428335189819336,2.3428335189819336
146366005248,,,,,,,62038,62038,62038,2.3440659046173096,2.3440659046173096,2.3440659046173096
146370723840,,,,,,,62040,62040,62040,2.3362934589385986,2.3362934589385986,2.3362934589385986
146391957504,,,,,,,62049,62049,62049,2.350444793701172,2.350444793701172,2.350444793701172
146399035392,,,,,,,62052,62052,62052,2.3213133811950684,2.3213133811950684,2.3213133811950684
146458017792,,,,,,,62077,62077,62077,2.3087289333343506,2.3087289333343506,2.3087289333343506
146481610752,,,,,,,62087,62087,62087,2.348055601119995,2.348055601119995,2.348055601119995
146502844416,,,,,,,62096,62096,62096,2.3349716663360596,2.3349716663360596,2.3349716663360596
146623168512,,,,,,,62147,62147,62147,2.338764190673828,2.338764190673828,2.338764190673828
146644402176,,,,,,,62156,62156,62156,2.381094455718994,2.381094455718994,2.381094455718994
146663276544,,,,,,,62164,62164,62164,2.3640692234039307,2.3640692234039307,2.3640692234039307
146679791616,,,,,,,62171,62171,62171,2.342501640319824,2.342501640319824,2.342501640319824
146741133312,,,,,,,62197,62197,62197,2.325430393218994,2.325430393218994,2.325430393218994
146783600640,,,,,,,62215,62215,62215,2.330980062484741,2.330980062484741,2.330980062484741
146818990080,,,,,,,62230,62230,62230,2.324772596359253,2.324772596359253,2.324772596359253
146833145856,,,,,,,62236,62236,62236,2.336064577102661,2.336064577102661,2.336064577102661
146896846848,,,,,,,62263,62263,62263,2.3162007331848145,2.3162007331848145,2.3162007331848145
146932236288,,,,,,,62278,62278,62278,2.3247945308685303,2.3247945308685303,2.3247945308685303
146953469952,,,,,,,62287,62287,62287,2.366774082183838,2.366774082183838,2.366774082183838
146995937280,,,,,,,62305,62305,62305,2.35182785987854,2.35182785987854,2.35182785987854
147066716160,,,,,,,62335,62335,62335,2.3412556648254395,2.3412556648254395,2.3412556648254395
147085590528,,,,,,,62343,62343,62343,2.3102407455444336,2.3102407455444336,2.3102407455444336
147135135744,,,,,,,62364,62364,62364,2.3409264087677,2.3409264087677,2.3409264087677
147144572928,,,,,,,62368,62368,62368,2.316851854324341,2.316851854324341,2.316851854324341
147146932224,,,,,,,62369,62369,62369,2.340632677078247,2.340632677078247,2.340632677078247
147184680960,,,,,,,62385,62385,62385,2.3355588912963867,2.3355588912963867,2.3355588912963867
147203555328,,,,,,,62393,62393,62393,2.3176803588867188,2.3176803588867188,2.3176803588867188
147250741248,,,,,,,62413,62413,62413,2.3390095233917236,2.3390095233917236,2.3390095233917236
147283771392,,,,,,,62427,62427,62427,2.336923599243164,2.336923599243164,2.336923599243164
147290849280,,,,,,,62430,62430,62430,2.3265042304992676,2.3265042304992676,2.3265042304992676
147293208576,,,,,,,62431,62431,62431,2.3558731079101562,2.3558731079101562,2.3558731079101562
147297927168,,,,,,,62433,62433,62433,2.3498072624206543,2.3498072624206543,2.3498072624206543
147309723648,,,,,,,62438,62438,62438,2.3120646476745605,2.3120646476745605,2.3120646476745605
147338035200,,,,,,,62450,62450,62450,2.348447322845459,2.348447322845459,2.348447322845459
147394658304,,,,,,,62474,62474,62474,2.347282886505127,2.347282886505127,2.347282886505127
147418251264,,,,,,,62484,62484,62484,2.336854934692383,2.336854934692383,2.336854934692383
147595198464,,,,,,,62559,62559,62559,2.3472325801849365,2.3472325801849365,2.3472325801849365
147602276352,,,,,,,62562,62562,62562,2.336179256439209,2.336179256439209,2.336179256439209
147680133120,,,,,,,62595,62595,62595,2.3377604484558105,2.3377604484558105,2.3377604484558105
147883032576,,,,,,,62681,62681,62681,2.3341357707977295,2.3341357707977295,2.3341357707977295
147899547648,,,,,,,62688,62688,62688,2.3265023231506348,2.3265023231506348,2.3265023231506348
147916062720,,,,,,,62695,62695,62695,2.3176424503326416,2.3176424503326416,2.3176424503326416
147967967232,,,,,,,62717,62717,62717,2.3364412784576416,2.3364412784576416,2.3364412784576416
147998638080,,,,,,,62730,62730,62730,2.3345963954925537,2.3345963954925537,2.3345963954925537
148100087808,,,,,,,62773,62773,62773,2.3281826972961426,2.3281826972961426,2.3281826972961426
148194459648,,,,,,,62813,62813,62813,2.3248934745788574,2.3248934745788574,2.3248934745788574
148199178240,,,,,,,62815,62815,62815,2.3367321491241455,2.3367321491241455,2.3367321491241455
148284112896,,,,,,,62851,62851,62851,2.3447418212890625,2.3447418212890625,2.3447418212890625
148343095296,,,,,,,62876,62876,62876,2.3235983848571777,2.3235983848571777,2.3235983848571777
148453982208,,,,,,,62923,62923,62923,2.330087184906006,2.330087184906006,2.330087184906006
148524761088,,,,,,,62953,62953,62953,2.3180017471313477,2.3180017471313477,2.3180017471313477
148869218304,,,,,,,63099,63099,63099,2.318742513656616,2.318742513656616,2.318742513656616
148871577600,,,,,,,63100,63100,63100,2.3312580585479736,2.3312580585479736,2.3312580585479736
148892811264,,,,,,,63109,63109,63109,2.3193986415863037,2.3193986415863037,2.3193986415863037
148904607744,,,,,,,63114,63114,63114,2.353107452392578,2.353107452392578,2.353107452392578
148921122816,,,,,,,63121,63121,63121,2.3402154445648193,2.3402154445648193,2.3402154445648193
148925841408,,,,,,,63123,63123,63123,2.3325369358062744,2.3325369358062744,2.3325369358062744
148951793664,,,,,,,63134,63134,63134,2.362090826034546,2.362090826034546,2.362090826034546
148954152960,,,,,,,63135,63135,63135,2.3361411094665527,2.3361411094665527,2.3361411094665527
148958871552,,,,,,,63137,63137,63137,2.3536200523376465,2.3536200523376465,2.3536200523376465
148989542400,,,,,,,63150,63150,63150,2.342015504837036,2.342015504837036,2.342015504837036
149008416768,,,,,,,63158,63158,63158,2.3415894508361816,2.3415894508361816,2.3415894508361816
149027291136,,,,,,,63166,63166,63166,2.3258049488067627,2.3258049488067627,2.3258049488067627
149032009728,,,,,,,63168,63168,63168,2.3377482891082764,2.3377482891082764,2.3377482891082764
149034369024,,,,,,,63169,63169,63169,2.334129571914673,2.334129571914673,2.334129571914673
149057961984,,,,,,,63179,63179,63179,2.345553159713745,2.345553159713745,2.345553159713745
149083914240,,,,,,,63190,63190,63190,2.3386683464050293,2.3386683464050293,2.3386683464050293
149107507200,,,,,,,63200,63200,63200,2.293853282928467,2.293853282928467,2.293853282928467
149140537344,,,,,,,63214,63214,63214,2.327714681625366,2.327714681625366,2.327714681625366
149175926784,,,,,,,63229,63229,63229,2.3343377113342285,2.3343377113342285,2.3343377113342285
149201879040,,,,,,,63240,63240,63240,2.3357009887695312,2.3357009887695312,2.3357009887695312
149291532288,,,,,,,63278,63278,63278,2.339639902114868,2.339639902114868,2.339639902114868
149315125248,,,,,,,63288,63288,63288,2.3413643836975098,2.3413643836975098,2.3413643836975098
149364670464,,,,,,,63309,63309,63309,2.34086012840271,2.34086012840271,2.34086012840271
149435449344,,,,,,,63339,63339,63339,2.3259997367858887,2.3259997367858887,2.3259997367858887
149477916672,,,,,,,63357,63357,63357,2.3338327407836914,2.3338327407836914,2.3338327407836914
149546336256,,,,,,,63386,63386,63386,2.3515946865081787,2.3515946865081787,2.3515946865081787
149560492032,,,,,,,63392,63392,63392,2.3215291500091553,2.3215291500091553,2.3215291500091553
149654863872,,,,,,,63432,63432,63432,2.3262369632720947,2.3262369632720947,2.3262369632720947
149676097536,,,,,,,63441,63441,63441,2.3604423999786377,2.3604423999786377,2.3604423999786377
149680816128,,,,,,,63443,63443,63443,2.321021556854248,2.321021556854248,2.321021556854248
149746876416,,,,,,,63471,63471,63471,2.320408821105957,2.320408821105957,2.320408821105957
149758672896,,,,,,,63476,63476,63476,2.3291122913360596,2.3291122913360596,2.3291122913360596
149796421632,,,,,,,63492,63492,63492,2.348646879196167,2.348646879196167,2.348646879196167
149834170368,,,,,,,63508,63508,63508,2.3135457038879395,2.3135457038879395,2.3135457038879395
149959213056,,,,,,,63561,63561,63561,2.329479217529297,2.329479217529297,2.329479217529297
