run_name,step,throughput
Weka drops,358,13923.768153716977
Weka drops,359,13642.518700239765
Weka drops,360,13726.544994327169
Weka drops,361,14010.658280867721
Weka drops,362,13898.371109289381
Weka drops,363,13378.147497146027
Weka drops,364,13941.19862545335
Weka drops,365,13921.173134362223
Weka drops,366,13454.800129693356
Weka drops,367,13858.533133278479
Weka drops,368,13836.240259524098
Weka drops,369,13932.191704524996
Weka drops,370,13428.80193851469
Weka drops,371,13995.835311701629
Weka drops,372,13890.227972879082
Weka drops,373,13888.057083205562
Weka drops,374,13818.885834327617
Weka drops,375,13857.75062634606
Weka drops,376,13817.300215169764
Weka drops,377,13878.67018815247
Weka drops,378,13670.918163255454
Weka drops,379,13917.316241421098
Weka drops,380,13771.776768326703
Weka drops,381,13892.137419460569
Weka drops,382,13810.78373498528
Weka drops,383,13838.610487673768
Weka drops,384,13767.524089877988
Weka drops,385,13594.945498994219
Weka drops,386,13989.749336744027
Weka drops,387,13239.740164139092
Weka drops,388,13774.257483829691
Weka drops,389,13924.324892581419
Weka drops,390,13875.755728840792
Weka drops,391,13793.441388668094
Weka drops,392,13963.43025953105
Weka drops,393,13873.372760499187
Weka drops,394,13756.309040478127
Weka drops,395,13766.737117425233
Weka drops,396,13819.960409292747
Weka drops,397,13885.759673765684
Weka drops,398,13952.04497606153
Weka drops,399,13848.732095661771
Weka drops,400,13764.920804898791
Weka drops,401,14237.319063125338
Weka drops,402,13917.849913991677
Weka drops,403,13813.271120073457
Weka drops,404,13844.959862204798
Weka drops,405,13808.090078514351
Weka drops,406,13863.028670381793
Weka drops,407,13745.053597049779
Weka drops,408,13890.504997277936
Weka drops,409,13722.422500471263
Weka drops,410,13974.099065566515
Weka drops,411,13919.398547769502
Weka drops,412,13866.982380672822
Weka drops,413,13857.012915027955
Weka drops,414,13907.131696197284
Weka drops,415,13815.492756863168
Weka drops,416,13946.804618229698
Weka drops,417,13954.107464231836
Weka drops,418,222.66787817808972
Weka drops,419,870.7854029168593
Weka drops,420,13835.423127720665
Weka drops,421,13922.278719983404
Weka drops,422,828.5728755970827
Weka drops,423,13601.970572648905
Weka drops,424,13983.524480578924
Weka drops,425,13805.027691157162
Weka drops,426,13933.841474175968
Weka drops,427,13776.930589830336
Weka drops,428,14034.602489322839
Weka drops,429,13967.131071981406
Weka drops,430,13983.509304774996
Weka drops,431,13958.907186373142
Weka drops,432,13972.20490120703
Weka drops,433,13878.378687128768
Weka drops,434,13789.079402586394
Weka drops,435,13921.66949802194
Weka drops,436,14039.205352045152
Weka drops,437,13938.830825550715
Weka drops,438,13967.6231477311
Weka drops,439,14027.276252353548
Weka drops,440,13900.905144075323
Weka drops,441,14017.677408194935
Weka drops,442,13828.704023233688
Weka drops,443,13755.949226975958
Weka drops,444,13805.560182682648
Weka drops,445,13839.04895741815
Weka drops,446,14078.459615764936
Weka drops,447,13246.02835915566
Weka drops,448,13909.000749699231
Weka drops,449,14035.343942616411
Weka drops,450,13974.296088143396
Weka drops,451,13932.154043112694
Weka drops,452,13981.620174486741
Weka drops,453,13251.089110010587
Weka drops,454,13902.847529865454
Weka drops,455,13913.994861987454
Weka drops,456,13889.187358317891
Weka drops,457,13933.329175110353
Weka drops,458,14076.606258975475
Weka drops,459,13810.532085213294
Weka drops,460,13691.415239824737
Weka drops,461,13880.083020441096
Weka drops,462,822.0420917465293
Weka drops,463,13796.81625520396
Weka drops,464,13918.511424122471
Weka drops,465,13943.31071798046
Weka drops,466,13889.007699645901
Weka drops,467,13833.811432494835
Weka drops,468,13935.20527735704
Weka drops,469,13860.821541505058
Weka drops,470,13906.89903795042
Weka drops,471,14040.957067689698
Weka drops,472,13868.071912177897
Weka drops,473,13927.9071422549
Weka drops,474,13916.880313917958
Weka drops,475,13847.422369480199
Weka drops,476,13862.693081834084
Weka drops,477,13960.767493754987
Weka drops,478,13992.218039185025
Weka drops,479,13808.341639298937
Weka drops,480,13928.946038300839
Weka drops,481,13815.08540328884
Weka drops,482,13188.568681900766
Weka drops,483,13928.479268730354
Weka drops,484,13864.677018894195
Weka drops,485,13940.874325063416
Weka drops,486,13958.4308459296
Weka drops,487,13595.827719450042
Weka drops,488,13964.103676537527
Weka drops,489,13907.717128803604
Weka drops,490,13886.724942138206
Weka drops,491,13907.484450968594
Weka drops,492,12933.220399412203
Weka drops,493,13910.682576534979
Weka drops,494,13860.381691033226
Weka drops,495,13965.889681096209
Weka drops,496,13887.331109475252
Weka drops,497,13931.536425001053
Weka drops,498,13976.372740821733
Weka drops,499,13831.62844431372
Weka drops,500,13882.879631769572
Weka drops,501,13887.937329734048
Weka drops,502,13956.775248713579
Weka drops,503,13919.473732937442
Weka drops,504,13287.57521098118
Weka drops,505,13814.500337458057
Weka drops,506,13984.154305491793
Weka drops,507,13931.822631463992
Weka drops,508,13815.744587451862
Weka drops,509,13920.59408815903
Weka drops,510,13544.18543008766
Weka drops,511,13960.805310022168
Weka drops,512,13884.712247519376
Weka drops,513,13785.767317799931
Weka drops,514,13947.906729632086
Weka drops,515,13921.346105558856
Weka drops,516,13950.186992393654
Weka drops,517,13874.99368755667
Weka drops,518,13928.998740056528
Weka drops,519,13356.312953700872
Weka drops,520,13762.07596702417
Weka drops,521,13770.636086394967
Weka drops,522,13940.98745139281
Weka drops,523,13769.981199584494
Weka drops,524,13746.615344156096
Weka drops,525,13825.461885534818
Weka drops,526,13784.661185211733
Weka drops,527,13776.834840848815
Weka drops,528,13975.235810716273
Weka drops,529,13960.87337981937
Weka drops,530,13850.59292813546
Weka drops,531,13781.933483614777
Weka drops,532,13964.16421158498
Weka drops,533,13849.416823864389
Weka drops,534,13912.116955528394
Weka drops,535,13794.41601641853
Weka drops,536,13913.912223440666
Weka drops,537,13862.812400345147
Weka drops,538,13874.119684440784
Weka drops,539,13949.462059826705
Weka drops,540,13865.691582056787
Weka drops,541,13852.052170547635
Weka drops,542,13813.73019976725
Weka drops,543,13703.165884015138
Weka drops,544,13761.22347980577
Weka drops,545,13982.120858097484
Weka drops,546,13796.277051910694
Weka drops,547,13915.482523705641
Weka drops,548,14015.260693447965
Weka drops,549,13975.288863339942
Weka drops,550,14000.268259569231
Weka drops,551,13895.927915336108
Weka drops,552,13943.952015557608
Weka drops,553,13941.779387108867
Weka drops,554,14054.702921567943
Weka drops,555,13772.549595718881
Weka drops,556,13959.716283534452
Weka drops,557,13942.948599526468
Weka drops,558,13841.791881676218
Weka drops,559,13859.025040012391
Weka drops,560,13971.56857723132
Weka drops,561,13930.640222935188
Weka drops,562,13907.25928628287
Weka drops,563,13980.383791311482
Weka drops,564,13916.301624768937
Weka drops,565,13958.377921220417
Weka drops,566,13813.515465144328
Weka drops,567,13910.584959396112
Weka drops,568,13784.80128552141
Weka drops,569,13941.900070927319
Weka drops,570,13965.44313712739
Weka drops,571,13841.033566239008
Weka drops,572,13891.643159405257
Weka drops,573,13973.159495856278
Weka drops,574,13848.873501373344
Weka drops,575,13905.353184091118
Weka drops,576,13979.739138359786
Weka drops,577,13942.352653855332
Weka drops,578,13827.472276967936
Weka drops,579,13926.973773638745
Weka drops,580,13959.36087416491
Weka drops,581,14079.582633628657
Weka drops,582,13933.622989084974
Weka drops,583,14013.721139508554
Weka drops,584,13862.819857820288
Weka drops,585,13977.426461200006
Weka drops,586,13868.467469397112
Weka drops,587,14012.410498784711
Weka drops,588,14063.508261350762
Weka drops,589,13863.319526932812
Weka drops,590,13903.822677161785
Weka drops,591,13928.11792022484
Weka drops,592,13998.838460213825
Weka drops,593,13879.313028557024
Weka drops,594,13933.148372669411
Weka drops,595,13914.595899131642
Weka drops,596,13867.430112624623
Weka drops,597,13887.338593353319
Weka drops,598,13904.130251992023
Weka drops,599,13979.898400029946
Weka drops,600,14010.033683052243
Weka drops,601,14595.766558844836
Weka drops,602,14062.464543984146
Weka drops,603,13874.27654868686
Weka drops,604,13962.121443749615
Weka drops,605,14004.78012599507
Weka drops,606,13911.583722513345
Weka drops,607,13946.759329706174
Weka drops,608,13995.82010916497
Weka drops,609,13954.06968424142
Weka drops,610,14073.769492073408
Weka drops,611,13957.546299922169
Weka drops,612,13841.189683213199
Weka drops,613,13973.765655400086
Weka drops,614,14004.81057004415
Weka drops,615,13955.354318692465
Weka drops,616,14051.95159810131
Weka drops,617,13777.954450601888
Weka drops,618,13971.56857723132
Weka drops,619,13970.5005922735
Weka drops,620,13971.303459347102
Weka drops,621,13911.410993823221
Weka drops,622,13994.763613771995
Weka drops,623,13906.583835969055
Weka drops,624,13902.120009063152
Weka drops,625,14006.553712580286
Weka drops,626,13936.305556231555
Weka drops,627,13769.613312971747
Weka drops,628,14000.952841367507
Weka drops,629,13888.573543709726
Weka drops,630,13988.359650684606
Weka drops,631,13993.448917820851
Weka drops,632,13913.191055969031
Weka drops,633,13905.068064126755
Weka drops,634,13964.14907777391
Weka drops,635,13836.381410247806
Weka drops,636,14004.23976614861
Weka drops,637,14009.355828931251
Weka drops,638,13875.494234653248
Weka drops,639,13863.632770714103
Weka drops,640,13753.790741178585
Weka drops,641,13918.143075495564
Weka drops,642,13884.644918380618
Weka drops,643,14024.283787924222
Weka drops,644,13727.956274767908
Weka drops,645,13910.359694304427
Weka drops,646,13950.398445252255
Weka drops,647,13885.520248120025
Weka drops,648,13879.470010260222
Weka drops,649,13912.244637104675
Weka drops,650,13807.106119964681
Weka drops,651,13777.254673181998
Weka drops,652,13901.632537728088
Weka drops,653,13936.66732970447
Weka drops,654,13895.523297421461
Weka drops,655,13901.130103053632
Weka drops,656,14007.596760779736
Weka drops,657,14040.513360383004
Weka drops,658,14005.541266932321
Weka drops,659,14015.375030252666
Weka drops,660,14020.102584190623
Weka drops,661,13780.5184530408
Weka drops,662,13904.602893495974
Weka drops,663,13966.472501773598
Weka drops,664,13900.290293348524
Weka drops,665,13851.344846287602
Weka drops,666,13918.947453817855
Weka drops,667,13998.017218181158
Weka drops,668,13874.411006578148
Weka drops,669,13740.604930339347
Weka drops,670,13781.211192118606
Weka drops,671,13965.23122794715
Weka drops,672,13891.590739947118
Weka drops,673,13874.216790460581
Weka drops,674,13925.73951049329
Weka drops,675,13601.891598907407
Weka drops,676,13917.616896990488
Weka drops,677,13766.369404131225
Weka drops,678,13853.504273008039
Weka drops,679,14005.78484950596
Weka drops,680,13876.749496647639
Weka drops,681,13860.500969758383
Weka drops,682,13871.042874605786
Weka drops,683,13859.107027863094
Weka drops,684,13866.60929279754
Weka drops,685,13686.594139734976
Weka drops,686,13936.74270154214
Weka drops,687,13744.958290641143
Weka drops,688,13917.045662514744
Weka drops,689,13884.143710871416
Weka drops,690,13903.012545177042
Weka drops,691,13909.263508334827
Weka drops,692,13878.67766269871
Weka drops,693,13977.02466418546
Weka drops,694,13907.792187830562
Weka drops,695,13893.523032854631
Weka drops,696,13947.529274609296
Weka drops,697,13994.535614110639
Weka drops,698,13999.530507474621
Weka drops,699,14005.213966190493
Weka drops,700,13966.442224176926
Weka drops,701,13870.423196992728
Weka drops,702,13728.841215179515
Weka drops,703,13835.74996885993
Weka drops,704,13896.220154040531
Weka drops,705,13965.882112316462
Weka drops,706,13941.266504188634
Weka drops,707,13908.047394582458
Weka drops,708,14048.312922692805
Weka drops,709,14007.886100940172
Weka drops,710,14010.825865366736
Weka drops,711,13943.484239738855
Weka drops,712,13890.722132233997
Weka drops,713,13812.900916739787
Weka drops,714,13934.579853807461
Weka drops,715,13931.001702330555
Weka drops,716,13893.403185101759
Weka drops,717,13874.269078880423
Weka drops,718,13884.667361354317
Weka drops,719,13995.029622766726
Weka drops,720,13717.382390515611
Weka drops,721,13952.400012994185
Weka drops,722,652.1409892484743
Weka drops,723,757.8243170471716
Weka drops,724,13585.964845982382
Weka drops,725,13798.65577258871
Weka drops,726,765.8056802471565
Weka drops,727,875.7792872577256
Weka drops,728,13729.514138790088
Weka drops,729,13750.833100860487
Weka drops,730,13646.101922383432
Weka drops,731,705.9599161290222
Weka drops,732,787.4805642082988
Weka drops,733,13908.970720772993
Weka drops,734,13962.552644967565
Weka drops,735,799.9458806570992
Weka drops,736,13751.603579393035
Weka drops,737,13859.69587820155
Weka drops,738,13959.519671859409
Weka drops,739,13567.05332940235
Weka drops,740,13728.285371513564
Weka drops,741,13713.404050407387
Weka drops,742,13952.377350522447
Weka drops,743,13702.371680060744
Weka drops,744,13931.80756767277
Weka drops,745,13738.824804925329
Weka drops,746,13893.86760666199
Weka drops,747,13848.412082871851
Weka drops,748,13878.610392072384
Weka drops,749,13875.7109005658
Weka drops,750,13839.650969615372
Weka drops,751,13870.453059704225
Weka drops,752,13805.168205764465
Weka drops,753,13884.83194537837
Weka drops,754,13865.437927346058
Weka drops,755,13931.574083074333
Weka drops,756,13831.494814357598
Weka drops,757,13960.631356889438
Weka drops,758,13878.849579484353
Weka drops,759,13562.162371422934
Weka drops,760,13741.425554980253
Weka drops,761,13780.017366055554
Weka drops,762,13782.287286665736
Weka drops,763,13651.2922611893
Weka drops,764,13414.527557772182
Weka drops,765,13751.229336179296
Weka drops,766,13674.247844843596
Weka drops,767,13605.604356360787
Weka drops,768,13333.990694593924
Weka drops,769,13857.281164601234
Weka drops,770,13736.276292616363
Weka drops,771,13622.282870945726
Weka drops,772,13822.050750966264
Weka drops,773,13704.142371010174
Weka drops,774,13373.773491079672
Weka drops,775,13558.887045245041
Weka drops,776,13713.958689644418
Weka drops,777,13111.394675318794
Weka drops,778,13912.575117950058
Weka drops,779,13733.135892999031
Weka drops,780,13798.212470530658
Weka drops,781,13760.488661794303
Weka drops,782,13703.603099792452
Weka drops,783,13849.729439686307
Weka drops,784,13760.496009585964
Weka drops,785,13740.7954237524
Weka drops,786,13856.051772668688
Weka drops,787,13850.868373824722
Weka drops,788,13253.869740778668
Weka drops,789,13887.495756656026
Weka drops,790,13876.129309063654
Weka drops,791,13823.333436682804
Weka drops,792,13840.431433755011
Weka drops,793,13808.556213093847
Weka drops,794,13844.885479844175
Weka drops,795,13702.670406526284
Weka drops,796,13760.150671860358
Weka drops,797,13520.02535929072
Weka drops,798,13820.820189599284
Weka drops,799,13818.767270775365
Weka drops,800,13930.308883301826
Weka drops,801,14333.67843590956
Weka drops,802,13921.985384235137
Weka drops,803,13798.929156390126
Weka drops,804,13791.034943441342
Weka drops,805,774.9854497704558
Weka drops,806,13805.715500448945
Weka drops,807,13793.685032694011
Weka drops,808,13769.282231826894
Weka drops,809,13937.496464759824
Weka drops,810,13993.479312625504
Weka drops,811,13956.873515209154
Weka drops,812,13974.781090464212
Weka drops,813,13971.023202809623
Weka drops,814,13926.461979442503
Weka drops,815,13912.13948740097
Weka drops,816,13421.05281643745
Weka drops,817,13877.556570725726
Weka drops,818,13931.25023029716
Weka drops,819,13785.125739277797
Weka drops,820,13797.495859113484
Weka drops,821,13897.958853746733
Weka drops,822,13976.903371512934
Weka drops,823,13881.974722439196
Weka drops,824,13919.293289898902
Weka drops,825,13874.14209340163
Weka drops,826,13854.182025016207
Weka drops,827,13819.997466582647
Weka drops,828,13757.102165278668
Weka drops,829,13889.97341965988
Weka drops,830,13811.435106394953
Weka drops,831,13897.64405689179
Weka drops,832,13889.247245574756
Weka drops,833,13822.651285162341
Weka drops,834,13913.100915291407
Weka drops,835,13775.361947317526
Weka drops,836,13873.671520424925
Weka drops,837,13652.579613369986
Weka drops,838,14048.971574739788
Weka drops,839,13796.424774648649
Weka drops,840,13833.915401500644
Weka drops,841,13828.518505242211
Weka drops,842,13733.75800262633
Weka drops,843,13935.642353643547
Weka drops,844,13830.804434049047
Weka drops,845,13854.524650166555
Weka drops,846,13847.124738987504
Weka drops,847,13840.111804464637
Weka drops,848,13825.899522447542
Weka drops,849,13539.503009764594
Weka drops,850,13840.892320582643
Weka drops,851,13904.730437184888
Weka drops,852,13704.55778453527
Weka drops,853,13796.919668871407
Weka drops,854,13779.059507062024
Weka drops,855,13726.311027686132
Weka drops,856,13967.267335640814
Weka drops,857,13483.480792564724
Weka drops,858,13998.116066287586
Weka drops,859,13637.33502959012
Weka drops,860,13872.23012250936
Weka drops,861,13890.295356175326
Weka drops,862,13486.952713661492
Weka drops,863,13832.519376678421
Weka drops,864,13898.948308139386
Weka drops,865,879.6961702236316
Weka drops,866,13974.705306632422
Weka drops,867,13832.281783492277
Weka drops,868,13850.5035967511
Weka drops,869,13897.883900821098
Weka drops,870,13684.922454701873
Weka drops,871,13885.916801332887
Weka drops,872,13908.332636742025
Weka drops,873,13884.83194537837
